-9.8999996,-10.0,-10.0,42.900002,-11.9,-9.729041
-9.8999996,-10.0,-10.0,42.900002,-11.9,-9.729041
-9.8999996,-10.0,-10.0,42.900002,-11.8,-9.707513
-10.0,-10.0,-10.1,42.799999,-11.8,-9.788513
-10.0,-10.0,-10.1,42.799999,-11.8,-9.788513
-10.0,-10.0,-10.1,42.799999,-11.7,-9.766981
-10.0,-10.0,-10.1,42.700001,-11.9,-9.815543
-10.0,-10.0,-10.1,42.700001,-12.0,-9.837071
-10.0,-10.0,-10.1,42.599998,-12.2,-9.8856325
-10.0,-10.0,-10.2,42.5,-12.4,-9.966792
-10.1,-10.0,-10.2,42.599998,-12.5,-10.025724
-10.1,-10.0,-10.2,42.700001,-12.6,-10.041753
-10.1,-10.0,-10.3,42.700001,-12.5,-10.052824
-10.1,-10.0,-10.3,42.799999,-12.3,-10.004266
-10.2,-10.0,-10.4,42.900002,-12.0,-10.009674
-10.2,-10.0,-10.3,43.099998,-11.9,-9.944548
-10.1,-10.0,-10.1,43.299999,-11.7,-9.782387
-10.0,-10.0,-9.8999996,43.400002,-11.6,-9.647254
-9.8999996,-10.0,-9.8000002,43.5,-11.6,-9.566248
-9.8000002,-10.0,-9.8000002,43.5,-11.6,-9.523349
-9.6999998,-9.4,-9.6999998,43.400002,-11.5,-9.316052
-9.6999998,-9.4,-9.6999998,43.400002,-11.4,-9.294522
-9.6000004,-9.4,-9.6000004,43.299999,-11.4,-9.224517
-9.6000004,-9.4,-9.5,43.299999,-11.4,-9.191918
-9.5,-9.4,-9.5,43.200001,-11.6,-9.197576
-9.5,-9.4,-9.5,43.200001,-11.7,-9.219104
-9.5,-9.4,-9.5,43.099998,-11.9,-9.267663
-9.5,-9.4,-9.5,43.099998,-12.0,-9.289194
-9.5,-9.4,-9.6000004,43.099998,-12.2,-9.364855
-9.6000004,-9.4,-9.6000004,43.0,-12.3,-9.434787
-9.6000004,-8.9,-9.6999998,43.0,-12.5,-9.413972
-9.6999998,-8.9,-9.6999998,43.0,-12.5,-9.456874
-9.6000004,-8.9,-9.5,43.0,-12.6,-9.370305
-9.3999996,-8.9,-9.1000004,43.0,-12.5,-9.132564
-9.1999998,-8.9,-8.6000004,43.0,-12.4,-8.86223
-8.8999996,-8.9,-8.3999996,43.0,-12.3,-8.646795
-8.8000002,-8.9,-8.3000002,43.0,-12.2,-8.54976
-8.8000002,-8.9,-8.3999996,42.900002,-12.2,-8.587863
-8.8000002,-8.9,-8.3999996,42.900002,-12.2,-8.587863
-8.8000002,-8.9,-8.6000004,42.900002,-12.1,-8.631536
-8.8000002,-8.9,-8.6000004,42.900002,-12.1,-8.631536
-8.8999996,-8.9,-8.6999998,42.799999,-12.1,-8.712539
-8.8999996,-8.9,-8.6999998,42.799999,-12.1,-8.712539
