18.299999,18.495531
18.299999,18.239435
18.0,18.030085
18.0,17.902048
17.9,17.761087
17.9,17.718409
18.1,17.749063
18.1,17.834421
18.299999,17.94462
18.299999,18.030031
18.6,18.197832
18.6,18.325876
18.9,18.523607
18.9,18.651606
19.200001,18.80131
19.200001,18.929377
19.6,19.144068
19.6,19.314798
19.9,19.469553
19.9,19.60827
20.0,19.721216
20.0,19.769175
19.700001,19.686495
19.700001,19.542513
19.700001,19.542513
19.0,18.919779
19.0,18.919779
18.4,18.34701
18.4,18.34701
18.1,17.996927
18.1,17.996943
18.0,17.873415
18.0,17.873438
18.1,17.891794
18.1,17.891794
18.299999,18.096445
18.299999,18.096445
18.6,18.384966
18.6,18.384966
18.9,18.686518
18.9,18.686518
19.299999,19.017694
19.299999,19.017694
19.6,19.321428
19.6,19.321428
19.9,19.634127
19.9,19.634127
20.0,19.800745
20.0,19.800745
19.700001,19.568987
19.700001,19.568987
19.0,18.931696
19.0,18.931696
18.4,18.297098
18.4,18.297098
18.1,17.950617
18.1,17.950617
18.0,17.777735
18.0,17.777735
18.1,17.817858
18.1,17.817858
18.299999,18.006876
18.299999,18.006876
18.6,18.287989
18.6,18.288012
18.9,18.605295
18.9,18.605295
19.200001,18.9107
19.200001,18.9107
19.6,19.291605
19.6,19.291605
19.9,19.603754
19.9,19.603754
20.0,19.764635
20.0,19.764635
19.700001,19.514353
19.700001,19.514353
19.0,18.888117
19.0,18.888117
18.4,18.311518
18.4,18.311518
18.1,17.982805
18.1,17.982805
18.0,17.838366
18.0,17.838366
18.1,17.897486
18.1,17.897486
18.299999,18.069338
18.299999,18.069338
18.6,18.362986
18.6,18.362986
18.9,18.523462
18.9,18.65153
18.9,18.65153
19.200001,18.83452
19.200001,18.962572
19.200001,18.962587
19.6,19.31804
19.6,19.31804
19.799999,19.589808
19.799999,19.589808
20.0,19.795847
20.0,19.795847
19.6,19.49846
19.6,19.49846
19.0,18.88505
19.0,18.88505
18.4,18.282084
18.4,18.282084
18.0,17.902521
18.0,17.902521
17.9,17.686724
17.9,17.686724
18.0,17.72684
18.0,17.72684
18.200001,17.940989
18.200001,17.940989
18.5,18.234652
18.5,18.234652
18.799999,18.544077
18.799999,18.544077
19.200001,18.938395
19.200001,18.938395
19.5,19.242159
19.5,19.242159
19.799999,19.529512
19.799999,19.52952
20.0,19.751123
20.0,19.751139
19.700001,19.505884
19.700001,19.505884
19.0,18.914698
19.0,18.914698
18.4,18.302523
18.4,18.302523
18.1,17.987894
18.1,17.987894
18.0,17.850801
18.0,17.850801
18.1,17.902521
18.1,17.902521
18.299999,18.107218
18.299999,18.107218
18.6,18.37713
18.6,18.37713
18.9,18.656572
18.9,18.656572
19.299999,19.010363
19.299999,19.010363
19.6,19.321428
19.6,19.321428
19.799999,19.589808
19.799999,19.589808
20.0,19.800257
20.0,19.800257
19.700001,19.571886
19.700001,19.571886
19.0,18.888254
19.0,18.88827
18.4,18.305079
18.4,18.305094
18.1,17.971521
18.1,17.971521
18.0,17.8081
18.0,17.8081
18.1,17.855066
18.1,17.855066
18.299999,18.007975
18.299999,18.007975
18.6,18.277475
18.6,18.277475
18.9,18.58063
18.9,18.58063
19.200001,18.924524
19.200001,18.924524
19.6,19.267534
19.6,19.267534
19.9,19.565523
19.9,19.565523
20.0,19.732126
20.0,19.732126
19.700001,19.516779
19.700001,19.516779
19.1,18.935053
19.1,18.935053
18.5,18.37301
18.5,18.37301
18.200001,18.016008
18.200001,18.016008
18.1,17.873262
18.1,17.87327
18.200001,17.959078
18.200001,17.959055
18.299999,18.099398
18.299999,18.099398
18.700001,18.241282
18.700001,18.411997
18.700001,18.411997
19.0,18.629541
19.0,18.757593
19.0,18.757593
19.299999,18.929865
19.299999,19.057917
19.299999,19.057917
19.6,19.2185
19.6,19.346537
19.6,19.346537
19.9,19.488855
19.9,19.627558
19.9,19.627558
20.0,19.777811
20.0,19.825846
20.0,19.825846
19.700001,19.681002
