Breaks;Date;Time;HUMIDIFICATEUR [I];POMPE_FOND_ECO [B];PPM_CO2_HUMIDE [I];V2V_DESHUMIDIF [B];VANNE_PROP_INF [I];VANNE_PROP_SUP [I];FERMETURE_PORTE [B];MOLE_O2_DERIVEE [R];POMPE_UTA_CHAUD [B];POMPE_UTA_FROID [B]
OPEN;19/06/2025;15:15:02;0;0;572;0;0;0;0;12172;0;0
OPEN;19/06/2025;15:15:17;0;0;572;0;0;0;0;12172;1;0
OPEN;19/06/2025;15:15:47;0;0;563;0;0;0;0;12213;1;0
OPEN;19/06/2025;15:15:53;21;0;543;0;0;0;0;12338;1;0
OPEN;19/06/2025;15:15:55;21;0;543;1;0;0;0;12338;1;0
OPEN;19/06/2025;15:15:57;21;0;543;1;0;0;0;12338;0;0
OPEN;19/06/2025;15:16:17;21;0;543;1;0;0;0;12338;0;1
OPEN;19/06/2025;15:16:47;21;0;523;1;0;0;0;12359;0;1
OPEN;19/06/2025;15:17:17;9;0;533;1;0;0;0;12304;0;1
OPEN;19/06/2025;15:17:32;0;0;566;1;0;0;0;12219;0;1
OPEN;19/06/2025;15:17:47;0;0;566;0;0;0;0;12219;0;1
OPEN;19/06/2025;15:17:55;0;0;584;0;0;0;0;12189;0;1
OPEN;19/06/2025;15:17:57;0;0;584;0;0;0;0;12189;0;0
OPEN;19/06/2025;15:18:17;0;0;584;0;0;0;0;12189;1;0
OPEN;19/06/2025;15:18:42;0;0;608;0;0;0;0;12236;1;0
OPEN;19/06/2025;15:18:45;0;0;608;1;0;0;0;12236;1;0
OPEN;19/06/2025;15:18:47;0;0;608;1;0;0;0;12236;0;0
OPEN;19/06/2025;15:19:17;22;0;490;1;0;0;0;12342;0;1
OPEN;19/06/2025;15:19:47;20;0;554;1;0;0;0;12344;0;1
OPEN;19/06/2025;15:20:17;0;0;547;1;0;0;0;12288;0;1
OPEN;19/06/2025;15:20:28;0;0;518;1;0;0;0;12191;0;1
OPEN;19/06/2025;15:20:45;0;0;518;0;0;0;0;12191;0;1
OPEN;19/06/2025;15:20:47;0;0;518;0;0;0;0;12191;0;0
OPEN;19/06/2025;15:21:17;0;0;537;0;0;0;0;12154;1;0
OPEN;19/06/2025;15:21:36;9;0;498;0;0;0;0;12329;1;0
OPEN;19/06/2025;15:21:38;9;0;498;0;0;0;0;12329;0;0
OPEN;19/06/2025;15:21:47;9;0;498;1;0;0;0;12329;0;1
OPEN;19/06/2025;15:22:17;23;0;573;1;0;0;0;12342;0;1
OPEN;19/06/2025;15:22:47;16;0;508;1;0;0;0;12314;0;1
OPEN;19/06/2025;15:23:17;0;0;491;1;0;0;0;12252;0;1
OPEN;19/06/2025;15:23:35;0;0;512;0;0;0;0;12171;0;1
OPEN;19/06/2025;15:23:42;0;0;512;0;0;0;0;12171;0;0
OPEN;19/06/2025;15:23:47;0;0;512;0;0;0;0;12171;1;0
OPEN;19/06/2025;15:24:17;0;0;599;0;0;0;0;12217;1;0
OPEN;19/06/2025;15:24:27;17;0;485;0;0;0;0;12355;1;0
OPEN;19/06/2025;15:24:30;17;0;485;1;0;0;0;12355;1;1
OPEN;19/06/2025;15:24:47;17;0;485;1;0;0;0;12355;0;1
OPEN;19/06/2025;15:25:17;22;0;488;1;0;0;0;12345;0;1
OPEN;19/06/2025;15:25:47;10;0;476;1;0;0;0;12307;0;1
OPEN;19/06/2025;15:26:02;0;0;569;1;0;0;0;12219;0;1
OPEN;19/06/2025;15:26:17;0;0;569;0;0;0;0;12219;0;1
OPEN;19/06/2025;15:26:26;0;0;523;0;0;0;0;12143;0;1
OPEN;19/06/2025;15:26:27;0;0;523;0;0;0;0;12143;0;0
OPEN;19/06/2025;15:26:47;0;0;523;0;0;0;0;12143;1;0
OPEN;19/06/2025;15:27:17;0;0;496;0;0;0;0;12231;1;0
OPEN;19/06/2025;15:27:20;22;0;523;1;0;0;0;12316;1;1
OPEN;19/06/2025;15:27:47;22;0;523;1;0;0;0;12316;0;1
OPEN;19/06/2025;15:28:17;19;0;513;1;0;0;0;12309;0;1
OPEN;19/06/2025;15:28:47;0;0;598;1;0;0;0;12304;0;1
OPEN;19/06/2025;15:28:57;0;0;532;1;0;0;0;12200;0;1
OPEN;19/06/2025;15:29:15;0;0;532;0;0;0;0;12200;0;1
OPEN;19/06/2025;15:29:17;0;0;532;0;0;0;0;12200;0;0
OPEN;19/06/2025;15:29:47;0;0;553;0;0;0;0;12192;1;0
OPEN;19/06/2025;15:30:07;14;0;497;0;0;0;0;12309;1;0
OPEN;19/06/2025;15:30:10;14;0;497;1;0;0;0;12309;1;0
OPEN;19/06/2025;15:30:12;14;0;497;1;0;0;0;12309;0;0
OPEN;19/06/2025;15:30:17;14;0;497;1;0;0;0;12309;0;1
OPEN;19/06/2025;15:30:47;25;0;464;1;0;0;0;12335;0;1
OPEN;19/06/2025;15:31:17;17;0;597;1;0;0;0;12330;0;1
OPEN;19/06/2025;15:31:47;0;0;584;1;0;0;0;12253;0;1
OPEN;19/06/2025;15:31:48;0;0;524;1;0;0;0;12187;0;1
OPEN;19/06/2025;15:32:11;0;0;524;0;0;0;0;12187;0;1
OPEN;19/06/2025;15:32:13;0;0;524;0;0;0;0;12187;0;0
OPEN;19/06/2025;15:32:17;0;0;524;0;0;0;0;12187;1;0
OPEN;19/06/2025;15:32:47;0;0;580;0;0;0;0;12172;1;0
OPEN;19/06/2025;15:33:02;13;0;537;0;0;0;0;12322;1;0
OPEN;19/06/2025;15:33:05;13;0;537;1;0;0;0;12322;1;0
OPEN;19/06/2025;15:33:08;13;0;537;1;0;0;0;12322;0;0
OPEN;19/06/2025;15:33:17;13;0;537;1;0;0;0;12322;0;1
OPEN;19/06/2025;15:33:47;22;0;576;1;0;0;0;12347;0;1
OPEN;19/06/2025;15:34:17;16;0;603;1;0;0;0;12316;0;1
OPEN;19/06/2025;15:34:42;0;0;557;1;0;0;0;12231;0;1
OPEN;19/06/2025;15:34:47;0;0;557;0;0;0;0;12231;0;1
OPEN;19/06/2025;15:35:05;0;0;532;0;0;0;0;12156;0;1
OPEN;19/06/2025;15:35:07;0;0;532;0;0;0;0;12156;0;0
OPEN;19/06/2025;15:35:17;0;0;532;0;0;0;0;12156;1;0
OPEN;19/06/2025;15:35:47;0;0;558;0;0;0;0;12202;1;0
OPEN;19/06/2025;15:35:57;19;0;573;0;0;0;0;12327;1;0
OPEN;19/06/2025;15:36:00;19;0;573;1;0;0;0;12327;1;1
OPEN;19/06/2025;15:36:17;19;0;573;1;0;0;0;12327;0;1
OPEN;19/06/2025;15:36:47;20;0;481;1;0;0;0;12338;0;1
OPEN;19/06/2025;15:37:17;8;0;555;1;0;0;0;12311;0;1
OPEN;19/06/2025;15:37:32;0;0;547;1;0;0;0;12225;0;1
OPEN;19/06/2025;15:37:47;0;0;547;0;0;0;0;12225;0;1
OPEN;19/06/2025;15:37:55;0;0;492;0;0;0;0;12154;0;1
OPEN;19/06/2025;15:37:57;0;0;492;0;0;0;0;12154;0;0
OPEN;19/06/2025;15:38:17;0;0;492;0;0;0;0;12154;1;0
OPEN;19/06/2025;15:38:47;0;0;570;0;0;0;0;12243;1;0
OPEN;19/06/2025;15:38:50;25;0;568;1;0;0;0;12347;1;0
OPEN;19/06/2025;15:38:52;25;0;568;1;0;0;0;12347;0;0
OPEN;19/06/2025;15:39:17;25;0;568;1;0;0;0;12347;0;1
OPEN;19/06/2025;15:39:47;22;0;538;1;0;0;0;12352;0;1
OPEN;19/06/2025;15:40:17;0;0;573;1;0;0;0;12336;0;1
OPEN;19/06/2025;15:40:27;0;0;527;1;0;0;0;12211;0;1
OPEN;19/06/2025;15:40:47;0;0;527;0;0;0;0;12211;0;1
OPEN;19/06/2025;15:40:50;0;0;561;0;0;0;0;12146;0;1
OPEN;19/06/2025;15:40:53;0;0;561;0;0;0;0;12146;0;0
OPEN;19/06/2025;15:41:18;0;0;561;0;0;0;0;12146;1;0
OPEN;19/06/2025;15:41:44;0;0;582;0;0;0;0;12243;1;0
OPEN;19/06/2025;15:41:46;0;0;582;1;0;0;0;12243;1;0
OPEN;19/06/2025;15:41:48;0;0;582;1;0;0;0;12243;0;0
OPEN;19/06/2025;15:42:18;25;0;524;1;0;0;0;12360;0;1
OPEN;19/06/2025;15:42:48;19;0;608;1;0;0;0;12385;0;1
OPEN;19/06/2025;15:43:18;0;0;508;1;0;0;0;12282;0;1
OPEN;19/06/2025;15:43:23;0;0;512;1;0;0;0;12202;0;1
OPEN;19/06/2025;15:43:45;0;0;512;0;0;0;0;12202;0;1
OPEN;19/06/2025;15:43:47;0;0;512;0;0;0;0;12202;0;0
OPEN;19/06/2025;15:43:48;0;0;512;0;0;0;0;12202;1;0
OPEN;19/06/2025;15:44:18;0;0;516;0;0;0;0;12162;1;0
OPEN;19/06/2025;15:44:38;9;0;594;0;0;0;0;12308;1;0
OPEN;19/06/2025;15:44:41;9;0;594;1;0;0;0;12308;1;0
OPEN;19/06/2025;15:44:43;9;0;594;1;0;0;0;12308;0;0
OPEN;19/06/2025;15:44:48;9;0;594;1;0;0;0;12308;0;1
OPEN;19/06/2025;15:45:18;25;0;488;1;0;0;0;12351;0;1
OPEN;19/06/2025;15:45:48;17;0;537;1;0;0;0;12346;0;1
OPEN;19/06/2025;15:46:18;0;0;518;1;0;0;0;12270;0;1
OPEN;19/06/2025;15:46:19;0;0;576;1;0;0;0;12209;0;1
OPEN;19/06/2025;15:46:41;0;0;576;0;0;0;0;12209;0;1
OPEN;19/06/2025;15:46:42;0;0;576;0;0;0;0;12209;0;0
OPEN;19/06/2025;15:46:48;0;0;576;0;0;0;0;12209;1;0
OPEN;19/06/2025;15:47:18;0;0;606;0;0;0;0;12190;1;0
OPEN;19/06/2025;15:47:33;16;0;599;0;0;0;0;12350;1;0
OPEN;19/06/2025;15:47:35;16;0;599;1;0;0;0;12350;1;0
OPEN;19/06/2025;15:47:38;16;0;599;1;0;0;0;12350;0;0
OPEN;19/06/2025;15:47:48;16;0;599;1;0;0;0;12350;0;1
OPEN;19/06/2025;15:48:18;24;0;569;1;0;0;0;12412;0;1
OPEN;19/06/2025;15:48:48;13;0;488;1;0;0;0;12320;0;1
OPEN;19/06/2025;15:49:14;0;0;598;1;0;0;0;12252;0;1
OPEN;19/06/2025;15:49:18;0;0;598;0;0;0;0;12252;0;1
OPEN;19/06/2025;15:49:36;0;0;548;0;0;0;0;12166;0;1
OPEN;19/06/2025;15:49:37;0;0;548;0;0;0;0;12166;0;0
OPEN;19/06/2025;15:49:48;0;0;548;0;0;0;0;12166;1;0
OPEN;19/06/2025;15:50:18;0;0;570;0;0;0;0;12196;1;0
OPEN;19/06/2025;15:50:25;20;0;460;0;0;0;0;12328;1;0
OPEN;19/06/2025;15:50:28;20;0;460;0;0;0;0;12328;0;0
OPEN;19/06/2025;15:50:48;20;0;460;1;0;0;0;12328;0;1
OPEN;19/06/2025;15:51:18;20;0;588;1;0;0;0;12333;0;1
OPEN;19/06/2025;15:51:48;10;0;427;1;0;0;0;12339;0;1
OPEN;19/06/2025;15:52:09;0;0;575;1;0;0;0;12217;0;1
OPEN;19/06/2025;15:52:18;0;0;575;0;0;0;0;12217;0;1
OPEN;19/06/2025;15:52:26;0;0;579;0;0;0;0;12165;0;1
OPEN;19/06/2025;15:52:28;0;0;579;0;0;0;0;12165;0;0
OPEN;19/06/2025;15:52:48;0;0;579;0;0;0;0;12165;1;0
OPEN;19/06/2025;15:53:18;0;0;511;0;0;0;0;12237;1;0
OPEN;19/06/2025;15:53:20;25;0;518;1;0;0;0;12349;1;0
OPEN;19/06/2025;15:53:23;25;0;518;1;0;0;0;12349;0;0
OPEN;19/06/2025;15:53:48;25;0;518;1;0;0;0;12349;0;1
OPEN;19/06/2025;15:54:18;18;0;516;1;0;0;0;12349;0;1
OPEN;19/06/2025;15:54:48;7;0;573;1;0;0;0;12361;0;1
OPEN;19/06/2025;15:54:58;0;0;553;1;0;0;0;12216;0;1
OPEN;19/06/2025;15:55:18;0;0;553;0;0;0;0;12216;0;1
OPEN;19/06/2025;15:55:22;0;0;563;0;0;0;0;12176;0;1
OPEN;19/06/2025;15:55:23;0;0;563;0;0;0;0;12176;0;0
OPEN;19/06/2025;15:55:48;0;0;563;0;0;0;0;12176;1;0
OPEN;19/06/2025;15:56:13;8;0;451;0;0;0;0;12291;1;0
OPEN;19/06/2025;15:56:15;8;0;451;1;0;0;0;12291;1;0
OPEN;19/06/2025;15:56:18;8;0;451;1;0;0;0;12291;0;0
OPEN;19/06/2025;15:56:48;25;0;523;1;0;0;0;12338;0;1
OPEN;19/06/2025;15:57:18;15;0;488;1;0;0;0;12350;0;1
OPEN;19/06/2025;15:57:48;0;0;563;1;0;0;0;12271;0;1
OPEN;19/06/2025;15:57:53;0;0;503;1;0;0;0;12245;0;1
OPEN;19/06/2025;15:58:16;0;0;503;0;0;0;0;12245;0;1
OPEN;19/06/2025;15:58:17;0;0;503;0;0;0;0;12245;0;0
OPEN;19/06/2025;15:58:18;0;0;503;0;0;0;0;12245;1;0
OPEN;19/06/2025;15:58:48;0;0;453;0;0;0;0;12221;1;0
OPEN;19/06/2025;15:59:03;13;0;591;0;0;0;0;12317;1;0
OPEN;19/06/2025;15:59:05;13;0;591;1;0;0;0;12317;1;0
OPEN;19/06/2025;15:59:08;13;0;591;1;0;0;0;12317;0;0
OPEN;19/06/2025;15:59:18;13;0;591;1;0;0;0;12317;0;1
OPEN;19/06/2025;15:59:48;23;0;503;1;0;0;0;12364;0;1
OPEN;19/06/2025;16:00:18;15;0;535;1;0;0;0;12313;0;1
OPEN;19/06/2025;16:00:42;0;0;504;1;0;0;0;12274;0;1
OPEN;19/06/2025;16:00:48;0;0;504;0;0;0;0;12274;0;1
OPEN;19/06/2025;16:01:06;0;0;553;0;0;0;0;12172;0;1
OPEN;19/06/2025;16:01:07;0;0;553;0;0;0;0;12172;0;0
OPEN;19/06/2025;16:01:18;0;0;553;0;0;0;0;12172;1;0
OPEN;19/06/2025;16:01:48;0;0;505;0;0;0;0;12196;1;0
OPEN;19/06/2025;16:01:55;21;0;569;0;0;0;0;12332;1;0
OPEN;19/06/2025;16:01:57;21;0;569;0;0;0;0;12332;0;0
OPEN;19/06/2025;16:01:58;21;0;569;1;0;0;0;12332;0;0
OPEN;19/06/2025;16:02:18;21;0;569;1;0;0;0;12332;0;1
OPEN;19/06/2025;16:02:48;19;0;541;1;0;0;0;12347;0;1
OPEN;19/06/2025;16:03:18;8;0;559;1;0;0;0;12289;0;1
OPEN;19/06/2025;16:03:37;0;0;495;1;0;0;0;12238;0;1
OPEN;19/06/2025;16:03:48;0;0;495;0;0;0;0;12238;0;1
OPEN;19/06/2025;16:03:55;0;0;526;0;0;0;0;12165;0;1
OPEN;19/06/2025;16:03:57;0;0;526;0;0;0;0;12165;0;0
OPEN;19/06/2025;16:04:18;0;0;526;0;0;0;0;12165;1;0
OPEN;19/06/2025;16:04:47;0;0;550;0;0;0;0;12270;1;0
OPEN;19/06/2025;16:04:48;0;0;550;1;0;0;0;12270;1;0
OPEN;19/06/2025;16:04:50;26;0;549;1;0;0;0;12357;1;0
OPEN;19/06/2025;16:04:52;26;0;549;1;0;0;0;12357;0;0
OPEN;19/06/2025;16:05:18;26;0;549;1;0;0;0;12357;0;1
OPEN;19/06/2025;16:05:48;18;0;477;1;0;0;0;12339;0;1
OPEN;19/06/2025;16:06:18;0;0;560;1;0;0;0;12342;0;1
OPEN;19/06/2025;16:06:32;0;0;505;1;0;0;0;12260;0;1
OPEN;19/06/2025;16:06:48;0;0;505;0;0;0;0;12260;0;1
OPEN;19/06/2025;16:06:50;0;0;561;0;0;0;0;12219;0;1
OPEN;19/06/2025;16:06:52;0;0;561;0;0;0;0;12219;0;0
OPEN;19/06/2025;16:07:18;0;0;561;0;0;0;0;12219;1;0
OPEN;19/06/2025;16:07:43;8;0;614;0;0;0;0;12270;1;0
OPEN;19/06/2025;16:07:46;8;0;614;1;0;0;0;12270;1;0
OPEN;19/06/2025;16:07:48;8;0;614;1;0;0;0;12270;0;0
OPEN;19/06/2025;16:07:49;8;0;553;1;0;0;0;12270;0;1
OPEN;19/06/2025;16:08:19;25;0;553;1;0;0;0;12376;0;1
OPEN;19/06/2025;16:08:49;15;0;531;1;0;0;0;12332;0;1
OPEN;19/06/2025;16:09:19;0;0;522;1;0;0;0;12317;0;1
OPEN;19/06/2025;16:09:22;0;0;513;1;0;0;0;12202;0;1
OPEN;19/06/2025;16:09:45;0;0;513;0;0;0;0;12202;0;1
OPEN;19/06/2025;16:09:47;0;0;513;0;0;0;0;12202;0;0
OPEN;19/06/2025;16:09:49;0;0;513;0;0;0;0;12202;1;0
OPEN;19/06/2025;16:10:19;0;0;594;0;0;0;0;12156;1;0
OPEN;19/06/2025;16:10:37;15;0;511;0;0;0;0;12330;1;0
OPEN;19/06/2025;16:10:40;15;0;511;1;0;0;0;12330;1;0
OPEN;19/06/2025;16:10:42;15;0;511;1;0;0;0;12330;0;0
OPEN;19/06/2025;16:10:49;15;0;511;1;0;0;0;12330;0;1
OPEN;19/06/2025;16:11:19;24;0;545;1;0;0;0;12346;0;1
OPEN;19/06/2025;16:11:49;13;0;600;1;0;0;0;12342;0;1
OPEN;19/06/2025;16:12:17;0;0;541;1;0;0;0;12283;0;1
OPEN;19/06/2025;16:12:19;0;0;541;0;0;0;0;12283;0;1
OPEN;19/06/2025;16:12:40;0;0;518;0;0;0;0;12182;0;1
OPEN;19/06/2025;16:12:42;0;0;518;0;0;0;0;12182;0;0
OPEN;19/06/2025;16:12:49;0;0;518;0;0;0;0;12182;1;0
OPEN;19/06/2025;16:13:19;0;0;571;0;0;0;0;12222;1;0
OPEN;19/06/2025;16:13:32;17;0;512;0;0;0;0;12382;1;0
OPEN;19/06/2025;16:13:35;17;0;512;1;0;0;0;12382;1;0
OPEN;19/06/2025;16:13:37;17;0;512;1;0;0;0;12382;0;0
OPEN;19/06/2025;16:13:49;17;0;512;1;0;0;0;12382;0;1
OPEN;19/06/2025;16:14:19;22;0;552;1;0;0;0;12369;0;1
OPEN;19/06/2025;16:14:49;12;0;505;1;0;0;0;12337;0;1
OPEN;19/06/2025;16:15:12;0;0;531;1;0;0;0;12231;0;1
OPEN;19/06/2025;16:15:19;0;0;531;0;0;0;0;12231;0;1
OPEN;19/06/2025;16:15:35;0;0;569;0;0;0;0;12156;0;1
OPEN;19/06/2025;16:15:37;0;0;569;0;0;0;0;12156;0;0
OPEN;19/06/2025;16:15:49;0;0;569;0;0;0;0;12156;1;0
OPEN;19/06/2025;16:16:19;0;0;502;0;0;0;0;12191;1;0
OPEN;19/06/2025;16:16:27;22;0;553;0;0;0;0;12337;1;0
OPEN;19/06/2025;16:16:30;22;0;553;1;0;0;0;12337;1;0
OPEN;19/06/2025;16:16:32;22;0;553;1;0;0;0;12337;0;0
OPEN;19/06/2025;16:16:49;22;0;553;1;0;0;0;12337;0;1
OPEN;19/06/2025;16:17:19;22;0;547;1;0;0;0;12369;0;1
OPEN;19/06/2025;16:17:49;8;0;559;1;0;0;0;12318;0;1
OPEN;19/06/2025;16:18:07;0;0;473;1;0;0;0;12203;0;1
OPEN;19/06/2025;16:18:19;0;0;473;0;0;0;0;12203;0;1
OPEN;19/06/2025;16:18:30;0;0;543;0;0;0;0;12162;0;1
OPEN;19/06/2025;16:18:32;0;0;543;0;0;0;0;12162;0;0
OPEN;19/06/2025;16:18:49;0;0;543;0;0;0;0;12162;1;0
OPEN;19/06/2025;16:19:19;0;0;527;0;0;0;0;12235;1;0
OPEN;19/06/2025;16:19:23;25;0;592;0;0;0;0;12353;1;0
OPEN;19/06/2025;16:19:26;25;0;592;1;0;0;0;12353;1;0
OPEN;19/06/2025;16:19:28;25;0;592;1;0;0;0;12353;0;0
OPEN;19/06/2025;16:19:49;25;0;592;1;0;0;0;12353;0;1
OPEN;19/06/2025;16:20:19;21;0;520;1;0;0;0;12343;0;1
OPEN;19/06/2025;16:20:49;0;0;532;1;0;0;0;12314;0;1
OPEN;19/06/2025;16:21:02;0;0;566;1;0;0;0;12210;0;1
OPEN;19/06/2025;16:21:19;0;0;566;0;0;0;0;12210;0;1
OPEN;19/06/2025;16:21:25;0;0;506;0;0;0;0;12144;0;1
OPEN;19/06/2025;16:21:27;0;0;506;0;0;0;0;12144;0;0
OPEN;19/06/2025;16:21:49;0;0;506;0;0;0;0;12144;1;0
OPEN;19/06/2025;16:22:17;0;0;473;0;0;0;0;12237;1;0
OPEN;19/06/2025;16:22:19;0;0;473;1;0;0;0;12237;1;0
OPEN;19/06/2025;16:22:20;26;0;538;1;0;0;0;12362;1;0
OPEN;19/06/2025;16:22:22;26;0;538;1;0;0;0;12362;0;0
OPEN;19/06/2025;16:22:49;26;0;538;1;0;0;0;12362;0;1
OPEN;19/06/2025;16:23:19;18;0;600;1;0;0;0;12350;0;1
OPEN;19/06/2025;16:23:49;0;0;525;1;0;0;0;12297;0;1
OPEN;19/06/2025;16:23:57;0;0;552;1;0;0;0;12216;0;1
OPEN;19/06/2025;16:24:19;0;0;552;0;0;0;0;12216;0;1
OPEN;19/06/2025;16:24:20;0;0;551;0;0;0;0;12154;0;1
OPEN;19/06/2025;16:24:22;0;0;551;0;0;0;0;12154;0;0
OPEN;19/06/2025;16:24:49;0;0;551;0;0;0;0;12154;1;0
OPEN;19/06/2025;16:25:12;9;0;548;0;0;0;0;12280;1;0
OPEN;19/06/2025;16:25:15;9;0;548;1;0;0;0;12280;1;0
OPEN;19/06/2025;16:25:17;9;0;548;1;0;0;0;12280;0;0
OPEN;19/06/2025;16:25:19;9;0;548;1;0;0;0;12280;0;1
OPEN;19/06/2025;16:25:49;25;0;543;1;0;0;0;12409;0;1
OPEN;19/06/2025;16:26:19;15;0;528;1;0;0;0;12349;0;1
OPEN;19/06/2025;16:26:49;0;0;535;1;0;0;0;12288;0;1
OPEN;19/06/2025;16:26:52;0;0;489;1;0;0;0;12240;0;1
OPEN;19/06/2025;16:27:15;0;0;489;0;0;0;0;12240;0;1
OPEN;19/06/2025;16:27:17;0;0;489;0;0;0;0;12240;0;0
OPEN;19/06/2025;16:27:19;0;0;489;0;0;0;0;12240;1;0
OPEN;19/06/2025;16:27:49;0;0;568;0;0;0;0;12183;1;0
OPEN;19/06/2025;16:28:07;15;0;478;0;0;0;0;12352;1;0
OPEN;19/06/2025;16:28:10;15;0;478;1;0;0;0;12352;1;0
OPEN;19/06/2025;16:28:12;15;0;478;1;0;0;0;12352;0;0
OPEN;19/06/2025;16:28:19;15;0;478;1;0;0;0;12352;0;1
OPEN;19/06/2025;16:28:49;25;0;545;1;0;0;0;12345;0;1
OPEN;19/06/2025;16:29:19;15;0;515;1;0;0;0;12332;0;1
OPEN;19/06/2025;16:29:47;0;0;584;1;0;0;0;12275;0;1
OPEN;19/06/2025;16:29:49;0;0;584;0;0;0;0;12275;0;1
OPEN;19/06/2025;16:30:10;0;0;534;0;0;0;0;12187;0;1
OPEN;19/06/2025;16:30:12;0;0;534;0;0;0;0;12187;0;0
OPEN;19/06/2025;16:30:19;0;0;534;0;0;0;0;12187;1;0
OPEN;19/06/2025;16:30:49;0;0;588;0;0;0;0;12179;1;0
OPEN;19/06/2025;16:31:02;17;0;599;0;0;0;0;12349;1;0
OPEN;19/06/2025;16:31:05;17;0;599;1;0;0;0;12349;1;0
OPEN;19/06/2025;16:31:07;17;0;599;1;0;0;0;12349;0;0
OPEN;19/06/2025;16:31:19;17;0;599;1;0;0;0;12349;0;1
OPEN;19/06/2025;16:31:49;24;0;548;1;0;0;0;12352;0;1
OPEN;19/06/2025;16:32:19;10;0;558;1;0;0;0;12331;0;1
OPEN;19/06/2025;16:32:43;0;0;527;1;0;0;0;12231;0;1
OPEN;19/06/2025;16:32:49;0;0;527;0;0;0;0;12231;0;1
OPEN;19/06/2025;16:33:05;0;0;512;0;0;0;0;12216;0;1
OPEN;19/06/2025;16:33:07;0;0;512;0;0;0;0;12216;0;0
OPEN;19/06/2025;16:33:19;0;0;512;0;0;0;0;12216;1;0
OPEN;19/06/2025;16:33:49;0;0;543;0;0;0;0;12207;1;0
OPEN;19/06/2025;16:33:57;21;0;601;0;0;0;0;12354;1;0
OPEN;19/06/2025;16:34:00;21;0;601;1;0;0;0;12354;1;1
OPEN;19/06/2025;16:34:19;21;0;601;1;0;0;0;12354;0;1
OPEN;19/06/2025;16:34:49;22;0;590;1;0;0;0;12356;0;1
OPEN;19/06/2025;16:35:19;8;0;598;1;0;0;0;12349;0;1
OPEN;19/06/2025;16:35:33;0;0;582;1;0;0;0;12266;0;1
OPEN;19/06/2025;16:35:49;0;0;582;0;0;0;0;12266;0;1
OPEN;19/06/2025;16:35:55;0;0;527;0;0;0;0;12192;0;1
OPEN;19/06/2025;16:35:57;0;0;527;0;0;0;0;12192;0;0
OPEN;19/06/2025;16:36:19;0;0;527;0;0;0;0;12192;1;0
OPEN;19/06/2025;16:36:42;0;0;552;0;0;0;0;12345;1;0
OPEN;19/06/2025;16:36:45;0;0;552;1;0;0;0;12345;1;0
OPEN;19/06/2025;16:36:48;0;0;552;1;0;0;0;12345;0;0
OPEN;19/06/2025;16:36:49;0;0;552;1;0;0;0;12345;0;1
OPEN;19/06/2025;16:37:20;24;0;559;1;0;0;0;12335;0;1
OPEN;19/06/2025;16:37:50;17;0;522;1;0;0;0;12338;0;1
OPEN;19/06/2025;16:38:20;0;0;458;1;0;0;0;12289;0;1
OPEN;19/06/2025;16:38:27;0;0;576;1;0;0;0;12190;0;1
OPEN;19/06/2025;16:38:45;0;0;576;0;0;0;0;12190;0;1
OPEN;19/06/2025;16:38:50;0;0;576;0;0;0;0;12190;0;0
OPEN;19/06/2025;16:38:52;0;0;572;0;0;0;0;12199;0;0
OPEN;19/06/2025;16:39:20;0;0;572;0;0;0;0;12199;1;0
OPEN;19/06/2025;16:39:38;13;0;600;0;0;0;0;12328;1;0
OPEN;19/06/2025;16:39:40;13;0;600;1;0;0;0;12328;1;0
OPEN;19/06/2025;16:39:43;13;0;600;1;0;0;0;12328;0;0
OPEN;19/06/2025;16:39:50;13;0;600;1;0;0;0;12328;0;1
OPEN;19/06/2025;16:40:20;25;0;543;1;0;0;0;12356;0;1
OPEN;19/06/2025;16:40:50;14;0;548;1;0;0;0;12336;0;1
OPEN;19/06/2025;16:41:20;0;0;546;1;0;0;0;12272;0;1
OPEN;19/06/2025;16:41:22;0;0;585;1;0;0;0;12230;0;1
OPEN;19/06/2025;16:41:41;0;0;585;0;0;0;0;12230;0;1
OPEN;19/06/2025;16:41:42;0;0;585;0;0;0;0;12230;0;0
OPEN;19/06/2025;16:41:50;0;0;585;0;0;0;0;12230;1;0
OPEN;19/06/2025;16:42:20;0;0;571;0;0;0;0;12190;1;0
OPEN;19/06/2025;16:42:33;18;0;553;0;0;0;0;12341;1;0
OPEN;19/06/2025;16:42:36;18;0;553;1;0;0;0;12341;1;0
OPEN;19/06/2025;16:42:38;18;0;553;1;0;0;0;12341;0;0
OPEN;19/06/2025;16:42:50;18;0;553;1;0;0;0;12341;0;1
OPEN;19/06/2025;16:43:20;23;0;496;1;0;0;0;12399;0;1
OPEN;19/06/2025;16:43:50;13;0;512;1;0;0;0;12329;0;1
OPEN;19/06/2025;16:44:13;0;0;606;1;0;0;0;12242;0;1
OPEN;19/06/2025;16:44:20;0;0;606;0;0;0;0;12242;0;1
OPEN;19/06/2025;16:44:36;0;0;507;0;0;0;0;12183;0;1
OPEN;19/06/2025;16:44:38;0;0;507;0;0;0;0;12183;0;0
OPEN;19/06/2025;16:44:50;0;0;507;0;0;0;0;12183;1;0
OPEN;19/06/2025;16:45:20;0;0;507;0;0;0;0;12240;1;0
OPEN;19/06/2025;16:45:28;22;0;551;0;0;0;0;12348;1;0
