Breaks;Date;Time;HUMIDIFICATEUR [I];POMPE_FOND_ECO [B];PPM_CO2_HUMIDE [I];V2V_DESHUMIDIF [B];VANNE_PROP_INF [I];VANNE_PROP_SUP [I];FERMETURE_PORTE [B];MOLE_O2_DERIVEE [R];POMPE_UTA_CHAUD [B];POMPE_UTA_FROID [B]
OPEN;19/06/2025;09:34:01;0;0;0;0;0;0;0;0;0;0
OPEN;19/06/2025;09:34:17;0;0;532;1;0;0;0;12170;1;1
OPEN;19/06/2025;09:34:34;0;0;532;1;0;0;0;12170;1;0
OPEN;19/06/2025;09:34:50;0;0;569;1;0;0;0;12011;1;0
OPEN;19/06/2025;09:35:04;0;0;569;0;0;0;0;12011;1;0
OPEN;19/06/2025;09:35:12;0;0;537;0;0;0;0;12362;1;0
OPEN;19/06/2025;09:35:15;0;0;537;0;0;0;0;12362;1;1
OPEN;19/06/2025;09:35:34;0;0;537;0;0;0;0;12362;0;1
OPEN;19/06/2025;09:36:03;0;0;519;0;0;0;0;12388;0;1
OPEN;19/06/2025;09:36:04;0;0;519;1;0;0;0;12388;0;1
OPEN;19/06/2025;09:36:13;0;0;547;1;0;0;0;12347;0;1
OPEN;19/06/2025;09:36:34;0;0;547;0;0;0;0;12347;0;1
OPEN;19/06/2025;09:37:04;0;0;526;0;0;0;0;12260;0;1
OPEN;19/06/2025;09:37:20;0;0;537;0;0;0;0;12162;0;1
OPEN;19/06/2025;09:37:22;0;0;537;0;0;0;0;12162;0;0
OPEN;19/06/2025;09:37:34;0;0;537;0;0;0;0;12162;1;0
OPEN;19/06/2025;09:38:04;0;0;534;0;0;0;0;12200;1;0
OPEN;19/06/2025;09:38:20;0;0;502;0;0;0;0;12334;1;0
OPEN;19/06/2025;09:38:23;0;0;502;0;0;0;0;12334;0;0
OPEN;19/06/2025;09:38:34;0;0;502;0;0;0;0;12334;0;1
OPEN;19/06/2025;09:38:43;0;0;544;0;0;0;0;12345;0;1
OPEN;19/06/2025;09:39:04;0;0;544;1;0;0;0;12345;0;1
OPEN;19/06/2025;09:39:23;0;0;542;1;0;0;0;12276;0;1
OPEN;19/06/2025;09:39:34;0;0;542;0;0;0;0;12276;0;1
OPEN;19/06/2025;09:40:04;0;0;515;0;0;0;0;12263;0;1
OPEN;19/06/2025;09:40:15;0;0;566;0;0;0;0;12172;0;1
OPEN;19/06/2025;09:40:22;0;0;566;0;0;0;0;12172;0;0
OPEN;19/06/2025;09:40:34;0;0;566;0;0;0;0;12172;1;0
OPEN;19/06/2025;09:40:55;0;0;569;0;0;0;0;12233;1;0
OPEN;19/06/2025;09:41:03;0;0;569;0;0;0;0;12233;0;0
OPEN;19/06/2025;09:41:04;0;0;569;0;0;0;0;12233;0;1
OPEN;19/06/2025;09:41:28;0;0;524;0;0;0;0;12352;0;1
OPEN;19/06/2025;09:41:34;0;0;524;1;0;0;0;12352;0;1
OPEN;19/06/2025;09:42:02;0;0;496;1;0;0;0;12320;0;1
OPEN;19/06/2025;09:42:04;0;0;496;0;0;0;0;12320;0;1
OPEN;19/06/2025;09:42:34;0;0;598;0;0;0;0;12284;0;1
OPEN;19/06/2025;09:43:05;0;0;556;0;0;0;0;12240;0;1
OPEN;19/06/2025;09:43:12;0;0;561;0;0;0;0;12185;0;0
OPEN;19/06/2025;09:43:35;0;0;561;0;0;0;0;12185;1;0
OPEN;19/06/2025;09:43:40;0;0;480;0;0;0;0;12323;1;0
OPEN;19/06/2025;09:43:48;0;0;480;0;0;0;0;12323;0;0
OPEN;19/06/2025;09:44:05;0;0;480;0;0;0;0;12323;0;1
OPEN;19/06/2025;09:44:13;0;0;516;0;0;0;0;12351;0;1
OPEN;19/06/2025;09:44:35;0;0;516;1;0;0;0;12351;0;1
OPEN;19/06/2025;09:44:58;0;0;511;1;0;0;0;12294;0;1
OPEN;19/06/2025;09:45:05;0;0;511;0;0;0;0;12294;0;1
OPEN;19/06/2025;09:45:35;0;0;587;0;0;0;0;12253;0;1
OPEN;19/06/2025;09:45:55;0;0;507;0;0;0;0;12231;0;1
OPEN;19/06/2025;09:46:02;0;0;507;0;0;0;0;12231;0;0
OPEN;19/06/2025;09:46:05;0;0;507;0;0;0;0;12231;1;0
OPEN;19/06/2025;09:46:25;0;0;522;0;0;0;0;12245;1;0
OPEN;19/06/2025;09:46:35;0;0;522;0;0;0;0;12245;0;0
OPEN;19/06/2025;09:46:37;0;0;498;0;0;0;0;12330;0;0
OPEN;19/06/2025;09:46:57;0;0;498;0;0;0;0;12330;0;1
OPEN;19/06/2025;09:47:05;0;0;498;1;0;0;0;12330;0;1
OPEN;19/06/2025;09:47:35;0;0;531;1;0;0;0;12334;0;1
OPEN;19/06/2025;09:47:57;0;0;541;1;0;0;0;12283;0;1
OPEN;19/06/2025;09:48:05;0;0;541;0;0;0;0;12283;0;1
OPEN;19/06/2025;09:48:35;0;0;540;0;0;0;0;12239;0;1
OPEN;19/06/2025;09:48:40;0;0;549;0;0;0;0;12192;0;1
OPEN;19/06/2025;09:48:47;0;0;549;0;0;0;0;12192;0;0
OPEN;19/06/2025;09:49:05;0;0;549;0;0;0;0;12192;1;0
OPEN;19/06/2025;09:49:25;0;0;557;0;0;0;0;12257;1;0
OPEN;19/06/2025;09:49:27;0;0;557;0;0;0;0;12257;0;0
OPEN;19/06/2025;09:49:35;0;0;557;0;0;0;0;12257;0;1
OPEN;19/06/2025;09:49:42;10;0;521;0;0;0;0;12356;0;1
OPEN;19/06/2025;09:50:05;10;0;521;1;0;0;0;12356;0;1
OPEN;19/06/2025;09:50:35;0;0;510;1;0;0;0;12339;0;1
OPEN;19/06/2025;09:50:52;0;0;586;1;0;0;0;12268;0;1
OPEN;19/06/2025;09:51:05;0;0;586;0;0;0;0;12268;0;1
OPEN;19/06/2025;09:51:26;0;0;501;0;0;0;0;12199;0;1
OPEN;19/06/2025;09:51:33;0;0;501;0;0;0;0;12199;0;0
OPEN;19/06/2025;09:51:35;0;0;501;0;0;0;0;12199;1;0
OPEN;19/06/2025;09:52:05;0;0;560;0;0;0;0;12200;1;0
OPEN;19/06/2025;09:52:21;7;0;584;0;0;0;0;12332;1;0
OPEN;19/06/2025;09:52:23;7;0;584;0;0;0;0;12332;0;0
OPEN;19/06/2025;09:52:28;7;0;584;0;0;0;0;12332;0;1
OPEN;19/06/2025;09:52:35;7;0;584;1;0;0;0;12332;0;1
OPEN;19/06/2025;09:53:05;15;0;496;1;0;0;0;12352;0;1
OPEN;19/06/2025;09:53:35;9;0;552;1;0;0;0;12347;0;1
OPEN;19/06/2025;09:53:54;0;0;522;1;0;0;0;12259;0;1
OPEN;19/06/2025;09:54:05;0;0;522;0;0;0;0;12259;0;1
OPEN;19/06/2025;09:54:21;0;0;558;0;0;0;0;12165;0;1
OPEN;19/06/2025;09:54:23;0;0;558;0;0;0;0;12165;0;0
OPEN;19/06/2025;09:54:35;0;0;558;0;0;0;0;12165;1;0
OPEN;19/06/2025;09:55:05;0;0;571;0;0;0;0;12210;1;0
OPEN;19/06/2025;09:55:16;13;0;473;0;0;0;0;12356;1;0
OPEN;19/06/2025;09:55:18;13;0;473;0;0;0;0;12356;0;0
OPEN;19/06/2025;09:55:35;13;0;473;1;0;0;0;12356;0;1
OPEN;19/06/2025;09:56:05;16;0;513;1;0;0;0;12343;0;1
OPEN;19/06/2025;09:56:35;0;0;494;1;0;0;0;12323;0;1
OPEN;19/06/2025;09:56:48;0;0;509;1;0;0;0;12248;0;1
OPEN;19/06/2025;09:57:05;0;0;509;0;0;0;0;12248;0;1
OPEN;19/06/2025;09:57:16;0;0;568;0;0;0;0;12166;0;1
OPEN;19/06/2025;09:57:18;0;0;568;0;0;0;0;12166;0;0
OPEN;19/06/2025;09:57:35;0;0;568;0;0;0;0;12166;1;0
OPEN;19/06/2025;09:58:05;0;0;547;0;0;0;0;12250;1;0
OPEN;19/06/2025;09:58:09;17;0;478;0;0;0;0;12356;1;0
OPEN;19/06/2025;09:58:12;17;0;478;0;0;0;0;12356;1;1
OPEN;19/06/2025;09:58:14;17;0;478;0;0;0;0;12356;0;1
OPEN;19/06/2025;09:58:35;17;0;478;1;0;0;0;12356;0;1
OPEN;19/06/2025;09:59:05;14;0;517;1;0;0;0;12348;0;1
OPEN;19/06/2025;09:59:35;0;0;513;1;0;0;0;12308;0;1
OPEN;19/06/2025;09:59:43;0;0;522;1;0;0;0;12228;0;1
OPEN;19/06/2025;10:00:05;0;0;522;0;0;0;0;12228;0;1
OPEN;19/06/2025;10:00:06;0;0;532;0;0;0;0;12184;0;1
OPEN;19/06/2025;10:00:08;0;0;532;0;0;0;0;12184;0;0
OPEN;19/06/2025;10:00:35;0;0;532;0;0;0;0;12184;1;0
OPEN;19/06/2025;10:00:58;0;0;524;0;0;0;0;12273;1;0
OPEN;19/06/2025;10:01:00;0;0;524;1;0;0;0;12273;1;0
OPEN;19/06/2025;10:01:02;0;0;524;1;0;0;0;12273;0;0
OPEN;19/06/2025;10:01:05;0;0;524;1;0;0;0;12273;0;1
OPEN;19/06/2025;10:01:35;22;0;493;1;0;0;0;12359;0;1
OPEN;19/06/2025;10:02:05;15;0;523;1;0;0;0;12357;0;1
OPEN;19/06/2025;10:02:35;0;0;471;1;0;0;0;12302;0;1
OPEN;19/06/2025;10:02:39;0;0;562;1;0;0;0;12213;0;1
OPEN;19/06/2025;10:03:00;0;0;562;0;0;0;0;12213;0;1
OPEN;19/06/2025;10:03:02;0;0;562;0;0;0;0;12213;0;0
OPEN;19/06/2025;10:03:05;0;0;562;0;0;0;0;12213;1;0
OPEN;19/06/2025;10:03:35;0;0;500;0;0;0;0;12205;1;0
OPEN;19/06/2025;10:03:53;9;0;566;0;0;0;0;12339;1;0
OPEN;19/06/2025;10:03:55;9;0;566;1;0;0;0;12339;1;0
OPEN;19/06/2025;10:03:57;9;0;566;1;0;0;0;12339;0;0
OPEN;19/06/2025;10:04:05;9;0;566;1;0;0;0;12339;0;1
OPEN;19/06/2025;10:04:35;21;0;523;1;0;0;0;12354;0;1
OPEN;19/06/2025;10:05:05;12;0;527;1;0;0;0;12390;0;1
OPEN;19/06/2025;10:05:33;0;0;464;1;0;0;0;12276;0;1
OPEN;19/06/2025;10:05:35;0;0;464;0;0;0;0;12276;0;1
OPEN;19/06/2025;10:05:56;0;0;539;0;0;0;0;12188;0;1
OPEN;19/06/2025;10:05:57;0;0;539;0;0;0;0;12188;0;0
OPEN;19/06/2025;10:06:05;0;0;539;0;0;0;0;12188;1;0
OPEN;19/06/2025;10:06:35;0;0;517;0;0;0;0;12207;1;0
OPEN;19/06/2025;10:06:48;15;0;570;0;0;0;0;12378;1;0
OPEN;19/06/2025;10:06:51;15;0;570;1;0;0;0;12378;1;1
OPEN;19/06/2025;10:07:05;15;0;570;1;0;0;0;12378;0;1
OPEN;19/06/2025;10:07:35;18;0;508;1;0;0;0;12356;0;1
OPEN;19/06/2025;10:08:05;0;0;547;1;0;0;0;12342;0;1
OPEN;19/06/2025;10:08:17;0;0;568;1;0;0;0;12227;0;1
OPEN;19/06/2025;10:08:35;0;0;568;0;0;0;0;12227;0;1
OPEN;19/06/2025;10:08:46;0;0;568;0;0;0;0;12170;0;1
OPEN;19/06/2025;10:08:48;0;0;568;0;0;0;0;12170;0;0
OPEN;19/06/2025;10:09:05;0;0;568;0;0;0;0;12170;1;0
OPEN;19/06/2025;10:09:35;0;0;554;0;0;0;0;12257;1;0
OPEN;19/06/2025;10:09:37;22;0;521;0;0;0;0;12341;1;0
OPEN;19/06/2025;10:09:40;22;0;521;1;0;0;0;12341;1;0
OPEN;19/06/2025;10:09:42;22;0;521;1;0;0;0;12341;0;0
OPEN;19/06/2025;10:10:05;22;0;521;1;0;0;0;12341;0;1
OPEN;19/06/2025;10:10:35;20;0;493;1;0;0;0;12371;0;1
OPEN;19/06/2025;10:11:05;8;0;592;1;0;0;0;12319;0;1
OPEN;19/06/2025;10:11:18;0;0;510;1;0;0;0;12221;0;1
OPEN;19/06/2025;10:11:35;0;0;510;0;0;0;0;12221;0;1
OPEN;19/06/2025;10:11:41;0;0;542;0;0;0;0;12176;0;1
OPEN;19/06/2025;10:11:43;0;0;542;0;0;0;0;12176;0;0
OPEN;19/06/2025;10:12:06;0;0;542;0;0;0;0;12176;1;0
OPEN;19/06/2025;10:12:32;0;0;533;0;0;0;0;12243;1;0
OPEN;19/06/2025;10:12:35;0;0;533;1;0;0;0;12243;1;0
OPEN;19/06/2025;10:12:36;0;0;533;1;0;0;0;12243;0;0
OPEN;19/06/2025;10:12:37;22;0;548;1;0;0;0;12368;0;0
OPEN;19/06/2025;10:13:06;22;0;548;1;0;0;0;12368;0;1
OPEN;19/06/2025;10:13:36;17;0;569;1;0;0;0;12326;0;1
OPEN;19/06/2025;10:14:06;0;0;513;1;0;0;0;12308;0;1
OPEN;19/06/2025;10:14:13;0;0;527;1;0;0;0;12248;0;1
OPEN;19/06/2025;10:14:36;0;0;527;0;0;0;0;12248;0;1
OPEN;19/06/2025;10:14:38;0;0;502;0;0;0;0;12168;0;0
OPEN;19/06/2025;10:15:06;0;0;502;0;0;0;0;12168;1;0
OPEN;19/06/2025;10:15:28;9;0;426;0;0;0;0;12272;1;0
OPEN;19/06/2025;10:15:31;9;0;426;1;0;0;0;12272;1;0
OPEN;19/06/2025;10:15:33;9;0;426;1;0;0;0;12272;0;0
OPEN;19/06/2025;10:15:36;9;0;426;1;0;0;0;12272;0;1
OPEN;19/06/2025;10:16:06;22;0;528;1;0;0;0;12436;0;1
OPEN;19/06/2025;10:16:36;0;0;569;1;0;0;0;12404;0;1
OPEN;19/06/2025;10:16:47;0;0;531;1;0;0;0;12353;0;1
OPEN;19/06/2025;10:17:06;0;0;531;0;0;0;0;12353;0;1
OPEN;19/06/2025;10:17:30;0;0;583;0;0;0;0;12204;0;1
OPEN;19/06/2025;10:17:33;0;0;583;0;0;0;0;12204;0;0
OPEN;19/06/2025;10:17:36;0;0;583;0;0;0;0;12204;1;0
OPEN;19/06/2025;10:18:06;0;0;533;0;0;0;0;12192;1;0
OPEN;19/06/2025;10:18:23;0;0;571;0;0;0;0;12315;1;0
OPEN;19/06/2025;10:18:26;0;0;571;0;0;0;0;12315;1;1
OPEN;19/06/2025;10:18:33;0;0;571;0;0;0;0;12315;0;1
OPEN;19/06/2025;10:18:36;0;0;571;1;0;0;0;12315;0;1
OPEN;19/06/2025;10:19:06;10;0;602;1;0;0;0;12325;0;1
OPEN;19/06/2025;10:19:36;0;0;498;1;0;0;0;12335;0;1
OPEN;19/06/2025;10:19:42;0;0;542;1;0;0;0;12269;0;1
OPEN;19/06/2025;10:20:06;0;0;542;0;0;0;0;12269;0;1
OPEN;19/06/2025;10:20:20;0;0;545;0;0;0;0;12205;0;1
OPEN;19/06/2025;10:20:27;0;0;545;0;0;0;0;12205;0;0
OPEN;19/06/2025;10:20:36;0;0;545;0;0;0;0;12205;1;0
OPEN;19/06/2025;10:21:06;0;0;487;0;0;0;0;12213;1;0
OPEN;19/06/2025;10:21:10;9;0;596;0;0;0;0;12310;1;0
OPEN;19/06/2025;10:21:12;9;0;596;0;0;0;0;12310;0;0
OPEN;19/06/2025;10:21:17;9;0;596;0;0;0;0;12310;0;1
OPEN;19/06/2025;10:21:36;9;0;596;1;0;0;0;12310;0;1
OPEN;19/06/2025;10:22:06;9;0;510;1;0;0;0;12333;0;1
OPEN;19/06/2025;10:22:28;0;0;512;1;0;0;0;12304;0;1
OPEN;19/06/2025;10:22:36;0;0;512;0;0;0;0;12304;0;1
OPEN;19/06/2025;10:23:06;0;0;540;0;0;0;0;12219;0;1
OPEN;19/06/2025;10:23:11;0;0;536;0;0;0;0;12182;0;1
OPEN;19/06/2025;10:23:12;0;0;536;0;0;0;0;12182;0;0
OPEN;19/06/2025;10:23:36;0;0;536;0;0;0;0;12182;1;0
OPEN;19/06/2025;10:24:00;0;0;577;0;0;0;0;12247;1;0
OPEN;19/06/2025;10:24:02;0;0;577;0;0;0;0;12247;0;0
OPEN;19/06/2025;10:24:06;0;0;577;0;0;0;0;12247;0;1
OPEN;19/06/2025;10:24:07;12;0;537;0;0;0;0;12374;0;1
OPEN;19/06/2025;10:24:36;12;0;537;1;0;0;0;12374;0;1
OPEN;19/06/2025;10:25:06;0;0;545;1;0;0;0;12335;0;1
OPEN;19/06/2025;10:25:23;0;0;582;1;0;0;0;12327;0;1
OPEN;19/06/2025;10:25:36;0;0;582;0;0;0;0;12327;0;1
OPEN;19/06/2025;10:26:01;0;0;496;0;0;0;0;12230;0;1
OPEN;19/06/2025;10:26:06;0;0;496;0;0;0;0;12230;0;0
OPEN;19/06/2025;10:26:08;0;0;544;0;0;0;0;12195;0;0
OPEN;19/06/2025;10:26:36;0;0;544;0;0;0;0;12195;1;0
OPEN;19/06/2025;10:26:51;0;0;522;0;0;0;0;12304;1;0
OPEN;19/06/2025;10:26:53;0;0;522;0;0;0;0;12304;0;0
OPEN;19/06/2025;10:27:03;0;0;522;0;0;0;0;12304;0;1
OPEN;19/06/2025;10:27:06;0;0;522;1;0;0;0;12304;0;1
OPEN;19/06/2025;10:27:36;10;0;553;1;0;0;0;12319;0;1
OPEN;19/06/2025;10:28:06;0;0;593;1;0;0;0;12329;0;1
OPEN;19/06/2025;10:28:18;0;0;497;1;0;0;0;12270;0;1
OPEN;19/06/2025;10:28:36;0;0;497;0;0;0;0;12270;0;1
OPEN;19/06/2025;10:28:50;0;0;536;0;0;0;0;12195;0;1
OPEN;19/06/2025;10:28:57;0;0;536;0;0;0;0;12195;0;0
OPEN;19/06/2025;10:29:06;0;0;536;0;0;0;0;12195;1;0
OPEN;19/06/2025;10:29:36;0;0;582;0;0;0;0;12217;1;0
OPEN;19/06/2025;10:29:40;10;0;483;0;0;0;0;12335;1;0
OPEN;19/06/2025;10:29:42;10;0;483;0;0;0;0;12335;0;0
OPEN;19/06/2025;10:29:52;10;0;483;0;0;0;0;12335;0;1
OPEN;19/06/2025;10:30:06;10;0;483;1;0;0;0;12335;0;1
OPEN;19/06/2025;10:30:36;11;0;553;1;0;0;0;12354;0;1
OPEN;19/06/2025;10:31:03;0;0;533;1;0;0;0;12301;0;1
OPEN;19/06/2025;10:31:06;0;0;533;0;0;0;0;12301;0;1
OPEN;19/06/2025;10:31:36;0;0;601;0;0;0;0;12241;0;1
OPEN;19/06/2025;10:31:40;0;0;532;0;0;0;0;12189;0;1
OPEN;19/06/2025;10:31:47;0;0;532;0;0;0;0;12189;0;0
OPEN;19/06/2025;10:32:06;0;0;532;0;0;0;0;12189;1;0
OPEN;19/06/2025;10:32:27;0;0;484;0;0;0;0;12283;1;0
OPEN;19/06/2025;10:32:30;0;0;484;1;0;0;0;12283;1;0
OPEN;19/06/2025;10:32:32;0;0;484;1;0;0;0;12283;0;0
OPEN;19/06/2025;10:32:36;0;0;484;1;0;0;0;12283;0;1
OPEN;19/06/2025;10:33:06;24;0;556;1;0;0;0;12364;0;1
OPEN;19/06/2025;10:33:36;16;0;516;1;0;0;0;12343;0;1
OPEN;19/06/2025;10:34:06;0;0;513;1;0;0;0;12319;0;1
OPEN;19/06/2025;10:34:17;0;0;555;1;0;0;0;12217;0;1
OPEN;19/06/2025;10:34:35;0;0;555;0;0;0;0;12217;0;1
OPEN;19/06/2025;10:34:36;0;0;555;0;0;0;0;12217;0;0
OPEN;19/06/2025;10:34:37;0;0;544;0;0;0;0;12182;0;0
OPEN;19/06/2025;10:35:06;0;0;544;0;0;0;0;12182;1;0
OPEN;19/06/2025;10:35:27;10;0;510;0;0;0;0;12317;1;0
OPEN;19/06/2025;10:35:30;10;0;510;1;0;0;0;12317;1;1
OPEN;19/06/2025;10:35:36;10;0;510;1;0;0;0;12317;0;1
OPEN;19/06/2025;10:36:06;25;0;559;1;0;0;0;12374;0;1
OPEN;19/06/2025;10:36:36;17;0;539;1;0;0;0;12359;0;1
OPEN;19/06/2025;10:37:06;0;0;536;1;0;0;0;12271;0;1
OPEN;19/06/2025;10:37:08;0;0;536;1;0;0;0;12205;0;1
OPEN;19/06/2025;10:37:30;0;0;536;0;0;0;0;12205;0;1
OPEN;19/06/2025;10:37:32;0;0;536;0;0;0;0;12205;0;0
OPEN;19/06/2025;10:37:36;0;0;536;0;0;0;0;12205;1;0
OPEN;19/06/2025;10:38:06;0;0;537;0;0;0;0;12180;1;0
OPEN;19/06/2025;10:38:20;13;0;554;0;0;0;0;12332;1;0
OPEN;19/06/2025;10:38:22;13;0;554;0;0;0;0;12332;0;0
OPEN;19/06/2025;10:38:36;13;0;554;1;0;0;0;12332;0;1
OPEN;19/06/2025;10:39:06;21;0;499;1;0;0;0;12344;0;1
OPEN;19/06/2025;10:39:37;12;0;578;1;0;0;0;12339;0;1
OPEN;19/06/2025;10:39:57;0;0;572;1;0;0;0;12294;0;1
OPEN;19/06/2025;10:40:07;0;0;572;0;0;0;0;12294;0;1
OPEN;19/06/2025;10:40:21;0;0;522;0;0;0;0;12218;0;1
OPEN;19/06/2025;10:40:23;0;0;522;0;0;0;0;12218;0;0
OPEN;19/06/2025;10:40:37;0;0;522;0;0;0;0;12218;1;0
OPEN;19/06/2025;10:41:07;0;0;516;0;0;0;0;12210;1;0
OPEN;19/06/2025;10:41:10;20;0;498;0;0;0;0;12349;1;0
OPEN;19/06/2025;10:41:12;20;0;498;0;0;0;0;12349;0;0
OPEN;19/06/2025;10:41:37;20;0;498;1;0;0;0;12349;0;1
OPEN;19/06/2025;10:42:07;18;0;572;1;0;0;0;12362;0;1
OPEN;19/06/2025;10:42:37;0;0;580;1;0;0;0;12306;0;1
OPEN;19/06/2025;10:42:48;0;0;529;1;0;0;0;12229;0;1
OPEN;19/06/2025;10:43:07;0;0;529;0;0;0;0;12229;0;1
OPEN;19/06/2025;10:43:11;0;0;559;0;0;0;0;12154;0;1
OPEN;19/06/2025;10:43:13;0;0;559;0;0;0;0;12154;0;0
OPEN;19/06/2025;10:43:37;0;0;559;0;0;0;0;12154;1;0
OPEN;19/06/2025;10:44:02;0;0;586;0;0;0;0;12287;1;0
OPEN;19/06/2025;10:44:05;0;0;586;1;0;0;0;12287;1;0
OPEN;19/06/2025;10:44:07;0;0;586;1;0;0;0;12287;0;0
OPEN;19/06/2025;10:44:37;22;0;454;1;0;0;0;12439;0;1
OPEN;19/06/2025;10:45:07;18;0;553;1;0;0;0;12342;0;1
OPEN;19/06/2025;10:45:37;0;0;542;1;0;0;0;12307;0;1
OPEN;19/06/2025;10:45:42;0;0;550;1;0;0;0;12209;0;1
OPEN;19/06/2025;10:46:06;0;0;550;0;0;0;0;12209;0;1
OPEN;19/06/2025;10:46:07;0;0;550;0;0;0;0;12209;0;0
OPEN;19/06/2025;10:46:08;0;0;507;0;0;0;0;12168;0;0
OPEN;19/06/2025;10:46:37;0;0;507;0;0;0;0;12168;1;0
OPEN;19/06/2025;10:46:58;9;0;553;0;0;0;0;12266;1;0
OPEN;19/06/2025;10:47:01;9;0;553;1;0;0;0;12266;1;0
OPEN;19/06/2025;10:47:03;9;0;553;1;0;0;0;12266;0;0
OPEN;19/06/2025;10:47:07;9;0;553;1;0;0;0;12266;0;1
OPEN;19/06/2025;10:47:37;25;0;538;1;0;0;0;12363;0;1
OPEN;19/06/2025;10:48:07;17;0;528;1;0;0;0;12354;0;1
OPEN;19/06/2025;10:48:37;0;0;569;1;0;0;0;12302;0;1
OPEN;19/06/2025;10:48:38;0;0;519;1;0;0;0;12178;0;1
OPEN;19/06/2025;10:49:01;0;0;519;0;0;0;0;12178;0;1
OPEN;19/06/2025;10:49:03;0;0;519;0;0;0;0;12178;0;0
OPEN;19/06/2025;10:49:07;0;0;519;0;0;0;0;12178;1;0
OPEN;19/06/2025;10:49:37;0;0;515;0;0;0;0;12215;1;0
OPEN;19/06/2025;10:49:53;13;0;483;0;0;0;0;12336;1;0
OPEN;19/06/2025;10:49:56;13;0;483;1;0;0;0;12336;1;0
OPEN;19/06/2025;10:49:58;13;0;483;1;0;0;0;12336;0;0
OPEN;19/06/2025;10:50:07;13;0;483;1;0;0;0;12336;0;1
OPEN;19/06/2025;10:50:37;26;0;513;1;0;0;0;12362;0;1
OPEN;19/06/2025;10:51:07;13;0;538;1;0;0;0;12329;0;1
OPEN;19/06/2025;10:51:32;0;0;558;1;0;0;0;12347;0;1
OPEN;19/06/2025;10:51:37;0;0;558;0;0;0;0;12347;0;1
OPEN;19/06/2025;10:51:56;0;0;503;0;0;0;0;12190;0;1
OPEN;19/06/2025;10:51:58;0;0;503;0;0;0;0;12190;0;0
OPEN;19/06/2025;10:52:07;0;0;503;0;0;0;0;12190;1;0
OPEN;19/06/2025;10:52:37;0;0;482;0;0;0;0;12193;1;0
OPEN;19/06/2025;10:52:48;17;0;534;0;0;0;0;12363;1;0
OPEN;19/06/2025;10:52:51;17;0;534;1;0;0;0;12363;1;0
OPEN;19/06/2025;10:52:53;17;0;534;1;0;0;0;12363;0;0
OPEN;19/06/2025;10:53:07;17;0;534;1;0;0;0;12363;0;1
OPEN;19/06/2025;10:53:37;24;0;476;1;0;0;0;12355;0;1
OPEN;19/06/2025;10:54:07;14;0;494;1;0;0;0;12370;0;1
OPEN;19/06/2025;10:54:28;0;0;433;1;0;0;0;12254;0;1
OPEN;19/06/2025;10:54:37;0;0;433;0;0;0;0;12254;0;1
OPEN;19/06/2025;10:54:51;0;0;559;0;0;0;0;12180;0;1
OPEN;19/06/2025;10:54:53;0;0;559;0;0;0;0;12180;0;0
OPEN;19/06/2025;10:55:07;0;0;559;0;0;0;0;12180;1;0
OPEN;19/06/2025;10:55:37;0;0;539;0;0;0;0;12226;1;0
OPEN;19/06/2025;10:55:41;22;0;523;0;0;0;0;12362;1;0
OPEN;19/06/2025;10:55:43;22;0;523;0;0;0;0;12362;0;0
OPEN;19/06/2025;10:55:49;22;0;523;1;0;0;0;12362;0;0
OPEN;19/06/2025;10:56:07;22;0;523;1;0;0;0;12362;0;1
OPEN;19/06/2025;10:56:37;21;0;552;1;0;0;0;12344;0;1
OPEN;19/06/2025;10:57:07;11;0;520;1;0;0;0;12330;0;1
OPEN;19/06/2025;10:57:23;0;0;532;1;0;0;0;12230;0;1
OPEN;19/06/2025;10:57:37;0;0;532;0;0;0;0;12230;0;1
OPEN;19/06/2025;10:57:46;0;0;512;0;0;0;0;12178;0;1
OPEN;19/06/2025;10:57:48;0;0;512;0;0;0;0;12178;0;0
OPEN;19/06/2025;10:58:07;0;0;512;0;0;0;0;12178;1;0
OPEN;19/06/2025;10:58:37;0;0;527;0;0;0;0;12235;1;0
OPEN;19/06/2025;10:58:38;22;0;528;0;0;0;0;12356;1;0
OPEN;19/06/2025;10:58:41;22;0;528;1;0;0;0;12356;1;1
OPEN;19/06/2025;10:59:07;22;0;528;1;0;0;0;12356;0;1
OPEN;19/06/2025;10:59:37;20;0;535;1;0;0;0;12345;0;1
OPEN;19/06/2025;11:00:07;0;0;564;1;0;0;0;12292;0;1
OPEN;19/06/2025;11:00:18;0;0;547;1;0;0;0;12223;0;1
OPEN;19/06/2025;11:00:36;0;0;547;0;0;0;0;12223;0;1
OPEN;19/06/2025;11:00:37;0;0;547;0;0;0;0;12223;0;0
OPEN;19/06/2025;11:00:38;0;0;505;0;0;0;0;12186;0;0
OPEN;19/06/2025;11:01:07;0;0;505;0;0;0;0;12186;1;0
OPEN;19/06/2025;11:01:23;9;0;523;0;0;0;0;12337;1;0
OPEN;19/06/2025;11:01:25;9;0;523;1;0;0;0;12337;1;0
OPEN;19/06/2025;11:01:27;9;0;523;1;0;0;0;12337;0;0
OPEN;19/06/2025;11:01:37;9;0;523;1;0;0;0;12337;0;1
OPEN;19/06/2025;11:02:07;22;0;548;1;0;0;0;12362;0;1
OPEN;19/06/2025;11:02:37;16;0;531;1;0;0;0;12344;0;1
