Breaks;Date;Time;V2V_ABSORBTION_CO2 [B];V2V_CHAUD_FOND_ECO [B];V2V_FROID_FOND_ECO [B];HYGROMETRIE_CELLULE [R];PRESSION_CO2_HUMIDE [R];SURPRESSION_CEL_EXT [R];TEMPERATURE_MOY_INF [R];TEMPERATURE_MOY_SUP [R];TEMPERATURE_REPRISE [R];V2V_CIRCULATION_AIR [B]
OPEN;19/06/2025;09:34:01;0;0;0;0;0;0;0;0;0;0
OPEN;19/06/2025;09:34:34;0;0;0;96;54;-351,484981;20,3500005;22,6499995;14;1
OPEN;19/06/2025;09:34:50;0;0;0;94;58;-428,822263;20,3500005;22,6499995;13,1;1
OPEN;19/06/2025;09:35:04;0;0;0;94;58;-428,822263;20,3500005;22,6499995;13,1;0
OPEN;19/06/2025;09:35:34;0;0;0;82;54;-374,819581;20,3999995;22,6499995;9,5;0
OPEN;19/06/2025;09:36:03;0;0;0;76;52;-370,152713;20,3999995;22,6499995;8,6999998;0
OPEN;19/06/2025;09:36:04;0;0;0;76;52;-370,152713;20,3999995;22,6499995;8,6999998;1
OPEN;19/06/2025;09:36:13;0;0;0;77;55;-368,819215;20,3999995;22,6499995;9,6000004;1
OPEN;19/06/2025;09:36:34;0;0;0;77;55;-368,819215;20,3999995;22,6499995;9,6000004;0
OPEN;19/06/2025;09:37:04;0;0;0;80;53;-370,819335;20,3999995;22,5999995;11,3;0
OPEN;19/06/2025;09:37:34;0;0;0;82;54;-382,819941;20,3999995;22,5999995;12,7;0
OPEN;19/06/2025;09:38:04;0;0;0;78;54;-386,820189;20,3999995;22,5999995;12,6;0
OPEN;19/06/2025;09:38:34;0;0;0;69;51;-376,819701;20,3999995;22,5999995;11;0
OPEN;19/06/2025;09:38:43;0;0;0;67;55;-358,151977;20,3999995;22,5999995;10,3;0
OPEN;19/06/2025;09:39:04;0;0;0;67;55;-358,151977;20,3999995;22,5999995;10,3;1
OPEN;19/06/2025;09:39:23;0;0;0;70;55;-376,152957;20,4499995;22,65;10,7;1
OPEN;19/06/2025;09:39:34;0;0;0;70;55;-376,152957;20,4499995;22,65;10,7;0
OPEN;19/06/2025;09:40:04;0;0;0;73;52;-378,153079;20,5500005;22,65;11,6;0
OPEN;19/06/2025;09:40:34;0;0;0;76;57;-386,820067;20,5500005;22,65;12,3;0
OPEN;19/06/2025;09:41:04;0;0;0;72;57;-387,486819;20,5999995;22,7;11,7;0
OPEN;19/06/2025;09:41:28;0;0;0;67;53;-358,152097;20,5999995;22,75;10,5;0
OPEN;19/06/2025;09:41:34;0;0;0;67;53;-358,152097;20,5999995;22,75;10,5;1
OPEN;19/06/2025;09:42:02;0;0;0;69;50;-352,151729;20,7;22,75;10,5;1
OPEN;19/06/2025;09:42:04;0;0;0;69;50;-352,151729;20,7;22,75;10,5;0
OPEN;19/06/2025;09:42:34;0;0;0;72;60;-370,819457;20,7;22,8;11;0
OPEN;19/06/2025;09:43:05;0;0;0;74;56;-375,486207;20,75;22,8;11,9;0
OPEN;19/06/2025;09:43:35;0;0;0;75;57;-390,820315;20,75;22,8500005;12,2;0
OPEN;19/06/2025;09:44:05;0;0;0;69;48;-376,819701;20,75;22,8500005;11;0
OPEN;19/06/2025;09:44:13;0;0;0;67;52;-353,485111;20,8;22,8500005;10,4;0
OPEN;19/06/2025;09:44:35;0;0;0;67;52;-353,485111;20,8;22,8500005;10,4;1
OPEN;19/06/2025;09:44:58;0;0;0;69;51;-370,819337;20,8;22,8500005;10,6;1
OPEN;19/06/2025;09:45:05;0;0;0;69;51;-370,819337;20,8;22,8500005;10,6;0
OPEN;19/06/2025;09:45:35;0;0;0;72;59;-370,152707;20,8;22,8500005;11,3;0
OPEN;19/06/2025;09:46:05;0;0;0;74;51;-378,153071;20,85;22,8500005;12,2;0
OPEN;19/06/2025;09:46:35;0;0;0;72;53;-389,486943;20,85;22,8500005;11,9;0
OPEN;19/06/2025;09:46:57;0;0;0;67;50;-360,152221;20,85;22,9000005;10,5;0
OPEN;19/06/2025;09:47:05;0;0;0;67;50;-360,152221;20,85;22,9000005;10,5;1
OPEN;19/06/2025;09:47:35;0;0;0;67;53;-356,818721;20,8;22,8500005;10,3;1
OPEN;19/06/2025;09:47:57;0;0;0;69;54;-366,152463;20,8;22,8500005;10,6;1
OPEN;19/06/2025;09:48:05;0;0;0;69;54;-366,152463;20,8;22,8500005;10,6;0
OPEN;19/06/2025;09:48:35;0;0;0;72;54;-372,819455;20,8;22,9499995;11,7;0
OPEN;19/06/2025;09:49:05;0;0;0;73;55;-387,486937;20,8;22,9499995;12,5;0
OPEN;19/06/2025;09:49:35;0;0;0;68;56;-386,153443;20,85;23;11,4;0
OPEN;19/06/2025;09:49:42;0;0;0;64;52;-356,151975;20,85;23,05;10,1;0
OPEN;19/06/2025;09:49:47;0;0;0;64;52;-356,151975;20,85;23,05;10,1;1
OPEN;19/06/2025;09:50:05;0;0;0;64;52;-356,151975;20,85;23,05;10,1;0
OPEN;19/06/2025;09:50:33;0;0;0;67;51;-351,485111;20,9000005;23,05;10,1;0
OPEN;19/06/2025;09:50:35;0;0;0;67;51;-351,485111;20,9000005;23,05;10,1;1
OPEN;19/06/2025;09:50:52;0;0;0;69;59;-370,152713;20,950001;23,1;10,9;1
OPEN;19/06/2025;09:51:05;0;0;0;69;59;-370,152713;20,950001;23,1;10,9;0
OPEN;19/06/2025;09:51:35;0;0;0;72;50;-377,486327;20,950001;23,200001;12,4;0
OPEN;19/06/2025;09:52:05;0;0;0;70;56;-390,820431;20,950001;23,200001;12,6;0
OPEN;19/06/2025;09:52:28;0;0;0;62;59;-362,818967;21;23,200001;10,9;0
OPEN;19/06/2025;09:52:33;0;0;0;62;59;-362,818967;21;23,200001;10,9;1
OPEN;19/06/2025;09:52:35;0;0;0;62;59;-362,818967;21;23,200001;10,9;0
OPEN;19/06/2025;09:53:05;0;0;0;62;50;-350,818363;21;23,200001;9,8000002;0
OPEN;19/06/2025;09:53:35;0;0;0;65;55;-348,151607;21,0999995;23,25;10;0
OPEN;19/06/2025;09:53:38;0;0;0;69;53;-365,485713;21,049999;23,25;11,2;0
OPEN;19/06/2025;09:53:54;0;0;0;69;53;-365,485713;21,049999;23,25;11,2;1
OPEN;19/06/2025;09:54:05;0;0;0;69;53;-365,485713;21,049999;23,25;11,2;0
OPEN;19/06/2025;09:54:35;0;0;0;71;56;-377,486447;21,049999;23,25;12,7;0
OPEN;19/06/2025;09:55:05;0;0;0;68;58;-390,153683;21,049999;23,25;12,5;0
OPEN;19/06/2025;09:55:18;0;0;0;60;48;-357,485349;21,0999995;23,25;10,6;0
OPEN;19/06/2025;09:55:28;0;0;0;60;48;-357,485349;21,0999995;23,25;10,6;1
OPEN;19/06/2025;09:55:35;0;0;0;60;48;-357,485349;21,0999995;23,25;10,6;0
OPEN;19/06/2025;09:56:05;0;0;0;61;52;-348,151493;21,2;23,25;9,8999996;0
OPEN;19/06/2025;09:56:33;0;0;0;65;50;-346,151371;21,2;23,3499995;10,4;0
OPEN;19/06/2025;09:56:35;0;0;0;65;50;-346,151371;21,2;23,3499995;10,4;1
OPEN;19/06/2025;09:56:47;0;0;0;68;51;-362,818969;21,25;23,3499995;11,6;1
OPEN;19/06/2025;09:57:05;0;0;0;68;51;-362,818969;21,25;23,3499995;11,6;0
OPEN;19/06/2025;09:57:35;0;0;0;69;57;-380,819947;21,25;23,3999995;12,8;0
OPEN;19/06/2025;09:58:05;0;0;0;64;55;-386,820193;21,3000005;23,4499995;12,2;0
OPEN;19/06/2025;09:58:13;0;0;0;59;48;-351,485111;21,3000005;23,4499995;10,3;0
OPEN;19/06/2025;09:58:18;0;0;0;59;48;-351,485111;21,3000005;23,4499995;10,3;1
OPEN;19/06/2025;09:58:35;0;0;0;59;48;-351,485111;21,3000005;23,4499995;10,3;0
OPEN;19/06/2025;09:59:05;0;0;0;62;52;-345,484739;21,3000005;23,5;10;0
OPEN;19/06/2025;09:59:27;0;0;0;65;52;-348,151607;21,3500005;23,5999995;10,6;0
OPEN;19/06/2025;09:59:35;0;0;0;65;52;-348,151607;21,3500005;23,5999995;10,6;1
OPEN;19/06/2025;09:59:42;0;0;0;68;53;-366,152467;21,3999995;23,5999995;12;1
OPEN;19/06/2025;10:00:05;0;0;0;68;53;-366,152467;21,3999995;23,5999995;12;0
OPEN;19/06/2025;10:00:35;0;0;0;68;54;-386,820191;21,3999995;23,65;12,8;0
OPEN;19/06/2025;10:00:57;0;0;0;61;53;-366,152461;21,3999995;23,65;11,5;0
OPEN;19/06/2025;10:01:05;0;0;0;61;53;-366,152461;21,3999995;23,65;11,5;1
OPEN;19/06/2025;10:01:07;0;0;0;58;50;-348,818241;21,3500005;23,65;9,8000002;1
OPEN;19/06/2025;10:01:35;0;0;0;58;50;-348,818241;21,3500005;23,65;9,8000002;0
OPEN;19/06/2025;10:02:05;0;0;0;62;53;-350,151733;21,3500005;23,7;9,8000002;0
OPEN;19/06/2025;10:02:28;0;0;0;66;47;-346,818113;21,3;23,65;10,8;0
OPEN;19/06/2025;10:02:35;0;0;0;66;47;-346,818113;21,3;23,65;10,8;1
OPEN;19/06/2025;10:02:38;0;0;0;68;57;-368,152591;21,3;23,65;12,2;1
OPEN;19/06/2025;10:03:05;0;0;0;68;57;-368,152591;21,3;23,65;12,2;0
OPEN;19/06/2025;10:03:35;0;0;0;66;50;-382,819951;21,3;23,65;12,7;0
OPEN;19/06/2025;10:03:52;0;0;0;60;57;-352,151857;21,3;23,7;11,2;0
OPEN;19/06/2025;10:04:03;0;0;0;60;57;-352,151857;21,3;23,7;11,2;1
OPEN;19/06/2025;10:04:05;0;0;0;60;57;-352,151857;21,3;23,7;11,2;0
OPEN;19/06/2025;10:04:35;0;0;0;58;53;-348,151611;21,3;23,7;9,8999996;0
OPEN;19/06/2025;10:05:05;0;0;0;63;53;-345,484741;21,3;23,7;10;0
OPEN;19/06/2025;10:05:18;0;0;0;66;47;-344,151371;21,3;23,7;11,1;0
OPEN;19/06/2025;10:05:33;0;0;0;66;47;-344,151371;21,3;23,7;11,1;1
OPEN;19/06/2025;10:05:35;0;0;0;66;47;-344,151371;21,3;23,7;11,1;0
OPEN;19/06/2025;10:06:05;0;0;0;68;54;-371,486081;21,35;23,75;12,5;0
OPEN;19/06/2025;10:06:35;0;0;0;65;52;-388,153561;21,4000005;23,75;12,6;0
OPEN;19/06/2025;10:06:48;0;0;0;58;57;-350,151731;21,4000005;23,8500005;10,8;0
OPEN;19/06/2025;10:06:53;0;0;0;58;57;-350,151731;21,4000005;23,8500005;10,8;1
OPEN;19/06/2025;10:07:05;0;0;0;58;57;-350,151731;21,4000005;23,8500005;10,8;0
OPEN;19/06/2025;10:07:35;0;0;0;60;51;-348,818237;21,5;23,8999995;9,8999996;0
OPEN;19/06/2025;10:08:02;0;0;0;66;55;-345,484741;21,5500005;23,95;10,3;0
OPEN;19/06/2025;10:08:05;0;0;0;66;55;-345,484741;21,5500005;23,95;10,3;1
OPEN;19/06/2025;10:08:17;0;0;0;67;57;-358,818727;21,5500005;23,95;11,4;1
OPEN;19/06/2025;10:08:35;0;0;0;67;57;-358,818727;21,5500005;23,95;11,4;0
OPEN;19/06/2025;10:09:05;0;0;0;67;57;-380,153201;21,5500005;24;12,7;0
OPEN;19/06/2025;10:09:35;0;0;0;63;56;-383,486699;21,6000005;24,05;12,2;0
OPEN;19/06/2025;10:09:37;0;0;0;57;52;-346,151487;21,6000005;24,05;10,1;0
OPEN;19/06/2025;10:09:42;0;0;0;57;52;-346,151487;21,6000005;24,05;10,1;1
OPEN;19/06/2025;10:10:05;0;0;0;57;52;-346,151487;21,6000005;24,05;10,1;0
OPEN;19/06/2025;10:10:35;0;0;0;60;50;-346,151493;21,5500005;24,05;9,6000004;0
OPEN;19/06/2025;10:11:05;0;0;0;64;60;-344,818111;21,5;24;10,3;0
OPEN;19/06/2025;10:11:08;0;0;0;68;51;-363,485715;21,5;24;11,7;0
OPEN;19/06/2025;10:11:18;0;0;0;68;51;-363,485715;21,5;24;11,7;1
OPEN;19/06/2025;10:11:35;0;0;0;68;51;-363,485715;21,5;24;11,7;0
OPEN;19/06/2025;10:12:06;0;0;0;67;55;-380,153197;21,5;24,05;12,8;0
OPEN;19/06/2025;10:12:32;0;0;0;61;54;-382,819943;21,5999995;24,1;11,9;0
OPEN;19/06/2025;10:12:36;0;0;0;61;54;-382,819943;21,5999995;24,1;11,9;1
OPEN;19/06/2025;10:12:37;0;0;0;57;55;-343,484619;21,549999;24,05;10;1
OPEN;19/06/2025;10:13:06;0;0;0;57;55;-343,484619;21,549999;24,05;10;0
OPEN;19/06/2025;10:13:36;0;0;0;61;57;-342,151367;21,5;24,1;9,8000002;0
OPEN;19/06/2025;10:13:57;0;0;0;65;52;-341,484619;21,549999;24,1;10,6;0
OPEN;19/06/2025;10:14:06;0;0;0;65;52;-341,484619;21,549999;24,1;10,6;1
OPEN;19/06/2025;10:14:13;0;0;0;67;53;-363,485721;21,5999995;24,1;12,1;1
OPEN;19/06/2025;10:14:36;0;0;0;67;53;-363,485721;21,5999995;24,1;12,1;0
OPEN;19/06/2025;10:15:06;0;0;0;66;51;-383,486693;21,5999995;24,1500005;12,9;0
OPEN;19/06/2025;10:15:28;0;0;0;59;43;-361,485593;21,5999995;24,1500005;11,5;0
OPEN;19/06/2025;10:15:33;0;0;0;59;43;-361,485593;21,5999995;24,1500005;11,5;1
OPEN;19/06/2025;10:15:36;0;0;0;59;43;-361,485593;21,5999995;24,1500005;11,5;0
OPEN;19/06/2025;10:16:06;0;0;0;58;53;-332,817508;21,7;24,25;9,8000002;0
OPEN;19/06/2025;10:16:36;0;0;0;69;57;-339,484502;21,8000005;24,3000005;9,8000002;0
OPEN;19/06/2025;10:17:06;0;0;0;72;53;-338,151006;21,8000005;24,3500005;10,7;0
OPEN;19/06/2025;10:17:36;0;0;0;74;59;-338,151128;21,8500005;24,3999995;12,2;0
OPEN;19/06/2025;10:18:06;0;0;0;69;54;-346,818236;21,8999995;24,4499995;12,7;0
OPEN;19/06/2025;10:18:36;0;0;0;63;57;-340,151128;21,8999995;24,4499995;11,1;0
OPEN;19/06/2025;10:19:06;0;0;0;65;61;-333,484129;21,8999995;24,4499995;9,8999996;0
OPEN;19/06/2025;10:19:36;0;0;0;69;50;-330,150635;21,95;24,5;10,2;0
OPEN;19/06/2025;10:20:06;0;0;0;72;55;-340,151126;21,8999995;24,5;11,2;0
OPEN;19/06/2025;10:20:36;0;0;0;72;55;-343,484622;21,8999995;24,4499995;12,5;0
OPEN;19/06/2025;10:21:06;0;0;0;66;49;-342,817869;21,95;24,4499995;12,3;0
OPEN;19/06/2025;10:21:36;0;0;0;63;60;-333,484129;22;24,5;10,4;0
OPEN;19/06/2025;10:22:06;0;0;0;66;51;-330,150639;22,05;24,5;9,8000002;0
OPEN;19/06/2025;10:22:36;0;0;0;71;52;-340,15125;22,05;24,5;10,3;0
OPEN;19/06/2025;10:23:06;0;0;0;71;54;-338,151126;22,1;24,5500005;11,7;0
OPEN;19/06/2025;10:23:36;0;0;0;71;54;-348,151614;22,1;24,5500005;12,8;0
OPEN;19/06/2025;10:24:06;0;0;0;64;58;-346,151366;22,1;24,5999995;11,8;0
OPEN;19/06/2025;10:24:36;0;0;0;63;54;-337,484376;22,200001;24,5999995;10,1;0
OPEN;19/06/2025;10:25:06;0;0;0;68;55;-335,484256;22,200001;24,65;9,8999996;0
OPEN;19/06/2025;10:25:36;0;0;0;69;59;-340,817876;22,200001;24,7;10,7;0
OPEN;19/06/2025;10:26:06;0;0;0;72;50;-335,484249;22,200001;24,7;12,1;0
OPEN;19/06/2025;10:26:36;0;0;0;68;55;-344,818118;22,200001;24,8;12,7;0
OPEN;19/06/2025;10:27:06;0;0;0;63;52;-342,817992;22,25;24,8500005;11,1;0
OPEN;19/06/2025;10:27:36;0;0;0;65;56;-337,48438;22,25;24,8500005;9,8000002;0
OPEN;19/06/2025;10:28:06;0;0;0;69;60;-329,484009;22,25;24,8999995;10,1;0
OPEN;19/06/2025;10:28:36;0;0;0;69;50;-340,817872;22,25;24,8999995;11,1;0
OPEN;19/06/2025;10:29:06;0;0;0;72;54;-344,151364;22,25;24,8999995;12,6;0
OPEN;19/06/2025;10:29:36;0;0;0;67;59;-346,15149;22,25;24,8999995;12,4;0
OPEN;19/06/2025;10:30:06;0;0;0;62;49;-333,484129;22,25;24,8999995;10,5;0
OPEN;19/06/2025;10:30:36;0;0;0;64;56;-334,150878;22,25;24,8999995;9,8999996;0
OPEN;19/06/2025;10:30:52;0;0;0;70;54;-339,484371;22,3499995;24,9000005;10,4;0
OPEN;19/06/2025;10:31:03;0;0;0;70;54;-339,484371;22,3499995;24,9000005;10,4;1
OPEN;19/06/2025;10:31:06;0;0;0;70;54;-339,484371;22,3499995;24,9000005;10,4;0
OPEN;19/06/2025;10:31:36;0;0;0;66;61;-358,152097;22,3499995;24,9000005;11,6;0
OPEN;19/06/2025;10:32:06;0;0;0;66;54;-381,486571;22,3499995;24,9499995;12,8;0
OPEN;19/06/2025;10:32:27;0;0;0;60;49;-360,818967;22,3499995;24,9499995;11,8;0
OPEN;19/06/2025;10:32:36;0;0;0;60;49;-360,818967;22,3499995;24,9499995;11,8;1
OPEN;19/06/2025;10:32:37;0;0;0;56;56;-346,151493;22,3000005;24,9499995;10;1
OPEN;19/06/2025;10:33:06;0;0;0;56;56;-346,151493;22,3000005;24,9499995;10;0
OPEN;19/06/2025;10:33:36;0;0;0;61;52;-343,484741;22,3499995;25;9,8999996;0
OPEN;19/06/2025;10:34:02;0;0;0;65;52;-345,484863;22,4;25,1000005;10,6;0
OPEN;19/06/2025;10:34:06;0;0;0;65;52;-345,484863;22,4;25,1000005;10,6;1
OPEN;19/06/2025;10:34:17;0;0;0;66;56;-364,819091;22,5;25,1000005;12,1;1
OPEN;19/06/2025;10:34:36;0;0;0;66;56;-364,819091;22,5;25,1000005;12,1;0
OPEN;19/06/2025;10:35:06;0;0;0;65;55;-380,819821;22,5;25,1999995;12,9;0
OPEN;19/06/2025;10:35:27;0;0;0;58;51;-361,485591;22,5;25,25;11,5;0
OPEN;19/06/2025;10:35:32;0;0;0;58;51;-361,485591;22,5;25,25;11,5;1
OPEN;19/06/2025;10:35:36;0;0;0;58;51;-361,485591;22,5;25,25;11,5;0
OPEN;19/06/2025;10:36:06;0;0;0;56;56;-341,484617;22,45;25,25;9,8000002;0
OPEN;19/06/2025;10:36:36;0;0;0;61;54;-340,151247;22,3999995;25,25;9,8000002;0
OPEN;19/06/2025;10:36:58;0;0;0;65;54;-343,484617;22,3999995;25,25;10,8;0
OPEN;19/06/2025;10:37:06;0;0;0;65;54;-343,484617;22,3999995;25,25;10,8;1
OPEN;19/06/2025;10:37:08;0;0;0;67;54;-364,152343;22,3999995;25,25;12,3;1
OPEN;19/06/2025;10:37:36;0;0;0;67;54;-364,152343;22,3999995;25,25;12,3;0
OPEN;19/06/2025;10:38:06;0;0;0;65;54;-378,819825;22,45;25,25;12,7;0
OPEN;19/06/2025;10:38:22;0;0;0;58;56;-344,151369;22,4499995;25,25;11,2;0
OPEN;19/06/2025;10:38:27;0;0;0;58;56;-344,151369;22,4499995;25,25;11,2;1
OPEN;19/06/2025;10:38:36;0;0;0;58;56;-344,151369;22,4499995;25,25;11,2;0
OPEN;19/06/2025;10:39:06;0;0;0;58;50;-342,817993;22,4499995;25,25;10;0
OPEN;19/06/2025;10:39:37;0;0;0;62;58;-342,151247;22,4499995;25,25;10,3;0
OPEN;19/06/2025;10:39:47;0;0;0;66;58;-360,818847;22,4499995;25,25;11,3;0
OPEN;19/06/2025;10:39:57;0;0;0;66;58;-360,818847;22,4499995;25,25;11,3;1
OPEN;19/06/2025;10:40:07;0;0;0;66;58;-360,818847;22,4499995;25,25;11,3;0
OPEN;19/06/2025;10:40:37;0;0;0;67;53;-371,486079;22,4499995;25,25;12,6;0
OPEN;19/06/2025;10:41:07;0;0;0;63;52;-383,486693;22,4499995;25,299999;12,4;0
OPEN;19/06/2025;10:41:12;0;0;0;57;50;-340,151247;22,4499995;25,299999;10,4;0
OPEN;19/06/2025;10:41:17;0;0;0;57;50;-340,151247;22,4499995;25,299999;10,4;1
OPEN;19/06/2025;10:41:37;0;0;0;57;50;-340,151247;22,4499995;25,299999;10,4;0
OPEN;19/06/2025;10:42:07;0;0;0;60;57;-338,817749;22,5;25,299999;9,8999996;0
OPEN;19/06/2025;10:42:33;0;0;0;65;58;-339,484497;22,4499995;25,3499995;10,4;0
OPEN;19/06/2025;10:42:37;0;0;0;65;58;-339,484497;22,4499995;25,3499995;10,4;1
OPEN;19/06/2025;10:42:48;0;0;0;67;53;-355,485347;22,5;25,4;11,7;1
OPEN;19/06/2025;10:43:07;0;0;0;67;53;-355,485347;22,5;25,4;11,7;0
OPEN;19/06/2025;10:43:37;0;0;0;67;56;-378,153073;22,5;25,4;12,8;0
OPEN;19/06/2025;10:44:02;0;0;0;61;59;-379,486453;22,5500005;25,45;11,9;0
OPEN;19/06/2025;10:44:07;0;0;0;61;59;-379,486453;22,5500005;25,45;11,9;1
OPEN;19/06/2025;10:44:37;0;0;0;57;46;-344,151365;22,5500005;25,5;10;0
OPEN;19/06/2025;10:45:07;0;0;0;61;56;-341,484497;22,5500005;25,5;9,6999998;0
OPEN;19/06/2025;10:45:32;0;0;0;65;55;-340,151241;22,5500005;25,55;10,5;0
OPEN;19/06/2025;10:45:37;0;0;0;65;55;-340,151241;22,5500005;25,55;10,5;1
OPEN;19/06/2025;10:45:42;0;0;0;67;55;-357,485353;22,6000005;25,55;12;1
OPEN;19/06/2025;10:46:07;0;0;0;67;55;-357,485353;22,6000005;25,55;12;0
OPEN;19/06/2025;10:46:37;0;0;0;66;51;-380,153201;22,6499995;25,55;12,9;0
OPEN;19/06/2025;10:46:58;0;0;0;59;56;-357,485477;22,6499995;25,55;11,5;0
OPEN;19/06/2025;10:47:03;0;0;0;59;56;-357,485477;22,6499995;25,55;11,5;1
OPEN;19/06/2025;10:47:07;0;0;0;59;56;-357,485477;22,6499995;25,55;11,5;0
OPEN;19/06/2025;10:47:37;0;0;0;56;54;-343,484617;22,6499995;25,55;9,8000002;0
OPEN;19/06/2025;10:48:07;0;0;0;61;53;-336,150999;22,5999995;25,5;9,8000002;0
OPEN;19/06/2025;10:48:28;0;0;0;66;57;-340,817867;22,549999;25,5;10,8;0
OPEN;19/06/2025;10:48:37;0;0;0;66;57;-340,817867;22,549999;25,5;10,8;1
OPEN;19/06/2025;10:48:38;0;0;0;67;52;-360,152097;22,5999995;25,5;12,3;1
OPEN;19/06/2025;10:49:07;0;0;0;67;52;-360,152097;22,5999995;25,5;12,3;0
OPEN;19/06/2025;10:49:37;0;0;0;64;52;-377,486329;22,5999995;25,55;12,7;0
OPEN;19/06/2025;10:49:53;0;0;0;58;49;-344,817993;22,5999995;25,6;11,1;0
OPEN;19/06/2025;10:49:58;0;0;0;58;49;-344,817993;22,5999995;25,6;11,1;1
OPEN;19/06/2025;10:50:07;0;0;0;58;49;-344,817993;22,5999995;25,6;11,1;0
OPEN;19/06/2025;10:50:37;0;0;0;56;52;-340,151241;22,65;25,6500005;9,6999998;0
OPEN;19/06/2025;10:51:07;0;0;0;63;54;-339,484377;22,65;25,6500005;9,8999996;0
OPEN;19/06/2025;10:51:22;0;0;0;66;56;-340,817873;22,65;25,6500005;11;0
OPEN;19/06/2025;10:51:32;0;0;0;66;56;-340,817873;22,65;25,6500005;11;1
OPEN;19/06/2025;10:51:37;0;0;0;66;56;-340,817873;22,65;25,6500005;11;0
OPEN;19/06/2025;10:52:07;0;0;0;67;51;-366,152463;22,7;25,6999995;12,5;0
OPEN;19/06/2025;10:52:37;0;0;0;64;49;-376,152949;22,7;25,75;12,7;0
OPEN;19/06/2025;10:52:48;0;0;0;57;54;-339,484499;22,7;25,8000005;10,8;0
OPEN;19/06/2025;10:52:53;0;0;0;57;54;-339,484499;22,7;25,8000005;10,8;1
OPEN;19/06/2025;10:53:07;0;0;0;57;54;-339,484499;22,7;25,8000005;10,8;0
OPEN;19/06/2025;10:53:37;0;0;0;57;48;-339,484497;22,7;25,8000005;9,6999998;0
OPEN;19/06/2025;10:54:07;0;0;0;62;50;-341,484615;22,75;25,8000005;10;0
OPEN;19/06/2025;10:54:19;0;0;0;67;44;-354,151851;22,8500005;25,8000005;11,4;0
OPEN;19/06/2025;10:54:28;0;0;0;67;44;-354,151851;22,8500005;25,8000005;11,4;1
OPEN;19/06/2025;10:54:37;0;0;0;67;44;-354,151851;22,8500005;25,8000005;11,4;0
OPEN;19/06/2025;10:55:07;0;0;0;67;56;-371,486081;22,8999995;25,8000005;12,6;0
OPEN;19/06/2025;10:55:37;0;0;0;63;54;-376,819697;22,8500005;25,8000005;12,4;0
OPEN;19/06/2025;10:55:43;0;0;0;56;53;-339,484497;22,8500005;25,8499995;10,4;0
OPEN;19/06/2025;10:55:49;0;0;0;56;53;-339,484497;22,8500005;25,8499995;10,4;1
OPEN;19/06/2025;10:56:07;0;0;0;56;53;-339,484497;22,8500005;25,8499995;10,4;0
OPEN;19/06/2025;10:56:37;0;0;0;60;55;-339,484493;22,8500005;25,8499995;9,6999998;0
OPEN;19/06/2025;10:57:07;0;0;0;64;52;-338,817747;22,8500005;25,8499995;10,4;0
OPEN;19/06/2025;10:57:13;0;0;0;66;54;-356,151973;22,8500005;25,8499995;11,5;0
OPEN;19/06/2025;10:57:23;0;0;0;66;54;-356,151973;22,8500005;25,8499995;11,5;1
OPEN;19/06/2025;10:57:37;0;0;0;66;54;-356,151973;22,8500005;25,8499995;11,5;0
OPEN;19/06/2025;10:58:07;0;0;0;66;52;-374,152951;22,9499995;25,8499995;12,8;0
OPEN;19/06/2025;10:58:37;0;0;0;61;53;-379,486451;22,9499995;25,8499995;12,2;0
OPEN;19/06/2025;10:58:38;0;0;0;56;53;-340,151241;23;25,95;10,3;0
OPEN;19/06/2025;10:58:42;0;0;0;56;53;-340,151241;23;25,95;10,3;1
OPEN;19/06/2025;10:59:07;0;0;0;56;53;-340,151241;23;25,95;10,3;0
OPEN;19/06/2025;10:59:37;0;0;0;60;54;-337,484371;23,05;26;9,8999996;0
OPEN;19/06/2025;11:00:03;0;0;0;65;57;-339,484495;23,05;26;10,7;0
OPEN;19/06/2025;11:00:07;0;0;0;65;57;-339,484495;23,05;26;10,7;1
OPEN;19/06/2025;11:00:18;0;0;0;66;55;-354,818607;23,1500005;26,1000005;12,2;1
OPEN;19/06/2025;11:00:37;0;0;0;66;55;-354,818607;23,1500005;26,1000005;12,2;0
OPEN;19/06/2025;11:01:07;0;0;0;66;51;-379,486445;23,1500005;26,1499995;12,7;0
OPEN;19/06/2025;11:01:22;0;0;0;59;53;-346,818241;23,200001;26,1499995;11,5;0
OPEN;19/06/2025;11:01:32;0;0;0;59;53;-346,818241;23,200001;26,1499995;11,5;1
OPEN;19/06/2025;11:01:37;0;0;0;59;53;-346,818241;23,200001;26,1499995;11,5;0
OPEN;19/06/2025;11:02:07;0;0;0;57;55;-338,817867;23,1999995;26,1499995;10;0
OPEN;19/06/2025;11:02:37;0;0;0;61;53;-341,484615;23,25;26,1499995;10;0
OPEN;19/06/2025;11:02:57;0;0;0;66;56;-339,484501;23,1999995;26,25;10,9;0
OPEN;19/06/2025;11:03:07;0;0;0;66;56;-339,484501;23,1999995;26,25;10,9;1
OPEN;19/06/2025;11:03:37;0;0;0;66;60;-361,485597;23,25;26,25;12,3;0
OPEN;19/06/2025;11:04:07;0;0;0;65;52;-382,819947;23,25;26,1999995;12,8;0
OPEN;19/06/2025;11:04:17;0;0;0;57;59;-340,151119;23,299999;26,1999995;11,1;0
OPEN;19/06/2025;11:04:22;0;0;0;57;59;-340,151119;23,299999;26,1999995;11,1;1
