Breaks;Date;Time;V2V_ABSORBTION_CO2 [B];V2V_CHAUD_FOND_ECO [B];V2V_FROID_FOND_ECO [B];HYGROMETRIE_CELLULE [R];PRESSION_CO2_HUMIDE [R];SURPRESSION_CEL_EXT [R];TEMPERATURE_MOY_INF [R];TEMPERATURE_MOY_SUP [R];TEMPERATURE_REPRISE [R];V2V_CIRCULATION_AIR [B]
OPEN;19/06/2025;13:14:18;0;0;0;55;53;-331,484131;27;30,450001;10,2;1
OPEN;19/06/2025;13:14:42;0;0;0;55;53;-331,484131;27;30,450001;10,2;0
OPEN;19/06/2025;13:15:12;0;0;0;61;53;-326,817141;27;30,5;9,6999998;0
OPEN;19/06/2025;13:15:42;0;0;0;65;54;-330,150639;27;30,5;10,6;0
OPEN;19/06/2025;13:15:43;0;0;0;67;50;-350,818361;27;30,5;11,7;0
OPEN;19/06/2025;13:15:53;0;0;0;67;50;-350,818361;27;30,5;11,7;1
OPEN;19/06/2025;13:16:12;0;0;0;67;50;-350,818361;27;30,5;11,7;0
OPEN;19/06/2025;13:16:42;0;0;0;67;55;-366,152461;27,1000005;30,5;12,8;0
OPEN;19/06/2025;13:17:07;0;0;0;60;57;-368,152587;27,1000005;30,5;11,9;0
OPEN;19/06/2025;13:17:12;0;0;0;60;57;-368,152587;27,1000005;30,5;11,9;1
OPEN;19/06/2025;13:17:42;0;0;0;56;49;-329,484009;27,1000005;30,5;10;0
OPEN;19/06/2025;13:18:12;0;0;0;60;51;-330,150633;27,1000005;30,5;9,6999998;0
OPEN;19/06/2025;13:18:42;0;0;0;63;59;-328,817261;27,1000005;30,5;10,5;0
OPEN;19/06/2025;13:18:57;0;0;0;65;51;-346,151489;27,1000005;30,4499985;12;1
OPEN;19/06/2025;13:19:12;0;0;0;65;51;-346,151489;27,1000005;30,4499985;12;0
OPEN;19/06/2025;13:19:42;0;0;0;65;50;-368,819213;27,1499995;30,5;12,9;0
OPEN;19/06/2025;13:20:02;0;0;0;58;53;-346,818119;27,1499995;30,4499985;11,6;0
OPEN;19/06/2025;13:20:07;0;0;0;58;53;-346,818119;27,1499995;30,4499985;11,6;1
OPEN;19/06/2025;13:20:12;0;0;0;58;53;-346,818119;27,1499995;30,4499985;11,6;0
OPEN;19/06/2025;13:20:42;0;0;0;56;48;-327,483885;27,1999995;30,5;9,8000002;0
OPEN;19/06/2025;13:21:12;0;0;0;59;55;-327,483887;27,25;30,5500005;9,8000002;0
OPEN;19/06/2025;13:21:38;0;0;0;65;56;-326,817257;27,3;30,5999995;10,8;0
OPEN;19/06/2025;13:21:42;0;0;0;65;56;-326,817257;27,3;30,5999995;10,8;1
OPEN;19/06/2025;13:22:12;0;0;0;66;56;-347,484859;27,3;30,5999995;12,3;0
OPEN;19/06/2025;13:22:42;0;0;0;65;47;-366,819215;27,4000005;30,650001;12,8;0
OPEN;19/06/2025;13:22:58;0;0;0;57;55;-336,151001;27,4000005;30,75;11,2;0
OPEN;19/06/2025;13:23:03;0;0;0;57;55;-336,151001;27,4000005;30,75;11,2;1
OPEN;19/06/2025;13:23:12;0;0;0;57;55;-336,151001;27,4000005;30,75;11,2;0
OPEN;19/06/2025;13:23:42;0;0;0;56;53;-332,817505;27,4000005;30,75;9,6999998;0
OPEN;19/06/2025;13:24:12;0;0;0;63;51;-328,150631;27,4000005;30,799999;9,8999996;0
OPEN;19/06/2025;13:24:28;0;0;0;67;55;-331,484131;27,4000005;30,799999;11;0
OPEN;19/06/2025;13:24:38;0;0;0;67;55;-331,484131;27,4000005;30,799999;11;1
OPEN;19/06/2025;13:24:42;0;0;0;67;55;-331,484131;27,4000005;30,799999;11;0
OPEN;19/06/2025;13:25:12;0;0;0;67;50;-358,152099;27,4000005;30,799999;12,4;0
OPEN;19/06/2025;13:25:42;0;0;0;64;57;-369,486087;27,4000005;30,799999;12,6;0
OPEN;19/06/2025;13:25:53;0;0;0;56;51;-330,150639;27,4000005;30,799999;10,5;0
OPEN;19/06/2025;13:25:58;0;0;0;56;51;-330,150639;27,4000005;30,799999;10,5;1
OPEN;19/06/2025;13:26:12;0;0;0;56;51;-330,150639;27,4000005;30,799999;10,5;0
OPEN;19/06/2025;13:26:42;0;0;0;59;52;-331,484007;27,4000005;30,799999;9,6000004;0
OPEN;19/06/2025;13:27:12;0;0;0;64;55;-328,817263;27,3500005;30,75;10,2;0
OPEN;19/06/2025;13:27:23;0;0;0;66;49;-347,484863;27,3999995;30,75;11,5;0
OPEN;19/06/2025;13:27:33;0;0;0;66;49;-347,484863;27,3999995;30,75;11,5;1
OPEN;19/06/2025;13:27:42;0;0;0;66;49;-347,484863;27,3999995;30,75;11,5;0
OPEN;19/06/2025;13:28:12;0;0;0;66;52;-359,485477;27,3999995;30,700001;12,8;0
OPEN;19/06/2025;13:28:42;0;0;0;61;56;-370,152707;27,3499995;30,700001;12,2;0
OPEN;19/06/2025;13:28:48;0;0;0;56;53;-330,817383;27,299999;30,700001;10,2;0
OPEN;19/06/2025;13:28:53;0;0;0;56;53;-330,817383;27,299999;30,700001;10,2;1
OPEN;19/06/2025;13:29:12;0;0;0;56;53;-330,817383;27,299999;30,700001;10,2;0
OPEN;19/06/2025;13:29:42;0;0;0;60;54;-329,484013;27,299999;30,700001;9,6999998;0
OPEN;19/06/2025;13:30:12;0;0;0;65;54;-327,483883;27,299999;30,6999995;10,3;0
OPEN;19/06/2025;13:30:18;0;0;0;66;51;-346,818113;27,299999;30,750001;11,8;0
OPEN;19/06/2025;13:30:28;0;0;0;66;51;-346,818113;27,299999;30,750001;11,8;1
OPEN;19/06/2025;13:30:42;0;0;0;66;51;-346,818113;27,299999;30,750001;11,8;0
OPEN;19/06/2025;13:31:12;0;0;0;66;55;-366,819209;27,299999;30,750001;12,9;0
OPEN;19/06/2025;13:31:42;0;0;0;60;53;-368,819331;27,299999;30,8;11,9;0
OPEN;19/06/2025;13:31:43;0;0;0;56;53;-328,817387;27,299999;30,849999;9,8999996;0
OPEN;19/06/2025;13:31:48;0;0;0;56;53;-328,817387;27,299999;30,849999;9,8999996;1
OPEN;19/06/2025;13:32:12;0;0;0;56;53;-328,817387;27,299999;30,849999;9,8999996;0
OPEN;19/06/2025;13:32:42;0;0;0;61;51;-329,484013;27,3000005;30,849999;9,6000004;0
OPEN;19/06/2025;13:32:43;0;0;0;65;54;-329,484013;27,3499995;30,849999;10,5;0
OPEN;19/06/2025;13:33:13;0;0;0;65;54;-329,484005;27,3499995;30,849999;10,5;0
OPEN;19/06/2025;13:33:23;0;0;0;67;50;-350,151731;27,3000005;30,9000005;12;1
OPEN;19/06/2025;13:33:43;0;0;0;67;50;-350,151731;27,3000005;30,9000005;12;0
OPEN;19/06/2025;13:34:13;0;0;0;66;52;-367,485965;27,3499995;30,950001;12,8;0
OPEN;19/06/2025;13:34:38;0;0;0;59;62;-345,484739;27,3499995;30,8999995;11,5;0
OPEN;19/06/2025;13:34:43;0;0;0;59;62;-345,484739;27,3499995;30,8999995;11,5;1
OPEN;19/06/2025;13:35:13;0;0;0;56;54;-330,817387;27,3499995;30,8999995;9,8000002;0
OPEN;19/06/2025;13:35:43;0;0;0;62;59;-326,817265;27,3499995;30,8500005;9,8000002;0
OPEN;19/06/2025;13:36:08;0;0;0;65;52;-329,484013;27,4;30,8500005;10,7;0
OPEN;19/06/2025;13:36:13;0;0;0;65;52;-329,484013;27,4;30,8500005;10,7;1
OPEN;19/06/2025;13:36:23;0;0;0;67;58;-350,818359;27,3499995;30,8500005;12,2;1
OPEN;19/06/2025;13:36:43;0;0;0;67;58;-350,818359;27,3499995;30,8500005;12,2;0
OPEN;19/06/2025;13:37:13;0;0;0;65;50;-370,152705;27,3499995;30,8000015;12,7;0
OPEN;19/06/2025;13:37:32;0;0;0;57;59;-330,817387;27,3000005;30,8000015;11,1;0
OPEN;19/06/2025;13:37:37;0;0;0;57;59;-330,817387;27,3000005;30,8000015;11,1;1
OPEN;19/06/2025;13:37:43;0;0;0;57;59;-330,817387;27,3000005;30,8000015;11,1;0
OPEN;19/06/2025;13:38:13;0;0;0;56;57;-329,484013;27,3000005;30,8000015;9,6999998;0
OPEN;19/06/2025;13:38:43;0;0;0;62;59;-326,150393;27,3000005;30,8000015;9,8999996;0
OPEN;19/06/2025;13:39:03;0;0;0;66;50;-331,484013;27,25;30,8000015;11;0
OPEN;19/06/2025;13:39:13;0;0;0;66;50;-331,484013;27,25;30,8000015;11;1
OPEN;19/06/2025;13:39:43;0;0;0;67;54;-356,818725;27,25;30,8000015;12,5;0
OPEN;19/06/2025;13:40:13;0;0;0;64;60;-366,152591;27,45;30,8500005;12,7;0
OPEN;19/06/2025;13:40:27;0;0;0;56;52;-333,484251;27,55;30,8999995;10,8;0
OPEN;19/06/2025;13:40:32;0;0;0;56;52;-333,484251;27,55;30,8999995;10,8;1
OPEN;19/06/2025;13:40:43;0;0;0;56;52;-333,484251;27,55;30,8999995;10,8;0
OPEN;19/06/2025;13:41:13;0;0;0;60;50;-330,817383;27,55;30,9499985;9,6000004;0
OPEN;19/06/2025;13:41:43;0;0;0;63;64;-327,483883;27,6500005;31,0500005;10;0
OPEN;19/06/2025;13:41:58;0;0;0;66;55;-342,817989;27,6999995;31,0999995;11,2;0
OPEN;19/06/2025;13:42:08;0;0;0;66;55;-342,817989;27,6999995;31,0999995;11,2;1
OPEN;19/06/2025;13:42:13;0;0;0;66;55;-342,817989;27,6999995;31,0999995;11,2;0
OPEN;19/06/2025;13:42:43;0;0;0;67;57;-360,152217;27,6999995;31,150001;12,6;0
OPEN;19/06/2025;13:43:13;0;0;0;63;57;-372,819453;27,6999995;31,150001;12,5;0
OPEN;19/06/2025;13:43:22;0;0;0;56;58;-330,150633;27,6999995;31,150001;10,5;0
OPEN;19/06/2025;13:43:27;0;0;0;56;58;-330,150633;27,6999995;31,150001;10,5;1
OPEN;19/06/2025;13:43:43;0;0;0;56;58;-330,150633;27,6999995;31,150001;10,5;0
OPEN;19/06/2025;13:44:13;0;0;0;58;55;-328,817261;27,6500005;31,150001;9,6000004;0
OPEN;19/06/2025;13:44:43;0;0;0;65;47;-325,483769;27,6500005;31,0999995;10,1;0
OPEN;19/06/2025;13:44:53;0;0;0;66;58;-343,484737;27,700001;31,0999995;11,4;0
OPEN;19/06/2025;13:45:08;0;0;0;66;58;-343,484737;27,700001;31,0999995;11,4;1
OPEN;19/06/2025;13:45:13;0;0;0;66;58;-343,484737;27,700001;31,0999995;11,4;0
OPEN;19/06/2025;13:45:43;0;0;0;67;56;-362,152219;27,700001;31,0999995;12,8;0
OPEN;19/06/2025;13:46:13;0;0;0;61;53;-367,485841;27,6;31,0500005;12,2;0
OPEN;19/06/2025;13:46:18;0;0;0;56;54;-327,483889;27,55;31,0500005;10,3;0
OPEN;19/06/2025;13:46:23;0;0;0;56;54;-327,483889;27,55;31,0500005;10,3;1
OPEN;19/06/2025;13:46:43;0;0;0;56;54;-327,483889;27,55;31,0500005;10,3;0
OPEN;19/06/2025;13:47:13;0;0;0;61;55;-329,484013;27,6000005;31,0500005;9,8999996;0
OPEN;19/06/2025;13:47:37;0;0;0;66;52;-334,817507;27,6000005;31,0500005;10,6;0
OPEN;19/06/2025;13:47:43;0;0;0;66;52;-334,817507;27,6000005;31,0500005;10,6;1
OPEN;19/06/2025;13:47:47;0;0;0;67;48;-328,817387;27,6000005;31,0500005;11,9;1
OPEN;19/06/2025;13:48:13;0;0;0;67;48;-328,817387;27,6000005;31,0500005;11,9;0
OPEN;19/06/2025;13:48:43;0;0;0;66;52;-334,817631;27,6000005;31,1499995;12,8;0
OPEN;19/06/2025;13:49:02;0;0;0;58;62;-326,817137;27,6000005;31,1499995;11,4;0
OPEN;19/06/2025;13:49:12;0;0;0;58;62;-326,817137;27,6000005;31,1499995;11,4;1
OPEN;19/06/2025;13:49:13;0;0;0;58;62;-326,817137;27,6000005;31,1499995;11,4;0
OPEN;19/06/2025;13:49:43;0;0;0;57;54;-330,817381;27,6000005;31,200001;10;0
OPEN;19/06/2025;13:50:13;0;0;0;62;57;-330,150633;27,5500005;31,200001;10;0
OPEN;19/06/2025;13:50:32;0;0;0;67;62;-328,817259;27,5500005;31,25;10,9;0
OPEN;19/06/2025;13:50:42;0;0;0;67;62;-328,817259;27,5500005;31,25;10,9;1
OPEN;19/06/2025;13:50:43;0;0;0;67;62;-328,817259;27,5500005;31,25;10,9;0
OPEN;19/06/2025;13:51:13;0;0;0;67;53;-326,150515;27,6000005;31,3;12,4;0
OPEN;19/06/2025;13:51:43;0;0;0;64;51;-328,150513;27,6499995;31,3;12,6;0
OPEN;19/06/2025;13:51:57;0;0;0;56;52;-330,150639;27,6499995;31,3;10,8;0
OPEN;19/06/2025;13:52:02;0;0;0;56;52;-330,150639;27,6499995;31,3;10,8;1
OPEN;19/06/2025;13:52:13;0;0;0;56;52;-330,150639;27,6499995;31,3;10,8;0
OPEN;19/06/2025;13:52:43;0;0;0;58;50;-330,817379;27,6500005;31,3;9,6000004;0
OPEN;19/06/2025;13:53:13;0;0;0;62;55;-331,484013;27,6999995;31,3;10;0
OPEN;19/06/2025;13:53:28;0;0;0;67;53;-325,483765;27,6999995;31,250001;11,2;0
OPEN;19/06/2025;13:53:37;0;0;0;67;53;-325,483765;27,6999995;31,250001;11,2;1
OPEN;19/06/2025;13:53:43;0;0;0;67;53;-325,483765;27,6999995;31,250001;11,2;0
OPEN;19/06/2025;13:54:13;0;0;0;67;53;-331,484131;27,75;31,250001;12,6;0
OPEN;19/06/2025;13:54:43;0;0;0;63;55;-332,817387;27,799999;31,250001;12,4;0
OPEN;19/06/2025;13:54:52;0;0;0;57;56;-331,484013;27,75;31,250001;10,5;0
OPEN;19/06/2025;13:54:57;0;0;0;57;56;-331,484013;27,75;31,250001;10,5;1
OPEN;19/06/2025;13:55:13;0;0;0;57;56;-331,484013;27,75;31,250001;10,5;0
OPEN;19/06/2025;13:55:43;0;0;0;61;53;-329,484011;27,75;31,250001;9,8000002;0
OPEN;19/06/2025;13:56:12;0;0;0;65;50;-325,483763;27,75;31,3;10,4;0
OPEN;19/06/2025;13:56:13;0;0;0;65;50;-325,483763;27,75;31,3;10,4;1
OPEN;19/06/2025;13:56:27;0;0;0;67;54;-343,484737;27,8499995;31,3;11,7;1
OPEN;19/06/2025;13:56:43;0;0;0;67;54;-343,484737;27,8499995;31,3;11,7;0
OPEN;19/06/2025;13:57:13;0;0;0;67;49;-361,485599;27,8499995;31,3500005;12,8;0
OPEN;19/06/2025;13:57:42;0;0;0;61;51;-363,485719;27,8499995;31,3500005;11,9;0
OPEN;19/06/2025;13:57:43;0;0;0;61;51;-363,485719;27,8499995;31,3500005;11,9;1
OPEN;19/06/2025;13:57:52;0;0;0;56;50;-335,484253;27,8499995;31,3500005;10,2;1
OPEN;19/06/2025;13:58:14;0;0;0;56;50;-335,484253;27,8499995;31,3500005;10,2;0
OPEN;19/06/2025;13:58:44;0;0;0;61;58;-330,150637;27,8499995;31,3999995;9,8999996;0
OPEN;19/06/2025;13:59:12;0;0;0;65;53;-327,483767;27,9;31,3999995;10,7;0
OPEN;19/06/2025;13:59:14;0;0;0;65;53;-327,483767;27,9;31,3999995;10,7;1
OPEN;19/06/2025;13:59:22;0;0;0;67;53;-349,484981;27,95;31,3999995;12,2;1
OPEN;19/06/2025;13:59:44;0;0;0;67;53;-349,484981;27,95;31,3999995;12,2;0
OPEN;19/06/2025;14:00:14;0;0;0;65;52;-366,152469;27,95;31,4499985;12,8;0
OPEN;19/06/2025;14:00:32;0;0;0;59;53;-338,151121;27,95;31,4499985;11,3;0
OPEN;19/06/2025;14:00:42;0;0;0;59;53;-338,151121;27,95;31,4499985;11,3;1
OPEN;19/06/2025;14:00:44;0;0;0;59;53;-338,151121;27,95;31,4499985;11,3;0
OPEN;19/06/2025;14:01:14;0;0;0;57;50;-328,817263;27,9;31,3999995;10;0
OPEN;19/06/2025;14:01:44;0;0;0;63;54;-325,483761;27,95;31,3999995;10,1;0
OPEN;19/06/2025;14:01:52;0;0;0;66;52;-330,817381;27,95;31,3999995;11,1;0
OPEN;19/06/2025;14:02:12;0;0;0;66;52;-330,817381;27,95;31,3999995;11,1;1
OPEN;19/06/2025;14:02:14;0;0;0;66;52;-330,817381;27,95;31,3999995;11,1;0
OPEN;19/06/2025;14:02:44;0;0;0;67;52;-353,485103;27,95;31,3999995;12,6;0
OPEN;19/06/2025;14:03:14;0;0;0;64;59;-366,152465;27,95;31,3999995;12,6;0
OPEN;19/06/2025;14:03:27;0;0;0;57;53;-327,483887;27,8999995;31,3999995;10,8;0
OPEN;19/06/2025;14:03:32;0;0;0;57;53;-327,483887;27,8999995;31,3999995;10,8;1
OPEN;19/06/2025;14:03:44;0;0;0;57;53;-327,483887;27,8999995;31,3999995;10,8;0
OPEN;19/06/2025;14:04:14;0;0;0;59;48;-327,483889;27,95;31,3500005;9,8999996;0
OPEN;19/06/2025;14:04:44;0;0;0;64;56;-328,817263;27,8999995;31,3500005;10,3;0
OPEN;19/06/2025;14:04:52;0;0;0;67;52;-348,818235;27,8999995;31,3500005;11,5;0
OPEN;19/06/2025;14:05:02;0;0;0;67;52;-348,818235;27,8999995;31,3500005;11,5;1
OPEN;19/06/2025;14:05:14;0;0;0;67;52;-348,818235;27,8999995;31,3500005;11,5;0
OPEN;19/06/2025;14:05:44;0;0;0;67;51;-362,152341;27,8999995;31,3999995;12,8;0
OPEN;19/06/2025;14:06:14;0;0;0;62;54;-364,819087;27,8999995;31,3999995;12,2;0
OPEN;19/06/2025;14:06:17;0;0;0;56;49;-328,150639;27,8999995;31,499999;10,3;0
OPEN;19/06/2025;14:06:22;0;0;0;56;49;-328,150639;27,8999995;31,499999;10,3;1
OPEN;19/06/2025;14:06:44;0;0;0;56;49;-328,150639;27,8999995;31,499999;10,3;0
OPEN;19/06/2025;14:07:14;0;0;0;61;54;-327,483883;28;31,499999;9,6999998;0
OPEN;19/06/2025;14:07:37;0;0;0;67;52;-326,817141;28;31,5500005;10,5;0
OPEN;19/06/2025;14:07:44;0;0;0;67;52;-326,817141;28;31,5500005;10,5;1
OPEN;19/06/2025;14:07:47;0;0;0;67;56;-343,484621;28,05;31,5500005;11,9;1
OPEN;19/06/2025;14:08:14;0;0;0;67;56;-343,484621;28,05;31,5500005;11,9;0
OPEN;19/06/2025;14:08:44;0;0;0;66;54;-360,818847;28,05;31,5500005;12,8;0
OPEN;19/06/2025;14:09:07;0;0;0;60;56;-347,484865;28,05;31,5500005;11,7;0
OPEN;19/06/2025;14:09:14;0;0;0;60;56;-347,484865;28,05;31,5500005;11,7;1
OPEN;19/06/2025;14:09:17;0;0;0;57;58;-327,483887;28,1000005;31,5500005;10;1
OPEN;19/06/2025;14:09:44;0;0;0;57;58;-327,483887;28,1000005;31,5500005;10;0
OPEN;19/06/2025;14:10:14;0;0;0;61;50;-326,817137;28,1000005;31,6000005;10;0
OPEN;19/06/2025;14:10:32;0;0;0;66;52;-324,150387;28,1500005;31,6000005;10,9;0
OPEN;19/06/2025;14:10:44;0;0;0;66;52;-324,150387;28,1500005;31,6000005;10,9;1
OPEN;19/06/2025;14:10:47;0;0;0;67;54;-353,485233;28,1000005;31,6000005;12,3;1
OPEN;19/06/2025;14:11:14;0;0;0;67;54;-353,485233;28,1000005;31,6000005;12,3;0
OPEN;19/06/2025;14:11:44;0;0;0;65;57;-366,819209;28,0500005;31,549999;12,8;0
OPEN;19/06/2025;14:12:02;0;0;0;58;55;-332,150877;28,0500005;31,549999;11,1;0
OPEN;19/06/2025;14:12:07;0;0;0;58;55;-332,150877;28,0500005;31,549999;11,1;1
OPEN;19/06/2025;14:12:14;0;0;0;58;55;-332,150877;28,0500005;31,549999;11,1;0
OPEN;19/06/2025;14:12:44;0;0;0;57;53;-328,817257;28,0500005;31,549999;9,6999998;0
OPEN;19/06/2025;14:13:14;0;0;0;65;57;-328,150631;28,0500005;31,5;9,8999996;0
OPEN;19/06/2025;14:13:22;0;0;0;67;46;-341,484493;28,0500005;31,549999;11,1;0
OPEN;19/06/2025;14:13:37;0;0;0;67;46;-341,484493;28,0500005;31,549999;11,1;1
OPEN;19/06/2025;14:13:44;0;0;0;67;46;-341,484493;28,0500005;31,549999;11,1;0
OPEN;19/06/2025;14:14:14;0;0;0;68;48;-356,818725;28,0500005;31,549999;12,5;0
OPEN;19/06/2025;14:14:44;0;0;0;64;54;-367,485839;28,0999995;31,549999;12,7;0
OPEN;19/06/2025;14:14:57;0;0;0;57;46;-330,817381;28,0999995;31,6000005;10,8;0
OPEN;19/06/2025;14:15:03;0;0;0;57;46;-330,817381;28,0999995;31,6000005;10,8;1
OPEN;19/06/2025;14:15:14;0;0;0;57;46;-330,817381;28,0999995;31,6000005;10,8;0
OPEN;19/06/2025;14:15:44;0;0;0;57;55;-328,817257;28,1499995;31,6500005;9,6999998;0
OPEN;19/06/2025;14:16:14;0;0;0;63;50;-327,483883;28,25;31,6999995;10,1;0
OPEN;19/06/2025;14:16:22;0;0;0;67;49;-346,151493;28,25;31,750001;11,4;0
OPEN;19/06/2025;14:16:32;0;0;0;67;49;-346,151493;28,25;31,750001;11,4;1
OPEN;19/06/2025;14:16:44;0;0;0;67;49;-346,151493;28,25;31,750001;11,4;0
OPEN;19/06/2025;14:17:14;0;0;0;67;55;-365,485717;28,25;31,750001;12,7;0
OPEN;19/06/2025;14:17:44;0;0;0;62;51;-364,819089;28,25;31,750001;12,3;0
OPEN;19/06/2025;14:17:47;0;0;0;56;55;-328,817263;28,25;31,750001;10,3;0
OPEN;19/06/2025;14:17:52;0;0;0;56;55;-328,817263;28,25;31,750001;10,3;1
OPEN;19/06/2025;14:18:14;0;0;0;56;55;-328,817263;28,25;31,750001;10,3;0
OPEN;19/06/2025;14:18:44;0;0;0;61;53;-328,817261;28,3000005;31,750001;9,8000002;0
OPEN;19/06/2025;14:19:14;0;0;0;64;49;-324,817013;28,25;31,6999995;10,5;0
OPEN;19/06/2025;14:19:17;0;0;0;67;50;-344,151363;28,1999995;31,6999995;11,8;0
OPEN;19/06/2025;14:19:28;0;0;0;67;50;-344,151363;28,1999995;31,6999995;11,8;1
OPEN;19/06/2025;14:19:44;0;0;0;67;50;-344,151363;28,1999995;31,6999995;11,8;0
OPEN;19/06/2025;14:20:14;0;0;0;67;53;-363,485593;28,1499995;31,6500005;12,9;0
OPEN;19/06/2025;14:20:42;0;0;0;60;51;-367,485841;28,0999995;31,6500005;11,9;0
OPEN;19/06/2025;14:20:44;0;0;0;60;51;-367,485841;28,0999995;31,6500005;11,9;1
OPEN;19/06/2025;14:20:47;0;0;0;56;52;-329,484011;28,0999995;31,6500005;10;1
OPEN;19/06/2025;14:21:14;0;0;0;56;52;-329,484011;28,0999995;31,6500005;10;0
OPEN;19/06/2025;14:21:44;0;0;0;61;61;-329,483887;28,15;31,599999;9,6999998;0
OPEN;19/06/2025;14:22:07;0;0;0;66;50;-326,817137;28,2;31,599999;10,6;0
OPEN;19/06/2025;14:22:15;0;0;0;66;50;-326,817137;28,2;31,599999;10,6;1
OPEN;19/06/2025;14:22:22;0;0;0;67;56;-343,484623;28,25;31,700001;12,1;1
OPEN;19/06/2025;14:22:45;0;0;0;67;56;-343,484623;28,25;31,700001;12,1;0
OPEN;19/06/2025;14:23:15;0;0;0;66;46;-364,152339;28,3000005;31,75;13;0
OPEN;19/06/2025;14:23:38;0;0;0;59;51;-341,484619;28,3000005;31,75;11,6;0
OPEN;19/06/2025;14:23:42;0;0;0;59;51;-341,484619;28,3000005;31,75;11,6;1
OPEN;19/06/2025;14:23:45;0;0;0;59;51;-341,484619;28,3000005;31,75;11,6;0
OPEN;19/06/2025;14:24:15;0;0;0;56;56;-325,483767;28,3999995;31,8000015;9,8999996;0
OPEN;19/06/2025;14:24:45;0;0;0;62;56;-322,816893;28,45;31,8999995;9,8000002;0
OPEN;19/06/2025;14:25:02;0;0;0;66;46;-331,484007;28,3999995;31,9499985;10,8;0
OPEN;19/06/2025;14:25:15;0;0;0;66;46;-331,484007;28,3999995;31,9499985;10,8;1
OPEN;19/06/2025;14:25:17;0;0;0;67;51;-349,484867;28,3999995;31,9499985;12,3;1
OPEN;19/06/2025;14:25:45;0;0;0;67;51;-349,484867;28,3999995;31,9499985;12,3;0
OPEN;19/06/2025;14:26:15;0;0;0;65;52;-368,819217;28,3500005;31,9499985;12,8;0
OPEN;19/06/2025;14:26:32;0;0;0;58;51;-333,484127;28,3500005;31,9499985;11,3;0
OPEN;19/06/2025;14:26:37;0;0;0;58;51;-333,484127;28,3500005;31,9499985;11,3;1
OPEN;19/06/2025;14:26:45;0;0;0;58;51;-333,484127;28,3500005;31,9499985;11,3;0
OPEN;19/06/2025;14:27:15;0;0;0;57;56;-325,483769;28,3500005;31,8999995;9,6999998;0
OPEN;19/06/2025;14:27:45;0;0;0;65;52;-322,150273;28,3500005;31,8999995;10;0
OPEN;19/06/2025;14:27:52;0;0;0;66;52;-329,484005;28,3500005;31,8500005;11,1;0
OPEN;19/06/2025;14:28:12;0;0;0;66;52;-329,484005;28,3500005;31,8500005;11,1;1
OPEN;19/06/2025;14:28:15;0;0;0;66;52;-329,484005;28,3500005;31,8500005;11,1;0
OPEN;19/06/2025;14:28:45;0;0;0;67;51;-353,485231;28,3500005;31,799999;12,5;0
OPEN;19/06/2025;14:29:15;0;0;0;64;52;-368,152587;28,3;31,799999;12,7;0
OPEN;19/06/2025;14:29:27;0;0;0;57;60;-325,483767;28,3;31,799999;10,8;0
OPEN;19/06/2025;14:29:32;0;0;0;57;60;-325,483767;28,3;31,799999;10,8;1
OPEN;19/06/2025;14:29:45;0;0;0;57;60;-325,483767;28,3;31,799999;10,8;0
OPEN;19/06/2025;14:30:15;0;0;0;57;53;-327,483883;28,4000005;31,75;9,6999998;0
OPEN;19/06/2025;14:30:45;0;0;0;63;53;-322,816893;28,4000005;31,75;10;0
OPEN;19/06/2025;14:30:53;0;0;0;66;53;-341,484617;28,4499995;31,75;11,3;0
OPEN;19/06/2025;14:31:08;0;0;0;66;53;-341,484617;28,4499995;31,75;11,3;1
OPEN;19/06/2025;14:31:15;0;0;0;66;53;-341,484617;28,4499995;31,75;11,3;0
OPEN;19/06/2025;14:31:45;0;0;0;67;54;-357,485477;28,4499995;31,799999;12,8;0
OPEN;19/06/2025;14:32:15;0;0;0;63;54;-368,152583;28,5;31,799999;12,5;0
OPEN;19/06/2025;14:32:22;0;0;0;56;57;-324,150389;28,5;31,8500005;10,4;0
OPEN;19/06/2025;14:32:27;0;0;0;56;57;-324,150389;28,5;31,8500005;10,4;1
OPEN;19/06/2025;14:32:45;0;0;0;56;57;-324,150389;28,5;31,8500005;10,4;0
OPEN;19/06/2025;14:33:15;0;0;0;58;52;-326,817257;28,4499995;31,900001;9,6000004;0
OPEN;19/06/2025;14:33:45;0;0;0;65;60;-321,483647;28,4499995;31,95;10,2;0
OPEN;19/06/2025;14:33:48;0;0;0;67;47;-342,151367;28,4000005;31,95;11,5;0
OPEN;19/06/2025;14:33:58;0;0;0;67;47;-342,151367;28,4000005;31,95;11,5;1
OPEN;19/06/2025;14:34:15;0;0;0;67;47;-342,151367;28,4000005;31,95;11,5;0
OPEN;19/06/2025;14:34:45;0;0;0;67;57;-356,151973;28,4000005;31,999999;12,8;0
OPEN;19/06/2025;14:35:15;0;0;0;62;50;-361,485593;28,4000005;31,999999;12,3;0
OPEN;19/06/2025;14:35:17;0;0;0;56;54;-323,483641;28,4000005;31,999999;10,2;0
OPEN;19/06/2025;14:35:22;0;0;0;56;54;-323,483641;28,4000005;31,999999;10,2;1
OPEN;19/06/2025;14:35:45;0;0;0;56;54;-323,483641;28,4000005;31,999999;10,2;0
OPEN;19/06/2025;14:36:15;0;0;0;60;56;-325,483767;28,4000005;31,999999;9,6999998;0
