Breaks;Date;Time;V2V_CAPTAGE_CO2 [B];VANNE_PROP_FOND [I];VANNE_UTA_CHAUD [I];VANNE_UTA_FROID [I];VENTILATEUR_CTA [B];MOLE_CO2_DERIVEE [R];ORIGINE_COLONNES [B];V2V_INJECTION_N2 [B];V2V_INJECTION_O2 [B];V2V_INJ_AIR_NEUF [B]
OPEN;19/06/2025;10:00:05;0;0;4;5;1;287;0;0;0;1
OPEN;19/06/2025;10:00:35;0;0;0;40;1;291;0;0;0;1
OPEN;19/06/2025;10:01:05;0;0;25;0;1;288;0;0;0;1
OPEN;19/06/2025;10:01:35;0;0;96;0;1;273;0;0;0;1
OPEN;19/06/2025;10:02:05;0;0;96;0;1;289;0;0;0;1
OPEN;19/06/2025;10:02:35;0;0;55;0;1;260;0;0;0;1
OPEN;19/06/2025;10:03:05;0;0;0;14;1;309;0;0;0;1
OPEN;19/06/2025;10:03:35;0;0;0;35;1;274;0;0;0;1
OPEN;19/06/2025;10:04:05;0;0;38;0;1;312;0;0;0;1
OPEN;19/06/2025;10:04:35;0;0;92;0;1;289;0;0;0;1
OPEN;19/06/2025;10:05:05;0;0;88;0;1;291;0;0;0;1
OPEN;19/06/2025;10:05:35;0;0;38;0;1;256;0;0;0;1
OPEN;19/06/2025;10:06:05;0;0;0;27;1;295;0;0;0;1
OPEN;19/06/2025;10:06:35;0;0;0;31;1;283;0;0;0;1
OPEN;19/06/2025;10:07:05;0;0;55;0;1;314;0;0;0;1
OPEN;19/06/2025;10:07:35;0;0;92;0;1;281;0;0;0;1
OPEN;19/06/2025;10:08:05;0;0;75;0;1;302;0;0;0;1
OPEN;19/06/2025;10:08:35;0;0;27;0;1;312;0;0;0;1
OPEN;19/06/2025;10:09:05;0;0;0;35;1;311;0;0;0;1
OPEN;19/06/2025;10:09:35;0;0;0;14;1;304;0;0;0;1
OPEN;19/06/2025;10:10:05;0;0;84;0;1;288;0;0;0;1
OPEN;19/06/2025;10:10:35;0;0;100;0;1;273;0;0;0;1
OPEN;19/06/2025;10:11:05;0;0;75;0;1;327;0;0;0;1
OPEN;19/06/2025;10:11:35;0;0;15;0;1;280;0;0;0;1
OPEN;19/06/2025;10:12:06;0;0;0;40;1;297;0;0;0;1
OPEN;19/06/2025;10:12:36;0;0;9;0;1;293;0;0;0;1
OPEN;19/06/2025;10:13:06;0;0;88;0;1;303;0;0;0;1
OPEN;19/06/2025;10:13:36;0;0;96;0;1;315;0;0;0;1
OPEN;19/06/2025;10:14:06;0;0;63;0;1;283;0;0;0;1
OPEN;19/06/2025;10:14:36;0;0;0;9;1;289;0;0;0;1
OPEN;19/06/2025;10:15:06;0;0;0;44;1;275;0;0;0;1
OPEN;19/06/2025;10:15:36;0;0;25;0;1;234;0;0;0;1
OPEN;19/06/2025;10:15:52;0;0;96;0;1;292;0;0;0;1
OPEN;19/06/2025;10:16:06;0;0;96;0;1;292;0;0;0;0
OPEN;19/06/2025;10:16:36;0;0;96;0;1;315;0;0;0;0
OPEN;19/06/2025;10:17:06;0;0;53;0;1;293;0;0;0;0
OPEN;19/06/2025;10:17:36;0;0;0;14;1;320;0;0;0;0
OPEN;19/06/2025;10:18:06;0;0;0;35;1;292;0;0;0;0
OPEN;19/06/2025;10:18:36;0;0;42;0;1;315;0;0;0;0
OPEN;19/06/2025;10:19:06;0;0;92;0;1;333;0;0;0;0
OPEN;19/06/2025;10:19:36;0;0;80;0;1;275;0;0;0;0
OPEN;19/06/2025;10:20:06;0;0;34;0;1;298;0;0;0;0
OPEN;19/06/2025;10:20:36;0;0;0;27;1;299;0;0;0;0
OPEN;19/06/2025;10:21:06;0;0;0;18;1;267;0;0;0;0
OPEN;19/06/2025;10:21:36;0;0;71;0;1;329;0;0;0;0
OPEN;19/06/2025;10:22:06;0;0;96;0;1;282;0;0;0;0
OPEN;19/06/2025;10:22:36;0;0;68;0;1;283;0;0;0;0
OPEN;19/06/2025;10:23:06;0;0;15;0;1;297;0;0;0;0
OPEN;19/06/2025;10:23:36;0;0;0;40;1;294;0;0;0;0
OPEN;19/06/2025;10:24:06;0;0;12;0;1;317;0;0;0;0
OPEN;19/06/2025;10:24:36;0;0;84;0;1;297;0;0;0;0
OPEN;19/06/2025;10:25:06;0;0;92;0;1;302;0;0;0;0
OPEN;19/06/2025;10:25:36;0;0;53;0;1;321;0;0;0;0
OPEN;19/06/2025;10:26:06;0;0;0;9;1;272;0;0;0;0
OPEN;19/06/2025;10:26:36;0;0;0;35;1;298;0;0;0;0
OPEN;19/06/2025;10:27:06;0;0;42;0;1;287;0;0;0;0
OPEN;19/06/2025;10:27:36;0;0;96;0;1;306;0;0;0;0
OPEN;19/06/2025;10:28:06;0;0;84;0;1;328;0;0;0;0
OPEN;19/06/2025;10:28:36;0;0;38;0;1;274;0;0;0;0
OPEN;19/06/2025;10:29:06;0;0;0;31;1;294;0;0;0;0
OPEN;19/06/2025;10:29:36;0;0;0;22;1;319;0;0;0;0
OPEN;19/06/2025;10:30:06;0;0;67;0;1;267;0;0;0;0
OPEN;19/06/2025;10:30:36;0;0;92;0;1;306;0;0;0;0
OPEN;19/06/2025;10:30:52;0;0;64;0;1;294;0;0;0;0
OPEN;19/06/2025;10:31:06;0;0;64;0;1;294;0;0;0;1
OPEN;19/06/2025;10:31:36;0;0;19;0;1;331;0;0;0;1
OPEN;19/06/2025;10:32:06;0;0;0;40;1;291;0;0;0;1
OPEN;19/06/2025;10:32:36;0;0;13;0;1;266;0;0;0;1
OPEN;19/06/2025;10:33:06;0;0;88;0;1;308;0;0;0;1
OPEN;19/06/2025;10:33:36;0;0;92;0;1;286;0;0;0;1
OPEN;19/06/2025;10:34:06;0;0;63;0;1;283;0;0;0;1
OPEN;19/06/2025;10:34:36;0;0;0;9;1;305;0;0;0;1
OPEN;19/06/2025;10:35:06;0;0;0;44;1;298;0;0;0;1
OPEN;19/06/2025;10:35:36;0;0;25;0;1;281;0;0;0;1
OPEN;19/06/2025;10:36:06;0;0;96;0;1;309;0;0;0;1
OPEN;19/06/2025;10:36:36;0;0;96;0;1;298;0;0;0;1
OPEN;19/06/2025;10:37:06;0;0;55;0;1;296;0;0;0;1
OPEN;19/06/2025;10:37:36;0;0;0;18;1;294;0;0;0;1
OPEN;19/06/2025;10:38:06;0;0;0;35;1;294;0;0;0;1
OPEN;19/06/2025;10:38:36;0;0;38;0;1;305;0;0;0;1
OPEN;19/06/2025;10:39:06;0;0;88;0;1;276;0;0;0;1
OPEN;19/06/2025;10:39:37;0;0;75;0;1;320;0;0;0;1
OPEN;19/06/2025;10:40:07;0;0;30;0;1;315;0;0;0;1
OPEN;19/06/2025;10:40:37;0;0;0;31;1;286;0;0;0;1
OPEN;19/06/2025;10:41:07;0;0;0;22;1;283;0;0;0;1
OPEN;19/06/2025;10:41:37;0;0;71;0;1;275;0;0;0;1
OPEN;19/06/2025;10:42:07;0;0;92;0;1;316;0;0;0;1
OPEN;19/06/2025;10:42:37;0;0;71;0;1;320;0;0;0;1
OPEN;19/06/2025;10:43:07;0;0;15;0;1;291;0;0;0;1
OPEN;19/06/2025;10:43:37;0;0;0;40;1;306;0;0;0;1
OPEN;19/06/2025;10:44:07;0;0;9;0;1;322;0;0;0;1
OPEN;19/06/2025;10:44:37;0;0;88;0;1;251;0;0;0;1
OPEN;19/06/2025;10:45:07;0;0;100;0;1;306;0;0;0;1
OPEN;19/06/2025;10:45:37;0;0;67;0;1;299;0;0;0;1
OPEN;19/06/2025;10:46:07;0;0;4;5;1;302;0;0;0;1
OPEN;19/06/2025;10:46:37;0;0;0;44;1;278;0;0;0;1
OPEN;19/06/2025;10:47:07;0;0;25;0;1;305;0;0;0;1
OPEN;19/06/2025;10:47:37;0;0;96;0;1;298;0;0;0;1
OPEN;19/06/2025;10:48:07;0;0;96;0;1;292;0;0;0;1
OPEN;19/06/2025;10:48:37;0;0;55;0;1;314;0;0;0;1
OPEN;19/06/2025;10:49:07;0;0;0;18;1;285;0;0;0;1
OPEN;19/06/2025;10:49:37;0;0;0;40;1;282;0;0;0;1
OPEN;19/06/2025;10:50:07;0;0;42;0;1;266;0;0;0;1
OPEN;19/06/2025;10:50:37;0;0;100;0;1;284;0;0;0;1
OPEN;19/06/2025;10:51:07;0;0;92;0;1;298;0;0;0;1
OPEN;19/06/2025;10:51:37;0;0;42;0;1;308;0;0;0;1
OPEN;19/06/2025;10:52:07;0;0;0;27;1;276;0;0;0;1
OPEN;19/06/2025;10:52:37;0;0;0;35;1;264;0;0;0;1
OPEN;19/06/2025;10:53:07;0;0;55;0;1;295;0;0;0;1
OPEN;19/06/2025;10:53:37;0;0;100;0;1;263;0;0;0;1
OPEN;19/06/2025;10:54:07;0;0;88;0;1;273;0;0;0;1
OPEN;19/06/2025;10:54:37;0;0;27;0;1;238;0;0;0;1
OPEN;19/06/2025;10:55:07;0;0;0;31;1;307;0;0;0;1
OPEN;19/06/2025;10:55:37;0;0;0;22;1;296;0;0;0;1
OPEN;19/06/2025;10:56:07;0;0;71;0;1;289;0;0;0;1
OPEN;19/06/2025;10:56:37;0;0;100;0;1;306;0;0;0;1
OPEN;19/06/2025;10:57:07;0;0;71;0;1;287;0;0;0;1
OPEN;19/06/2025;10:57:37;0;0;23;0;1;293;0;0;0;1
OPEN;19/06/2025;10:58:07;0;0;0;40;1;280;0;0;0;1
OPEN;19/06/2025;10:58:37;0;0;0;14;1;290;0;0;0;1
OPEN;19/06/2025;10:59:07;0;0;75;0;1;292;0;0;0;1
OPEN;19/06/2025;10:59:37;0;0;92;0;1;296;0;0;0;1
OPEN;19/06/2025;11:00:07;0;0;59;0;1;311;0;0;0;1
OPEN;19/06/2025;11:00:37;0;0;0;14;1;300;0;0;0;1
OPEN;19/06/2025;11:01:07;0;0;0;35;1;277;0;0;0;1
OPEN;19/06/2025;11:01:37;0;0;25;0;1;288;0;0;0;1
OPEN;19/06/2025;11:02:07;0;0;88;0;1;303;0;0;0;1
OPEN;19/06/2025;11:02:37;0;0;88;0;1;294;0;0;0;1
OPEN;19/06/2025;11:03:07;0;0;38;0;1;306;0;0;0;1
OPEN;19/06/2025;11:03:37;0;0;0;31;1;325;0;0;0;1
OPEN;19/06/2025;11:04:07;0;0;0;40;1;283;0;0;0;1
OPEN;19/06/2025;11:04:37;0;0;42;0;1;326;0;0;0;1
OPEN;19/06/2025;11:05:07;0;0;100;0;1;272;0;0;0;1
OPEN;19/06/2025;11:05:37;0;0;92;0;1;290;0;0;0;1
OPEN;19/06/2025;11:06:07;0;0;30;0;1;310;0;0;0;1
OPEN;19/06/2025;11:06:37;0;0;0;31;1;309;0;0;0;1
OPEN;19/06/2025;11:07:07;0;0;0;35;1;264;0;0;0;1
OPEN;19/06/2025;11:07:37;0;0;59;0;1;259;0;0;0;1
OPEN;19/06/2025;11:08:07;0;0;100;0;1;301;0;0;0;1
OPEN;19/06/2025;11:08:37;0;0;75;0;1;303;0;0;0;1
OPEN;19/06/2025;11:09:07;0;0;19;0;1;293;0;0;0;1
OPEN;19/06/2025;11:09:37;0;0;0;40;1;286;0;0;0;1
OPEN;19/06/2025;11:10:07;0;0;0;22;1;304;0;0;0;1
OPEN;19/06/2025;11:10:37;0;0;80;0;1;253;0;0;0;1
OPEN;19/06/2025;11:11:07;0;0;100;0;1;293;0;0;0;1
OPEN;19/06/2025;11:11:38;0;0;67;0;1;286;0;0;0;1
OPEN;19/06/2025;11:12:08;0;0;12;0;1;287;0;0;0;1
OPEN;19/06/2025;11:12:38;0;0;0;44;1;279;0;0;0;1
OPEN;19/06/2025;11:13:08;0;0;0;9;1;298;0;0;0;1
OPEN;19/06/2025;11:13:38;0;0;84;0;1;331;0;0;0;1
OPEN;19/06/2025;11:14:08;0;0;84;0;1;339;0;0;0;1
OPEN;19/06/2025;11:14:38;0;0;55;0;1;261;0;0;0;1
OPEN;19/06/2025;11:15:08;0;0;0;5;1;297;0;0;0;1
OPEN;19/06/2025;11:15:38;0;0;0;40;1;295;0;0;0;1
OPEN;19/06/2025;11:16:08;0;0;42;0;1;290;0;0;0;1
OPEN;19/06/2025;11:16:38;0;0;96;0;1;287;0;0;0;1
OPEN;19/06/2025;11:17:08;0;0;88;0;1;311;0;0;0;1
OPEN;19/06/2025;11:17:38;0;0;38;0;1;314;0;0;0;1
OPEN;19/06/2025;11:18:08;0;0;0;31;1;257;0;0;0;1
OPEN;19/06/2025;11:18:38;0;0;0;35;1;293;0;0;0;1
OPEN;19/06/2025;11:19:08;0;0;59;0;1;306;0;0;0;1
OPEN;19/06/2025;11:19:38;0;0;88;0;1;295;0;0;0;1
OPEN;19/06/2025;11:20:08;0;0;71;0;1;317;0;0;0;1
OPEN;19/06/2025;11:20:38;0;0;23;0;1;287;0;0;0;1
OPEN;19/06/2025;11:21:08;0;0;0;40;1;256;0;0;0;1
OPEN;19/06/2025;11:21:38;0;0;0;9;1;272;0;0;0;1
OPEN;19/06/2025;11:22:08;0;0;80;0;1;304;0;0;0;1
OPEN;19/06/2025;11:22:38;0;0;92;0;1;287;0;0;0;1
OPEN;19/06/2025;11:23:08;0;0;63;0;1;335;0;0;0;1
OPEN;19/06/2025;11:23:38;0;0;4;5;1;300;0;0;0;1
OPEN;19/06/2025;11:24:08;0;0;0;44;1;280;0;0;0;1
OPEN;19/06/2025;11:24:38;0;0;25;0;1;311;0;0;0;1
OPEN;19/06/2025;11:25:08;0;0;96;0;1;300;0;0;0;1
OPEN;19/06/2025;11:25:38;0;0;96;0;1;261;0;0;0;1
OPEN;19/06/2025;11:26:08;0;0;55;0;1;283;0;0;0;1
OPEN;19/06/2025;11:26:38;0;0;0;18;1;321;0;0;0;1
OPEN;19/06/2025;11:27:08;0;0;0;40;1;311;0;0;0;1
OPEN;19/06/2025;11:27:38;0;0;38;0;1;266;0;0;0;1
OPEN;19/06/2025;11:28:08;0;0;100;0;1;306;0;0;0;1
OPEN;19/06/2025;11:28:38;0;0;92;0;1;293;0;0;0;1
OPEN;19/06/2025;11:29:08;0;0;42;0;1;307;0;0;0;1
OPEN;19/06/2025;11:29:38;0;0;0;18;1;298;0;0;0;1
OPEN;19/06/2025;11:30:08;0;0;0;31;1;259;0;0;0;1
OPEN;19/06/2025;11:30:38;0;0;55;0;1;310;0;0;0;1
OPEN;19/06/2025;11:31:08;0;0;100;0;1;301;0;0;0;1
OPEN;19/06/2025;11:31:38;0;0;84;0;1;286;0;0;0;1
OPEN;19/06/2025;11:32:08;0;0;30;0;1;297;0;0;0;1
OPEN;19/06/2025;11:32:38;0;0;0;35;1;271;0;0;0;1
OPEN;19/06/2025;11:33:08;0;0;0;27;1;313;0;0;0;1
OPEN;19/06/2025;11:33:38;0;0;67;0;1;307;0;0;0;1
OPEN;19/06/2025;11:34:08;0;0;100;0;1;335;0;0;0;1
OPEN;19/06/2025;11:34:38;0;0;80;0;1;299;0;0;0;1
OPEN;19/06/2025;11:35:08;0;0;23;0;1;319;0;0;0;1
OPEN;19/06/2025;11:35:38;0;0;0;40;1;296;0;0;0;1
OPEN;19/06/2025;11:36:08;0;0;0;14;1;306;0;0;0;1
OPEN;19/06/2025;11:36:38;0;0;80;0;1;293;0;0;0;1
OPEN;19/06/2025;11:37:08;0;0;100;0;1;295;0;0;0;1
OPEN;19/06/2025;11:37:38;0;0;71;0;1;301;0;0;0;1
OPEN;19/06/2025;11:38:08;0;0;12;0;1;307;0;0;0;1
OPEN;19/06/2025;11:38:38;0;0;0;40;1;299;0;0;0;1
OPEN;19/06/2025;11:39:08;0;0;13;0;1;306;0;0;0;1
OPEN;19/06/2025;11:39:38;0;0;80;0;1;259;0;0;0;1
OPEN;19/06/2025;11:40:08;0;0;88;0;1;307;0;0;0;1
OPEN;19/06/2025;11:40:38;0;0;55;0;1;321;0;0;0;1
OPEN;19/06/2025;11:41:08;0;0;0;9;1;316;0;0;0;1
OPEN;19/06/2025;11:41:38;0;0;0;35;1;294;0;0;0;1
OPEN;19/06/2025;11:42:08;0;0;42;0;1;266;0;0;0;1
OPEN;19/06/2025;11:42:39;0;0;92;0;1;294;0;0;0;1
OPEN;19/06/2025;11:43:09;0;0;84;0;1;277;0;0;0;1
OPEN;19/06/2025;11:43:39;0;0;38;0;1;330;0;0;0;1
OPEN;19/06/2025;11:44:09;0;0;0;31;1;326;0;0;0;1
OPEN;19/06/2025;11:44:39;0;0;0;22;1;263;0;0;0;1
OPEN;19/06/2025;11:45:09;0;0;71;0;1;289;0;0;0;1
OPEN;19/06/2025;11:45:39;0;0;96;0;1;313;0;0;0;1
OPEN;19/06/2025;11:46:09;0;0;75;0;1;292;0;0;0;1
OPEN;19/06/2025;11:46:39;0;0;19;0;1;267;0;0;0;1
OPEN;19/06/2025;11:47:09;0;0;0;40;1;303;0;0;0;1
OPEN;19/06/2025;11:47:39;0;0;13;0;1;312;0;0;0;1
OPEN;19/06/2025;11:48:09;0;0;84;0;1;299;0;0;0;1
OPEN;19/06/2025;11:48:39;0;0;88;0;1;270;0;0;0;1
OPEN;19/06/2025;11:49:09;0;0;59;0;1;290;0;0;0;1
OPEN;19/06/2025;11:49:39;0;0;0;9;1;264;0;0;0;1
OPEN;19/06/2025;11:50:09;0;0;0;35;1;258;0;0;0;1
OPEN;19/06/2025;11:50:39;0;0;38;0;1;299;0;0;0;1
OPEN;19/06/2025;11:51:09;0;0;100;0;1;264;0;0;0;1
OPEN;19/06/2025;11:51:39;0;0;100;0;1;295;0;0;0;1
OPEN;19/06/2025;11:52:09;0;0;45;0;1;297;0;0;0;1
OPEN;19/06/2025;11:52:39;0;0;0;22;1;297;0;0;0;1
OPEN;19/06/2025;11:53:09;0;0;0;35;1;294;0;0;0;1
OPEN;19/06/2025;11:53:39;0;0;50;0;1;291;0;0;0;1
OPEN;19/06/2025;11:54:09;0;0;100;0;1;307;0;0;0;1
OPEN;19/06/2025;11:54:39;0;0;84;0;1;319;0;0;0;1
OPEN;19/06/2025;11:55:09;0;0;34;0;1;257;0;0;0;1
OPEN;19/06/2025;11:55:39;0;0;0;31;1;302;0;0;0;1
OPEN;19/06/2025;11:56:09;0;0;0;22;1;307;0;0;0;1
OPEN;19/06/2025;11:56:39;0;0;67;0;1;309;0;0;0;1
OPEN;19/06/2025;11:57:09;0;0;92;0;1;311;0;0;0;1
OPEN;19/06/2025;11:57:39;0;0;71;0;1;280;0;0;0;1
OPEN;19/06/2025;11:58:09;0;0;15;0;1;264;0;0;0;1
OPEN;19/06/2025;11:58:39;0;0;0;40;1;274;0;0;0;1
OPEN;19/06/2025;11:59:09;0;0;9;0;1;262;0;0;0;1
OPEN;19/06/2025;11:59:39;0;0;88;0;1;302;0;0;0;1
OPEN;19/06/2025;12:00:09;0;0;100;0;1;292;0;0;0;1
OPEN;19/06/2025;12:00:39;0;0;63;0;1;321;0;0;0;1
OPEN;19/06/2025;12:01:09;0;0;4;5;1;281;0;0;0;1
OPEN;19/06/2025;12:01:39;0;0;0;44;1;299;0;0;0;1
OPEN;19/06/2025;12:02:09;0;0;25;0;1;282;0;0;0;1
OPEN;19/06/2025;12:02:39;0;0;88;0;1;270;0;0;0;1
OPEN;19/06/2025;12:03:09;0;0;88;0;1;286;0;0;0;1
OPEN;19/06/2025;12:03:39;0;0;42;0;1;298;0;0;0;1
OPEN;19/06/2025;12:04:09;0;0;0;22;1;268;0;0;0;1
OPEN;19/06/2025;12:04:39;0;0;0;31;1;318;0;0;0;1
OPEN;19/06/2025;12:05:09;0;0;55;0;1;299;0;0;0;1
OPEN;19/06/2025;12:05:39;0;0;100;0;1;306;0;0;0;1
OPEN;19/06/2025;12:06:09;0;0;92;0;1;294;0;0;0;1
OPEN;19/06/2025;12:06:39;0;0;34;0;1;305;0;0;0;1
OPEN;19/06/2025;12:07:09;0;0;0;35;1;288;0;0;0;1
OPEN;19/06/2025;12:07:39;0;0;0;27;1;252;0;0;0;1
OPEN;19/06/2025;12:08:09;0;0;67;0;1;288;0;0;0;1
OPEN;19/06/2025;12:08:39;0;0;100;0;1;286;0;0;0;1
OPEN;19/06/2025;12:09:09;0;0;80;0;1;329;0;0;0;1
OPEN;19/06/2025;12:09:39;0;0;23;0;1;267;0;0;0;1
OPEN;19/06/2025;12:10:09;0;0;0;40;1;313;0;0;0;1
OPEN;19/06/2025;12:10:39;0;0;0;14;1;258;0;0;0;1
OPEN;19/06/2025;12:11:09;0;0;84;0;1;292;0;0;0;1
OPEN;19/06/2025;12:11:39;0;0;100;0;1;319;0;0;0;1
OPEN;19/06/2025;12:12:09;0;0;75;0;1;302;0;0;0;1
OPEN;19/06/2025;12:12:39;0;0;15;0;1;301;0;0;0;1
OPEN;19/06/2025;12:13:09;0;0;0;40;1;264;0;0;0;1
OPEN;19/06/2025;12:13:40;0;0;9;0;1;285;0;0;0;1
OPEN;19/06/2025;12:14:10;0;0;88;0;1;286;0;0;0;1
OPEN;19/06/2025;12:14:40;0;0;100;0;1;265;0;0;0;1
OPEN;19/06/2025;12:15:10;0;0;67;0;1;305;0;0;0;1
OPEN;19/06/2025;12:15:40;0;0;4;5;1;249;0;0;0;1
OPEN;19/06/2025;12:16:10;0;0;0;44;1;301;0;0;0;1
OPEN;19/06/2025;12:16:40;0;0;25;0;1;296;0;0;0;1
OPEN;19/06/2025;12:17:10;0;0;96;0;1;294;0;0;0;1
OPEN;19/06/2025;12:17:40;0;0;96;0;1;275;0;0;0;1
OPEN;19/06/2025;12:18:10;0;0;59;0;1;310;0;0;0;1
OPEN;19/06/2025;12:18:40;0;0;0;14;1;305;0;0;0;1
OPEN;19/06/2025;12:19:10;0;0;0;40;1;315;0;0;0;1
OPEN;19/06/2025;12:19:40;0;0;38;0;1;292;0;0;0;1
OPEN;19/06/2025;12:20:10;0;0;100;0;1;299;0;0;0;1
OPEN;19/06/2025;12:20:40;0;0;92;0;1;290;0;0;0;1
OPEN;19/06/2025;12:21:10;0;0;42;0;1;256;0;0;0;1
OPEN;19/06/2025;12:21:40;0;0;0;22;1;329;0;0;0;1
OPEN;19/06/2025;12:22:10;0;0;0;31;1;302;0;0;0;1
OPEN;19/06/2025;12:22:40;0;0;55;0;1;315;0;0;0;1
OPEN;19/06/2025;12:23:10;0;0;88;0;1;266;0;0;0;1
OPEN;19/06/2025;12:23:40;0;0;75;0;1;283;0;0;0;1
OPEN;19/06/2025;12:24:10;0;0;27;0;1;300;0;0;0;1
OPEN;19/06/2025;12:24:40;0;0;0;35;1;292;0;0;0;1
OPEN;19/06/2025;12:25:10;0;0;0;9;1;282;0;0;0;1
OPEN;19/06/2025;12:25:40;0;0;80;0;1;298;0;0;0;1
OPEN;19/06/2025;12:26:10;0;0;96;0;1;282;0;0;0;1
OPEN;19/06/2025;12:26:40;0;0;67;0;1;285;0;0;0;1
OPEN;19/06/2025;12:27:10;0;0;8;0;1;275;0;0;0;1
OPEN;19/06/2025;12:27:40;0;0;0;40;1;253;0;0;0;1
OPEN;19/06/2025;12:28:10;0;0;25;0;1;309;0;0;0;1
OPEN;19/06/2025;12:28:40;0;0;88;0;1;314;0;0;0;1
OPEN;19/06/2025;12:29:10;0;0;88;0;1;280;0;0;0;1
OPEN;19/06/2025;12:29:40;0;0;50;0;1;321;0;0;0;1
OPEN;19/06/2025;12:30:10;0;0;0;18;1;289;0;0;0;1
OPEN;19/06/2025;12:30:40;0;0;0;40;1;298;0;0;0;1
OPEN;19/06/2025;12:31:10;0;0;46;0;1;307;0;0;0;1
OPEN;19/06/2025;12:31:40;0;0;100;0;1;288;0;0;0;1
OPEN;19/06/2025;12:32:10;0;0;88;0;1;281;0;0;0;1
OPEN;19/06/2025;12:32:40;0;0;38;0;1;316;0;0;0;1
OPEN;19/06/2025;12:33:10;0;0;0;31;1;272;0;0;0;1
OPEN;19/06/2025;12:33:40;0;0;0;22;1;294;0;0;0;1
OPEN;19/06/2025;12:34:10;0;0;67;0;1;331;0;0;0;1
OPEN;19/06/2025;12:34:40;0;0;92;0;1;279;0;0;0;1
OPEN;19/06/2025;12:35:10;0;0;71;0;1;297;0;0;0;1
OPEN;19/06/2025;12:35:40;0;0;15;0;1;303;0;0;0;1
OPEN;19/06/2025;12:36:10;0;0;0;40;1;332;0;0;0;1
OPEN;19/06/2025;12:36:40;0;0;13;0;1;306;0;0;0;1
OPEN;19/06/2025;12:37:10;0;0;88;0;1;305;0;0;0;1
OPEN;19/06/2025;12:37:40;0;0;96;0;1;312;0;0;0;1
OPEN;19/06/2025;12:38:10;0;0;59;0;1;288;0;0;0;1
OPEN;19/06/2025;12:38:40;0;0;0;9;1;266;0;0;0;1
OPEN;19/06/2025;12:39:10;0;0;0;35;1;299;0;0;0;1
OPEN;19/06/2025;12:39:41;0;0;38;0;1;292;0;0;0;1
OPEN;19/06/2025;12:40:11;0;0;100;0;1;284;0;0;0;1
OPEN;19/06/2025;12:40:41;0;0;100;0;1;256;0;0;0;1
OPEN;19/06/2025;12:41:11;0;0;49;0;1;282;0;0;0;1
OPEN;19/06/2025;12:41:41;0;0;0;22;1;320;0;0;0;1
OPEN;19/06/2025;12:42:11;0;0;0;40;1;305;0;0;0;1
OPEN;19/06/2025;12:42:41;0;0;42;0;1;280;0;0;0;1
OPEN;19/06/2025;12:43:11;0;0;96;0;1;289;0;0;0;1
OPEN;19/06/2025;12:43:41;0;0;88;0;1;281;0;0;0;1
OPEN;19/06/2025;12:44:11;0;0;38;0;1;332;0;0;0;1
OPEN;19/06/2025;12:44:41;0;0;0;31;1;283;0;0;0;1
OPEN;19/06/2025;12:45:11;0;0;0;22;1;332;0;0;0;1
OPEN;19/06/2025;12:45:41;0;0;63;0;1;245;0;0;0;1
OPEN;19/06/2025;12:46:11;0;0;96;0;1;313;0;0;0;1
OPEN;19/06/2025;12:46:41;0;0;71;0;1;287;0;0;0;1
OPEN;19/06/2025;12:47:11;0;0;19;0;1;302;0;0;0;1
OPEN;19/06/2025;12:47:41;0;0;0;40;1;307;0;0;0;1
OPEN;19/06/2025;12:48:11;0;0;5;5;1;311;0;0;0;1
OPEN;19/06/2025;12:48:41;0;0;84;0;1;302;0;0;0;1
OPEN;19/06/2025;12:49:11;0;0;96;0;1;344;0;0;0;1
OPEN;19/06/2025;12:49:41;0;0;63;0;1;277;0;0;0;1
OPEN;19/06/2025;12:50:11;0;0;4;5;1;327;0;0;0;1
OPEN;19/06/2025;12:50:41;0;0;0;44;1;266;0;0;0;1
OPEN;19/06/2025;12:51:11;0;0;21;0;1;291;0;0;0;1
OPEN;19/06/2025;12:51:41;0;0;92;0;1;328;0;0;0;1
OPEN;19/06/2025;12:52:11;0;0;96;0;1;299;0;0;0;1
OPEN;19/06/2025;12:52:41;0;0;55;0;1;253;0;0;0;1
OPEN;19/06/2025;12:53:11;0;0;0;18;1;287;0;0;0;1
OPEN;19/06/2025;12:53:41;0;0;0;40;1;305;0;0;0;1
OPEN;19/06/2025;12:54:11;0;0;38;0;1;319;0;0;0;1
OPEN;19/06/2025;12:54:41;0;0;96;0;1;296;0;0;0;1
OPEN;19/06/2025;12:55:11;0;0;88;0;1;330;0;0;0;1
OPEN;19/06/2025;12:55:41;0;0;42;0;1;283;0;0;0;1
OPEN;19/06/2025;12:56:11;0;0;0;27;1;301;0;0;0;1
OPEN;19/06/2025;12:56:41;0;0;0;35;1;302;0;0;0;1
OPEN;19/06/2025;12:57:11;0;0;55;0;1;316;0;0;0;1
OPEN;19/06/2025;12:57:41;0;0;100;0;1;270;0;0;0;1
OPEN;19/06/2025;12:58:11;0;0;84;0;1;270;0;0;0;1
OPEN;19/06/2025;12:58:41;0;0;34;0;1;292;0;0;0;1
OPEN;19/06/2025;12:59:11;0;0;0;35;1;294;0;0;0;1
OPEN;19/06/2025;12:59:41;0;0;0;22;1;300;0;0;0;1
OPEN;19/06/2025;13:00:11;0;0;63;0;1;330;0;0;0;1
