Breaks;Date;Time;VIDANGE_CANIVEAU [B];CONSIGNE_ROTATION [I];CONSIGNE_TEMP_INF [R];CONSIGNE_TEMP_SUP [R];DESHUMIDIFICATEUR [B];POIDS_EAU_CELLULE [R];POMPE_GENER_CHAUD [B];POMPE_GENER_FROID [B];TEMPERATURE_SONDE [R];V2V_ABSORBTION_O2 [B]
OPEN;19/06/2025;16:05:48;0;0;12;12;1;4,647872;1;1;12,1;0
OPEN;19/06/2025;16:06:18;0;0;12;12;1;5,2306724;1;1;12;0
OPEN;19/06/2025;16:06:32;0;0;12;12;1;5,9244366;1;1;12,2;0
OPEN;19/06/2025;16:06:48;0;0;12;12;0;5,9244366;1;1;12,2;0
OPEN;19/06/2025;16:07:18;0;0;12;12;0;6,1954122;1;1;12,5;0
OPEN;19/06/2025;16:07:43;0;0;12;12;0;5,107748;1;1;12,5;0
OPEN;19/06/2025;16:07:48;0;0;12;12;1;5,107748;1;1;12,5;0
OPEN;19/06/2025;16:07:49;0;0;12;12;1;4,2932811;1;1;12,3;0
OPEN;19/06/2025;16:08:19;0;0;12;12;1;4,2932811;1;1;12,3;0
OPEN;19/06/2025;16:08:49;0;0;12;12;1;4,756793;1;1;12,2;0
OPEN;19/06/2025;16:09:19;0;0;12;12;1;5,3374848;1;1;12,1;0
OPEN;19/06/2025;16:09:22;0;0;12;12;1;6,0846057;1;1;12,2;0
OPEN;19/06/2025;16:09:49;0;0;12;12;0;6,0846057;1;1;12,2;0
OPEN;19/06/2025;16:10:19;0;0;12;12;0;6,1006207;1;1;12,5;0
OPEN;19/06/2025;16:10:37;0;0;12;12;0;4,7707901;1;1;12,5;0
OPEN;19/06/2025;16:10:49;0;0;12;12;1;4,7707901;1;1;12,5;0
OPEN;19/06/2025;16:11:19;0;0;12;12;1;4,3409667;1;1;12,2;0
OPEN;19/06/2025;16:11:49;0;0;12;12;1;4,8669801;1;1;12;0
OPEN;19/06/2025;16:12:17;0;0;12;12;1;5,493732;1;1;12;0
OPEN;19/06/2025;16:12:19;0;0;12;12;0;5,493732;1;1;12;0
OPEN;19/06/2025;16:12:49;0;0;12;12;0;6,1661243;1;1;12,3;0
OPEN;19/06/2025;16:13:19;0;0;12;12;0;5,9266667;1;1;12,6;0
OPEN;19/06/2025;16:13:32;0;0;12;12;0;4,6756253;1;1;12,4;0
OPEN;19/06/2025;16:13:49;0;0;12;12;1;4,6756253;1;1;12,4;0
OPEN;19/06/2025;16:14:19;0;0;12;12;1;4,4639983;1;1;12,2;0
OPEN;19/06/2025;16:14:49;0;0;12;12;1;4,9000502;1;1;12;0
OPEN;19/06/2025;16:15:12;0;0;12;12;1;5,6055169;1;1;12;0
OPEN;19/06/2025;16:15:19;0;0;12;12;0;5,6055169;1;1;12;0
OPEN;19/06/2025;16:15:49;0;0;12;12;0;6,2486167;1;1;12,3;0
OPEN;19/06/2025;16:16:19;0;0;12;12;0;5,7945681;1;1;12,5;0
OPEN;19/06/2025;16:16:27;0;0;12;12;0;4,4709449;1;1;12,3;0
OPEN;19/06/2025;16:16:49;0;0;12;12;1;4,4709449;1;1;12,3;0
OPEN;19/06/2025;16:17:19;0;0;12;12;1;4,4639983;1;1;12,1;0
OPEN;19/06/2025;16:17:49;0;0;12;12;1;5,0912142;1;1;11,9;0
OPEN;19/06/2025;16:18:07;0;0;12;12;1;5,7680364;1;1;12;0
OPEN;19/06/2025;16:18:19;0;0;12;12;0;5,7680364;1;1;12;0
OPEN;19/06/2025;16:18:49;0;0;12;12;0;6,2902312;1;1;12,3;0
OPEN;19/06/2025;16:19:19;0;0;12;12;0;5,5890913;1;1;12,5;0
OPEN;19/06/2025;16:19:23;0;0;12;12;0;4,3025327;1;1;12,3;0
OPEN;19/06/2025;16:19:49;0;0;12;12;1;4,3025327;1;1;12,3;0
OPEN;19/06/2025;16:20:19;0;0;12;12;1;4,4943814;1;1;12,1;0
OPEN;19/06/2025;16:20:49;0;0;12;12;1;5,1954908;1;1;12,1;0
OPEN;19/06/2025;16:21:02;0;0;12;12;1;5,8849888;1;1;12,2;0
OPEN;19/06/2025;16:21:19;0;0;12;12;0;5,8849888;1;1;12,2;0
OPEN;19/06/2025;16:21:49;0;0;12;12;0;6,2366362;1;1;12,5;0
OPEN;19/06/2025;16:22:17;0;0;12;12;0;5,3001919;1;1;12,6;0
OPEN;19/06/2025;16:22:19;0;0;12;12;1;5,3001919;1;1;12,6;0
OPEN;19/06/2025;16:22:49;0;0;12;12;1;4,2447343;1;1;12,4;0
OPEN;19/06/2025;16:23:19;0;0;12;12;1;4,647872;1;1;12,2;0
OPEN;19/06/2025;16:23:49;0;0;12;12;1;5,311831;1;1;12,1;0
OPEN;19/06/2025;16:23:57;0;0;12;12;1;5,9244366;1;1;12,2;0
OPEN;19/06/2025;16:24:19;0;0;12;12;0;5,9244366;1;1;12,2;0
OPEN;19/06/2025;16:24:49;0;0;12;12;0;6,1954122;1;1;12,5;0
OPEN;19/06/2025;16:25:12;0;0;12;12;0;5,073698;1;1;12,5;0
OPEN;19/06/2025;16:25:19;0;0;12;12;1;5,073698;1;1;12,5;0
OPEN;19/06/2025;16:25:49;0;0;12;12;1;4,2932811;1;1;12,3;0
OPEN;19/06/2025;16:26:19;0;0;12;12;1;4,756793;1;1;12,1;0
OPEN;19/06/2025;16:26:49;0;0;12;12;1;5,4203153;1;1;12,2;0
OPEN;19/06/2025;16:26:52;0;0;12;12;1;6,0846057;1;1;12,3;0
OPEN;19/06/2025;16:27:19;0;0;12;12;0;6,0846057;1;1;12,3;0
OPEN;19/06/2025;16:27:49;0;0;12;12;0;6,1006207;1;1;12,6;0
OPEN;19/06/2025;16:28:07;0;0;12;12;0;4,7707901;1;1;12,6;0
OPEN;19/06/2025;16:28:19;0;0;12;12;1;4,7707901;1;1;12,6;0
OPEN;19/06/2025;16:28:49;0;0;12;12;1;4,3116274;1;1;12,3;0
OPEN;19/06/2025;16:29:19;0;0;12;12;1;4,756793;1;1;12,1;0
OPEN;19/06/2025;16:29:47;0;0;12;12;1;5,5403314;1;1;12,1;0
OPEN;19/06/2025;16:29:49;0;0;12;12;0;5,5403314;1;1;12,1;0
OPEN;19/06/2025;16:30:19;0;0;12;12;0;6,1252446;1;1;12,3;0
OPEN;19/06/2025;16:30:49;0;0;12;12;0;5,9266667;1;1;12,6;0
OPEN;19/06/2025;16:31:02;0;0;12;12;0;4,6756253;1;1;12,5;0
OPEN;19/06/2025;16:31:19;0;0;12;12;1;4,6756253;1;1;12,5;0
OPEN;19/06/2025;16:31:49;0;0;12;12;1;4,3409667;1;1;12,2;0
OPEN;19/06/2025;16:32:19;0;0;12;12;1;5,0122566;1;1;12;0
OPEN;19/06/2025;16:32:43;0;0;12;12;1;5,6055169;1;1;12;0
OPEN;19/06/2025;16:32:49;0;0;12;12;0;5,6055169;1;1;12;0
OPEN;19/06/2025;16:33:19;0;0;12;12;0;6,2486167;1;1;12,3;0
OPEN;19/06/2025;16:33:49;0;0;12;12;0;5,7561741;1;1;12,5;0
OPEN;19/06/2025;16:33:57;0;0;12;12;0;4,5011849;1;1;12,4;0
OPEN;19/06/2025;16:34:19;0;0;12;12;1;4,5011849;1;1;12,4;0
OPEN;19/06/2025;16:34:49;0;0;12;12;1;4,4477086;1;1;12,2;0
OPEN;19/06/2025;16:35:19;0;0;12;12;1;5,114903;1;1;12;0
OPEN;19/06/2025;16:35:33;0;0;12;12;1;5,7577133;1;1;12,1;0
OPEN;19/06/2025;16:35:49;0;0;12;12;0;5,7577133;1;1;12,1;0
OPEN;19/06/2025;16:36:19;0;0;12;12;0;6,1954122;1;1;12,4;0
OPEN;19/06/2025;16:36:42;0;0;12;12;0;5,2649345;1;1;12,5;0
OPEN;19/06/2025;16:36:49;0;0;12;12;1;5,2649345;1;1;12,5;0
OPEN;19/06/2025;16:37:20;0;0;12;12;1;4,3813114;1;1;12,3;0
OPEN;19/06/2025;16:37:50;0;0;12;12;1;4,6649647;1;1;12,1;0
OPEN;19/06/2025;16:38:20;0;0;12;12;1;5,3016667;1;1;12,1;0
OPEN;19/06/2025;16:38:27;0;0;12;12;1;6,004045;1;1;12,3;0
OPEN;19/06/2025;16:38:50;0;0;12;12;0;6,004045;1;1;12,3;0
OPEN;19/06/2025;16:39:20;0;0;12;12;0;6,0602736;1;1;12,5;0
OPEN;19/06/2025;16:39:38;0;0;12;12;0;4,8551416;1;1;12,5;0
OPEN;19/06/2025;16:39:50;0;0;12;12;1;4,8551416;1;1;12,5;0
OPEN;19/06/2025;16:40:20;0;0;12;12;1;4,3116274;1;1;12,2;0
OPEN;19/06/2025;16:40:50;0;0;12;12;1;4,8341117;1;1;12,1;0
OPEN;19/06/2025;16:41:20;0;0;12;12;1;5,4569144;1;1;12,1;0
OPEN;19/06/2025;16:41:22;0;0;12;12;1;6,1252446;1;1;12,3;0
OPEN;19/06/2025;16:41:50;0;0;12;12;0;6,1252446;1;1;12,3;0
OPEN;19/06/2025;16:42:20;0;0;12;12;0;5,9266667;1;1;12,5;0
OPEN;19/06/2025;16:42:33;0;0;12;12;0;4,6239624;1;1;12,4;0
OPEN;19/06/2025;16:42:50;0;0;12;12;1;4,6239624;1;1;12,4;0
OPEN;19/06/2025;16:43:20;0;0;12;12;1;4,417665;1;1;12,1;0
OPEN;19/06/2025;16:43:50;0;0;12;12;1;4,8544016;1;1;12;0
OPEN;19/06/2025;16:44:13;0;0;12;12;1;5,6055169;1;1;12;0
OPEN;19/06/2025;16:44:20;0;0;12;12;0;5,6055169;1;1;12;0
OPEN;19/06/2025;16:44:50;0;0;12;12;0;6,2486167;1;1;12,3;0
OPEN;19/06/2025;16:45:20;0;0;12;12;0;5,7945681;1;1;12,5;0
OPEN;19/06/2025;16:45:28;0;0;12;12;0;4,4709449;1;1;12,3;0
OPEN;19/06/2025;16:45:50;0;0;12;12;1;4,4709449;1;1;12,3;0
OPEN;19/06/2025;16:46:20;0;0;12;12;1;4,6164427;1;1;12,1;0
OPEN;19/06/2025;16:46:50;0;0;12;12;1;5,0122566;1;1;12;0
OPEN;19/06/2025;16:47:13;0;0;12;12;1;5,7680364;1;1;12,1;0
OPEN;19/06/2025;16:47:20;0;0;12;12;0;5,7680364;1;1;12,1;0
OPEN;19/06/2025;16:47:50;0;0;12;12;0;6,2902312;1;1;12,4;0
OPEN;19/06/2025;16:48:20;0;0;12;12;0;5,4981484;1;1;12,6;0
OPEN;19/06/2025;16:48:23;0;0;12;12;0;4,3813114;1;1;12,4;0
OPEN;19/06/2025;16:48:50;0;0;12;12;1;4,3813114;1;1;12,4;0
OPEN;19/06/2025;16:49:20;0;0;12;12;1;4,5402117;1;1;12,2;0
OPEN;19/06/2025;16:49:50;0;0;12;12;1;5,1954908;1;1;12,2;0
OPEN;19/06/2025;16:50:02;0;0;12;12;1;5,7963343;1;1;12,2;0
OPEN;19/06/2025;16:50:20;0;0;12;12;0;5,7963343;1;1;12,2;0
OPEN;19/06/2025;16:50:50;0;0;12;12;0;6,1954122;1;1;12,5;0
OPEN;19/06/2025;16:51:17;0;0;12;12;0;5,3001919;1;1;12,6;0
OPEN;19/06/2025;16:51:20;0;0;12;12;1;5,3001919;1;1;12,6;0
OPEN;19/06/2025;16:51:50;0;0;12;12;1;4,2447343;1;1;12,4;0
OPEN;19/06/2025;16:52:20;0;0;12;12;1;4,5402117;1;1;12,1;0
OPEN;19/06/2025;16:52:50;0;0;12;12;1;5,2306724;1;1;12,1;0
OPEN;19/06/2025;16:52:57;0;0;12;12;1;5,9641218;1;1;12,3;0
OPEN;19/06/2025;16:53:20;0;0;12;12;0;5,9641218;1;1;12,3;0
OPEN;19/06/2025;16:53:50;0;0;12;12;0;6,2366362;1;1;12,5;0
OPEN;19/06/2025;16:54:12;0;0;12;12;0;5,107748;1;1;12,6;0
OPEN;19/06/2025;16:54:20;0;0;12;12;1;5,107748;1;1;12,6;0
OPEN;19/06/2025;16:54:50;0;0;12;12;1;4,2932811;1;1;12,3;0
OPEN;19/06/2025;16:55:20;0;0;12;12;1;4,756793;1;1;12,1;0
OPEN;19/06/2025;16:55:50;0;0;12;12;1;5,4203153;1;1;12,1;0
OPEN;19/06/2025;16:55:52;0;0;12;12;1;6,0846057;1;1;12,3;0
OPEN;19/06/2025;16:56:20;0;0;12;12;0;6,0846057;1;1;12,3;0
OPEN;19/06/2025;16:56:50;0;0;12;12;0;6,1006207;1;1;12,5;0
OPEN;19/06/2025;16:57:07;0;0;12;12;0;4,7707901;1;1;12,5;0
OPEN;19/06/2025;16:57:20;0;0;12;12;1;4,7707901;1;1;12,5;0
OPEN;19/06/2025;16:57:50;0;0;12;12;1;4,4477086;1;1;12,3;0
OPEN;19/06/2025;16:58:20;0;0;12;12;1;4,9333191;1;1;12,1;0
OPEN;19/06/2025;16:58:47;0;0;12;12;1;5,5680327;1;1;12,1;0
OPEN;19/06/2025;16:58:50;0;0;12;12;0;5,5680327;1;1;12,1;0
OPEN;19/06/2025;16:59:20;0;0;12;12;0;6,2072515;1;1;12,3;0
OPEN;19/06/2025;16:59:50;0;0;12;12;0;5,6639743;1;1;12,5;0
OPEN;19/06/2025;16:59:57;0;0;12;12;0;4,4709449;1;1;12,4;0
OPEN;19/06/2025;17:00:20;0;0;12;12;1;4,4709449;1;1;12,4;0
OPEN;19/06/2025;17:00:50;0;0;12;12;1;4,4639983;1;1;12,1;0
OPEN;19/06/2025;17:01:20;0;0;12;12;1;4,9333191;1;1;12;0
OPEN;19/06/2025;17:01:37;0;0;12;12;1;5,7680364;1;1;12,1;0
OPEN;19/06/2025;17:01:50;0;0;12;12;0;5,7680364;1;1;12,1;0
OPEN;19/06/2025;17:02:20;0;0;12;12;0;6,2902312;1;1;12,4;0
OPEN;19/06/2025;17:02:50;0;0;12;12;0;5,4981484;1;1;12,5;0
OPEN;19/06/2025;17:02:52;0;0;12;12;0;4,4110117;1;1;12,4;0
OPEN;19/06/2025;17:03:20;0;0;12;12;1;4,4110117;1;1;12,4;0
OPEN;19/06/2025;17:03:50;0;0;12;12;1;4,3116274;1;1;12,2;0
OPEN;19/06/2025;17:04:20;0;0;12;12;1;5,0004611;1;1;12,1;0
OPEN;19/06/2025;17:04:37;0;0;12;12;1;5,7963343;1;1;12,3;0
OPEN;19/06/2025;17:04:50;0;0;12;12;0;5,7963343;1;1;12,3;0
OPEN;19/06/2025;17:05:20;0;0;12;12;0;6,2366362;1;1;12,5;0
OPEN;19/06/2025;17:05:47;0;0;12;12;0;5,3001919;1;1;12,6;0
OPEN;19/06/2025;17:05:50;0;0;12;12;1;5,3001919;1;1;12,6;0
OPEN;19/06/2025;17:06:20;0;0;12;12;1;4,2447343;1;1;12,4;0
OPEN;19/06/2025;17:06:50;0;0;12;12;1;4,4639983;1;1;12,1;0
OPEN;19/06/2025;17:07:21;0;0;12;12;1;5,1495352;1;1;12,1;0
OPEN;19/06/2025;17:07:28;0;0;12;12;1;5,9641218;1;1;12,3;0
OPEN;19/06/2025;17:07:51;0;0;12;12;0;5,9641218;1;1;12,3;0
OPEN;19/06/2025;17:08:21;0;0;12;12;0;6,1954122;1;1;12,5;0
OPEN;19/06/2025;17:08:43;0;0;12;12;0;5,107748;1;1;12,6;0
OPEN;19/06/2025;17:08:51;0;0;12;12;1;5,107748;1;1;12,6;0
OPEN;19/06/2025;17:09:21;0;0;12;12;1;4,2447343;1;1;12,3;0
OPEN;19/06/2025;17:09:51;0;0;12;12;1;4,6794934;1;1;12,1;0
OPEN;19/06/2025;17:10:21;0;0;12;12;1;5,3016667;1;1;12,1;0
OPEN;19/06/2025;17:10:23;0;0;12;12;1;6,0442047;1;1;12,3;0
OPEN;19/06/2025;17:10:51;0;0;12;12;0;6,0442047;1;1;12,3;0
OPEN;19/06/2025;17:11:21;0;0;12;12;0;6,1006207;1;1;12,6;0
OPEN;19/06/2025;17:11:38;0;0;12;12;0;4,8028922;1;1;12,5;0
OPEN;19/06/2025;17:11:51;0;0;12;12;1;4,8028922;1;1;12,5;0
OPEN;19/06/2025;17:12:21;0;0;12;12;1;4,2642875;1;1;12,3;0
OPEN;19/06/2025;17:12:51;0;0;12;12;1;4,7113028;1;1;12,1;0
OPEN;19/06/2025;17:13:13;0;0;12;12;1;5,5777168;1;1;12,1;0
OPEN;19/06/2025;17:13:21;0;0;12;12;0;5,5777168;1;1;12,1;0
OPEN;19/06/2025;17:13:51;0;0;12;12;0;6,2590814;1;1;12,4;0
OPEN;19/06/2025;17:14:21;0;0;12;12;0;5,9266667;1;1;12,6;0
OPEN;19/06/2025;17:14:33;0;0;12;12;0;4,6756253;1;1;12,5;0
OPEN;19/06/2025;17:14:51;0;0;12;12;1;4,6756253;1;1;12,5;0
OPEN;19/06/2025;17:15:21;0;0;12;12;1;4,5083389;1;1;12,3;0
OPEN;19/06/2025;17:15:51;0;0;12;12;1;5,0004611;1;1;12,3;0
OPEN;19/06/2025;17:16:13;0;0;12;12;1;5,6432247;1;1;12,3;0
OPEN;19/06/2025;17:16:21;0;0;12;12;0;5,6432247;1;1;12,3;0
OPEN;19/06/2025;17:16:51;0;0;12;12;0;6,2486167;1;1;12,5;0
OPEN;19/06/2025;17:17:18;0;0;12;12;0;5,4616485;1;1;12,6;0
OPEN;19/06/2025;17:17:21;0;0;12;12;1;5,4616485;1;1;12,6;0
OPEN;19/06/2025;17:17:51;0;0;12;12;1;4,4110117;1;1;12,4;0
OPEN;19/06/2025;17:18:21;0;0;12;12;1;4,5249515;1;1;12,1;0
OPEN;19/06/2025;17:18:51;0;0;12;12;1;5,184371;1;1;12;0
OPEN;19/06/2025;17:18:58;0;0;12;12;1;5,9641218;1;1;12,2;0
OPEN;19/06/2025;17:19:21;0;0;12;12;0;5,9641218;1;1;12,2;0
OPEN;19/06/2025;17:19:51;0;0;12;12;0;6,1954122;1;1;12,5;0
OPEN;19/06/2025;17:20:13;0;0;12;12;0;5,073698;1;1;12,5;0
OPEN;19/06/2025;17:20:21;0;0;12;12;1;5,073698;1;1;12,5;0
OPEN;19/06/2025;17:20:51;0;0;12;12;1;4,5083389;1;1;12,3;0
OPEN;19/06/2025;17:21:21;0;0;12;12;1;4,8216686;1;1;12,2;0
OPEN;19/06/2025;17:21:51;0;0;12;12;1;5,4569144;1;1;12,2;0
OPEN;19/06/2025;17:21:53;0;0;12;12;1;6,1252446;1;1;12,3;0
OPEN;19/06/2025;17:22:21;0;0;12;12;0;6,1252446;1;1;12,3;0
OPEN;19/06/2025;17:22:51;0;0;12;12;0;5,9266667;1;1;12,6;0
OPEN;19/06/2025;17:23:03;0;0;12;12;0;4,5929909;1;1;12,5;0
OPEN;19/06/2025;17:23:21;0;0;12;12;1;4,5929909;1;1;12,5;0
OPEN;19/06/2025;17:23:51;0;0;12;12;1;4,6022129;1;1;12,3;0
OPEN;19/06/2025;17:24:21;0;0;12;12;1;5,046268;1;1;12,1;0
OPEN;19/06/2025;17:24:38;0;0;12;12;1;5,6811604;1;1;12,2;0
OPEN;19/06/2025;17:24:51;0;0;12;12;0;5,6811604;1;1;12,2;0
OPEN;19/06/2025;17:25:21;0;0;12;12;0;6,2902312;1;1;12,4;0
OPEN;19/06/2025;17:25:51;0;0;12;12;0;5,5519829;1;1;12,5;0
OPEN;19/06/2025;17:25:53;0;0;12;12;0;4,440887;1;1;12,4;0
OPEN;19/06/2025;17:26:21;0;0;12;12;1;4,440887;1;1;12,4;0
OPEN;19/06/2025;17:26:51;0;0;12;12;1;4,6334934;1;1;12,2;0
OPEN;19/06/2025;17:27:21;0;0;12;12;1;5,2306724;1;1;12,1;0
OPEN;19/06/2025;17:27:33;0;0;12;12;1;5,9244366;1;1;12,2;0
OPEN;19/06/2025;17:27:51;0;0;12;12;0;5,9244366;1;1;12,2;0
OPEN;19/06/2025;17:28:21;0;0;12;12;0;6,1954122;1;1;12,4;0
OPEN;19/06/2025;17:28:43;0;0;12;12;0;5,073698;1;1;12,5;0
OPEN;19/06/2025;17:28:51;0;0;12;12;1;5,073698;1;1;12,5;0
OPEN;19/06/2025;17:29:21;0;0;12;12;1;4,3409667;1;1;12,2;0
OPEN;19/06/2025;17:29:51;0;0;12;12;1;4,7246456;1;1;12;0
OPEN;19/06/2025;17:30:21;0;0;12;12;1;5,466229;1;1;11,9;0
OPEN;19/06/2025;17:30:22;0;0;12;12;1;6,0846057;1;1;12,1;0
OPEN;19/06/2025;17:30:51;0;0;12;12;0;6,0846057;1;1;12,1;0
OPEN;19/06/2025;17:31:21;0;0;12;12;0;6,1006207;1;1;12,4;0
OPEN;19/06/2025;17:31:37;0;0;12;12;0;4,887816;1;1;12,4;0
OPEN;19/06/2025;17:31:51;0;0;12;12;1;4,887816;1;1;12,4;0
OPEN;19/06/2025;17:32:21;0;0;12;12;1;4,3409667;1;1;12,1;0
OPEN;19/06/2025;17:32:51;0;0;12;12;1;4,8669801;1;1;12;0
OPEN;19/06/2025;17:33:17;0;0;12;12;1;5,493732;1;1;12;0
OPEN;19/06/2025;17:33:21;0;0;12;12;0;5,493732;1;1;12;0
OPEN;19/06/2025;17:33:51;0;0;12;12;0;6,1661243;1;1;12,2;0
OPEN;19/06/2025;17:34:21;0;0;12;12;0;5,9266667;1;1;12,5;0
OPEN;19/06/2025;17:34:32;0;0;12;12;0;4,5622058;1;1;12,4;0
OPEN;19/06/2025;17:34:52;0;0;12;12;1;4,5622058;1;1;12,4;0
OPEN;19/06/2025;17:35:22;0;0;12;12;1;4,4477086;1;1;12,2;0
OPEN;19/06/2025;17:35:52;0;0;12;12;1;5,046268;1;1;12;0
OPEN;19/06/2025;17:36:07;0;0;12;12;1;5,729516;1;1;12,1;0
OPEN;19/06/2025;17:36:22;0;0;12;12;0;5,729516;1;1;12,1;0
OPEN;19/06/2025;17:36:52;0;0;12;12;0;6,2902312;1;1;12,3;0
OPEN;19/06/2025;17:37:22;0;0;12;12;0;5,4981484;1;1;12,5;0
OPEN;19/06/2025;17:37:52;0;0;12;12;1;4,4110117;1;1;12,3;0
OPEN;19/06/2025;17:38:22;0;0;12;12;1;4,4639983;1;1;12,1;0
OPEN;19/06/2025;17:38:52;0;0;12;12;1;5,2405849;1;1;12;0
OPEN;19/06/2025;17:38:57;0;0;12;12;1;5,8457708;1;1;12,1;0
OPEN;19/06/2025;17:39:22;0;0;12;12;0;5,8457708;1;1;12,1;0
OPEN;19/06/2025;17:39:52;0;0;12;12;0;6,3320923;1;1;12,4;0
OPEN;19/06/2025;17:40:17;0;0;12;12;0;5,3001919;1;1;12,5;0
OPEN;19/06/2025;17:40:22;0;0;12;12;1;5,3001919;1;1;12,5;0
OPEN;19/06/2025;17:40:52;0;0;12;12;1;4,3224468;1;1;12,3;0
OPEN;19/06/2025;17:41:22;0;0;12;12;1;4,647872;1;1;12;0
OPEN;19/06/2025;17:41:52;0;0;12;12;1;5,2660618;1;1;12;0
OPEN;19/06/2025;17:41:58;0;0;12;12;1;5,9641218;1;1;12,2;0
OPEN;19/06/2025;17:42:22;0;0;12;12;0;5,9641218;1;1;12,2;0
OPEN;19/06/2025;17:42:52;0;0;12;12;0;6,2366362;1;1;12,4;0
OPEN;19/06/2025;17:43:13;0;0;12;12;0;5,107748;1;1;12,5;0
OPEN;19/06/2025;17:43:22;0;0;12;12;1;5,107748;1;1;12,5;0
OPEN;19/06/2025;17:43:52;0;0;12;12;1;4,2932811;1;1;12,3;0
OPEN;19/06/2025;17:44:22;0;0;12;12;1;4,647872;1;1;12;0
OPEN;19/06/2025;17:44:52;0;0;12;12;1;5,3839369;1;1;12;0
OPEN;19/06/2025;17:44:58;0;0;12;12;1;6,0846057;1;1;12,2;0
OPEN;19/06/2025;17:45:22;0;0;12;12;0;6,0846057;1;1;12,2;0
OPEN;19/06/2025;17:45:52;0;0;12;12;0;6,1006207;1;1;12,5;0
OPEN;19/06/2025;17:46:08;0;0;12;12;0;4,8028922;1;1;12,5;0
OPEN;19/06/2025;17:46:22;0;0;12;12;1;4,8028922;1;1;12,5;0
OPEN;19/06/2025;17:46:52;0;0;12;12;1;4,3409667;1;1;12,2;0
OPEN;19/06/2025;17:47:22;0;0;12;12;1;4,9448485;1;1;12;0
OPEN;19/06/2025;17:47:48;0;0;12;12;1;5,5777168;1;1;12,1;0
OPEN;19/06/2025;17:47:52;0;0;12;12;0;5,5777168;1;1;12,1;0
OPEN;19/06/2025;17:48:22;0;0;12;12;0;6,1661243;1;1;12,3;0
OPEN;19/06/2025;17:48:52;0;0;12;12;0;5,9661446;1;1;12,5;0
OPEN;19/06/2025;17:49:03;0;0;12;12;0;4,5929909;1;1;12,5;0
OPEN;19/06/2025;17:49:22;0;0;12;12;1;4,5929909;1;1;12,5;0
OPEN;19/06/2025;17:49:52;0;0;12;12;1;4,3878036;1;1;12,2;0
OPEN;19/06/2025;17:50:22;0;0;12;12;1;4,9784513;1;1;12;0
OPEN;19/06/2025;17:50:38;0;0;12;12;1;5,7680364;1;1;12,1;0
OPEN;19/06/2025;17:50:52;0;0;12;12;0;5,7680364;1;1;12,1;0
OPEN;19/06/2025;17:51:22;0;0;12;12;0;6,2072515;1;1;12,4;0
OPEN;19/06/2025;17:51:52;0;0;12;12;0;5,7561741;1;1;12,6;0
OPEN;19/06/2025;17:51:57;0;0;12;12;0;4,3316951;1;1;12,5;0
OPEN;19/06/2025;17:52:22;0;0;12;12;1;4,3316951;1;1;12,5;0
OPEN;19/06/2025;17:52:52;0;0;12;12;1;4,5402117;1;1;12,2;0
OPEN;19/06/2025;17:53:22;0;0;12;12;1;5,046268;1;1;12,1;0
OPEN;19/06/2025;17:53:37;0;0;12;12;1;5,8849888;1;1;12,2;0
OPEN;19/06/2025;17:53:52;0;0;12;12;0;5,8849888;1;1;12,2;0
OPEN;19/06/2025;17:54:22;0;0;12;12;0;6,2366362;1;1;12,5;0
OPEN;19/06/2025;17:54:52;0;0;12;12;0;5,3001919;1;1;12,6;0
OPEN;19/06/2025;17:55:22;0;0;12;12;1;4,3517909;1;1;12,4;0
OPEN;19/06/2025;17:55:52;0;0;12;12;1;4,7246456;1;1;12;0
OPEN;19/06/2025;17:56:22;0;0;12;12;1;5,1954908;1;1;12;0
OPEN;19/06/2025;17:56:32;0;0;12;12;1;5,9641218;1;1;12,1;0
OPEN;19/06/2025;17:56:52;0;0;12;12;0;5,9641218;1;1;12,1;0
OPEN;19/06/2025;17:57:22;0;0;12;12;0;6,1954122;1;1;12,4;0
OPEN;19/06/2025;17:57:47;0;0;12;12;0;5,073698;1;1;12,4;0
OPEN;19/06/2025;17:57:52;0;0;12;12;1;5,073698;1;1;12,4;0
OPEN;19/06/2025;17:58:22;0;0;12;12;1;4,2932811;1;1;12,3;0
OPEN;19/06/2025;17:58:52;0;0;12;12;1;4,647872;1;1;12,1;0
OPEN;19/06/2025;17:59:22;0;0;12;12;1;5,3374848;1;1;12,1;0
OPEN;19/06/2025;17:59:32;0;0;12;12;1;5,9531293;1;1;12,2;0
OPEN;19/06/2025;17:59:52;0;0;12;12;0;5,9531293;1;1;12,2;0
OPEN;19/06/2025;18:00:22;0;0;12;12;0;6,1006207;1;1;12,5;0
OPEN;19/06/2025;18:00:42;0;0;12;12;0;5,073698;1;1;12,5;0
OPEN;19/06/2025;18:00:52;0;0;12;12;1;5,073698;1;1;12,5;0
OPEN;19/06/2025;18:01:22;0;0;12;12;1;4,2642875;1;1;12,3;0
OPEN;19/06/2025;18:01:52;0;0;12;12;1;4,7891321;1;1;12;0
OPEN;19/06/2025;18:02:22;0;0;12;12;1;5,493732;1;1;12;0
OPEN;19/06/2025;18:02:53;0;0;12;12;0;6,1661243;1;1;12,2;0
OPEN;19/06/2025;18:03:23;0;0;12;12;0;5,9661446;1;1;12,5;0
OPEN;19/06/2025;18:03:37;0;0;12;12;0;4,5929909;1;1;12,4;0
