Breaks,Date,Time,BP [R],HP [R],O2 [R],CO2 [R],O2_MMOL [R],POIDS_1 [R],POIDS_2 [R],POIDS_3 [R],CO2_MMOL [R],DEFAUT_BP [B],Breaks.1,DEFAUT_HP [B],A_SECONDES [I],IRRADIANCE [I],REARMEMENT [B],ARU_CELLULE [B],CONSIGNE_O2 [I],Etat_Mesure [B],POIDS_TOTAL [I],BALLON_CHAUD [R],BALLON_FROID [R],Breaks.2,CONSIGNE_CO2 [I],MA_VARIATEUR [B],COMPRESSEUR_1 [B],COMPRESSEUR_2 [B],POMPE_INF_ECO [B],POMPE_SUP_ECO [B],PPM_O2_HUMIDE [R],V2V_AIR_VICIE [B],V2V_EAU_PLUIE [I],HAUTEUR_ECOLUX [I],Breaks.3,HUMIDIFICATEUR [I],POMPE_FOND_ECO [B],PPM_CO2_HUMIDE [I],V2V_DESHUMIDIF [B],VANNE_PROP_INF [I],VANNE_PROP_SUP [I],FERMETURE_PORTE [B],MOLE_O2_DERIVEE [R],POMPE_UTA_CHAUD [B],POMPE_UTA_FROID [B],Breaks.4,V2V_CAPTAGE_CO2 [B],VANNE_PROP_FOND [I],VANNE_UTA_CHAUD [I],VANNE_UTA_FROID [I],VENTILATEUR_CTA [B],MOLE_CO2_DERIVEE [R],ORIGINE_COLONNES [B],V2V_INJECTION_N2 [B],V2V_INJECTION_O2 [B],V2V_INJ_AIR_NEUF [B],Breaks.5,VIDANGE_CANIVEAU [B],CONSIGNE_ROTATION [I],CONSIGNE_TEMP_INF [R],CONSIGNE_TEMP_SUP [R],DESHUMIDIFICATEUR [B],POIDS_EAU_CELLULE [R],POMPE_GENER_CHAUD [B],POMPE_GENER_FROID [B],TEMPERATURE_SONDE [R],V2V_ABSORBTION_O2 [B],Breaks.6,V2V_CHAUD_INF_ECO [B],V2V_CHAUD_SUP_ECO [B],V2V_FROID_INF_ECO [B],V2V_FROID_SUP_ECO [B],V2V_INJECTION_CO2 [B],CONSIGNE_ECLAIRAGE [I],CONSIGNE_TEMP_FOND [R],POIDS_EAU_CONSIGNE [R],PRESSION_EXTERIEUR [R],PRESSION_O2_HUMIDE [R],Breaks.7,V2V_ABSORBTION_CO2 [B],V2V_CHAUD_FOND_ECO [B],V2V_FROID_FOND_ECO [B],HYGROMETRIE_CELLULE [R],PRESSION_CO2_HUMIDE [R],SURPRESSION_CEL_EXT [R],TEMPERATURE_MOY_INF [R],TEMPERATURE_MOY_SUP [R],TEMPERATURE_REPRISE [R],V2V_CIRCULATION_AIR [B],Breaks.8,V2V_CONDENS_UTA_EXT [B],V2V_CONDENS_UTA_INT [B],CONSIGNE_VENTILATION [I],HYGROMETRIE_CONSIGNE [I],TEMPERATURE_CONSIGNE [R],TEMPERATURE_MOY_FOND [R],V2V_LESSIVAT_ECORIUM [B],V2V_VIDANGE_CANIVEAU [B],VIDANGE_EAU_DE_PLUIE [B],HYGROMETRIE_SOUFFLAGE [R],TEMPERATURE_SOUFFLAGE [R],V2V_CONDENSAT_UTA_EXT [B],V2V_CONDENSAT_UTA_INT [B],Breaks.9,VENTILATEUR_TEMPETE_1 [B],VENTILATEUR_TEMPETE_2 [B],VENTILATEUR_TEMPETE_3 [B],VENTILATEUR_TEMPETE_4 [B],TEMPERATURE_ALLER_CHAUD [R],TEMPERATURE_ALLER_FROID [R],TEMP_ENTREE_INF_ECORIUM [R],TEMP_ENTREE_SUP_ECORIUM [R],TEMP_SORTIE_INF_ECORIUM [R],TEMP_SORTIE_SUP_ECORIUM [R],TEMPERATURE_RETOUR_CHAUD [R],TEMPERATURE_RETOUR_FROID [R],TEMP_ENTREE_FOND_ECORIUM [R],TEMP_SORTIE_FOND_ECORIUM [R]
nan,,,-14.690863,45.016598,225600.0,537.0,12373.0,-9.33333333333333,3.66666666666667,-6.66666666666667,295.0,1.0,,1.0,576422.0,20.0,0.0,1.0,210000.0,0.0,-13.0,44.5,-7.0999999,,400.0,1.0,0.0,0.0,0.0,0.0,2235.0,1.0,0.0,0.0,,0.0,0.0,557.0,1.0,0.0,0.0,0.0,12314.0,0.0,1.0,,0.0,0.0,96.0,0.0,1.0,295.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.0912142,1.0,1.0,11.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22388.0,,0.0,0.0,0.0,58.0,55.0,-336.817623,26.95,31.150001,10.7,0.0,,0.0,0.0,60.0,60.0,12.0,23.75,0.0,0.0,0.0,56.0,14.1,0.0,0.0,,0.0,0.0,0.0,0.0,44.700001,-4.0999999,20.4,21.299999,17.5,24.6,43.900002,4.0,20.0,27.299999
nan,,,-15.632342,40.660275,225600.0,601.0,12356.0,-10.0,3.33333333333333,-6.66666666666667,329.0,1.0,,1.0,576452.0,20.0,0.0,1.0,210000.0,0.0,-13.0,44.5,-7.0999999,,400.0,1.0,0.0,0.0,0.0,0.0,2237.0,1.0,0.0,0.0,,20.0,0.0,616.0,1.0,0.0,0.0,0.0,12380.0,0.0,1.0,,0.0,0.0,45.0,0.0,1.0,296.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.0912142,1.0,1.0,11.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22427.0,,0.0,0.0,0.0,58.0,55.0,-299.482423,26.95,31.150001,10.7,0.0,,0.0,0.0,60.0,60.0,12.0,23.75,0.0,0.0,0.0,55.0,14.4,0.0,0.0,,0.0,0.0,0.0,0.0,44.700001,-4.4000001,20.4,21.299999,17.5,24.6,43.900002,4.3000002,20.1,27.299999
nan,,,-15.632342,40.660275,225500.0,601.0,12356.0,-10.0,3.33333333333333,-6.66666666666667,329.0,1.0,,1.0,576452.0,18.0,0.0,1.0,210000.0,0.0,-13.0,44.5,-7.0999999,,400.0,1.0,0.0,0.0,0.0,0.0,2230.0,1.0,0.0,0.0,,12.0,0.0,619.0,1.0,0.0,0.0,0.0,12370.0,0.0,1.0,,0.0,0.0,0.0,18.0,1.0,276.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.7769589,1.0,1.0,11.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22388.0,,0.0,0.0,0.0,58.0,55.0,-299.482423,26.95,31.150001,10.7,1.0,,0.0,0.0,60.0,60.0,12.0,23.75,0.0,0.0,0.0,48.0,13.3,0.0,0.0,,0.0,0.0,0.0,0.0,44.599998,-4.1999998,20.4,21.299999,17.5,24.6,43.799999,3.9000001,20.1,27.299999
nan,,,-12.74525,39.740002,225500.0,441.0,12315.0,-10.0,3.33333333333333,-6.33333333333333,241.0,1.0,,1.0,576482.0,18.0,0.0,1.0,210000.0,0.0,-13.0,44.5,-7.0999999,,400.0,1.0,0.0,0.0,0.0,0.0,2227.0,1.0,0.0,0.0,,0.0,0.0,574.0,1.0,0.0,0.0,0.0,12357.0,0.0,1.0,,0.0,0.0,0.0,31.0,1.0,284.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.7769589,1.0,1.0,11.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22437.0,,0.0,0.0,0.0,58.0,55.0,-299.482423,26.95,31.150001,10.7,0.0,,0.0,0.0,60.0,60.0,12.0,23.75,0.0,0.0,0.0,48.0,12.4,0.0,0.0,,0.0,0.0,0.0,0.0,44.5,-4.0,20.4,21.299999,17.5,24.6,43.700001,3.8,20.1,27.299999
nan,,,-12.74525,39.740002,225700.0,441.0,12315.0,-10.0,3.33333333333333,-6.33333333333333,241.0,1.0,,1.0,576482.0,9.0,0.0,1.0,210000.0,0.0,-12.0,44.700001,-6.7999997,,400.0,1.0,0.0,0.0,0.0,0.0,2243.0,1.0,0.0,0.0,,0.0,0.0,609.0,0.0,0.0,0.0,0.0,12249.0,0.0,1.0,,0.0,0.0,55.0,0.0,1.0,273.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,5.7769589,1.0,1.0,11.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22517.0,,0.0,0.0,0.0,61.0,50.0,-299.482423,27.0,31.150001,9.8000002,0.0,,0.0,0.0,60.0,60.0,12.0,23.7,0.0,0.0,0.0,52.0,12.4,0.0,0.0,,0.0,0.0,0.0,0.0,44.400002,-3.7,20.4,21.299999,17.6,24.6,43.700001,3.7,20.1,27.299999
nan,,,-16.093666,40.238155,225700.0,546.0,12216.0,-9.33333333333333,3.66666666666667,-6.66666666666667,296.0,1.0,,1.0,576511.0,9.0,0.0,1.0,210000.0,0.0,-12.0,44.700001,-6.7999997,,400.0,1.0,0.0,0.0,0.0,0.0,2237.0,1.0,0.0,0.0,,0.0,0.0,609.0,0.0,0.0,0.0,0.0,12249.0,0.0,0.0,,0.0,0.0,96.0,0.0,1.0,311.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,6.3428321,1.0,1.0,11.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22497.0,,0.0,0.0,0.0,61.0,50.0,-297.482417,27.0,31.150001,9.8000002,0.0,,0.0,0.0,60.0,60.0,12.0,23.7,0.0,0.0,0.0,55.0,13.4,0.0,0.0,,0.0,0.0,0.0,0.0,44.299999,-3.5,20.4,21.299999,17.6,24.6,43.599998,3.5,20.1,27.299999
nan,,,-16.093666,40.238155,225200.0,546.0,12216.0,-9.33333333333333,3.66666666666667,-6.66666666666667,296.0,1.0,,1.0,576511.0,16.0,0.0,1.0,210000.0,0.0,-13.0,45.0,-6.5999999,,400.0,1.0,0.0,0.0,0.0,0.0,2240.0,1.0,0.0,0.0,,0.0,0.0,609.0,0.0,0.0,0.0,0.0,12249.0,1.0,0.0,,0.0,0.0,84.0,0.0,1.0,274.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,6.3428321,1.0,1.0,11.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22427.0,,0.0,0.0,0.0,65.0,54.0,-297.482417,27.0,31.150001,10.2,0.0,,0.0,0.0,60.0,60.0,12.0,23.6999995,0.0,0.0,0.0,56.0,14.4,0.0,0.0,,0.0,0.0,0.0,0.0,44.200001,-3.4000001,20.299999,21.299999,17.5,24.6,43.5,4.3000002,20.1,27.299999
nan,,,-14.191005,40.121258,225200.0,522.0,12248.0,-9.33333333333333,3.66666666666667,-6.66666666666667,283.0,1.0,,1.0,576542.0,25.0,0.0,1.0,210000.0,0.0,-12.0,45.299999,-6.2999997,,400.0,1.0,0.0,0.0,0.0,0.0,2235.0,1.0,0.0,0.0,,0.0,0.0,542.0,0.0,0.0,0.0,0.0,12241.0,1.0,0.0,,0.0,0.0,30.0,0.0,1.0,324.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,5.8484011,1.0,1.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22467.0,,0.0,0.0,0.0,65.0,54.0,-294.148927,27.0,31.150001,10.2,0.0,,0.0,0.0,60.0,60.0,12.0,23.6499995,0.0,0.0,0.0,53.0,14.4,0.0,0.0,,0.0,0.0,0.0,0.0,44.099998,-3.4000001,20.299999,21.299999,17.6,24.6,43.400002,4.5999999,20.0,27.299999
nan,,,-14.191005,40.121258,226200.0,522.0,12248.0,-9.33333333333333,3.66666666666667,-6.66666666666667,283.0,1.0,,1.0,576573.0,20.0,0.0,1.0,210000.0,0.0,-12.0,45.599998,-6.0999999,,400.0,1.0,0.0,0.0,0.0,0.0,2232.0,1.0,0.0,0.0,,16.0,0.0,597.0,0.0,0.0,0.0,0.0,12390.0,1.0,0.0,,0.0,0.0,0.0,35.0,1.0,289.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,5.8484011,1.0,1.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22397.0,,0.0,0.0,0.0,67.0,57.0,-294.148927,26.95,31.150001,11.4,0.0,,0.0,0.0,60.0,60.0,12.0,23.6999995,0.0,0.0,0.0,46.0,13.0,0.0,0.0,,0.0,0.0,0.0,0.0,44.0,-3.2,20.299999,21.299999,17.6,24.6,43.200001,4.4000001,20.0,27.299999
nan,,,-14.859589,40.048103,226200.0,522.0,12325.0,-9.66666666666667,3.33333333333333,-6.66666666666667,285.0,1.0,,1.0,576602.0,18.0,0.0,1.0,210000.0,0.0,-13.0,45.700001,-5.7999997,,400.0,1.0,0.0,0.0,0.0,0.0,2229.0,1.0,0.0,0.0,,16.0,0.0,597.0,0.0,0.0,0.0,0.0,12390.0,0.0,0.0,,0.0,0.0,0.0,18.0,1.0,276.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,4.6631465,1.0,1.0,11.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22388.0,,0.0,0.0,0.0,67.0,57.0,-312.816527,26.95,31.150001,11.4,0.0,,0.0,0.0,60.0,60.0,12.0,23.6999995,0.0,0.0,0.0,48.0,12.5,0.0,0.0,,0.0,0.0,0.0,0.0,43.900002,-3.0999999,20.299999,21.299999,17.5,24.6,43.200001,4.4000001,20.0,27.299999
nan,,,-14.859589,40.048103,226000.0,522.0,12325.0,-9.66666666666667,3.33333333333333,-6.66666666666667,285.0,1.0,,1.0,576633.0,17.0,0.0,1.0,210000.0,0.0,-13.0,45.700001,-5.5999999,,400.0,1.0,0.0,0.0,0.0,0.0,2246.0,1.0,0.0,0.0,,16.0,0.0,597.0,0.0,0.0,0.0,0.0,12390.0,0.0,1.0,,0.0,0.0,71.0,0.0,1.0,341.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,4.6631465,1.0,1.0,11.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22338.0,,0.0,0.0,0.0,67.0,57.0,-312.816527,26.95,31.150001,11.4,1.0,,0.0,0.0,60.0,60.0,12.0,23.6999995,0.0,0.0,0.0,52.0,12.7,0.0,0.0,,0.0,0.0,0.0,0.0,44.0,-2.9000001,20.299999,21.299999,17.5,24.5,43.200001,4.4000001,20.0,27.299999
nan,,,-13.903688,40.340282,226000.0,526.0,12354.0,-9.66666666666667,3.33333333333333,-6.66666666666667,288.0,1.0,,1.0,576662.0,13.0,0.0,1.0,210000.0,0.0,-13.0,45.5,-5.5,,400.0,1.0,0.0,0.0,0.0,0.0,2246.0,1.0,0.0,0.0,,16.0,0.0,597.0,1.0,0.0,0.0,0.0,12390.0,0.0,1.0,,0.0,0.0,92.0,0.0,1.0,291.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.6631465,1.0,1.0,11.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22378.0,,0.0,0.0,0.0,67.0,57.0,-312.816527,26.95,31.150001,11.4,0.0,,0.0,0.0,60.0,60.0,12.0,23.6999995,0.0,0.0,0.0,55.0,13.6,0.0,0.0,,0.0,0.0,0.0,0.0,44.099998,-3.0999999,20.299999,21.200001,17.5,24.5,43.200001,4.0999999,20.0,27.299999
nan,,,-13.903688,40.340282,225300.0,526.0,12354.0,-9.66666666666667,3.33333333333333,-6.66666666666667,288.0,1.0,,1.0,576693.0,22.0,0.0,1.0,210000.0,0.0,-12.0,45.299999,-5.5,,400.0,1.0,0.0,0.0,0.0,0.0,2237.0,1.0,0.0,0.0,,20.0,0.0,571.0,1.0,0.0,0.0,0.0,12413.0,0.0,1.0,,0.0,0.0,71.0,0.0,1.0,287.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.7891321,1.0,1.0,11.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22407.0,,0.0,0.0,0.0,68.0,51.0,-312.816527,26.95,31.150001,12.7,0.0,,0.0,0.0,60.0,60.0,12.0,23.6999995,0.0,0.0,0.0,56.0,14.4,0.0,0.0,,0.0,0.0,0.0,0.0,44.200001,-3.4000001,20.299999,21.200001,17.5,24.5,43.299999,4.8000002,20.0,27.299999
nan,,,-14.439761,40.325699,225300.0,514.0,12441.0,-9.66666666666667,3.66666666666667,-6.66666666666667,281.0,1.0,,1.0,576722.0,22.0,0.0,1.0,210000.0,0.0,-12.0,45.299999,-5.5999999,,400.0,1.0,0.0,0.0,0.0,0.0,2233.0,1.0,0.0,0.0,,7.0,0.0,541.0,1.0,0.0,0.0,0.0,12357.0,0.0,1.0,,0.0,0.0,19.0,0.0,1.0,320.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.7891321,1.0,1.0,11.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22457.0,,0.0,0.0,0.0,68.0,51.0,-328.817261,26.95,31.150001,12.7,0.0,,0.0,0.0,60.0,60.0,12.0,23.6999995,0.0,0.0,0.0,51.0,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,44.200001,-3.5,20.299999,21.200001,17.5,24.5,43.400002,4.5,20.0,27.299999
nan,,,-14.439761,40.325699,227200.0,514.0,12441.0,-9.66666666666667,3.66666666666667,-6.66666666666667,281.0,1.0,,1.0,576753.0,14.0,0.0,1.0,210000.0,0.0,-11.0,45.200001,-5.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2229.0,1.0,0.0,0.0,,0.0,0.0,483.0,1.0,0.0,0.0,0.0,12322.0,0.0,1.0,,0.0,0.0,0.0,35.0,1.0,315.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.311831,1.0,1.0,11.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22537.0,,0.0,0.0,0.0,63.0,59.0,-328.817261,26.95,31.150001,12.1,0.0,,0.0,0.0,60.0,60.0,12.0,23.6499995,0.0,0.0,0.0,48.0,12.7,0.0,0.0,,0.0,0.0,0.0,0.0,44.299999,-3.3,20.299999,21.200001,17.5,24.5,43.5,4.3000002,20.0,27.299999
nan,,,-15.480322,39.754704,227200.0,510.0,12350.0,-9.66666666666667,3.33333333333333,-7.0,278.0,1.0,,1.0,576782.0,22.0,0.0,1.0,210000.0,0.0,-13.0,45.200001,-5.7999997,,400.0,1.0,0.0,1.0,0.0,0.0,2229.0,1.0,0.0,0.0,,0.0,0.0,483.0,0.0,0.0,0.0,0.0,12322.0,0.0,1.0,,0.0,0.0,13.0,0.0,1.0,302.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.311831,1.0,1.0,11.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22427.0,,0.0,0.0,0.0,63.0,59.0,-337.484373,26.95,31.150001,12.1,0.0,,0.0,0.0,60.0,60.0,12.0,23.6499995,0.0,0.0,0.0,51.0,12.5,0.0,0.0,,0.0,0.0,0.0,0.0,44.400002,-3.0999999,20.299999,21.200001,17.5,24.5,43.5,4.1999998,20.0,27.299999
nan,,,-15.480322,39.754704,226600.0,510.0,12350.0,-9.66666666666667,3.33333333333333,-7.0,278.0,1.0,,1.0,576812.0,11.0,0.0,1.0,210000.0,0.0,-13.0,45.099998,-5.6999998,,400.0,1.0,0.0,1.0,0.0,0.0,2233.0,1.0,0.0,0.0,,0.0,0.0,522.0,0.0,0.0,0.0,0.0,12230.0,0.0,1.0,,0.0,0.0,84.0,0.0,1.0,341.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.9338531,1.0,1.0,11.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22397.0,,0.0,0.0,0.0,57.0,47.0,-337.484373,26.8999995,31.150001,10.2,0.0,,0.0,0.0,60.0,60.0,12.0,23.6499995,0.0,0.0,0.0,55.0,12.8,0.0,0.0,,0.0,0.0,0.0,0.0,44.599998,-2.9000001,20.299999,21.200001,17.5,24.5,43.700001,4.3000002,20.0,27.299999
nan,,,-14.754009,39.886883,226600.0,557.0,12283.0,-9.33333333333333,4.0,-6.66666666666667,302.0,1.0,,1.0,576842.0,28.0,0.0,1.0,210000.0,0.0,-13.0,44.899998,-5.6999998,,400.0,1.0,0.0,1.0,0.0,0.0,2243.0,1.0,0.0,0.0,,0.0,0.0,522.0,0.0,0.0,0.0,0.0,12230.0,0.0,0.0,,0.0,0.0,88.0,0.0,1.0,300.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.9338531,1.0,1.0,11.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22378.0,,0.0,0.0,0.0,57.0,47.0,-300.149173,26.8999995,31.150001,10.2,0.0,,0.0,0.0,60.0,60.0,12.0,23.6499995,0.0,0.0,0.0,57.0,13.8,0.0,0.0,,0.0,0.0,0.0,0.0,44.700001,-3.3,20.299999,21.200001,17.5,24.6,43.799999,4.1999998,20.0,27.299999
nan,,,-14.754009,39.886883,226700.0,557.0,12283.0,-9.33333333333333,4.0,-6.66666666666667,302.0,1.0,,1.0,576872.0,33.0,0.0,1.0,210000.0,0.0,-13.0,44.5,-5.6999998,,400.0,1.0,0.0,1.0,0.0,0.0,2241.0,1.0,0.0,0.0,,0.0,0.0,522.0,0.0,0.0,0.0,0.0,12230.0,1.0,0.0,,0.0,0.0,59.0,0.0,1.0,309.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,5.9338531,1.0,1.0,11.7,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22417.0,,0.0,0.0,0.0,57.0,47.0,-300.149173,26.8999995,31.150001,10.2,1.0,,0.0,0.0,60.0,60.0,12.0,23.6499995,0.0,0.0,0.0,57.0,14.4,0.0,0.0,,0.0,0.0,0.0,0.0,44.700001,-3.5999999,20.299999,21.299999,17.5,24.6,43.799999,4.6999998,20.0,27.299999
nan,,,-17.52725,39.578083,226700.0,533.0,12293.0,-9.66666666666667,3.66666666666667,-6.66666666666667,289.0,1.0,,1.0,576902.0,15.0,0.0,1.0,210000.0,0.0,-13.0,44.5,-5.7999997,,400.0,1.0,0.0,1.0,0.0,0.0,2241.0,1.0,0.0,0.0,,0.0,0.0,610.0,0.0,0.0,0.0,0.0,12265.0,1.0,0.0,,0.0,0.0,0.0,9.0,1.0,256.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,6.3850789,1.0,1.0,11.9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22477.0,,0.0,0.0,0.0,57.0,47.0,-300.149173,26.8999995,31.150001,10.2,0.0,,0.0,0.0,60.0,60.0,12.0,23.6499995,0.0,0.0,0.0,50.0,13.6,0.0,0.0,,0.0,0.0,0.0,0.0,44.599998,-3.5999999,20.299999,21.299999,17.5,24.6,43.799999,4.3000002,20.0,27.299999
nan,,,-17.52725,39.578083,226900.0,533.0,12293.0,-9.66666666666667,3.66666666666667,-6.66666666666667,289.0,1.0,,1.0,576932.0,18.0,0.0,1.0,210000.0,0.0,-12.0,44.5,-5.8999996,,400.0,1.0,0.0,1.0,0.0,0.0,2238.0,1.0,0.0,0.0,,21.0,0.0,539.0,0.0,0.0,0.0,0.0,12432.0,1.0,0.0,,0.0,0.0,0.0,35.0,1.0,239.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,5.441968,1.0,1.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22457.0,,0.0,0.0,0.0,62.0,50.0,-300.149173,26.8999995,31.049999,9.8000002,0.0,,0.0,0.0,60.0,60.0,12.0,23.6499995,0.0,0.0,0.0,49.0,12.5,0.0,0.0,,0.0,0.0,0.0,0.0,44.599998,-3.4000001,20.299999,21.299999,17.5,24.6,43.700001,4.0999999,20.0,27.299999
nan,,,-14.149769,42.648563,226900.0,551.0,12417.0,-10.0,4.0,-6.66666666666667,280.0,1.0,,1.0,576963.0,17.0,0.0,1.0,210000.0,0.0,-12.0,44.5,-6.0,,400.0,1.0,0.0,1.0,0.0,0.0,2238.0,1.0,0.0,0.0,,21.0,0.0,539.0,0.0,0.0,0.0,0.0,12432.0,0.0,0.0,,0.0,0.0,42.0,0.0,1.0,282.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.441968,1.0,1.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22437.0,,0.0,0.0,0.0,62.0,50.0,-296.148923,26.8999995,31.049999,9.8000002,0.0,,0.0,0.0,60.0,60.0,12.0,23.6499995,0.0,0.0,0.0,52.0,12.4,0.0,0.0,,0.0,0.0,0.0,0.0,44.5,-3.0999999,20.299999,21.299999,17.5,24.6,43.700001,4.0,20.0,27.299999
nan,,,-14.149769,42.648563,227400.0,551.0,12417.0,-10.0,4.0,-6.66666666666667,280.0,1.0,,1.0,576992.0,22.0,0.0,1.0,210000.0,0.0,-12.0,44.5,-6.0999999,,400.0,1.0,0.0,1.0,0.0,0.0,2229.0,1.0,0.0,0.0,,21.0,0.0,539.0,0.0,0.0,0.0,0.0,12432.0,0.0,1.0,,0.0,0.0,92.0,0.0,1.0,292.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.5389285,1.0,1.0,11.8,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22427.0,,0.0,0.0,0.0,66.0,59.0,-296.148923,26.8499995,31.049999,10.5,0.0,,0.0,0.0,60.0,60.0,12.0,23.6499995,0.0,0.0,0.0,56.0,13.1,0.0,0.0,,0.0,0.0,0.0,0.0,44.5,-3.0999999,20.299999,21.299999,17.6,24.6,43.700001,3.8,20.0,27.299999
nan,,,-15.523668,43.503059,227400.0,523.0,12399.0,-9.66666666666667,3.66666666666667,-6.66666666666667,316.0,1.0,,1.0,577023.0,15.0,0.0,1.0,210000.0,0.0,-13.0,44.700001,-6.0999999,,400.0,1.0,0.0,1.0,0.0,0.0,2229.0,1.0,0.0,0.0,,21.0,0.0,539.0,1.0,0.0,0.0,0.0,12432.0,0.0,1.0,,0.0,0.0,84.0,0.0,1.0,303.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.9000502,1.0,1.0,11.6,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22378.0,,0.0,0.0,0.0,66.0,59.0,-302.149289,26.8499995,31.049999,10.5,0.0,,0.0,0.0,60.0,60.0,12.0,23.6499995,0.0,0.0,0.0,57.0,14.2,0.0,0.0,,0.0,0.0,0.0,0.0,44.400002,-3.8,20.299999,21.299999,17.6,24.6,43.599998,4.4000001,20.0,27.299999
nan,,,-15.523668,43.503059,226100.0,523.0,12399.0,-9.66666666666667,3.66666666666667,-6.66666666666667,316.0,1.0,,1.0,577052.0,23.0,0.0,1.0,210000.0,0.0,-13.0,44.899998,-6.1999998,,400.0,1.0,0.0,1.0,0.0,0.0,2233.0,1.0,0.0,0.0,,16.0,0.0,557.0,1.0,0.0,0.0,0.0,12406.0,0.0,1.0,,0.0,0.0,38.0,0.0,1.0,284.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.4203153,1.0,1.0,11.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22477.0,,0.0,0.0,0.0,66.0,59.0,-302.149289,26.8499995,31.049999,10.5,1.0,,0.0,0.0,60.0,60.0,12.0,23.6499995,0.0,0.0,0.0,55.0,14.3,0.0,0.0,,0.0,0.0,0.0,0.0,44.299999,-4.0999999,20.4,21.299999,17.6,24.6,43.5,4.5,20.0,27.299999
