Breaks,Date,Time,BP [R],HP [R],O2 [R],CO2 [R],O2_MMOL [R],POIDS_1 [R],POIDS_2 [R],POIDS_3 [R],CO2_MMOL [R],DEFAUT_BP [B],Breaks.1,DEFAUT_HP [B],A_SECONDES [I],IRRADIANCE [I],REARMEMENT [B],ARU_CELLULE [B],CONSIGNE_O2 [I],Etat_Mesure [B],POIDS_TOTAL [I],BALLON_CHAUD [R],BALLON_FROID [R],Breaks.2,CONSIGNE_CO2 [I],MA_VARIATEUR [B],COMPRESSEUR_1 [B],COMPRESSEUR_2 [B],POMPE_INF_ECO [B],POMPE_SUP_ECO [B],PPM_O2_HUMIDE [R],V2V_AIR_VICIE [B],V2V_EAU_PLUIE [I],HAUTEUR_ECOLUX [I],Breaks.3,HUMIDIFICATEUR [I],POMPE_FOND_ECO [B],PPM_CO2_HUMIDE [I],V2V_DESHUMIDIF [B],VANNE_PROP_INF [I],VANNE_PROP_SUP [I],FERMETURE_PORTE [B],MOLE_O2_DERIVEE [R],POMPE_UTA_CHAUD [B],POMPE_UTA_FROID [B],Breaks.4,V2V_CAPTAGE_CO2 [B],VANNE_PROP_FOND [I],VANNE_UTA_CHAUD [I],VANNE_UTA_FROID [I],VENTILATEUR_CTA [B],MOLE_CO2_DERIVEE [R],ORIGINE_COLONNES [B],V2V_INJECTION_N2 [B],V2V_INJECTION_O2 [B],V2V_INJ_AIR_NEUF [B],Breaks.5,VIDANGE_CANIVEAU [B],CONSIGNE_ROTATION [I],CONSIGNE_TEMP_INF [R],CONSIGNE_TEMP_SUP [R],DESHUMIDIFICATEUR [B],POIDS_EAU_CELLULE [R],POMPE_GENER_CHAUD [B],POMPE_GENER_FROID [B],TEMPERATURE_SONDE [R],V2V_ABSORBTION_O2 [B],Breaks.6,V2V_CHAUD_INF_ECO [B],V2V_CHAUD_SUP_ECO [B],V2V_FROID_INF_ECO [B],V2V_FROID_SUP_ECO [B],V2V_INJECTION_CO2 [B],CONSIGNE_ECLAIRAGE [I],CONSIGNE_TEMP_FOND [R],POIDS_EAU_CONSIGNE [R],PRESSION_EXTERIEUR [R],PRESSION_O2_HUMIDE [R],Breaks.7,V2V_ABSORBTION_CO2 [B],V2V_CHAUD_FOND_ECO [B],V2V_FROID_FOND_ECO [B],HYGROMETRIE_CELLULE [R],PRESSION_CO2_HUMIDE [R],SURPRESSION_CEL_EXT [R],TEMPERATURE_MOY_INF [R],TEMPERATURE_MOY_SUP [R],TEMPERATURE_REPRISE [R],V2V_CIRCULATION_AIR [B],Breaks.8,V2V_CONDENS_UTA_EXT [B],V2V_CONDENS_UTA_INT [B],CONSIGNE_VENTILATION [I],HYGROMETRIE_CONSIGNE [I],TEMPERATURE_CONSIGNE [R],TEMPERATURE_MOY_FOND [R],V2V_LESSIVAT_ECORIUM [B],V2V_VIDANGE_CANIVEAU [B],VIDANGE_EAU_DE_PLUIE [B],HYGROMETRIE_SOUFFLAGE [R],TEMPERATURE_SOUFFLAGE [R],V2V_CONDENSAT_UTA_EXT [B],V2V_CONDENSAT_UTA_INT [B],Breaks.9,VENTILATEUR_TEMPETE_1 [B],VENTILATEUR_TEMPETE_2 [B],VENTILATEUR_TEMPETE_3 [B],VENTILATEUR_TEMPETE_4 [B],TEMPERATURE_ALLER_CHAUD [R],TEMPERATURE_ALLER_FROID [R],TEMP_ENTREE_INF_ECORIUM [R],TEMP_ENTREE_SUP_ECORIUM [R],TEMP_SORTIE_INF_ECORIUM [R],TEMP_SORTIE_SUP_ECORIUM [R],TEMPERATURE_RETOUR_CHAUD [R],TEMPERATURE_RETOUR_FROID [R],TEMP_ENTREE_FOND_ECORIUM [R],TEMP_SORTIE_FOND_ECORIUM [R]
nan,,,-14.252977,45.288052,225300.0,592.0,12366.0,-11.0,3.66666666666667,-6.66666666666667,325.0,1.0,,1.0,545352.0,39.0,0.0,1.0,210000.0,0.0,-13.0,45.200001,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2255.0,1.0,0.0,0.0,,21.0,0.0,575.0,1.0,0.0,0.0,0.0,12350.0,1.0,0.0,,0.0,0.0,0.0,22.0,1.0,308.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.3116274,1.0,1.0,12.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22447.0,,0.0,0.0,0.0,60.0,54.0,-366.152463,28.5500005,31.999999,11.9,1.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,46.0,12.8,0.0,0.0,,0.0,0.0,0.0,0.0,45.599998,-4.1999998,31.200001,32.200001,28.6,34.799999,45.0,4.5999999,30.9,34.900002
nan,,,-16.293837,43.349781,225100.0,488.0,12325.0,-10.0,3.33333333333333,-6.0,267.0,1.0,,1.0,545383.0,28.0,0.0,1.0,210000.0,0.0,-13.0,45.099998,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2247.0,1.0,0.0,0.0,,21.0,0.0,575.0,1.0,0.0,0.0,0.0,12350.0,0.0,0.0,,0.0,0.0,71.0,0.0,1.0,294.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.7113028,1.0,1.0,12.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22427.0,,0.0,0.0,0.0,55.0,53.0,-328.150515,28.5500005,32.049999,10.0,1.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,49.0,12.6,0.0,0.0,,0.0,0.0,0.0,0.0,45.700001,-3.9000001,31.299999,32.200001,28.6,34.700001,45.099998,4.5999999,30.9,34.900002
nan,,,-13.619434,45.679619,225000.0,542.0,12255.0,-10.0,3.0,-7.0,306.0,1.0,,1.0,545412.0,32.0,0.0,1.0,210000.0,0.0,-13.0,45.099998,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2236.0,1.0,0.0,0.0,,21.0,0.0,575.0,1.0,0.0,0.0,0.0,12350.0,0.0,1.0,,0.0,0.0,100.0,0.0,1.0,324.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.5777168,1.0,1.0,12.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22427.0,,0.0,0.0,0.0,55.0,53.0,-328.150515,28.5500005,32.049999,10.0,0.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,53.0,13.0,0.0,0.0,,0.0,0.0,0.0,0.0,45.799999,-3.5,31.299999,32.200001,28.5,34.700001,45.200001,4.6999998,30.9,34.900002
nan,,,-16.005177,47.340244,224900.0,578.0,12183.0,-9.66666666666667,3.33333333333333,-7.0,313.0,1.0,,1.0,545443.0,36.0,0.0,1.0,210000.0,0.0,-13.0,45.0,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2226.0,1.0,0.0,0.0,,24.0,0.0,547.0,1.0,0.0,0.0,0.0,12373.0,0.0,1.0,,0.0,0.0,80.0,0.0,1.0,306.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,6.1252446,1.0,1.0,12.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22368.0,,0.0,0.0,0.0,61.0,58.0,-323.483643,28.5500005,32.0,9.6999998,0.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,55.0,14.3,0.0,0.0,,0.0,0.0,0.0,0.0,45.799999,-3.8,31.200001,32.200001,28.5,34.700001,45.299999,4.5,30.9,34.900002
nan,,,-14.108597,48.302807,225100.0,567.0,12212.0,-9.66666666666667,3.33333333333333,-7.0,308.0,1.0,,1.0,545472.0,34.0,0.0,1.0,210000.0,0.0,-13.0,44.799999,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2230.0,1.0,0.0,0.0,,8.0,0.0,464.0,1.0,0.0,0.0,0.0,12358.0,0.0,1.0,,0.0,0.0,12.0,0.0,1.0,281.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,5.9661446,1.0,1.0,12.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22368.0,,0.0,0.0,0.0,66.0,54.0,-322.150271,28.5500005,32.0,10.6,0.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,56.0,14.9,0.0,0.0,,0.0,0.0,0.0,0.0,45.799999,-4.0999999,31.299999,32.200001,28.5,34.700001,45.299999,5.1999998,30.9,34.900002
nan,,,-14.460596,49.084965,225500.0,532.0,12348.0,-10.3333333333333,3.33333333333333,-6.33333333333333,294.0,1.0,,1.0,545503.0,30.0,0.0,1.0,210000.0,0.0,-12.0,44.599998,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2251.0,1.0,0.0,0.0,,0.0,0.0,574.0,1.0,0.0,0.0,0.0,12255.0,0.0,1.0,,0.0,0.0,0.0,44.0,1.0,275.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,4.7071586,1.0,1.0,12.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22417.0,,0.0,0.0,0.0,66.0,54.0,-322.150271,28.5500005,32.0,10.6,1.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,48.0,14.1,0.0,0.0,,0.0,0.0,0.0,0.0,45.799999,-4.1999998,31.299999,32.200001,28.4,34.700001,45.299999,4.8000002,30.9,34.900002
nan,,,-14.627865,49.427937,225400.0,591.0,12368.0,-10.3333333333333,3.33333333333333,-6.66666666666667,324.0,1.0,,1.0,545533.0,35.0,0.0,1.0,210000.0,0.0,-13.0,44.5,-6.7999997,,400.0,1.0,0.0,0.0,0.0,0.0,2237.0,1.0,0.0,0.0,,0.0,0.0,574.0,0.0,0.0,0.0,0.0,12255.0,0.0,1.0,,0.0,0.0,9.0,0.0,1.0,268.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.7071586,1.0,1.0,12.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22427.0,,0.0,0.0,0.0,67.0,56.0,-344.817997,28.5500005,31.95,12.1,1.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,46.0,12.8,0.0,0.0,,0.0,0.0,0.0,0.0,45.700001,-4.0,31.299999,32.200001,28.5,34.799999,45.299999,4.4000001,30.9,34.900002
nan,,,-12.843165,49.756336,225400.0,559.0,12331.0,-9.66666666666667,3.33333333333333,-7.0,306.0,1.0,,1.0,545563.0,38.0,0.0,1.0,210000.0,0.0,-13.0,44.399998,-6.8999996,,400.0,1.0,0.0,0.0,0.0,0.0,2232.0,1.0,0.0,0.0,,0.0,0.0,554.0,0.0,0.0,0.0,0.0,12169.0,0.0,1.0,,0.0,0.0,88.0,0.0,1.0,328.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.3409667,1.0,1.0,12.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22407.0,,0.0,0.0,0.0,67.0,56.0,-344.817997,28.5500005,31.95,12.1,0.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,50.0,12.7,0.0,0.0,,0.0,0.0,0.0,0.0,45.700001,-3.7,31.299999,32.200001,28.6,34.900002,45.299999,4.3000002,30.9,34.900002
nan,,,-12.589328,49.894726,224800.0,517.0,12216.0,-11.0,3.66666666666667,-7.0,281.0,1.0,,1.0,545593.0,42.0,0.0,1.0,210000.0,0.0,-13.0,44.399998,-6.8999996,,400.0,1.0,0.0,0.0,0.0,0.0,2232.0,1.0,0.0,0.0,,0.0,0.0,554.0,0.0,0.0,0.0,0.0,12169.0,0.0,0.0,,0.0,0.0,100.0,0.0,1.0,295.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.0122566,1.0,1.0,12.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22417.0,,0.0,0.0,0.0,66.0,55.0,-365.485837,28.5999995,32.0,13.0,0.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,53.0,13.2,0.0,0.0,,0.0,0.0,0.0,0.0,45.599998,-3.4000001,31.299999,32.299999,28.6,35.0,45.200001,4.3000002,30.9,34.900002
nan,,,-13.378172,49.756336,225000.0,508.0,12176.0,-11.0,3.33333333333333,-7.0,275.0,1.0,,1.0,545623.0,36.0,0.0,1.0,210000.0,0.0,-14.0,44.5,-6.7999997,,400.0,1.0,0.0,0.0,0.0,0.0,2229.0,1.0,0.0,0.0,,0.0,0.0,554.0,0.0,0.0,0.0,0.0,12169.0,1.0,0.0,,0.0,0.0,71.0,0.0,1.0,300.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.5680327,1.0,1.0,12.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22407.0,,0.0,0.0,0.0,59.0,50.0,-343.484623,28.5999995,32.0,11.6,0.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,56.0,14.5,0.0,0.0,,0.0,0.0,0.0,0.0,45.599998,-3.7,31.299999,32.299999,28.700001,35.0,45.200001,4.0999999,30.9,34.900002
nan,,,-14.377354,49.781528,225300.0,493.0,12253.0,-10.0,4.0,-6.66666666666667,268.0,1.0,,1.0,545653.0,35.0,0.0,1.0,210000.0,0.0,-14.0,44.799999,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2232.0,1.0,0.0,0.0,,0.0,0.0,527.0,0.0,0.0,0.0,0.0,12233.0,1.0,0.0,,0.0,0.0,4.0,0.0,1.0,297.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,5.5680327,1.0,1.0,12.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22368.0,,0.0,0.0,0.0,59.0,50.0,-343.484623,28.5999995,32.0,11.6,1.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,56.0,14.9,0.0,0.0,,0.0,0.0,0.0,0.0,45.5,-4.3000002,31.299999,32.299999,28.6,35.099998,45.099998,5.0999999,30.9,34.900002
nan,,,-13.619434,49.894726,225200.0,598.0,12345.0,-9.33333333333333,3.33333333333333,-7.0,328.0,1.0,,1.0,545683.0,31.0,0.0,1.0,210000.0,0.0,-12.0,45.0,-6.7999997,,400.0,1.0,0.0,0.0,0.0,0.0,2245.0,1.0,0.0,0.0,,22.0,0.0,543.0,0.0,0.0,0.0,0.0,12349.0,1.0,0.0,,0.0,0.0,0.0,40.0,1.0,314.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,6.2072515,1.0,1.0,12.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22378.0,,0.0,0.0,0.0,59.0,50.0,-343.484623,28.5999995,32.0,11.6,0.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,47.0,13.7,0.0,0.0,,0.0,0.0,0.0,0.0,45.400002,-4.3000002,31.200001,32.299999,28.6,35.099998,45.0,5.0,30.9,34.900002
nan,,,-15.632342,50.070396,225200.0,538.0,12348.0,-11.0,3.33333333333333,-6.33333333333333,295.0,1.0,,1.0,545713.0,32.0,0.0,1.0,210000.0,0.0,-14.0,45.200001,-6.7999997,,400.0,1.0,0.0,0.0,0.0,0.0,2237.0,1.0,0.0,0.0,,22.0,0.0,543.0,0.0,0.0,0.0,0.0,12349.0,1.0,1.0,,0.0,0.0,25.0,0.0,1.0,312.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,5.7561741,1.0,1.0,12.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22417.0,,0.0,0.0,0.0,56.0,49.0,-323.483645,28.5999995,32.0,9.8000002,0.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,47.0,12.6,0.0,0.0,,0.0,0.0,0.0,0.0,45.299999,-4.0,31.200001,32.200001,28.6,35.0,44.900002,4.5999999,30.9,34.900002
nan,,,-13.438285,50.158031,225300.0,549.0,12314.0,-9.66666666666667,3.33333333333333,-7.33333333333333,300.0,1.0,,1.0,545743.0,38.0,0.0,1.0,210000.0,0.0,-13.0,45.399998,-6.7999997,,400.0,1.0,0.0,0.0,0.0,0.0,2233.0,1.0,0.0,0.0,,22.0,0.0,543.0,1.0,0.0,0.0,0.0,12349.0,1.0,1.0,,0.0,0.0,96.0,0.0,1.0,304.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,4.5316024,1.0,1.0,12.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22417.0,,0.0,0.0,0.0,62.0,52.0,-322.150267,28.5999995,32.049999,9.8000002,0.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,51.0,12.7,0.0,0.0,,0.0,0.0,0.0,0.0,45.200001,-3.7,31.200001,32.200001,28.6,35.0,44.900002,4.5,30.9,34.900002
nan,,,-14.108597,46.349136,225400.0,547.0,12239.0,-9.66666666666667,3.66666666666667,-6.66666666666667,297.0,1.0,,1.0,545773.0,36.0,0.0,1.0,210000.0,0.0,-13.0,45.5,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2229.0,1.0,0.0,0.0,,22.0,0.0,543.0,1.0,0.0,0.0,0.0,12349.0,0.0,1.0,,0.0,0.0,100.0,0.0,1.0,313.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.5316024,1.0,1.0,12.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22427.0,,0.0,0.0,0.0,65.0,53.0,-326.817141,28.5999995,32.1000005,10.8,0.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,54.0,13.5,0.0,0.0,,0.0,0.0,0.0,0.0,45.200001,-3.5,31.200001,32.200001,28.6,34.900002,44.799999,4.5999999,30.9,34.900002
nan,,,-14.398141,44.703018,224800.0,580.0,12170.0,-10.6666666666667,3.0,-6.66666666666667,314.0,1.0,,1.0,545803.0,34.0,0.0,1.0,210000.0,0.0,-13.0,45.399998,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2227.0,1.0,0.0,0.0,,16.0,0.0,546.0,1.0,0.0,0.0,0.0,12424.0,0.0,1.0,,0.0,0.0,55.0,0.0,1.0,320.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.5557027,1.0,1.0,12.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22407.0,,0.0,0.0,0.0,65.0,53.0,-326.817141,28.5999995,32.1000005,10.8,1.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,56.0,14.6,0.0,0.0,,0.0,0.0,0.0,0.0,45.200001,-4.0999999,31.200001,32.200001,28.6,34.900002,44.799999,4.5999999,30.9,34.900002
nan,,,-13.358168,44.93494,225700.0,572.0,12296.0,-10.6666666666667,3.33333333333333,-7.0,312.0,1.0,,1.0,545833.0,42.0,0.0,1.0,210000.0,0.0,-13.0,45.299999,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2230.0,1.0,0.0,0.0,,0.0,0.0,518.0,1.0,0.0,0.0,0.0,12299.0,0.0,1.0,,0.0,0.0,0.0,5.0,1.0,300.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.1495352,1.0,1.0,12.1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22427.0,,0.0,0.0,0.0,67.0,47.0,-347.484865,28.5999995,32.1500005,12.3,1.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,54.0,14.7,0.0,0.0,,0.0,0.0,0.0,0.0,45.299999,-4.3000002,31.200001,32.200001,28.6,34.799999,44.900002,5.4000001,30.9,34.900002
nan,,,-16.383284,44.771317,225300.0,555.0,12360.0,-10.0,3.33333333333333,-7.0,304.0,1.0,,1.0,545863.0,40.0,0.0,1.0,210000.0,0.0,-13.0,45.099998,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2240.0,1.0,0.0,0.0,,0.0,0.0,479.0,1.0,0.0,0.0,0.0,12283.0,0.0,1.0,,0.0,0.0,0.0,40.0,1.0,317.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.7577133,1.0,1.0,12.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22427.0,,0.0,0.0,0.0,67.0,47.0,-347.484865,28.5999995,32.1500005,12.3,0.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,47.0,13.7,0.0,0.0,,0.0,0.0,0.0,0.0,45.400002,-4.1999998,31.200001,32.200001,28.6,34.700001,45.0,4.9000001,30.9,34.900002
nan,,,-15.894979,45.002995,225300.0,571.0,12355.0,-10.0,3.0,-7.0,313.0,1.0,,1.0,545893.0,36.0,0.0,1.0,210000.0,0.0,-14.0,45.099998,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2238.0,1.0,0.0,0.0,,0.0,0.0,479.0,0.0,0.0,0.0,0.0,12283.0,0.0,1.0,,0.0,0.0,25.0,0.0,1.0,272.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,5.7577133,1.0,1.0,12.2,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22497.0,,0.0,0.0,0.0,65.0,52.0,-364.152341,28.6499995,32.1500005,12.8,0.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,47.0,12.6,0.0,0.0,,0.0,0.0,0.0,0.0,45.5,-4.0,31.200001,32.200001,28.6,34.700001,45.0,4.5999999,30.799999,34.799999
nan,,,-14.965586,43.377674,225300.0,586.0,12295.0,-10.0,3.33333333333333,-7.0,320.0,1.0,,1.0,545923.0,36.0,0.0,1.0,210000.0,0.0,-14.0,45.099998,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2236.0,1.0,0.0,0.0,,0.0,0.0,519.0,0.0,0.0,0.0,0.0,12204.0,0.0,1.0,,0.0,0.0,100.0,0.0,1.0,294.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,6.1954122,1.0,1.0,12.4,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22407.0,,0.0,0.0,0.0,58.0,47.0,-331.484127,28.5999995,32.1999995,11.2,0.0,,0.0,0.0,60.0,60.0,12.0,32.799999,0.0,0.0,0.0,51.0,12.8,0.0,0.0,,0.0,0.0,0.0,0.0,45.599998,-3.7,31.200001,32.200001,28.5,34.599998,45.099998,4.6999998,30.9,34.900002
nan,,,-15.480322,46.99844,225400.0,552.0,12231.0,-10.3333333333333,3.33333333333333,-6.66666666666667,300.0,1.0,,1.0,545953.0,36.0,0.0,1.0,210000.0,0.0,-12.0,45.099998,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2227.0,1.0,0.0,0.0,,0.0,0.0,519.0,0.0,0.0,0.0,0.0,12204.0,0.0,0.0,,0.0,0.0,92.0,0.0,1.0,273.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,0.0,5.3001919,1.0,1.0,12.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22417.0,,0.0,0.0,0.0,58.0,47.0,-331.484127,28.5999995,32.1999995,11.2,1.0,,0.0,0.0,60.0,60.0,12.0,32.900001,0.0,0.0,0.0,54.0,13.8,0.0,0.0,,0.0,0.0,0.0,0.0,45.700001,-3.4000001,31.200001,32.200001,28.5,34.599998,45.200001,4.5999999,30.799999,34.799999
nan,,,-16.115833,47.875423,225800.0,585.0,12227.0,-10.3333333333333,3.33333333333333,-7.0,317.0,1.0,,1.0,545983.0,33.0,0.0,1.0,210000.0,0.0,-13.0,44.899998,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2225.0,1.0,0.0,0.0,,0.0,0.0,519.0,0.0,0.0,0.0,0.0,12204.0,1.0,0.0,,0.0,0.0,42.0,0.0,1.0,292.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.3001919,1.0,1.0,12.5,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22407.0,,0.0,0.0,0.0,58.0,47.0,-331.484127,28.5999995,32.1999995,11.2,0.0,,0.0,0.0,60.0,60.0,12.0,32.799999,0.0,0.0,0.0,56.0,14.8,0.0,0.0,,0.0,0.0,0.0,0.0,45.799999,-4.0,31.200001,32.200001,28.5,34.599998,45.200001,4.5999999,30.799999,34.799999
nan,,,-13.438285,48.457478,225400.0,500.0,12280.0,-10.0,3.33333333333333,-7.0,272.0,1.0,,1.0,546013.0,38.0,0.0,1.0,210000.0,0.0,-14.0,44.700001,-6.6999998,,400.0,1.0,0.0,0.0,0.0,0.0,2234.0,1.0,0.0,0.0,,11.0,0.0,614.0,0.0,0.0,0.0,0.0,12266.0,1.0,0.0,,0.0,0.0,0.0,18.0,1.0,294.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.3224468,1.0,1.0,12.3,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22447.0,,0.0,0.0,0.0,57.0,52.0,-330.817387,28.5999995,32.1999995,9.6999998,0.0,,0.0,0.0,60.0,60.0,12.0,32.799999,0.0,0.0,0.0,52.0,14.7,0.0,0.0,,0.0,0.0,0.0,0.0,45.799999,-4.3000002,31.200001,32.200001,28.4,34.700001,45.200001,5.4000001,30.799999,34.900002
nan,,,-14.965586,49.224926,225700.0,536.0,12386.0,-9.66666666666667,3.33333333333333,-7.33333333333333,294.0,1.0,,1.0,546043.0,29.0,0.0,1.0,210000.0,0.0,-13.0,44.599998,-6.7999997,,400.0,1.0,0.0,0.0,0.0,0.0,2238.0,1.0,0.0,0.0,,11.0,0.0,614.0,1.0,0.0,0.0,0.0,12266.0,1.0,0.0,,0.0,0.0,0.0,35.0,1.0,317.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,4.6164427,1.0,1.0,12.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22606.0,,0.0,0.0,0.0,62.0,51.0,-324.817013,28.549999,32.1999995,9.8999996,0.0,,0.0,0.0,60.0,60.0,12.0,32.8500005,0.0,0.0,0.0,46.0,13.2,0.0,0.0,,0.0,0.0,0.0,0.0,45.700001,-4.0999999,31.200001,32.200001,28.4,34.700001,45.200001,4.8000002,30.799999,34.799999
nan,,,-12.725712,49.655483,225600.0,499.0,12361.0,-9.66666666666667,3.33333333333333,-6.66666666666667,273.0,1.0,,1.0,546073.0,35.0,0.0,1.0,210000.0,0.0,-12.0,44.399998,-6.7999997,,400.0,1.0,0.0,0.0,0.0,0.0,2235.0,1.0,0.0,0.0,,11.0,0.0,614.0,1.0,0.0,0.0,0.0,12266.0,0.0,0.0,,0.0,0.0,55.0,0.0,1.0,303.0,0.0,0.0,0.0,1.0,,0.0,0.0,12.0,12.0,1.0,5.2761002,1.0,1.0,11.9,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.0,5.335659,995.0,22477.0,,0.0,0.0,0.0,66.0,49.0,-322.817021,28.5999995,32.1999995,11.1,0.0,,0.0,0.0,60.0,60.0,12.0,32.799999,0.0,0.0,0.0,48.0,12.6,0.0,0.0,,0.0,0.0,0.0,0.0,45.599998,-3.8,31.200001,32.200001,28.4,34.700001,45.200001,4.5,30.799999,34.799999
