Temps,Temperature
0.0,0.0041571707
0.0003307113693973,0.004479632
0.0006614227387946,0.0048021525
0.0009921341081919,0.005124375
0.0013228454775892,0.005447015
0.0016535568469865,0.0057694763
0.0019842682163838,0.0060920566
0.0023149795857812,0.0064145774
0.0026456909551785,0.0067369193
0.0029764023245758,0.0070594996
0.0033071136939731,0.00738208
0.0036378250633704,0.0077044815
0.0039685364327677,0.008026943
0.004299247802165,0.008349523
0.0046299591715624,0.008672044
0.0049606705409597,0.008994505
0.005291381910357,0.009316966
0.0056220932797543,0.009639487
0.0059528046491516,0.009962007
0.0062835160185489,0.0102844685
0.0066142273879462,0.010606989
0.0069449387573436,0.01092945
0.0072756501267409,0.0112519115
0.0076063614961382,0.011574432
0.0079370728655355,0.011896893
0.0082677842349328,0.012219474
0.0085984956043301,0.012541816
0.0089292069737275,0.012864336
0.0092599183431248,0.013186917
0.0095906297125221,0.013509318
0.0099213410819194,0.013831839
0.0102520524513167,0.01415436
0.010582763820714,0.014476702
0.0109134751901113,0.014799342
0.0112441865595087,0.015121624
0.011574897928906,0.015444323
0.0119056092983033,0.015766606
0.0122363206677006,0.016089305
0.0125670320370979,0.016411826
0.0128977434064952,0.016734347
0.0132284547758925,0.017056748
0.0135591661452899,0.01737921
0.0138898775146872,0.01770167
0.0142205888840845,0.018024191
0.0145513002534818,0.018346712
0.0148820116228791,0.018669292
0.0152127229922764,0.018991694
0.0155434343616738,0.019314274
0.0158741457310711,0.019636676
0.0162048571004684,0.019959196
0.0165355684698657,0.020281658
0.016866279839263,0.020604178
0.0171969912086603,0.02092664
0.0175277025780576,0.02124916
0.017858413947455,0.02157174
0.0181891253168523,0.021894142
0.0185198366862496,0.022216484
0.0188505480556469,0.022539183
0.0191812594250442,0.022861525
0.0195119707944415,0.023184225
0.0198426821638388,0.023506626
0.0201733935332362,0.023829028
0.0205041049026335,0.02415137
0.0208348162720308,0.02447401
0.0211655276414281,0.02479653
0.0214962390108254,0.025118873
0.0218269503802227,0.025441512
0.02215766174962,0.025763914
0.0224883731190174,0.026086375
0.0228190844884147,0.026408955
0.023149795857812,0.026731476
0.0234805072272093,0.027053937
0.0238112185966066,0.027376458
0.0241419299660039,0.02769892
0.0244726413354013,0.02802138
0.0248033527047986,0.028343901
0.0251340640741959,0.028666422
0.0254647754435932,0.028989002
0.0257954868129905,0.029311344
0.0261261981823878,0.029633924
0.0264569095517851,0.029956266
0.0267876209211825,0.030278966
0.0271183322905798,0.030601487
0.0274490436599771,0.030923828
0.0277797550293744,0.031246409
0.0281104663987717,0.03156881
0.028441177768169,0.03189151
0.0287718891375663,0.03221397
0.0291026005069637,0.032536253
0.029433311876361,0.032858953
0.0297640232457583,0.033181414
0.0300947346151556,0.033503875
0.0304254459845529,0.033826455
0.0307561573539502,0.03414868
0.0310868687233476,0.03447114
0.0314175800927449,0.03479378
0.0317482914621422,0.03511636
0.0320790028315395,0.0354387
0.0324097142009368,0.03576128
0.0327404255703341,0.036083743
0.0330711369397314,0.036406144
0.0334018483091288,0.036728784
0.0337325596785261,0.037051186
0.0340632710479234,0.037373587
0.0343939824173207,0.037696168
0.034724693786718,0.03801863
0.0350554051561153,0.03834127
0.0353861165255126,0.03866367
0.03571682789491,0.038986072
0.0360475392643073,0.03930877
0.0363782506337046,0.039631233
0.0367089620031019,0.039953694
0.0370396733724992,0.040276155
0.0373703847418965,0.040598735
0.0377010961112939,0.040921256
0.0380318074806912,0.041243717
0.0383625188500885,0.04156606
0.0386932302194858,0.04188852
0.0390239415888831,0.0422111
0.0393546529582804,0.042533502
0.0396853643276777,0.042856142
0.0400160756970751,0.043178543
0.0403467870664724,0.043501183
0.0406774984358697,0.043823525
0.041008209805267,0.044146046
0.0413389211746643,0.044468507
0.0416696325440616,0.04479091
0.0420003439134589,0.04511343
0.0423310552828563,0.04543601
0.0426617666522536,0.04575853
0.0429924780216509,0.046080872
0.0433231893910482,0.046403453
0.0436539007604455,0.046725914
0.0439846121298428,0.047048435
0.0443153234992401,0.047370955
0.0446460348686375,0.047693416
0.0449767462380348,0.04801576
0.0453074576074321,0.0483384
0.0456381689768294,0.04866098
0.0459688803462267,0.04898344
0.046299591715624,0.0493059
0.0466303030850214,0.04962842
0.0469610144544187,0.049950883
0.047291725823816,0.050273463
0.0476224371932133,0.050595924
0.0479531485626106,0.050918385
0.0482838599320079,0.051240847
0.0486145713014052,0.051563308
0.0489452826708026,0.051885888
0.0492759940401999,0.05220841
0.0496067054095972,0.05253075
0.0499374167789945,0.05285327
0.0502681281483918,0.053175792
0.0505988395177891,0.053498372
0.0509295508871864,0.053820953
0.0512602622565838,0.054143295
0.0515909736259811,0.054465577
0.0519216849953784,0.054788217
0.0522523963647757,0.055110797
