Datetime;Breaks;Date;Time;VANNE_UTA_CHAUD [I];VANNE_UTA_FROID [I];TEMPERATURE_SONDE [R];PRESSION_EXTERIEUR [R];HYGROMETRIE_CELLULE [R];TEMPERATURE_REPRISE [R];TEMPERATURE_CONSIGNE [R];TEMPERATURE_SOUFFLAGE [R];TEMPERATURE_ALLER_CHAUD [R];TEMPERATURE_ALLER_FROID [R];MA_VARIATEUR [B]
2024-05-12 02:35:11;0;0;0;29.571428571428573;0.2857142857142857;10.528571428571428;1055.0;54.714285714285715;10.535714171428571;11.764285714285716;12.549999999999999;43.32857235714285;-11.635714285714286;0.0
2024-05-12 02:40:12;0;0;0;22.2;0.7;11.28;1055.0;55.0;11.440000000000001;12.3;13.39;42.9800004;-11.77;0.0
2024-05-12 02:45:12;0;0;0;31.8;0.3;11.49;1055.0;54.3;11.559999999999999;12.9;13.6;43.3799999;-11.61;0.0
2024-05-12 02:50:12;0;0;0;18.0;0.0;12.66;1055.0;55.7;12.75;13.4;14.469999999999999;42.9799999;-11.97;0.0
2024-05-12 02:55:12;0;0;0;16.4;0.0;13.12;1055.0;59.0;13.330000000000002;13.9;14.540000000000001;43.0299999;-11.76;0.0
2024-05-12 03:00:12;0;0;0;25.4;0.7;13.169999999999998;1055.0;58.2;13.38;14.4;15.029999900000002;42.8600008;-11.85;0.0
2024-05-12 03:05:12;0;0;0;42.0;0.0;13.05;1055.0;54.3;13.15;15.0;15.279999900000002;43.2800004;-11.690000000000001;0.0
2024-05-12 03:10:12;0;0;0;30.0;0.5;13.819999999999999;1055.0;54.0;13.75;15.0;15.7599999;42.9799999;-11.77;0.0
2024-05-12 03:15:12;0;0;0;27.8;0.3;13.930000000000001;1055.0;53.3;13.86;15.0;15.8499999;42.949999500000004;-11.65;0.0
2024-05-12 03:20:12;0;0;0;25.2;0.6;14.01;1055.0;52.7;13.969999999999999;15.0;15.889999800000002;43.0599998;-12.01;0.0
2024-05-12 03:25:12;0;0;0;25.7;0.7;14.075;1055.0;52.5;14.059999999999999;15.0;16.0600001;43.1050004;-11.55;0.0
2024-05-12 03:30:12;0;0;0;26.0;0.4;13.95;1055.0;52.4;13.95;15.0;15.9400001;43.3499995;-11.865;0.0
2024-05-12 03:35:12;0;0;0;29.0;0.5;13.88;1055.0;51.75;13.8;15.0;15.7299999;42.949999500000004;-11.645;0.0
2024-05-12 03:40:12;0;0;0;35.42857142857143;0.14285714285714285;13.714285714285714;1055.0;50.214285714285715;13.478571428571428;15.0;15.464285785714285;43.085714714285714;-11.914285714285715;0.0
2024-05-12 03:45:13;0;0;0;31.4;0.0;13.85;1055.0;50.8;13.680000000000001;15.0;15.6500001;43.2600003;-10.57;0.0
2024-05-12 03:50:13;0;0;0;29.6;0.4;13.930000000000001;1055.0;50.6;13.77;15.0;15.710000099999998;43.1099993;-11.129999999999999;0.0
2024-05-12 03:55:13;0;0;0;28.6;0.7;14.02;1055.0;50.3;13.819999999999999;15.0;15.7299999;42.8099993;-11.53;0.0
2024-05-12 04:00:13;0;0;0;27.2;0.6;14.05;1055.0;50.3;13.89;15.0;15.8000002;42.8099998;-11.370000000000001;0.0
2024-05-12 04:05:13;0;0;0;25.4;0.8;14.209999999999999;1055.0;50.3;13.98;15.0;15.9400001;43.0299999;-11.8;0.0
2024-05-12 04:10:13;0;0;0;25.8;0.4;14.1;1055.0;50.2;13.959999999999999;15.0;15.9000002;43.2499995;-11.77;0.0
2024-05-12 04:15:13;0;0;0;25.8;0.4;14.09;1055.0;50.0;13.959999999999999;15.0;15.880000200000001;43.0100003;-11.82;0.0
2024-05-12 04:20:13;0;0;0;25.555555555555557;0.4444444444444444;14.133333333333333;1055.0;49.94444444444444;14.03888888888889;15.0;15.966666666666665;42.9666665;-11.944444444444445;0.0
2024-05-12 04:25:13;0;0;0;28.9;0.5;13.940000000000001;1055.0;49.55;13.76;15.0;15.6900001;43.19000045;-11.52;0.0
2024-05-12 04:30:13;0;0;0;29.4;0.3;14.005;1055.0;48.9;13.780000000000001;15.0;15.764999900000001;43.14000045;-11.83;0.0
2024-05-12 04:35:13;0;0;0;29.5;0.2;14.015;1055.0;49.3;13.775;15.0;15.71500025;43.06499995;-11.92;0.0
2024-05-12 04:40:13;0;0;0;28.0;0.8;14.059999999999999;1055.0;49.1;13.85;15.0;15.8099999;43.025;-11.75;0.0
2024-05-12 04:45:13;0;0;0;23.133333333333333;1.0666666666666667;14.32;1055.0;49.333333333333336;14.093333333333334;15.0;16.099999933333333;43.1466664;-12.0;0.0
2024-05-12 04:50:14;0;0;0;27.0;0.6;14.16;1055.0;48.8;13.9;15.0;15.909999899999999;42.9999995;-11.85;0.0
2024-05-12 04:55:14;0;0;0;25.0;1.0;14.24;1055.0;49.0;14.0;15.0;15.9599999;43.0199996;-11.78;0.0
2024-05-12 05:00:14;0;0;0;24.8;0.8;14.219999999999999;1055.0;49.0;14.01;15.0;16.0299999;43.340000700000004;-12.0;0.0
2024-05-12 05:05:14;0;0;0;24.2;1.0;14.26;1055.0;49.0;14.040000000000001;15.0;16.0399999;42.9399997;-11.73;0.0
2024-05-12 05:10:14;0;0;0;23.6;1.1;14.27;1055.0;49.1;14.069999999999999;15.0;16.0599999;43.0800004;-11.83;0.0
2024-05-12 05:15:14;0;0;0;25.6;0.6;14.209999999999999;1055.0;49.1;13.969999999999999;15.0;15.9499998;43.2900007;-11.95;0.0
2024-05-12 05:20:14;0;0;0;21.5;1.5;14.333333333333334;1055.0;49.083333333333336;14.149999999999999;15.0;16.133333333333333;42.941666999999995;-11.700000000000001;0.0
2024-05-12 05:25:14;0;0;0;27.25;0.65;14.105;1055.0;48.5;13.905000000000001;15.0;15.87500005;43.1049999;-12.084999999999999;0.0
2024-05-12 05:30:14;0;0;0;28.15;0.5;14.125;1055.0;48.45;13.844999999999999;15.0;15.83499995;42.8200006;-11.68;0.0
2024-05-12 05:35:14;0;0;0;26.9;0.75;14.205000000000002;1055.0;48.2;13.905000000000001;15.0;15.89;43.18500055;-11.9;0.0
2024-05-12 05:40:14;0;0;0;26.6;0.6;14.205000000000002;1055.0;48.4;13.919999999999998;15.0;15.935000149999999;43.039999949999995;-11.709999999999999;0.0
2024-05-12 05:45:14;0;0;0;25.2;0.8;14.25;1055.0;48.4;13.99;15.0;16.000000149999998;43.41500045;-11.709999999999999;0.0
2024-05-12 05:50:14;0;0;0;24.4;0.9;14.280000000000001;1055.0;48.2;14.030000000000001;15.0;16.0400001;43.039999699999996;-11.59;0.0
2024-05-12 05:55:15;0;0;0;24.8;0.8;14.290000000000001;1055.0;48.3;14.01;15.0;16.0400002;42.7799999;-11.129999999999999;0.0
2024-05-12 06:00:15;0;0;0;24.6;0.6;14.330000000000002;1055.0;48.5;14.02;15.0;16.03;43.460000300000004;-11.23;0.0
2024-05-12 06:05:15;0;0;0;23.4;0.9;14.38;1055.0;48.4;14.080000000000002;15.0;16.1000002;43.1000005;-11.53;0.0
2024-05-12 06:10:15;0;0;0;24.8;0.9;14.309999999999999;1055.0;47.9;14.030000000000001;15.0;15.9900002;42.8099993;-11.4;0.0
2024-05-12 06:15:15;0;0;0;24.8;0.7;14.2;1055.0;48.7;14.01;15.0;16.05;43.379999399999996;-10.9;0.0
2024-05-12 06:20:15;0;0;0;20.375;0.5;14.4375;1055.0;48.25;14.21875;15.0;16.25625025;43.32499975;-11.06875;0.0
2024-05-12 06:25:15;0;0;0;25.0;0.7;14.309999999999999;1055.0;48.2;14.02;15.0;16.0400001;42.8;-10.68;0.0
2024-05-12 06:30:15;0;0;0;23.8;0.9;14.305000000000001;1055.0;47.95;14.040000000000001;15.0;16.004999849999997;43.0850008;-11.0;0.0
2024-05-12 06:35:15;0;0;0;29.3;0.7;14.025;1055.0;47.85;13.785;15.0;15.779999750000002;43.3150007;-11.455;0.0
2024-05-12 06:40:15;0;0;0;24.9;0.55;14.26;1055.0;47.7;13.975;15.0;16.020000099999997;42.7399997;-10.57;0.0
2024-05-12 06:45:15;0;0;0;27.333333333333332;0.3888888888888889;14.2;1055.0;47.72222222222222;13.894444444444444;15.0;15.883333388888888;43.07777844444445;-10.88888888888889;0.0
2024-05-12 06:50:16;0;0;0;24.6;0.8;14.309999999999999;1055.0;47.4;14.02;15.0;16.0099999;43.209999800000006;-11.18;0.0
2024-05-12 06:55:16;0;0;0;25.8;0.4;14.26;1055.0;47.3;13.95;15.0;15.9600002;42.6600008;-10.47;0.0
2024-05-12 07:00:16;0;0;0;24.6;0.6;14.319999999999999;1055.0;48.0;14.030000000000001;15.0;15.98;43.15;-11.040000000000001;0.0
2024-05-12 07:05:16;0;0;0;29.8;0.4;14.059999999999999;1055.0;47.1;13.790000000000001;15.0;15.77;43.0899997;-11.08;0.0
2024-05-12 07:10:16;0;0;0;29.1;1.0;14.12;1055.0;47.3;13.809999999999999;15.0;15.8;43.3399992;-11.76;0.0
2024-05-12 07:15:16;0;0;0;24.8;0.9;14.290000000000001;1055.0;46.9;14.0;15.0;16.0700002;43.1500005;-11.61;0.0
2024-05-12 07:20:16;0;0;0;29.307692307692307;0.46153846153846156;14.146153846153847;1055.0;46.23076923076923;13.823076923076922;15.0;15.846154;43.5153846923077;-11.523076923076925;0.0
2024-05-12 07:25:16;0;0;0;26.2;0.9;14.26;1055.0;46.4;13.91;15.0;15.9500001;43.1600003;-11.5;0.0
2024-05-12 07:30:16;0;0;0;24.9;0.6;14.319999999999999;1055.0;46.45;14.02;15.0;16.1350001;43.25;-11.895;0.0
2024-05-12 07:35:16;0;0;0;23.2;0.8;14.405000000000001;1055.0;46.7;14.09;15.0;16.110000300000003;42.965000950000004;-11.709999999999999;0.0
2024-05-12 07:40:16;0;0;0;23.8;0.9;14.34;1055.0;46.45;14.059999999999999;15.0;16.0400001;43.284999549999995;-11.84;0.0
2024-05-12 07:45:16;0;0;0;25.6;0.8;14.175;1055.0;46.65;13.969999999999999;15.0;15.929999900000002;43.0600003;-11.36;0.0
2024-05-12 07:50:16;0;0;0;29.235294117647058;0.7058823529411765;13.98235294117647;1055.0;46.11764705882353;13.788235294117648;15.0;15.782353;43.441175882352944;-11.81764705882353;0.0
2024-05-12 07:55:17;0;0;0;24.4;0.6;14.309999999999999;1055.0;46.2;14.030000000000001;15.0;16.030000100000002;43.1700006;-11.83;0.0
2024-05-12 08:00:17;0;0;0;24.8;0.8;14.3;1055.0;45.7;14.01;15.0;15.970000099999998;43.4500005;-11.85;0.0
2024-05-12 08:05:17;0;0;0;25.0;0.8;14.290000000000001;1055.0;45.7;14.0;15.0;15.969999999999999;43.1099993;-11.43;0.0
2024-05-12 08:10:17;0;0;0;25.2;0.9;14.309999999999999;1055.0;45.6;13.99;15.0;15.9900003;43.390000199999996;-11.68;0.0
2024-05-12 08:15:17;0;0;0;21.833333333333332;0.8333333333333334;14.475;1055.0;46.5;14.200000000000001;15.0;16.150000000000002;42.808333833333336;-11.083333333333334;0.0
2024-05-12 08:20:17;0;0;0;29.3;0.35;14.059999999999999;1055.0;46.1;13.780000000000001;15.0;15.7;42.680000899999996;-10.6;0.0
2024-05-12 08:25:17;0;0;0;28.8;0.85;14.080000000000002;1055.0;45.7;13.790000000000001;15.0;15.7800001;43.4299994;-11.74;0.0
2024-05-12 08:30:17;0;0;0;28.1;0.8;14.094999999999999;1055.0;45.5;13.76;15.0;15.7950001;43.045000099999996;-10.95;0.0
2024-05-12 08:35:17;0;0;0;23.2;1.2;14.365;1055.0;46.05;14.094999999999999;15.0;16.0349998;42.745000600000004;-10.48;0.0
2024-05-12 08:40:17;0;0;0;26.3;0.8;14.24;1055.0;45.95;13.934999999999999;15.0;15.925;43.5000005;-11.355;0.0
2024-05-12 08:45:17;0;0;0;23.7;0.8;14.330000000000002;1055.0;45.8;14.065000000000001;15.0;16.1250001;43.039999949999995;-10.620000000000001;0.0
2024-05-12 08:50:17;0;0;0;24.666666666666668;0.5;14.325000000000001;1055.0;46.0;14.016666666666666;15.0;15.916666583333333;42.60833325;-10.266666633333333;0.0
2024-05-12 08:55:18;0;0;0;25.2;1.1;14.319999999999999;1055.0;45.7;13.99;15.0;15.9600002;43.659999299999996;-11.440000000000001;0.0
2024-05-12 09:00:18;0;0;0;24.6;0.9;14.209999999999999;1055.0;45.5;14.02;15.0;16.03;43.25;-10.97;0.0
2024-05-12 09:05:18;0;0;0;25.6;0.6;14.209999999999999;1055.0;45.7;13.969999999999999;15.0;15.9500001;42.7800004;-10.5;0.0
2024-05-12 09:10:18;0;0;0;24.9;1.2;14.2;1055.0;46.1;14.01;15.0;15.899999900000001;43.5299999;-11.35;0.0
2024-05-12 09:15:18;0;0;0;27.8;0.8;14.059999999999999;1055.0;45.9;13.86;15.0;15.7900002;43.0600003;-10.78;0.0
2024-05-12 09:20:18;0;0;0;24.6;0.9;14.309999999999999;1055.0;45.9;14.02;15.0;15.9699999;42.619998599999995;-10.379999999999999;0.0
2024-05-12 09:25:18;0;0;0;30.894736842105264;0.15789473684210525;14.021052631578947;1055.0;45.578947368421055;13.715789473684211;15.0;15.700000000000001;43.55263210526316;-11.426315789473684;0.0
2024-05-12 09:30:18;0;0;0;29.1;0.75;14.059999999999999;1055.0;45.1;13.77;15.0;15.8000001;43.290000199999994;-11.46;0.0
2024-05-12 09:35:18;0;0;0;28.2;1.2;14.12;1055.0;44.7;13.785;15.0;15.789999900000002;43.0899997;-11.379999999999999;0.0
2024-05-12 09:40:18;0;0;0;25.9;1.0;14.24;1055.0;45.25;13.955000000000002;15.0;15.955000100000001;43.3099998;-10.504999999999999;0.0
2024-05-12 09:45:18;0;0;0;25.0;0.8;14.275;1055.0;45.15;14.0;15.0;16.035000099999998;43.6400007;-11.07;0.0
2024-05-12 09:50:18;0;0;0;23.333333333333332;0.8666666666666667;14.286666666666667;1055.0;46.0;14.086666666666668;15.0;16.0533334;43.166666666666664;-10.953333333333335;0.0
2024-05-12 09:55:19;0;0;0;25.4;0.6;14.2;1055.0;45.5;13.98;15.0;15.9699999;42.9399997;-10.77;0.0
2024-05-12 10:00:19;0;0;0;23.2;1.1;14.330000000000002;1055.0;45.5;14.09;15.0;16.0400002;43.1200001;-11.290000000000001;0.0
2024-05-12 10:05:19;0;0;0;24.4;0.8;14.309999999999999;1055.0;45.4;14.030000000000001;15.0;15.99;43.7299999;-11.41;0.0
2024-05-12 10:10:19;0;0;0;26.6;0.8;14.12;1055.0;44.9;13.919999999999998;15.0;15.9200001;43.5899997;-11.5;0.0
2024-05-12 10:15:19;0;0;0;24.4;0.8;14.330000000000002;1055.0;45.0;14.030000000000001;15.0;16.0099999;43.7200001;-11.77;0.0
2024-05-12 10:20:19;0;0;0;24.0;0.9;14.319999999999999;1055.0;44.8;14.05;15.0;16.030000100000002;43.6100003;-11.620000000000001;0.0
2024-05-12 10:25:19;0;0;0;27.142857142857142;0.42857142857142855;14.185714285714285;1055.0;45.285714285714285;14.021428571428572;15.0;15.97857142857143;43.88571407142857;-11.914285714285715;0.0
2024-05-12 10:30:19;0;0;0;28.9;0.7;14.080000000000002;1055.0;44.5;13.790000000000001;15.0;15.8599999;43.7699996;-11.36;0.0
2024-05-12 10:35:19;0;0;0;28.4;1.0;14.059999999999999;1055.0;44.05;13.725;15.0;15.739999950000001;43.609999800000004;-11.7;0.0
2024-05-12 10:40:19;0;0;0;24.9;0.6;14.334999999999999;1055.0;44.6;14.005;15.0;16.07500015;43.654999399999994;-11.76;0.0
2024-05-12 10:45:19;0;0;0;27.7;0.8;14.145;1055.0;44.45;13.865;15.0;15.850000099999999;43.36499995;-11.71;0.0
2024-05-12 10:50:19;0;0;0;21.428571428571427;1.1428571428571428;14.357142857142858;1055.0;44.857142857142854;14.178571428571429;15.0;16.221428785714288;43.957143357142854;-11.585714285714285;0.0
2024-05-12 10:55:20;0;0;0;25.4;0.8;14.3;1055.0;44.5;13.98;15.0;16.030000100000002;43.6000005;-11.58;0.0
2024-05-12 11:00:20;0;0;0;25.6;0.8;14.219999999999999;1055.0;44.8;13.969999999999999;15.0;15.970000099999998;43.0100003;-11.32;0.0
2024-05-12 11:05:20;0;0;0;24.8;0.7;14.23;1055.0;45.4;14.01;15.0;16.0100001;43.1799999;-11.51;0.0
2024-05-12 11:10:20;0;0;0;24.0;0.8;14.330000000000002;1055.0;45.0;14.05;15.0;16.0100001;43.090000700000004;-11.25;0.0
2024-05-12 11:15:20;0;0;0;23.6;0.9;14.35;1055.0;44.8;14.069999999999999;15.0;16.060000300000002;43.8599993;-11.67;0.0
2024-05-12 11:20:20;0;0;0;26.8;0.6;14.16;1055.0;44.9;13.91;15.0;15.910000200000002;43.3799999;-11.66;0.0
2024-05-12 11:25:20;0;0;0;24.0;0.8;14.36;1055.0;44.7;14.05;15.0;16.06;44.0299999;-11.52;0.0
2024-05-12 11:30:20;0;0;0;28.25;0.625;14.15625;1055.0;45.125;13.975;15.0;15.99375025;43.5;-11.45;0.0
2024-05-12 11:35:20;0;0;0;25.1;0.7;14.309999999999999;1055.0;44.5;14.0;15.0;15.989999800000001;43.7700001;-11.629999999999999;0.0
2024-05-12 11:40:20;0;0;0;24.6;0.6;14.280000000000001;1055.0;44.45;13.930000000000001;15.0;15.945000099999998;43.81999985;-11.879999999999999;0.0
2024-05-12 11:45:20;0;0;0;29.5;0.6;14.094999999999999;1055.0;44.6;13.775;15.0;15.80999995;43.3600008;-11.615;0.0
2024-05-12 11:50:20;0;0;0;24.733333333333334;1.6;14.34;1055.0;44.53333333333333;14.013333333333332;15.0;16.0000002;43.67333386666667;-11.473333333333333;0.0
2024-05-12 11:55:21;0;0;0;27.8;0.8;14.14;1055.0;44.4;13.86;15.0;15.9;43.459999800000006;-11.53;0.0
2024-05-12 12:00:21;0;0;0;25.4;0.6;14.3;1055.0;44.8;13.98;15.0;16.020000099999997;43.1600003;-11.459999999999999;0.0
2024-05-12 12:05:21;0;0;0;25.3;1.2;14.3;1055.0;44.9;13.99;15.0;15.889999900000001;43.4000005;-10.540000000000001;0.0
2024-05-12 12:10:21;0;0;0;24.1;1.3;14.280000000000001;1055.0;45.4;14.05;15.0;15.99;43.7699996;-11.120000000000001;0.0
2024-05-12 12:15:21;0;0;0;25.0;0.9;14.24;1055.0;45.3;14.0;15.0;15.9900002;43.300000999999995;-11.26;0.0
2024-05-12 12:20:21;0;0;0;24.8;0.9;14.23;1055.0;45.2;14.01;15.0;16.0099998;44.0200001;-11.690000000000001;0.0
2024-05-12 12:25:21;0;0;0;25.8;0.9;14.190000000000001;1055.0;45.3;13.959999999999999;15.0;15.979999800000002;43.720000600000006;-11.23;0.0
2024-05-12 12:30:21;0;0;0;28.2;0.8;14.09;1055.0;44.8;13.84;15.0;15.830000000000002;43.8300004;-11.72;0.0
2024-05-12 12:35:21;0;0;0;25.77777777777778;0.6666666666666666;14.333333333333334;1055.0;45.27777777777778;14.049999999999999;15.0;16.022222333333332;43.77222261111111;-11.827777777777778;0.0
2024-05-12 12:40:21;0;0;0;30.0;0.4;14.040000000000001;1055.0;44.6;13.75;15.0;15.7599999;43.3600003;-11.75;0.0
2024-05-12 12:45:21;0;0;0;28.5;0.9;14.059999999999999;1055.0;44.85;13.75;15.0;15.710000099999998;43.79000045;-11.440000000000001;0.0
2024-05-12 12:50:21;0;0;0;27.7;0.9;14.15;1055.0;44.85;13.865;15.0;15.855;43.384999549999996;-11.475;0.0
2024-05-12 12:55:21;0;0;0;22.333333333333332;0.6666666666666666;14.341666666666667;1055.0;45.333333333333336;14.133333333333333;15.0;16.083333416666665;43.533334333333336;-11.683333333333332;0.0
2024-05-12 13:00:22;0;0;0;26.6;0.9;14.23;1055.0;44.8;13.919999999999998;15.0;15.910000300000002;43.749999;-11.58;0.0
2024-05-12 13:05:22;0;0;0;26.0;0.9;14.219999999999999;1055.0;44.7;13.95;15.0;15.9500002;43.4;-11.57;0.0
2024-05-12 13:10:22;0;0;0;23.4;0.8;14.319999999999999;1055.0;45.1;14.080000000000002;15.0;16.11;43.960000300000004;-11.5;0.0
2024-05-12 13:15:22;0;0;0;24.4;1.0;14.330000000000002;1055.0;44.9;14.030000000000001;15.0;15.980000200000001;43.7300004;-11.639999999999999;0.0
2024-05-12 13:20:22;0;0;0;23.4;1.0;14.309999999999999;1055.0;45.3;14.080000000000002;15.0;16.0500002;43.2300004;-11.61;0.0
2024-05-12 13:25:22;0;0;0;26.0;0.8;14.169999999999998;1055.0;45.3;13.95;15.0;15.919999999999998;43.8899997;-11.55;0.0
