Breaks,Date,Time,VANNE_UTA_CHAUD [I],VANNE_UTA_FROID [I],TEMPERATURE_SONDE [R],PRESSION_EXTERIEUR [R],HYGROMETRIE_CELLULE [R],TEMPERATURE_REPRISE [R],TEMPERATURE_CONSIGNE [R],TEMPERATURE_SOUFFLAGE [R],TEMPERATURE_ALLER_CHAUD [R],TEMPERATURE_ALLER_FROID [R],MA_VARIATEUR [B]
nan,1733266800.0,82808,0.0,40.0,-9.8000002,1055.0,74.0,-9.3999996,-10.0,-9.8999996,43.0,-12.0,0.0
nan,1733266800.0,82838,0.0,40.0,-9.8999996,1055.0,74.0,-9.3999996,-10.0,-10.0,42.900002,-11.9,0.0
nan,1733266800.0,82868,0.0,34.0,-9.8999996,1055.0,74.0,-9.5,-10.0,-10.0,42.900002,-11.9,0.0
nan,1733266800.0,82898,0.0,34.0,-9.8999996,1055.0,73.0,-9.5,-10.0,-10.0,42.900002,-11.8,0.0
nan,1733266800.0,82928,0.0,34.0,-10.0,1055.0,74.0,-9.5,-10.0,-10.1,42.799999,-11.8,0.0
nan,1733266800.0,82958,0.0,34.0,-10.0,1055.0,73.0,-9.5,-10.0,-10.1,42.799999,-11.8,0.0
nan,1733266800.0,82988,0.0,28.0,-10.0,1055.0,74.0,-9.6000004,-10.0,-10.1,42.799999,-11.7,0.0
nan,1733266800.0,83018,0.0,34.0,-10.0,1055.0,73.0,-9.5,-10.0,-10.1,42.700001,-11.9,0.0
nan,1733266800.0,83048,0.0,28.0,-10.0,1055.0,73.0,-9.6000004,-10.0,-10.1,42.700001,-12.0,0.0
nan,1733266800.0,83078,0.0,34.0,-10.0,1055.0,74.0,-9.5,-10.0,-10.1,42.599998,-12.2,0.0
nan,1733266800.0,83108,0.0,28.0,-10.0,1055.0,74.0,-9.6000004,-10.0,-10.2,42.5,-12.4,0.0
nan,1733266800.0,83138,0.0,28.0,-10.1,1055.0,73.0,-9.6000004,-10.0,-10.2,42.599998,-12.5,0.0
nan,1733266800.0,83168,0.0,22.0,-10.1,1055.0,74.0,-9.6999998,-10.0,-10.2,42.700001,-12.6,0.0
nan,1733266800.0,83198,0.0,22.0,-10.1,1055.0,74.0,-9.6999998,-10.0,-10.3,42.700001,-12.5,0.0
nan,1733266800.0,83228,1.0,16.0,-10.1,1055.0,73.0,-9.8000002,-10.0,-10.3,42.799999,-12.3,0.0
nan,1733266800.0,83258,1.0,16.0,-10.2,1055.0,74.0,-9.8000002,-10.0,-10.4,42.900002,-12.0,0.0
nan,1733266800.0,83288,0.0,22.0,-10.2,1055.0,74.0,-9.6999998,-10.0,-10.3,43.099998,-11.9,0.0
nan,1733266800.0,83318,0.0,28.0,-10.1,1055.0,73.0,-9.6000004,-10.0,-10.1,43.299999,-11.7,0.0
nan,1733266800.0,83348,0.0,40.0,-10.0,1055.0,74.0,-9.3999996,-10.0,-9.8999996,43.400002,-11.6,0.0
nan,1733266800.0,83378,0.0,51.0,-9.8999996,1055.0,74.0,-9.1999998,-10.0,-9.8000002,43.5,-11.6,0.0
nan,1733266800.0,83408,0.0,51.0,-9.8000002,1055.0,74.0,-9.1999998,-10.0,-9.8000002,43.5,-11.6,0.0
nan,1733266800.0,83438,1.0,16.0,-9.6999998,1055.0,74.0,-9.1999998,-9.4,-9.6999998,43.400002,-11.5,0.0
nan,1733266800.0,83468,0.0,22.0,-9.6999998,1055.0,74.0,-9.1000004,-9.4,-9.6999998,43.400002,-11.4,0.0
nan,1733266800.0,83498,0.0,22.0,-9.6000004,1055.0,74.0,-9.1000004,-9.4,-9.6000004,43.299999,-11.4,0.0
nan,1733266800.0,83528,0.0,28.0,-9.6000004,1055.0,74.0,-9.0,-9.4,-9.5,43.299999,-11.4,0.0
nan,1733266800.0,83558,0.0,28.0,-9.5,1055.0,74.0,-9.0,-9.4,-9.5,43.200001,-11.6,0.0
nan,1733266800.0,83588,0.0,34.0,-9.5,1055.0,75.0,-8.8999996,-9.4,-9.5,43.200001,-11.7,0.0
nan,1733266800.0,83618,0.0,28.0,-9.5,1055.0,74.0,-9.0,-9.4,-9.5,43.099998,-11.9,0.0
nan,1733266800.0,83648,0.0,28.0,-9.5,1055.0,74.0,-9.0,-9.4,-9.5,43.099998,-12.0,0.0
nan,1733266800.0,83678,0.0,22.0,-9.5,1055.0,74.0,-9.1000004,-9.4,-9.6000004,43.099998,-12.2,0.0
nan,1733266800.0,83708,0.0,22.0,-9.6000004,1055.0,74.0,-9.1000004,-9.4,-9.6000004,43.0,-12.3,0.0
nan,1733266800.0,83738,11.0,0.0,-9.6000004,1055.0,74.0,-9.1999998,-8.9,-9.6999998,43.0,-12.5,0.0
nan,1733266800.0,83768,11.0,0.0,-9.6999998,1055.0,75.0,-9.1999998,-8.9,-9.6999998,43.0,-12.5,0.0
nan,1733266800.0,83798,9.0,0.0,-9.6000004,1055.0,75.0,-9.1000004,-8.9,-9.5,43.0,-12.6,0.0
nan,1733266800.0,83828,3.0,10.0,-9.3999996,1055.0,74.0,-8.8000002,-8.9,-9.1000004,43.0,-12.5,0.0
nan,1733266800.0,83858,0.0,28.0,-9.1999998,1055.0,74.0,-8.5,-8.9,-8.6000004,43.0,-12.4,0.0
nan,1733266800.0,83888,0.0,40.0,-8.8999996,1055.0,75.0,-8.3000002,-8.9,-8.3999996,43.0,-12.3,0.0
nan,1733266800.0,83918,0.0,45.0,-8.8000002,1055.0,74.0,-8.1999998,-8.9,-8.3000002,43.0,-12.2,0.0
nan,1733266800.0,83919,0.0,45.0,-8.8000002,1055.0,75.0,-8.1999998,-8.9,-8.3999996,42.900002,-12.2,0.0
nan,1733266800.0,83948,0.0,45.0,-8.8000002,1055.0,75.0,-8.1999998,-8.9,-8.3999996,42.900002,-12.2,0.0
nan,1733266800.0,83949,0.0,45.0,-8.8000002,1055.0,75.0,-8.3000002,-8.9,-8.6000004,42.900002,-12.1,0.0
nan,1733266800.0,83978,0.0,40.0,-8.8000002,1055.0,75.0,-8.3000002,-8.9,-8.6000004,42.900002,-12.1,0.0
nan,1733266800.0,83979,0.0,40.0,-8.8999996,1055.0,74.0,-8.5,-8.9,-8.6999998,42.799999,-12.1,0.0
nan,1733266800.0,84008,0.0,28.0,-8.8999996,1055.0,74.0,-8.5,-8.9,-8.6999998,42.799999,-12.1,0.0
nan,1733266800.0,84009,0.0,28.0,-9.0,1055.0,74.0,-8.6000004,-8.4,-8.8999996,42.799999,-12.0,0.0
nan,1733266800.0,84038,9.0,0.0,-9.0,1055.0,74.0,-8.6000004,-8.4,-8.8999996,42.799999,-12.0,0.0
nan,1733266800.0,84039,9.0,0.0,-9.0,1055.0,74.0,-8.6000004,-8.4,-8.8999996,42.700001,-11.9,0.0
nan,1733266800.0,84068,9.0,0.0,-9.0,1055.0,74.0,-8.6000004,-8.4,-8.8999996,42.700001,-11.9,0.0
nan,1733266800.0,84069,9.0,0.0,-9.0,1055.0,74.0,-8.5,-8.4,-8.8000002,42.700001,-11.9,0.0
nan,1733266800.0,84098,7.0,0.0,-9.0,1055.0,74.0,-8.5,-8.4,-8.8000002,42.700001,-11.9,0.0
nan,1733266800.0,84099,7.0,0.0,-8.8000002,1055.0,75.0,-8.1999998,-8.4,-8.3999996,42.700001,-11.8,0.0
nan,1733266800.0,84128,1.0,16.0,-8.8000002,1055.0,75.0,-8.1999998,-8.4,-8.3999996,42.700001,-11.8,0.0
nan,1733266800.0,84129,1.0,16.0,-8.6000004,1055.0,75.0,-8.0,-8.4,-8.0,42.700001,-11.7,0.0
nan,1733266800.0,84158,0.0,28.0,-8.6000004,1055.0,75.0,-8.0,-8.4,-8.0,42.700001,-11.7,0.0
nan,1733266800.0,84159,0.0,28.0,-8.5,1055.0,74.0,-7.8000002,-8.4,-7.8000002,42.700001,-11.7,0.0
nan,1733266800.0,84188,0.0,40.0,-8.5,1055.0,74.0,-7.8000002,-8.4,-7.8000002,42.700001,-11.7,0.0
nan,1733266800.0,84189,0.0,40.0,-8.3000002,1055.0,75.0,-7.8000002,-8.4,-7.9000001,42.599998,-11.7,0.0
nan,1733266800.0,84218,0.0,40.0,-8.3000002,1055.0,75.0,-7.8000002,-8.4,-7.9000001,42.599998,-11.7,0.0
nan,1733266800.0,84219,0.0,40.0,-8.3000002,1055.0,74.0,-7.8000002,-8.4,-7.9000001,42.599998,-11.7,0.0
nan,1733266800.0,84248,0.0,40.0,-8.3000002,1055.0,74.0,-7.8000002,-8.4,-7.9000001,42.599998,-11.7,0.0
nan,1733266800.0,84249,0.0,40.0,-8.3999996,1055.0,74.0,-7.9000001,-8.4,-8.1000004,42.599998,-11.6,0.0
nan,1733266800.0,84278,0.0,34.0,-8.3999996,1055.0,74.0,-7.9000001,-8.4,-8.1000004,42.599998,-11.6,0.0
nan,1733266800.0,84279,0.0,34.0,-8.5,1055.0,74.0,-8.1000004,-8.4,-8.3000002,42.5,-11.6,0.0
nan,1733266800.0,84308,0.0,22.0,-8.5,1055.0,74.0,-8.1000004,-8.4,-8.3000002,42.5,-11.6,0.0
nan,1733266800.0,84309,0.0,22.0,-8.6000004,1055.0,74.0,-8.1000004,-7.9,-8.5,42.5,-11.7,0.0
nan,1733266800.0,84338,9.0,0.0,-8.6000004,1055.0,74.0,-8.1000004,-7.9,-8.5,42.5,-11.7,0.0
nan,1733266800.0,84339,9.0,0.0,-8.6000004,1055.0,74.0,-8.1999998,-7.9,-8.5,42.5,-11.8,0.0
nan,1733266800.0,84368,11.0,0.0,-8.6000004,1055.0,74.0,-8.1999998,-7.9,-8.5,42.5,-11.8,0.0
nan,1733266800.0,84369,11.0,0.0,-8.6000004,1055.0,74.0,-8.1000004,-7.9,-8.3000002,42.599998,-11.8,0.0
nan,1733266800.0,84398,9.0,0.0,-8.6000004,1055.0,74.0,-8.1000004,-7.9,-8.3000002,42.599998,-11.8,0.0
nan,1733266800.0,84399,9.0,0.0,-8.3999996,1055.0,74.0,-7.8000002,-7.9,-7.9000001,42.700001,-11.8,0.0
nan,1733266800.0,84428,3.0,10.0,-8.3999996,1055.0,74.0,-7.8000002,-7.9,-7.9000001,42.700001,-11.8,0.0
nan,1733266800.0,84429,3.0,10.0,-8.3999996,1055.0,74.0,-7.8000002,-7.9,-7.9000001,42.700001,-11.8,0.0
nan,1733266800.0,84458,0.0,28.0,-8.1999998,1055.0,75.0,-7.5,-7.9,-7.5,42.799999,-11.9,0.0
nan,1733266800.0,84459,0.0,28.0,-8.1999998,1055.0,75.0,-7.5,-7.9,-7.5,42.799999,-11.9,0.0
nan,1733266800.0,84488,0.0,40.0,-8.0,1055.0,74.0,-7.3000002,-7.9,-7.3000002,43.0,-12.1,0.0
nan,1733266800.0,84489,0.0,40.0,-8.0,1055.0,74.0,-7.3000002,-7.9,-7.3000002,43.0,-12.1,0.0
nan,1733266800.0,84518,0.0,40.0,-7.9000001,1055.0,75.0,-7.3000002,-7.9,-7.3000002,43.099998,-12.4,0.0
nan,1733266800.0,84519,0.0,40.0,-7.9000001,1055.0,75.0,-7.3000002,-7.9,-7.3000002,43.099998,-12.4,0.0
nan,1733266800.0,84548,0.0,34.0,-7.9000001,1055.0,75.0,-7.4000001,-7.9,-7.4000001,43.099998,-12.5,0.0
nan,1733266800.0,84549,0.0,34.0,-7.9000001,1055.0,75.0,-7.4000001,-7.9,-7.4000001,43.099998,-12.5,0.0
nan,1733266800.0,84578,0.0,28.0,-8.0,1055.0,74.0,-7.5,-7.9,-7.6999998,43.200001,-12.3,0.0
nan,1733266800.0,84579,0.0,28.0,-8.0,1055.0,74.0,-7.5,-7.9,-7.6999998,43.200001,-12.3,0.0
nan,1733266800.0,84608,1.0,16.0,-8.1000004,1055.0,74.0,-7.6999998,-7.9,-7.9000001,43.299999,-12.0,0.0
nan,1733266800.0,84609,1.0,16.0,-8.1000004,1055.0,74.0,-7.6999998,-7.9,-7.9000001,43.299999,-12.0,0.0
nan,1733266800.0,84638,17.0,0.0,-8.3000002,1055.0,74.0,-7.9000001,-7.3,-8.0,43.400002,-11.8,0.0
nan,1733266800.0,84639,17.0,0.0,-8.3000002,1055.0,74.0,-7.9000001,-7.3,-8.0,43.400002,-11.8,0.0
nan,1733266800.0,84668,17.0,0.0,-8.3000002,1055.0,73.0,-7.9000001,-7.3,-8.0,43.5,-11.7,0.0
nan,1733266800.0,84669,17.0,0.0,-8.3000002,1055.0,73.0,-7.9000001,-7.3,-8.0,43.5,-11.7,0.0
nan,1733266800.0,84698,13.0,0.0,-8.1999998,1055.0,73.0,-7.6999998,-7.3,-7.6999998,43.400002,-11.5,0.0
nan,1733266800.0,84699,13.0,0.0,-8.1999998,1055.0,73.0,-7.6999998,-7.3,-7.6999998,43.400002,-11.5,0.0
nan,1733266800.0,84728,7.0,0.0,-8.0,1055.0,74.0,-7.4000001,-7.3,-7.1999998,43.400002,-11.4,0.0
nan,1733266800.0,84729,7.0,0.0,-8.0,1055.0,74.0,-7.4000001,-7.3,-7.1999998,43.400002,-11.4,0.0
nan,1733266800.0,84758,1.0,16.0,-7.6999998,1055.0,74.0,-7.0999999,-7.3,-6.9000001,43.299999,-11.3,0.0
nan,1733266800.0,84759,1.0,16.0,-7.6999998,1055.0,74.0,-7.0999999,-7.3,-6.9000001,43.299999,-11.3,0.0
nan,1733266800.0,84788,0.0,34.0,-7.5,1055.0,74.0,-6.8000002,-7.3,-6.5999999,43.299999,-11.4,0.0
nan,1733266800.0,84789,0.0,34.0,-7.5,1055.0,74.0,-6.8000002,-7.3,-6.5999999,43.299999,-11.4,0.0
nan,1733266800.0,84818,0.0,40.0,-7.3000002,1055.0,74.0,-6.6999998,-7.3,-6.5,43.299999,-11.6,0.0
nan,1733266800.0,84819,0.0,40.0,-7.3000002,1055.0,74.0,-6.6999998,-7.3,-6.5,43.299999,-11.6,0.0
nan,1733266800.0,84848,0.0,34.0,-7.3000002,1055.0,73.0,-6.8000002,-7.3,-6.6999998,43.200001,-11.9,0.0
nan,1733266800.0,84849,0.0,34.0,-7.3000002,1055.0,73.0,-6.8000002,-7.3,-6.6999998,43.200001,-11.9,0.0
nan,1733266800.0,84878,0.0,28.0,-7.3000002,1055.0,74.0,-6.9000001,-7.3,-6.9000001,43.099998,-12.1,0.0
nan,1733266800.0,84879,0.0,28.0,-7.3000002,1055.0,74.0,-6.9000001,-7.3,-6.9000001,43.099998,-12.1,0.0
nan,1733266800.0,84908,1.0,16.0,-7.5,1055.0,73.0,-7.0999999,-7.3,-7.0999999,43.099998,-12.3,0.0
nan,1733266800.0,84909,1.0,16.0,-7.5,1055.0,73.0,-7.0999999,-7.3,-7.0999999,43.099998,-12.3,0.0
nan,1733266800.0,84938,15.0,0.0,-7.5999999,1055.0,74.0,-7.3000002,-6.8,-7.3000002,43.0,-12.4,0.0
nan,1733266800.0,84939,15.0,0.0,-7.5999999,1055.0,74.0,-7.3000002,-6.8,-7.3000002,43.0,-12.4,0.0
nan,1733266800.0,84968,15.0,0.0,-7.6999998,1055.0,73.0,-7.3000002,-6.8,-7.4000001,42.900002,-12.4,0.0
nan,1733266800.0,84969,15.0,0.0,-7.6999998,1055.0,73.0,-7.3000002,-6.8,-7.4000001,42.900002,-12.4,0.0
nan,1733266800.0,84998,13.0,0.0,-7.6999998,1055.0,73.0,-7.1999998,-6.8,-7.0999999,42.900002,-12.5,0.0
nan,1733266800.0,84999,13.0,0.0,-7.6999998,1055.0,73.0,-7.1999998,-6.8,-7.0999999,42.900002,-12.5,0.0
nan,1733266800.0,85028,7.0,0.0,-7.5,1055.0,73.0,-6.9000001,-6.8,-6.6999998,42.900002,-12.5,0.0
nan,1733266800.0,85029,7.0,0.0,-7.5,1055.0,73.0,-6.9000001,-6.8,-6.6999998,42.900002,-12.5,0.0
nan,1733266800.0,85058,1.0,16.0,-7.1999998,1055.0,73.0,-6.5999999,-6.8,-6.3000002,42.900002,-12.4,0.0
nan,1733266800.0,85059,1.0,16.0,-7.1999998,1055.0,73.0,-6.5999999,-6.8,-6.3000002,42.900002,-12.4,0.0
nan,1733266800.0,85088,0.0,34.0,-7.0,1055.0,74.0,-6.3000002,-6.8,-6.0,42.799999,-12.3,0.0
nan,1733266800.0,85089,0.0,34.0,-7.0,1055.0,74.0,-6.3000002,-6.8,-6.0,42.799999,-12.3,0.0
nan,1733266800.0,85118,0.0,34.0,-6.8000002,1055.0,73.0,-6.3000002,-6.8,-6.0,42.799999,-12.2,0.0
nan,1733266800.0,85119,0.0,34.0,-6.8000002,1055.0,73.0,-6.3000002,-6.8,-6.0,42.799999,-12.2,0.0
nan,1733266800.0,85148,0.0,28.0,-6.9000001,1055.0,73.0,-6.4000001,-6.8,-6.1999998,42.799999,-12.1,0.0
nan,1733266800.0,85149,0.0,28.0,-6.9000001,1055.0,73.0,-6.4000001,-6.8,-6.1999998,42.799999,-12.1,0.0
nan,1733266800.0,85178,1.0,16.0,-7.0,1055.0,73.0,-6.5999999,-6.8,-6.5,42.799999,-12.0,0.0
nan,1733266800.0,85179,1.0,16.0,-7.0,1055.0,73.0,-6.5999999,-6.8,-6.5,42.799999,-12.0,0.0
nan,1733266800.0,85208,5.0,5.0,-7.1999998,1055.0,73.0,-6.8000002,-6.8,-6.8000002,42.700001,-11.9,0.0
nan,1733266800.0,85209,5.0,5.0,-7.1999998,1055.0,73.0,-6.8000002,-6.8,-6.8000002,42.700001,-11.9,0.0
nan,1733266800.0,85238,17.0,0.0,-7.3000002,1055.0,73.0,-6.9000001,-6.3,-6.9000001,42.700001,-11.8,0.0
nan,1733266800.0,85239,17.0,0.0,-7.3000002,1055.0,73.0,-6.9000001,-6.3,-6.9000001,42.700001,-11.8,0.0
nan,1733266800.0,85268,15.0,0.0,-7.3000002,1055.0,72.0,-6.8000002,-6.3,-6.6999998,42.599998,-11.7,0.0
nan,1733266800.0,85269,15.0,0.0,-7.3000002,1055.0,72.0,-6.8000002,-6.3,-6.6999998,42.599998,-11.7,0.0
nan,1733266800.0,85298,11.0,0.0,-7.0999999,1055.0,72.0,-6.5999999,-6.3,-6.3000002,42.599998,-11.6,0.0
nan,1733266800.0,85299,11.0,0.0,-7.0999999,1055.0,72.0,-6.5999999,-6.3,-6.3000002,42.599998,-11.6,0.0
nan,1733266800.0,85328,5.0,5.0,-6.9000001,1055.0,72.0,-6.3000002,-6.3,-5.9000001,42.599998,-11.6,0.0
nan,1733266800.0,85329,5.0,5.0,-6.9000001,1055.0,72.0,-6.3000002,-6.3,-5.9000001,42.599998,-11.6,0.0
nan,1733266800.0,85358,0.0,22.0,-6.5999999,1055.0,72.0,-6.0,-6.3,-5.5999999,42.700001,-11.7,0.0
nan,1733266800.0,85359,0.0,22.0,-6.5999999,1055.0,72.0,-6.0,-6.3,-5.5999999,42.700001,-11.7,0.0
nan,1733266800.0,85388,0.0,28.0,-6.4000001,1055.0,72.0,-5.9000001,-6.3,-5.4000001,42.799999,-11.9,0.0
nan,1733266800.0,85389,0.0,28.0,-6.4000001,1055.0,72.0,-5.9000001,-6.3,-5.4000001,42.799999,-11.9,0.0
nan,1733266800.0,85418,0.0,28.0,-6.4000001,1055.0,72.0,-5.9000001,-6.3,-5.5,42.900002,-12.2,0.0
nan,1733266800.0,85419,0.0,28.0,-6.4000001,1055.0,72.0,-5.9000001,-6.3,-5.5,42.900002,-12.2,0.0
nan,1733266800.0,85449,0.0,22.0,-6.4000001,1055.0,72.0,-6.0,-6.3,-5.8000002,42.900002,-12.5,0.0
nan,1733266800.0,85479,5.0,5.0,-6.5999999,1055.0,72.0,-6.3000002,-6.3,-6.0999999,43.0,-12.5,0.0
nan,1733266800.0,85509,7.0,0.0,-6.6999998,1055.0,71.0,-6.4000001,-6.3,-6.3000002,43.0,-12.5,0.0
nan,1733266800.0,85539,19.0,0.0,-6.9000001,1055.0,71.0,-6.5,-5.8,-6.3000002,43.200001,-12.3,0.0
nan,1733266800.0,85569,15.0,0.0,-6.8000002,1055.0,71.0,-6.3000002,-5.8,-6.0,43.299999,-12.1,0.0
nan,1733266800.0,85599,11.0,0.0,-6.5999999,1055.0,71.0,-6.0999999,-5.8,-5.5999999,43.5,-11.9,0.0
nan,1733266800.0,85629,5.0,5.0,-6.4000001,1055.0,72.0,-5.8000002,-5.8,-5.3000002,43.5,-11.6,0.0
nan,1733266800.0,85659,0.0,22.0,-6.0999999,1055.0,71.0,-5.5,-5.8,-5.0,43.400002,-11.5,0.0
nan,1733266800.0,85689,0.0,28.0,-6.0,1055.0,72.0,-5.4000001,-5.8,-4.9000001,43.400002,-11.4,0.0
nan,1733266800.0,85719,0.0,28.0,-5.9000001,1055.0,72.0,-5.4000001,-5.8,-5.0,43.299999,-11.5,0.0
nan,1733266800.0,85749,1.0,16.0,-6.0,1055.0,71.0,-5.5999999,-5.8,-5.3000002,43.200001,-11.7,0.0
nan,1733266800.0,85779,5.0,5.0,-6.1999998,1055.0,71.0,-5.8000002,-5.8,-5.5999999,43.200001,-11.9,0.0
nan,1733266800.0,85809,7.0,0.0,-6.3000002,1055.0,70.0,-5.9000001,-5.8,-5.6999998,43.099998,-11.9,0.0
nan,1733266800.0,85839,17.0,0.0,-6.3000002,1055.0,70.0,-5.9000001,-5.3,-5.5999999,43.0,-12.0,0.0
nan,1733266800.0,85869,13.0,0.0,-6.1999998,1055.0,71.0,-5.6999998,-5.3,-5.3000002,43.0,-12.0,0.0
nan,1733266800.0,85899,7.0,0.0,-6.0,1055.0,71.0,-5.4000001,-5.3,-4.9000001,42.900002,-12.1,0.0
nan,1733266800.0,85929,1.0,16.0,-5.6999998,1055.0,71.0,-5.0999999,-5.3,-4.5999999,42.900002,-12.1,0.0
nan,1733266800.0,85959,0.0,22.0,-5.5,1055.0,71.0,-5.0,-5.3,-4.4000001,42.900002,-12.3,0.0
nan,1733266800.0,85989,0.0,22.0,-5.5,1055.0,71.0,-5.0,-5.3,-4.5,42.900002,-12.4,0.0
nan,1733266800.0,86019,1.0,16.0,-5.5,1055.0,71.0,-5.0999999,-5.3,-4.8000002,42.900002,-12.4,0.0
nan,1733266800.0,86049,7.0,0.0,-5.6999998,1055.0,70.0,-5.4000001,-5.3,-5.0999999,42.799999,-12.3,0.0
nan,1733266800.0,86079,9.0,0.0,-5.9000001,1055.0,70.0,-5.5,-5.3,-5.1999998,42.799999,-12.2,0.0
nan,1733266800.0,86109,9.0,0.0,-5.9000001,1055.0,70.0,-5.5,-5.3,-5.0,42.700001,-12.1,0.0
nan,1733266800.0,86139,17.0,0.0,-5.8000002,1055.0,70.0,-5.3000002,-4.7,-4.6999998,42.700001,-12.0,0.0
nan,1733266800.0,86169,11.0,0.0,-5.5999999,1055.0,70.0,-5.0,-4.7,-4.5,42.599998,-11.9,0.0
nan,1733266800.0,86199,7.0,0.0,-5.3000002,1055.0,70.0,-4.8000002,-4.7,-4.1999998,42.599998,-11.7,0.0
nan,1733266800.0,86229,1.0,16.0,-5.0999999,1055.0,70.0,-4.5,-4.7,-3.9000001,42.599998,-11.6,0.0
nan,1733266800.0,86259,0.0,28.0,-4.9000001,1055.0,71.0,-4.3000002,-4.7,-3.7,42.700001,-11.5,0.0
nan,1733266800.0,86289,0.0,22.0,-4.8000002,1055.0,70.0,-4.4000001,-4.7,-3.8,42.799999,-11.7,0.0
nan,1733266800.0,86319,3.0,10.0,-4.9000001,1055.0,70.0,-4.5999999,-4.7,-4.0999999,42.900002,-12.0,0.0
nan,1733266800.0,86349,7.0,0.0,-5.0999999,1055.0,69.0,-4.8000002,-4.7,-4.5,43.0,-12.1,0.0
nan,1733266800.0,86379,11.0,0.0,-5.3000002,1055.0,69.0,-5.0,-4.7,-4.5999999,43.0,-12.2,0.0
nan,1733353200.0,9,9.0,0.0,-5.3000002,1055.0,69.0,-4.9000001,-4.7,-4.4000001,43.099998,-12.2,0.0
nan,1733353200.0,39,17.0,0.0,-5.1999998,1055.0,69.0,-4.8000002,-4.2,-4.1999998,43.200001,-12.2,0.0
nan,1733353200.0,69,11.0,0.0,-5.0999999,1055.0,70.0,-4.5,-4.2,-3.9000001,43.299999,-12.3,0.0
nan,1733353200.0,99,5.0,5.0,-4.8000002,1055.0,69.0,-4.1999998,-4.2,-3.5999999,43.400002,-12.3,0.0
nan,1733353200.0,129,1.0,16.0,-4.5999999,1055.0,69.0,-4.0,-4.2,-3.4000001,43.400002,-12.3,0.0
nan,1733353200.0,159,0.0,22.0,-4.5,1055.0,69.0,-3.9000001,-4.2,-3.2,43.299999,-12.2,0.0
nan,1733353200.0,189,1.0,16.0,-4.4000001,1055.0,70.0,-4.0,-4.2,-3.3,43.200001,-12.1,0.0
nan,1733353200.0,219,5.0,5.0,-4.5999999,1055.0,69.0,-4.1999998,-4.2,-3.5999999,43.200001,-12.0,0.0
nan,1733353200.0,249,9.0,0.0,-4.6999998,1055.0,69.0,-4.4000001,-4.2,-3.8,43.200001,-12.0,0.0
nan,1733353200.0,279,11.0,0.0,-4.8000002,1055.0,68.0,-4.5,-4.2,-3.8,43.099998,-11.9,0.0
nan,1733353200.0,309,7.0,0.0,-4.6999998,1055.0,69.0,-4.3000002,-4.2,-3.5999999,43.0,-11.8,0.0
nan,1733353200.0,339,13.0,0.0,-4.5999999,1055.0,68.0,-4.0999999,-3.7,-3.4000001,43.0,-11.8,0.0
nan,1733353200.0,369,9.0,0.0,-4.4000001,1055.0,69.0,-3.9000001,-3.7,-3.2,42.900002,-11.7,0.0
nan,1733353200.0,399,3.0,10.0,-4.0999999,1055.0,68.0,-3.5999999,-3.7,-2.9000001,42.900002,-11.6,0.0
nan,1733353200.0,429,0.0,22.0,-3.9000001,1055.0,69.0,-3.4000001,-3.7,-2.7,42.799999,-11.6,0.0
nan,1733353200.0,459,0.0,22.0,-3.9000001,1055.0,68.0,-3.4000001,-3.7,-2.5999999,42.799999,-11.7,0.0
nan,1733353200.0,489,3.0,10.0,-3.9000001,1055.0,69.0,-3.5999999,-3.7,-2.9000001,42.700001,-12.0,0.0
nan,1733353200.0,519,7.0,0.0,-4.0999999,1055.0,68.0,-3.8,-3.7,-3.3,42.700001,-12.2,0.0
nan,1733353200.0,549,11.0,0.0,-4.3000002,1055.0,68.0,-4.0,-3.7,-3.4000001,42.599998,-12.3,0.0
nan,1733353200.0,579,11.0,0.0,-4.4000001,1055.0,68.0,-4.0,-3.7,-3.4000001,42.700001,-12.4,0.0
nan,1733353200.0,609,9.0,0.0,-4.3000002,1055.0,68.0,-3.9000001,-3.7,-3.0999999,42.799999,-12.4,0.0
nan,1733353200.0,639,15.0,0.0,-4.1999998,1055.0,68.0,-3.7,-3.2,-2.9000001,42.799999,-12.4,0.0
nan,1733353200.0,669,9.0,0.0,-3.9000001,1055.0,68.0,-3.4000001,-3.2,-2.7,43.0,-12.2,0.0
nan,1733353200.0,699,5.0,5.0,-3.7,1055.0,68.0,-3.2,-3.2,-2.5,43.099998,-12.0,0.0
nan,1733353200.0,729,1.0,16.0,-3.5,1055.0,68.0,-3.0,-3.2,-2.2,43.200001,-11.7,0.0
nan,1733353200.0,759,0.0,22.0,-3.3,1055.0,68.0,-2.9000001,-3.2,-2.0999999,43.299999,-11.6,0.0
nan,1733353200.0,789,1.0,16.0,-3.3,1055.0,68.0,-3.0,-3.2,-2.3,43.400002,-11.8,0.0
nan,1733353200.0,819,7.0,0.0,-3.5999999,1055.0,69.0,-3.3,-3.2,-2.5999999,43.200001,-12.0,0.0
nan,1733353200.0,849,11.0,0.0,-3.8,1055.0,68.0,-3.5,-3.2,-2.8,43.200001,-12.1,0.0
nan,1733353200.0,879,13.0,0.0,-3.8,1055.0,68.0,-3.5999999,-3.2,-2.8,43.200001,-12.1,0.0
nan,1733353200.0,909,9.0,0.0,-3.8,1055.0,67.0,-3.4000001,-3.2,-2.5999999,43.200001,-12.1,0.0
