Date,Time,VANNE_UTA_CHAUD [I],VANNE_UTA_FROID [I],PRESSION_EXTERIEUR [R],TEMPERATURE_CONSIGNE [R],TEMPERATURE_ALLER_FROID [R],TEMPERATURE_REPRISE [R]
04-12-2024,23:00:08,0.0,40.0,1055.0,-10.0,-12.0,-1096.0001
04-12-2024,23:00:38,0.0,40.0,1055.0,-10.0,-11.9,-1100.0001
04-12-2024,23:01:08,0.0,34.0,1055.0,-10.0,-11.9,-1104.0001
04-12-2024,23:01:38,0.0,34.0,1055.0,-10.0,-11.8,-1104.0001
04-12-2024,23:02:08,0.0,34.0,1055.0,-10.0,-11.8,-1096.0001
04-12-2024,23:02:38,0.0,34.0,1055.0,-10.0,-11.8,-1096.0001
04-12-2024,23:03:08,0.0,28.0,1055.0,-10.0,-11.7,-1096.0001
04-12-2024,23:03:38,0.0,34.0,1055.0,-10.0,-11.9,-1096.0001
04-12-2024,23:04:08,0.0,28.0,1055.0,-10.0,-12.0,-1096.0001
04-12-2024,23:04:38,0.0,34.0,1055.0,-10.0,-12.2,-1096.0001
04-12-2024,23:05:08,0.0,28.0,1055.0,-10.0,-12.4,-1100.0001
04-12-2024,23:05:38,0.0,28.0,1055.0,-10.0,-12.5,-1100.0001
04-12-2024,23:06:08,0.0,22.0,1055.0,-10.0,-12.6,-1096.0001
04-12-2024,23:06:38,0.0,22.0,1055.0,-10.0,-12.5,-1100.0001
04-12-2024,23:07:08,1.0,16.0,1055.0,-10.0,-12.3,-1104.0001
04-12-2024,23:07:38,1.0,16.0,1055.0,-10.0,-12.0,-1108.0001
04-12-2024,23:08:08,0.0,22.0,1055.0,-10.0,-11.9,-1104.0001
04-12-2024,23:08:38,0.0,28.0,1055.0,-10.0,-11.7,-1108.0001
04-12-2024,23:09:08,0.0,40.0,1055.0,-10.0,-11.6,-1104.0001
04-12-2024,23:09:38,0.0,51.0,1055.0,-10.0,-11.6,-1108.0001
04-12-2024,23:10:08,0.0,51.0,1055.0,-10.0,-11.6,-1108.0001
04-12-2024,23:10:38,1.0,16.0,1055.0,-9.4,-11.5,-1104.0001
04-12-2024,23:11:08,0.0,22.0,1055.0,-9.4,-11.4,-1108.0001
04-12-2024,23:11:38,0.0,22.0,1055.0,-9.4,-11.4,-1116.0001
04-12-2024,23:12:08,0.0,28.0,1055.0,-9.4,-11.4,-1120.0001
04-12-2024,23:12:38,0.0,28.0,1055.0,-9.4,-11.6,-1120.0001
04-12-2024,23:13:08,0.0,34.0,1055.0,-9.4,-11.7,-1128.0001
04-12-2024,23:13:38,0.0,28.0,1055.0,-9.4,-11.9,-1124.0001
04-12-2024,23:14:08,0.0,28.0,1055.0,-9.4,-12.0,-1124.0001
04-12-2024,23:14:38,0.0,22.0,1055.0,-9.4,-12.2,-1124.0001
04-12-2024,23:15:08,0.0,22.0,1055.0,-9.4,-12.3,-1132.0001
04-12-2024,23:15:38,11.0,0.0,1055.0,-8.9,-12.5,-1132.0001
04-12-2024,23:16:08,11.0,0.0,1055.0,-8.9,-12.5,-1128.0001
04-12-2024,23:16:38,9.0,0.0,1055.0,-8.9,-12.6,-1128.0001
04-12-2024,23:17:08,3.0,10.0,1055.0,-8.9,-12.5,-1128.0001
04-12-2024,23:17:38,0.0,28.0,1055.0,-8.9,-12.4,-1140.0001
04-12-2024,23:18:08,0.0,40.0,1055.0,-8.9,-12.3,-1136.0001
04-12-2024,23:18:38,0.0,45.0,1055.0,-8.9,-12.2,-1128.0001
04-12-2024,23:18:39,0.0,45.0,1055.0,-8.9,-12.2,-1132.0001
04-12-2024,23:19:08,0.0,45.0,1055.0,-8.9,-12.2,-1136.0001
04-12-2024,23:19:09,0.0,45.0,1055.0,-8.9,-12.1,-1136.0001
04-12-2024,23:19:38,0.0,40.0,1055.0,-8.9,-12.1,-1132.0001
04-12-2024,23:19:39,0.0,40.0,1055.0,-8.9,-12.1,-1132.0001
04-12-2024,23:20:08,0.0,28.0,1055.0,-8.9,-12.1,-1132.0001
04-12-2024,23:20:09,0.0,28.0,1055.0,-8.4,-12.0,-1132.0001
04-12-2024,23:20:38,9.0,0.0,1055.0,-8.4,-12.0,-1124.0001
04-12-2024,23:20:39,9.0,0.0,1055.0,-8.4,-11.9,-1124.0001
04-12-2024,23:21:08,9.0,0.0,1055.0,-8.4,-11.9,-1136.0001
04-12-2024,23:21:09,9.0,0.0,1055.0,-8.4,-11.9,-1136.0001
04-12-2024,23:21:38,7.0,0.0,1055.0,-8.4,-11.9,-1140.0001
04-12-2024,23:21:39,7.0,0.0,1055.0,-8.4,-11.8,-1140.0001
04-12-2024,23:22:08,1.0,16.0,1055.0,-8.4,-11.8,-1136.0001
04-12-2024,23:22:09,1.0,16.0,1055.0,-8.4,-11.7,-1136.0001
04-12-2024,23:22:38,0.0,28.0,1055.0,-8.4,-11.7,-1140.0001
04-12-2024,23:22:39,0.0,28.0,1055.0,-8.4,-11.7,-1140.0001
04-12-2024,23:23:08,0.0,40.0,1055.0,-8.4,-11.7,-1148.0001
04-12-2024,23:23:09,0.0,40.0,1055.0,-8.4,-11.7,-1148.0001
04-12-2024,23:23:38,0.0,40.0,1055.0,-8.4,-11.7,-1140.0001
04-12-2024,23:23:39,0.0,40.0,1055.0,-8.4,-11.7,-1140.0001
04-12-2024,23:24:08,0.0,40.0,1055.0,-8.4,-11.7,-1140.0001
04-12-2024,23:24:09,0.0,40.0,1055.0,-8.4,-11.6,-1140.0001
04-12-2024,23:24:38,0.0,34.0,1055.0,-8.4,-11.6,-1144.0001
04-12-2024,23:24:39,0.0,34.0,1055.0,-8.4,-11.6,-1144.0001
04-12-2024,23:25:08,0.0,22.0,1055.0,-8.4,-11.6,-1144.0001
04-12-2024,23:25:09,0.0,22.0,1055.0,-7.9,-11.7,-1148.0001
04-12-2024,23:25:38,9.0,0.0,1055.0,-7.9,-11.7,-1136.0001
04-12-2024,23:25:39,9.0,0.0,1055.0,-7.9,-11.8,-1136.0001
04-12-2024,23:26:08,11.0,0.0,1055.0,-7.9,-11.8,-1136.0001
04-12-2024,23:26:09,11.0,0.0,1055.0,-7.9,-11.8,-1136.0001
04-12-2024,23:26:38,9.0,0.0,1055.0,-7.9,-11.8,-1136.0001
04-12-2024,23:26:39,9.0,0.0,1055.0,-7.9,-11.8,-1140.0001
04-12-2024,23:27:08,3.0,10.0,1055.0,-7.9,-11.8,-1140.0001
04-12-2024,23:27:09,3.0,10.0,1055.0,-7.9,-11.8,-1140.0001
04-12-2024,23:27:38,0.0,28.0,1055.0,-7.9,-11.9,-1136.0001
04-12-2024,23:27:39,0.0,28.0,1055.0,-7.9,-11.9,-1136.0001
04-12-2024,23:28:08,0.0,40.0,1055.0,-7.9,-12.1,-1148.0001
04-12-2024,23:28:09,0.0,40.0,1055.0,-7.9,-12.1,-1144.0001
04-12-2024,23:28:38,0.0,40.0,1055.0,-7.9,-12.4,-1140.0001
04-12-2024,23:28:39,0.0,40.0,1055.0,-7.9,-12.4,-1140.0001
04-12-2024,23:29:08,0.0,34.0,1055.0,-7.9,-12.5,-1144.0001
04-12-2024,23:29:09,0.0,34.0,1055.0,-7.9,-12.5,-1144.0001
04-12-2024,23:29:38,0.0,28.0,1055.0,-7.9,-12.3,-1144.0001
04-12-2024,23:29:39,0.0,28.0,1055.0,-7.9,-12.3,-1144.0001
04-12-2024,23:30:08,1.0,16.0,1055.0,-7.9,-12.0,-1152.0001
04-12-2024,23:30:09,1.0,16.0,1055.0,-7.9,-12.0,-1152.0001
04-12-2024,23:30:38,17.0,0.0,1055.0,-7.3,-11.8,-1156.0001
04-12-2024,23:30:39,17.0,0.0,1055.0,-7.3,-11.8,-1152.0001
04-12-2024,23:31:08,17.0,0.0,1055.0,-7.3,-11.7,-1160.0001
04-12-2024,23:31:09,17.0,0.0,1055.0,-7.3,-11.7,-1160.0001
04-12-2024,23:31:38,13.0,0.0,1055.0,-7.3,-11.5,-1160.0001
04-12-2024,23:31:39,13.0,0.0,1055.0,-7.3,-11.5,-1160.0001
04-12-2024,23:32:08,7.0,0.0,1055.0,-7.3,-11.4,-1160.0001
04-12-2024,23:32:09,7.0,0.0,1055.0,-7.3,-11.4,-1164.0001
04-12-2024,23:32:38,1.0,16.0,1055.0,-7.3,-11.3,-1168.0001
04-12-2024,23:32:39,1.0,16.0,1055.0,-7.3,-11.3,-1160.0001
04-12-2024,23:33:08,0.0,34.0,1055.0,-7.3,-11.4,-1164.0001
04-12-2024,23:33:09,0.0,34.0,1055.0,-7.3,-11.4,-1164.0001
04-12-2024,23:33:38,0.0,40.0,1055.0,-7.3,-11.6,-1164.0001
04-12-2024,23:33:39,0.0,40.0,1055.0,-7.3,-11.6,-1164.0001
04-12-2024,23:34:08,0.0,34.0,1055.0,-7.3,-11.9,-1160.0001
04-12-2024,23:34:09,0.0,34.0,1055.0,-7.3,-11.9,-1160.0001
04-12-2024,23:34:38,0.0,28.0,1055.0,-7.3,-12.1,-1156.0001
04-12-2024,23:34:39,0.0,28.0,1055.0,-7.3,-12.1,-1160.0001
04-12-2024,23:35:08,1.0,16.0,1055.0,-7.3,-12.3,-1160.0001
04-12-2024,23:35:09,1.0,16.0,1055.0,-7.3,-12.3,-1160.0001
04-12-2024,23:35:38,15.0,0.0,1055.0,-6.8,-12.4,-1160.0001
04-12-2024,23:35:39,15.0,0.0,1055.0,-6.8,-12.4,-1160.0001
04-12-2024,23:36:08,15.0,0.0,1055.0,-6.8,-12.4,-1160.0001
04-12-2024,23:36:09,15.0,0.0,1055.0,-6.8,-12.4,-1160.0001
04-12-2024,23:36:38,13.0,0.0,1055.0,-6.8,-12.5,-1156.0001
04-12-2024,23:36:39,13.0,0.0,1055.0,-6.8,-12.5,-1160.0001
04-12-2024,23:37:08,7.0,0.0,1055.0,-6.8,-12.5,-1160.0001
04-12-2024,23:37:09,7.0,0.0,1055.0,-6.8,-12.5,-1160.0001
04-12-2024,23:37:38,1.0,16.0,1055.0,-6.8,-12.4,-1164.0001
04-12-2024,23:37:39,1.0,16.0,1055.0,-6.8,-12.4,-1160.0001
04-12-2024,23:38:08,0.0,34.0,1055.0,-6.8,-12.3,-1160.0001
04-12-2024,23:38:09,0.0,34.0,1055.0,-6.8,-12.3,-1160.0001
04-12-2024,23:38:38,0.0,34.0,1055.0,-6.8,-12.2,-1160.0001
04-12-2024,23:38:39,0.0,34.0,1055.0,-6.8,-12.2,-1160.0001
04-12-2024,23:39:08,0.0,28.0,1055.0,-6.8,-12.1,-1172.0001
04-12-2024,23:39:09,0.0,28.0,1055.0,-6.8,-12.1,-1172.0001
04-12-2024,23:39:38,1.0,16.0,1055.0,-6.8,-12.0,-1176.0001
04-12-2024,23:39:39,1.0,16.0,1055.0,-6.8,-12.0,-1176.0001
04-12-2024,23:40:08,5.0,5.0,1055.0,-6.8,-11.9,-1176.0001
04-12-2024,23:40:09,5.0,5.0,1055.0,-6.8,-11.9,-1176.0001
04-12-2024,23:40:38,17.0,0.0,1055.0,-6.3,-11.8,-1172.0001
04-12-2024,23:40:39,17.0,0.0,1055.0,-6.3,-11.8,-1184.0001
04-12-2024,23:41:08,15.0,0.0,1055.0,-6.3,-11.7,-1184.0001
04-12-2024,23:41:09,15.0,0.0,1055.0,-6.3,-11.7,-1180.0001
04-12-2024,23:41:38,11.0,0.0,1055.0,-6.3,-11.6,-1176.0001
04-12-2024,23:41:39,11.0,0.0,1055.0,-6.3,-11.6,-1176.0001
04-12-2024,23:42:08,5.0,5.0,1055.0,-6.3,-11.6,-1176.0001
04-12-2024,23:42:09,5.0,5.0,1055.0,-6.3,-11.6,-1176.0001
04-12-2024,23:42:38,0.0,22.0,1055.0,-6.3,-11.7,-1176.0001
04-12-2024,23:42:39,0.0,22.0,1055.0,-6.3,-11.7,-1176.0001
04-12-2024,23:43:08,0.0,28.0,1055.0,-6.3,-11.9,-1176.0001
04-12-2024,23:43:09,0.0,28.0,1055.0,-6.3,-11.9,-1176.0001
04-12-2024,23:43:38,0.0,28.0,1055.0,-6.3,-12.2,-1172.0001
04-12-2024,23:43:39,0.0,28.0,1055.0,-6.3,-12.2,-1176.0001
04-12-2024,23:44:09,0.0,22.0,1055.0,-6.3,-12.5,-1176.0001
04-12-2024,23:44:39,5.0,5.0,1055.0,-6.3,-12.5,-1180.0001
04-12-2024,23:45:09,7.0,0.0,1055.0,-6.3,-12.5,-1176.0001
04-12-2024,23:45:39,19.0,0.0,1055.0,-5.8,-12.3,-1184.0001
04-12-2024,23:46:09,15.0,0.0,1055.0,-5.8,-12.1,-1176.0001
04-12-2024,23:46:39,11.0,0.0,1055.0,-5.8,-11.9,-1184.0001
04-12-2024,23:47:09,5.0,5.0,1055.0,-5.8,-11.6,-1184.0001
04-12-2024,23:47:39,0.0,22.0,1055.0,-5.8,-11.5,-1180.0001
04-12-2024,23:48:09,0.0,28.0,1055.0,-5.8,-11.4,-1180.0001
04-12-2024,23:48:39,0.0,28.0,1055.0,-5.8,-11.5,-1180.0001
04-12-2024,23:49:09,1.0,16.0,1055.0,-5.8,-11.7,-1188.0001
04-12-2024,23:49:39,5.0,5.0,1055.0,-5.8,-11.9,-1192.0001
04-12-2024,23:50:09,7.0,0.0,1055.0,-5.8,-11.9,-1184.0001
04-12-2024,23:50:39,17.0,0.0,1055.0,-5.3,-12.0,-1188.0001
04-12-2024,23:51:09,13.0,0.0,1055.0,-5.3,-12.0,-1180.0001
04-12-2024,23:51:39,7.0,0.0,1055.0,-5.3,-12.1,-1188.0001
04-12-2024,23:52:09,1.0,16.0,1055.0,-5.3,-12.1,-1188.0001
04-12-2024,23:52:39,0.0,22.0,1055.0,-5.3,-12.3,-1184.0001
04-12-2024,23:53:09,0.0,22.0,1055.0,-5.3,-12.4,-1188.0001
04-12-2024,23:53:39,1.0,16.0,1055.0,-5.3,-12.4,-1196.0001
04-12-2024,23:54:09,7.0,0.0,1055.0,-5.3,-12.3,-1204.0001
04-12-2024,23:54:39,9.0,0.0,1055.0,-5.3,-12.2,-1196.0001
04-12-2024,23:55:09,9.0,0.0,1055.0,-5.3,-12.1,-1196.0001
04-12-2024,23:55:39,17.0,0.0,1055.0,-4.7,-12.0,-1192.0001
04-12-2024,23:56:09,11.0,0.0,1055.0,-4.7,-11.9,-1196.0001
04-12-2024,23:56:39,7.0,0.0,1055.0,-4.7,-11.7,-1196.0001
04-12-2024,23:57:09,1.0,16.0,1055.0,-4.7,-11.6,-1200.0001
04-12-2024,23:57:39,0.0,28.0,1055.0,-4.7,-11.5,-1204.0001
04-12-2024,23:58:09,0.0,22.0,1055.0,-4.7,-11.7,-1204.0001
04-12-2024,23:58:39,3.0,10.0,1055.0,-4.7,-12.0,-1204.0001
04-12-2024,23:59:09,7.0,0.0,1055.0,-4.7,-12.1,-1200.0001
04-12-2024,23:59:39,11.0,0.0,1055.0,-4.7,-12.2,-1204.0001
05-12-2024,00:00:09,9.0,0.0,1055.0,-4.7,-12.2,1507.9999
05-12-2024,00:00:39,17.0,0.0,1055.0,-4.2,-12.2,1507.9999
05-12-2024,00:01:09,11.0,0.0,1055.0,-4.2,-12.3,1507.9999
05-12-2024,00:01:39,5.0,5.0,1055.0,-4.2,-12.3,1507.9999
05-12-2024,00:02:09,1.0,16.0,1055.0,-4.2,-12.3,1507.9999
05-12-2024,00:02:39,0.0,22.0,1055.0,-4.2,-12.2,1503.9999
05-12-2024,00:03:09,1.0,16.0,1055.0,-4.2,-12.1,1495.9999
05-12-2024,00:03:39,5.0,5.0,1055.0,-4.2,-12.0,1499.9999
05-12-2024,00:04:09,9.0,0.0,1055.0,-4.2,-12.0,1503.9999
05-12-2024,00:04:39,11.0,0.0,1055.0,-4.2,-11.9,1503.9999
05-12-2024,00:05:09,7.0,0.0,1055.0,-4.2,-11.8,1503.9999
05-12-2024,00:05:39,13.0,0.0,1055.0,-3.7,-11.8,1503.9999
05-12-2024,00:06:09,9.0,0.0,1055.0,-3.7,-11.7,1495.9999
05-12-2024,00:06:39,3.0,10.0,1055.0,-3.7,-11.6,1499.9999
05-12-2024,00:07:09,0.0,22.0,1055.0,-3.7,-11.6,1499.9999
05-12-2024,00:07:39,0.0,22.0,1055.0,-3.7,-11.7,1495.9999
05-12-2024,00:08:09,3.0,10.0,1055.0,-3.7,-12.0,1503.9999
05-12-2024,00:08:39,7.0,0.0,1055.0,-3.7,-12.2,1503.9999
05-12-2024,00:09:09,11.0,0.0,1055.0,-3.7,-12.3,1495.9999
05-12-2024,00:09:39,11.0,0.0,1055.0,-3.7,-12.4,1495.9999
05-12-2024,00:10:09,9.0,0.0,1055.0,-3.7,-12.4,1491.9999
05-12-2024,00:10:39,15.0,0.0,1055.0,-3.2,-12.4,1487.9999
05-12-2024,00:11:09,9.0,0.0,1055.0,-3.2,-12.2,1487.9999
05-12-2024,00:11:39,5.0,5.0,1055.0,-3.2,-12.0,1487.9999
05-12-2024,00:12:09,1.0,16.0,1055.0,-3.2,-11.7,1487.9999
05-12-2024,00:12:39,0.0,22.0,1055.0,-3.2,-11.6,1491.9999
05-12-2024,00:13:09,1.0,16.0,1055.0,-3.2,-11.8,1491.9999
05-12-2024,00:13:39,7.0,0.0,1055.0,-3.2,-12.0,1487.9999
05-12-2024,00:14:09,11.0,0.0,1055.0,-3.2,-12.1,1487.9999
05-12-2024,00:14:39,13.0,0.0,1055.0,-3.2,-12.1,1483.9999
05-12-2024,00:15:09,9.0,0.0,1055.0,-3.2,-12.1,1479.9999
05-12-2024,00:15:39,15.0,0.0,1055.0,-2.7,-12.0,1479.9999
05-12-2024,00:16:09,9.0,0.0,1055.0,-2.7,-11.9,1483.9999
05-12-2024,00:16:39,3.0,10.0,1055.0,-2.7,-11.8,1487.9999
05-12-2024,00:17:09,1.0,16.0,1055.0,-2.7,-11.6,1479.9999
05-12-2024,00:17:39,1.0,16.0,1055.0,-2.7,-11.6,1475.9999
05-12-2024,00:18:09,5.0,5.0,1055.0,-2.7,-11.7,1467.9999
05-12-2024,00:18:39,9.0,0.0,1055.0,-2.7,-11.9,1467.9999
05-12-2024,00:19:09,11.0,0.0,1055.0,-2.7,-12.0,1467.9999
05-12-2024,00:19:39,11.0,0.0,1055.0,-2.7,-12.2,1463.9999
05-12-2024,00:20:09,7.0,0.0,1055.0,-2.7,-12.3,1459.9999
05-12-2024,00:20:39,15.0,0.0,1055.0,-2.1,-12.5,1459.9999
05-12-2024,00:21:09,11.0,0.0,1055.0,-2.1,-12.5,1467.9999
05-12-2024,00:21:39,7.0,0.0,1055.0,-2.1,-12.4,1463.9999
05-12-2024,00:22:09,3.0,10.0,1055.0,-2.1,-12.2,1455.9999
05-12-2024,00:22:39,1.0,16.0,1055.0,-2.1,-12.0,1463.9999
05-12-2024,00:23:09,3.0,10.0,1055.0,-2.1,-11.9,1455.9999
05-12-2024,00:23:39,7.0,0.0,1055.0,-2.1,-11.9,1459.9999
05-12-2024,00:24:09,11.0,0.0,1055.0,-2.1,-11.8,1467.9999
05-12-2024,00:24:39,13.0,0.0,1055.0,-2.1,-11.7,1467.9999
05-12-2024,00:25:09,11.0,0.0,1055.0,-2.1,-11.7,1459.9999
05-12-2024,00:25:10,11.0,0.0,1055.0,-1.6,-11.5,1467.9999
05-12-2024,00:25:39,17.0,0.0,1055.0,-1.6,-11.5,1463.9999
05-12-2024,00:25:40,17.0,0.0,1055.0,-1.6,-11.3,1455.9999
05-12-2024,00:26:09,13.0,0.0,1055.0,-1.6,-11.3,1459.9999
05-12-2024,00:26:10,13.0,0.0,1055.0,-1.6,-11.2,1459.9999
05-12-2024,00:26:39,7.0,0.0,1055.0,-1.6,-11.2,1459.9999
05-12-2024,00:26:40,7.0,0.0,1055.0,-1.6,-11.2,1459.9999
05-12-2024,00:27:09,3.0,10.0,1055.0,-1.6,-11.2,1451.9999
05-12-2024,00:27:10,3.0,10.0,1055.0,-1.6,-11.4,1451.9999
05-12-2024,00:27:39,0.0,22.0,1055.0,-1.6,-11.4,1451.9999
05-12-2024,00:27:40,0.0,22.0,1055.0,-1.6,-11.5,1451.9999
05-12-2024,00:28:09,1.0,16.0,1055.0,-1.6,-11.5,1447.9999
05-12-2024,00:28:10,1.0,16.0,1055.0,-1.6,-11.7,1447.9999
05-12-2024,00:28:39,5.0,5.0,1055.0,-1.6,-11.7,1447.9999
05-12-2024,00:28:40,5.0,5.0,1055.0,-1.6,-11.7,1447.9999
05-12-2024,00:29:09,11.0,0.0,1055.0,-1.6,-11.9,1459.9999
05-12-2024,00:29:10,11.0,0.0,1055.0,-1.6,-11.9,1455.9999
05-12-2024,00:29:39,15.0,0.0,1055.0,-1.6,-11.9,1459.9999
05-12-2024,00:29:40,15.0,0.0,1055.0,-1.6,-11.9,1459.9999
05-12-2024,00:30:09,15.0,0.0,1055.0,-1.6,-12.0,1455.9999
05-12-2024,00:30:10,15.0,0.0,1055.0,-1.6,-12.0,1455.9999
05-12-2024,00:30:39,21.0,0.0,1055.0,-1.1,-12.0,1455.9999
05-12-2024,00:30:40,21.0,0.0,1055.0,-1.1,-12.0,1451.9999
05-12-2024,00:31:09,17.0,0.0,1055.0,-1.1,-12.0,1455.9999
05-12-2024,00:31:10,17.0,0.0,1055.0,-1.1,-12.0,1455.9999
05-12-2024,00:31:39,13.0,0.0,1055.0,-1.1,-12.1,1455.9999
05-12-2024,00:31:40,13.0,0.0,1055.0,-1.1,-12.1,1455.9999
05-12-2024,00:32:09,7.0,0.0,1055.0,-1.1,-12.2,1463.9999
05-12-2024,00:32:10,7.0,0.0,1055.0,-1.1,-12.2,1459.9999
05-12-2024,00:32:39,3.0,10.0,1055.0,-1.1,-12.2,1459.9999
05-12-2024,00:32:40,3.0,10.0,1055.0,-1.1,-12.2,1459.9999
05-12-2024,00:33:09,1.0,16.0,1055.0,-1.1,-12.1,1451.9999
05-12-2024,00:33:10,1.0,16.0,1055.0,-1.1,-12.1,1451.9999
05-12-2024,00:33:39,3.0,10.0,1055.0,-1.1,-12.0,1455.9999
05-12-2024,00:33:40,3.0,10.0,1055.0,-1.1,-12.0,1455.9999
05-12-2024,00:34:09,9.0,0.0,1055.0,-1.1,-12.0,1451.9999
05-12-2024,00:34:10,9.0,0.0,1055.0,-1.1,-12.0,1451.9999
05-12-2024,00:34:39,15.0,0.0,1055.0,-1.1,-11.9,1447.9999
05-12-2024,00:34:40,15.0,0.0,1055.0,-1.1,-11.9,1447.9999
05-12-2024,00:35:09,15.0,0.0,1055.0,-1.1,-11.8,1451.9999
05-12-2024,00:35:10,15.0,0.0,1055.0,-1.1,-11.8,1451.9999
05-12-2024,00:35:39,23.0,0.0,1055.0,-0.6,-11.7,1439.9999
05-12-2024,00:35:40,23.0,0.0,1055.0,-0.6,-11.7,1439.9999
05-12-2024,00:36:09,19.0,0.0,1055.0,-0.6,-11.6,1439.9999
05-12-2024,00:36:10,19.0,0.0,1055.0,-0.6,-11.6,1439.9999
05-12-2024,00:36:39,15.0,0.0,1055.0,-0.6,-11.6,1439.9999
05-12-2024,00:36:40,15.0,0.0,1055.0,-0.6,-11.6,1439.9999
05-12-2024,00:37:09,11.0,0.0,1055.0,-0.6,-11.5,1427.9999
05-12-2024,00:37:10,11.0,0.0,1055.0,-0.6,-11.5,1427.9999
05-12-2024,00:37:39,5.0,5.0,1055.0,-0.6,-11.5,1427.9999
05-12-2024,00:37:40,5.0,5.0,1055.0,-0.6,-11.5,1427.9999
05-12-2024,00:38:09,1.0,16.0,1055.0,-0.6,-11.5,1427.9999
05-12-2024,00:38:10,1.0,16.0,1055.0,-0.6,-11.5,1427.9999
05-12-2024,00:38:39,1.0,16.0,1055.0,-0.6,-11.8,1427.9999
05-12-2024,00:38:40,1.0,16.0,1055.0,-0.6,-11.8,1427.9999
05-12-2024,00:39:09,5.0,5.0,1055.0,-0.6,-12.0,1423.9999
05-12-2024,00:39:10,5.0,5.0,1055.0,-0.6,-12.0,1423.9999
05-12-2024,00:39:39,13.0,0.0,1055.0,-0.6,-12.3,1427.9999
05-12-2024,00:39:40,13.0,0.0,1055.0,-0.6,-12.3,1427.9999
05-12-2024,00:40:09,17.0,0.0,1055.0,-0.6,-12.4,1431.9999
05-12-2024,00:40:10,17.0,0.0,1055.0,-0.6,-12.4,1431.9999
05-12-2024,00:40:39,27.0,0.0,1055.0,-0.1,-12.4,1439.9999
05-12-2024,00:40:40,27.0,0.0,1055.0,-0.1,-12.4,1439.9999
05-12-2024,00:41:09,23.0,0.0,1055.0,-0.1,-12.3,1439.9999
05-12-2024,00:41:10,23.0,0.0,1055.0,-0.1,-12.3,1443.9999
05-12-2024,00:41:39,19.0,0.0,1055.0,-0.1,-12.1,1439.9999
05-12-2024,00:41:40,19.0,0.0,1055.0,-0.1,-12.1,1439.9999
05-12-2024,00:42:09,13.0,0.0,1055.0,-0.1,-11.9,1431.9999
05-12-2024,00:42:10,13.0,0.0,1055.0,-0.1,-11.9,1431.9999
05-12-2024,00:42:39,3.0,10.0,1055.0,-0.1,-11.6,1427.9999
05-12-2024,00:42:40,3.0,10.0,1055.0,-0.1,-11.6,1427.9999
05-12-2024,00:43:09,0.0,10.0,1055.0,-0.1,-11.5,1431.9999
05-12-2024,00:43:10,0.0,10.0,1055.0,-0.1,-11.5,1431.9999
05-12-2024,00:43:39,0.0,10.0,1055.0,-0.1,-11.6,1431.9999
05-12-2024,00:43:40,0.0,10.0,1055.0,-0.1,-11.6,1431.9999
05-12-2024,00:44:09,1.0,6.0,1055.0,-0.1,-11.8,1427.9999
05-12-2024,00:44:10,1.0,6.0,1055.0,-0.1,-11.8,1427.9999
05-12-2024,00:44:39,11.0,0.0,1055.0,-0.1,-12.0,1431.9999
05-12-2024,00:44:40,11.0,0.0,1055.0,-0.1,-12.0,1431.9999
05-12-2024,00:45:09,19.0,0.0,1055.0,-0.1,-12.1,1423.9999
05-12-2024,00:45:10,19.0,0.0,1055.0,-0.1,-12.1,1423.9999
05-12-2024,00:45:39,31.0,0.0,1055.0,0.4,-12.1,1419.9999
05-12-2024,00:45:40,31.0,0.0,1055.0,0.4,-12.1,1419.9999
05-12-2024,00:46:10,29.0,0.0,1055.0,0.4,-12.0,1415.9999
05-12-2024,00:46:40,25.0,0.0,1055.0,0.4,-11.9,1419.9999
05-12-2024,00:47:10,17.0,0.0,1055.0,0.4,-11.8,1419.9999
05-12-2024,00:47:40,5.0,3.0,1055.0,0.4,-11.7,1419.9999
05-12-2024,00:48:10,0.0,10.0,1055.0,0.4,-11.6,1427.9999
05-12-2024,00:48:40,0.0,11.0,1055.0,0.4,-11.5,1423.9999
05-12-2024,00:49:10,0.0,8.0,1055.0,0.4,-11.6,1427.9999
05-12-2024,00:49:40,7.0,2.0,1055.0,0.4,-11.8,1415.9999
05-12-2024,00:50:10,17.0,0.0,1055.0,0.4,-12.0,1415.9999
05-12-2024,00:50:40,33.0,0.0,1055.0,0.9,-12.2,1415.9999
05-12-2024,00:51:10,33.0,0.0,1055.0,0.9,-12.4,1403.9999
05-12-2024,00:51:40,29.0,0.0,1055.0,0.9,-12.5,1407.9999
05-12-2024,00:52:10,21.0,0.0,1055.0,0.9,-12.4,1407.9999
05-12-2024,00:52:40,11.0,0.0,1055.0,0.9,-12.2,1423.9999
05-12-2024,00:53:10,0.0,7.0,1055.0,0.9,-12.0,1411.9999
05-12-2024,00:53:40,0.0,11.0,1055.0,0.9,-11.7,1403.9999
05-12-2024,00:54:10,0.0,10.0,1055.0,0.9,-11.6,1411.9999
05-12-2024,00:54:40,3.0,4.0,1055.0,0.9,-11.6,1399.9999
05-12-2024,00:55:10,15.0,0.0,1055.0,0.9,-11.7,1403.9999
05-12-2024,00:55:40,31.0,0.0,1055.0,1.4,-11.8,1399.9999
05-12-2024,00:56:10,33.0,0.0,1055.0,1.4,-11.9,1399.9999
05-12-2024,00:56:40,31.0,0.0,1055.0,1.4,-11.9,1399.9999
