Datetime,Breaks,Date,Time,VANNE_UTA_CHAUD [I],VANNE_UTA_FROID [I],TEMPERATURE_SONDE [R],PRESSION_EXTERIEUR [R],HYGROMETRIE_CELLULE [R],TEMPERATURE_REPRISE [R],TEMPERATURE_CONSIGNE [R],TEMPERATURE_SOUFFLAGE [R],TEMPERATURE_ALLER_CHAUD [R],TEMPERATURE_ALLER_FROID [R],MA_VARIATEUR [B]
1715476512.0,0.0,0.0,0.0,27.8,0.3,13.93,1055.0,53.3,13.86,15.0,15.8499999,42.9499995,-11.65,0.0
1715476812.0,0.0,0.0,0.0,25.2,0.6,14.01,1055.0,52.7,13.97,15.0,15.889999800000002,43.0599998,-12.01,0.0
1715477112.0,0.0,0.0,0.0,25.7,0.7,14.075,1055.0,52.5,14.06,15.0,16.0600001,43.1050004,-11.55,0.0
1715477412.0,0.0,0.0,0.0,26.0,0.4,13.95,1055.0,52.4,13.95,15.0,15.9400001,43.3499995,-11.865,0.0
1715477712.0,0.0,0.0,0.0,29.0,0.5,13.88,1055.0,51.75,13.8,15.0,15.7299999,42.9499995,-11.645,0.0
1715478012.0,0.0,0.0,0.0,35.42857142857143,0.1428571428571428,13.714285714285714,1055.0,50.21428571428572,13.478571428571428,15.0,15.464285785714283,43.085714714285714,-11.914285714285716,0.0
1715478313.0,0.0,0.0,0.0,31.4,0.0,13.85,1055.0,50.8,13.68,15.0,15.6500001,43.2600003,-10.57,0.0
1715478613.0,0.0,0.0,0.0,29.6,0.4,13.93,1055.0,50.6,13.77,15.0,15.710000099999998,43.1099993,-11.13,0.0
1715478913.0,0.0,0.0,0.0,28.6,0.7,14.02,1055.0,50.3,13.82,15.0,15.7299999,42.8099993,-11.53,0.0
1715479213.0,0.0,0.0,0.0,27.2,0.6,14.05,1055.0,50.3,13.89,15.0,15.8000002,42.8099998,-11.37,0.0
1715479513.0,0.0,0.0,0.0,25.4,0.8,14.21,1055.0,50.3,13.98,15.0,15.9400001,43.0299999,-11.8,0.0
1715479813.0,0.0,0.0,0.0,25.8,0.4,14.1,1055.0,50.2,13.96,15.0,15.9000002,43.2499995,-11.77,0.0
1715480113.0,0.0,0.0,0.0,25.8,0.4,14.09,1055.0,50.0,13.96,15.0,15.8800002,43.0100003,-11.82,0.0
1715480413.0,0.0,0.0,0.0,25.55555555555556,0.4444444444444444,14.133333333333333,1055.0,49.94444444444444,14.03888888888889,15.0,15.966666666666663,42.9666665,-11.944444444444445,0.0
1715480713.0,0.0,0.0,0.0,28.9,0.5,13.94,1055.0,49.55,13.76,15.0,15.6900001,43.19000045,-11.52,0.0
1715481013.0,0.0,0.0,0.0,29.4,0.3,14.005,1055.0,48.9,13.78,15.0,15.7649999,43.14000045,-11.83,0.0
1715481313.0,0.0,0.0,0.0,29.5,0.2,14.015,1055.0,49.3,13.775,15.0,15.71500025,43.06499995,-11.92,0.0
1715481613.0,0.0,0.0,0.0,28.0,0.8,14.06,1055.0,49.1,13.85,15.0,15.8099999,43.025,-11.75,0.0
1715481913.0,0.0,0.0,0.0,23.133333333333333,1.0666666666666669,14.32,1055.0,49.333333333333336,14.093333333333334,15.0,16.099999933333333,43.1466664,-12.0,0.0
1715482214.0,0.0,0.0,0.0,27.0,0.6,14.16,1055.0,48.8,13.9,15.0,15.9099999,42.9999995,-11.85,0.0
1715482514.0,0.0,0.0,0.0,25.0,1.0,14.24,1055.0,49.0,14.0,15.0,15.9599999,43.0199996,-11.78,0.0
1715482814.0,0.0,0.0,0.0,24.8,0.8,14.22,1055.0,49.0,14.01,15.0,16.0299999,43.3400007,-12.0,0.0
1715483114.0,0.0,0.0,0.0,24.2,1.0,14.26,1055.0,49.0,14.04,15.0,16.0399999,42.9399997,-11.73,0.0
1715483414.0,0.0,0.0,0.0,23.6,1.1,14.27,1055.0,49.1,14.07,15.0,16.0599999,43.0800004,-11.83,0.0
1715483714.0,0.0,0.0,0.0,25.6,0.6,14.21,1055.0,49.1,13.97,15.0,15.9499998,43.2900007,-11.95,0.0
1715484014.0,0.0,0.0,0.0,21.5,1.5,14.333333333333334,1055.0,49.083333333333336,14.15,15.0,16.133333333333333,42.941667,-11.7,0.0
1715484314.0,0.0,0.0,0.0,27.25,0.65,14.105,1055.0,48.5,13.905,15.0,15.87500005,43.1049999,-12.085,0.0
1715484614.0,0.0,0.0,0.0,28.15,0.5,14.125,1055.0,48.45,13.845,15.0,15.83499995,42.8200006,-11.68,0.0
1715484914.0,0.0,0.0,0.0,26.9,0.75,14.205000000000002,1055.0,48.2,13.905,15.0,15.89,43.18500055,-11.9,0.0
1715485214.0,0.0,0.0,0.0,26.6,0.6,14.205000000000002,1055.0,48.4,13.919999999999998,15.0,15.93500015,43.03999995,-11.71,0.0
1715485514.0,0.0,0.0,0.0,25.2,0.8,14.25,1055.0,48.4,13.99,15.0,16.000000149999998,43.41500045,-11.71,0.0
1715485814.0,0.0,0.0,0.0,24.4,0.9,14.28,1055.0,48.2,14.03,15.0,16.0400001,43.0399997,-11.59,0.0
1715486115.0,0.0,0.0,0.0,24.8,0.8,14.29,1055.0,48.3,14.01,15.0,16.0400002,42.7799999,-11.13,0.0
1715486415.0,0.0,0.0,0.0,24.6,0.6,14.330000000000002,1055.0,48.5,14.02,15.0,16.03,43.4600003,-11.23,0.0
1715486715.0,0.0,0.0,0.0,23.4,0.9,14.38,1055.0,48.4,14.080000000000002,15.0,16.1000002,43.1000005,-11.53,0.0
1715487015.0,0.0,0.0,0.0,24.8,0.9,14.31,1055.0,47.9,14.03,15.0,15.9900002,42.8099993,-11.4,0.0
1715487315.0,0.0,0.0,0.0,24.8,0.7,14.2,1055.0,48.7,14.01,15.0,16.05,43.3799994,-10.9,0.0
1715487615.0,0.0,0.0,0.0,20.375,0.5,14.4375,1055.0,48.25,14.21875,15.0,16.25625025,43.32499975,-11.06875,0.0
1715487915.0,0.0,0.0,0.0,25.0,0.7,14.31,1055.0,48.2,14.02,15.0,16.0400001,42.8,-10.68,0.0
1715488215.0,0.0,0.0,0.0,23.8,0.9,14.305,1055.0,47.95,14.04,15.0,16.004999849999997,43.0850008,-11.0,0.0
1715488515.0,0.0,0.0,0.0,29.3,0.7,14.025,1055.0,47.85,13.785,15.0,15.779999750000002,43.3150007,-11.455,0.0
1715488815.0,0.0,0.0,0.0,24.9,0.55,14.26,1055.0,47.7,13.975,15.0,16.020000099999997,42.7399997,-10.57,0.0
1715489115.0,0.0,0.0,0.0,27.33333333333333,0.3888888888888889,14.2,1055.0,47.72222222222222,13.894444444444444,15.0,15.883333388888888,43.07777844444445,-10.88888888888889,0.0
1715489416.0,0.0,0.0,0.0,24.6,0.8,14.31,1055.0,47.4,14.02,15.0,16.0099999,43.209999800000006,-11.18,0.0
1715489716.0,0.0,0.0,0.0,25.8,0.4,14.26,1055.0,47.3,13.95,15.0,15.9600002,42.6600008,-10.47,0.0
1715490016.0,0.0,0.0,0.0,24.6,0.6,14.32,1055.0,48.0,14.03,15.0,15.98,43.15,-11.04,0.0
1715490316.0,0.0,0.0,0.0,29.8,0.4,14.06,1055.0,47.1,13.79,15.0,15.77,43.0899997,-11.08,0.0
1715490616.0,0.0,0.0,0.0,29.1,1.0,14.12,1055.0,47.3,13.81,15.0,15.8,43.3399992,-11.76,0.0
1715490916.0,0.0,0.0,0.0,24.8,0.9,14.29,1055.0,46.9,14.0,15.0,16.0700002,43.1500005,-11.61,0.0
1715491216.0,0.0,0.0,0.0,29.307692307692307,0.4615384615384615,14.146153846153847,1055.0,46.23076923076923,13.823076923076922,15.0,15.846154,43.5153846923077,-11.523076923076925,0.0
1715491516.0,0.0,0.0,0.0,26.2,0.9,14.26,1055.0,46.4,13.91,15.0,15.9500001,43.1600003,-11.5,0.0
1715491816.0,0.0,0.0,0.0,24.9,0.6,14.32,1055.0,46.45,14.02,15.0,16.1350001,43.25,-11.895,0.0
