Breaks,Date,Time,HP [R],O2 [R],CO2 [R],O2_MMOL [R],POIDS_1 [R],POIDS_2 [R],POIDS_3 [R],CO2_MMOL [R],DEFAUT_BP [B],DEFAUT_HP [B],A_SECONDES [I],IRRADIANCE [I],REARMEMENT [B],Breaks.1,ARU_CELLULE [B],CONSIGNE_O2 [I],Etat_Mesure [B],POIDS_TOTAL [R],BALLON_CHAUD [R],BALLON_FROID [R],CONSIGNE_CO2 [I],MA_VARIATEUR [B],COMPRESSEUR_1 [B],COMPRESSEUR_2 [B],POMPE_INF_ECO [B],POMPE_SUP_ECO [B],PPM_O2_HUMIDE [R],V2V_AIR_VICIE [B],V2V_EAU_PLUIE [I],Breaks.2,HAUTEUR_ECOLUX [I],HUMIDIFICATEUR [I],POMPE_FOND_ECO [B],PPM_CO2_HUMIDE [I],V2V_DESHUMIDIF [B],VANNE_PROP_INF [I],VANNE_PROP_SUP [I],FERMETURE_PORTE [B],MOLE_O2_DERIVEE [R],POMPE_UTA_CHAUD [B],POMPE_UTA_FROID [B],V2V_CAPTAGE_CO2 [B],VANNE_PROP_FOND [I],VANNE_UTA_CHAUD [I],VANNE_UTA_FROID [I],Breaks.3,VENTILATEUR_CTA [B],MOLE_CO2_DERIVEE [R],ORIGINE_COLONNES [B],V2V_INJECTION_N2 [B],V2V_INJECTION_O2 [B],V2V_INJ_AIR_NEUF [B],VIDANGE_CANIVEAU [B],CONSIGNE_ROTATION [I],CONSIGNE_TEMP_INF [R],CONSIGNE_TEMP_SUP [R],DESHUMIDIFICATEUR [B],POIDS_EAU_CELLULE [R],POMPE_GENER_CHAUD [B],POMPE_GENER_FROID [B],TEMPERATURE_SONDE [R],Breaks.4,V2V_ABSORBTION_O2 [B],V2V_CHAUD_INF_ECO [B],V2V_CHAUD_SUP_ECO [B],V2V_FROID_INF_ECO [B],V2V_FROID_SUP_ECO [B],V2V_INJECTION_CO2 [B],CONSIGNE_ECLAIRAGE [I],CONSIGNE_TEMP_FOND [R],POIDS_EAU_CONSIGNE [R],PRESSION_EXTERIEUR [R],PRESSION_O2_HUMIDE [R],V2V_ABSORBTION_CO2 [B],V2V_ABSORBTION_CO3 [B],Breaks.5,V2V_CHAUD_FOND_ECO [B],V2V_FROID_FOND_ECO [B],HYGROMETRIE_CELLULE [R],PRESSION_CO2_HUMIDE [R],SURPRESSION_CEL_EXT [R],TEMPERATURE_MOY_INF [R],TEMPERATURE_MOY_SUP [R],TEMPERATURE_REPRISE [R],V2V_CIRCULATION_AIR [B],V2V_CONDENS_UTA_EXT [B],V2V_CONDENS_UTA_INT [B],CONSIGNE_VENTILATION [I],HYGROMETRIE_CONSIGNE [I],TEMPERATURE_CONSIGNE [R],TEMPERATURE_MOY_FOND [R],Breaks.6,Date.1,Time.1,V2V_LESSIVAT_ECORIUM [B],V2V_VIDANGE_CANIVEAU [B],VIDANGE_EAU_DE_PLUIE [B],HYGROMETRIE_SOUFFLAGE [R],TEMPERATURE_SOUFFLAGE [R],V2V_CONDENSAT_UTA_EXT [B],V2V_CONDENSAT_UTA_INT [B],VENTILATEUR_TEMPETE_1 [B],VENTILATEUR_TEMPETE_2 [B],VENTILATEUR_TEMPETE_3 [B],VENTILATEUR_TEMPETE_4 [B],TEMPERATURE_ALLER_CHAUD [R],TEMPERATURE_ALLER_FROID [R],TEMP_ENTREE_INF_ECORIUM [R],TEMP_ENTREE_SUP_ECORIUM [R],Breaks.7,TEMP_SORTIE_INF_ECORIUM [R],TEMP_SORTIE_SUP_ECORIUM [R],TEMPERATURE_RETOUR_CHAUD [R],TEMPERATURE_RETOUR_FROID [R],TEMP_ENTREE_FOND_ECORIUM [R],TEMP_SORTIE_FOND_ECORIUM [R]
nan,,,36.906097,1638300.0,386.0,0.0,177.333333333333,157.333333333333,156.666666666667,0.0,0.0,0.0,5421.0,19.0,0.0,nan,0.0,210000.0,0.0,492.666666666667,45.200001,-3.4000001,410.0,0.0,0.0,0.0,0.0,0.0,16299.0,0.0,100.0,nan,0.0,100.0,0.0,383.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3472097,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,25.0,40.0,0.0,15.1500005,15.0499995,18.799999,0.0,0.0,0.0,30.0,50.0,20.0,15.85,nan,,,0.0,0.0,0.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,42.5,-8.6000004,14.1,13.8,nan,16.799999,17.0,39.599998,-8.1999998,14.4,17.5
nan,,,36.645744,1638300.0,387.0,0.0,177.666666666667,157.666666666667,156.666666666667,0.0,0.0,0.0,5450.0,20.0,0.0,nan,0.0,210000.0,0.0,491.333333333333,45.200001,-3.4000001,410.0,0.0,0.0,0.0,0.0,0.0,16299.0,0.0,100.0,nan,0.0,100.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3472097,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,25.0,40.0,0.0,15.1500005,15.1,18.799999,0.0,0.0,0.0,30.0,50.0,20.0,15.85,nan,,,0.0,0.0,0.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,42.400002,-8.3999996,14.1,13.8,nan,16.799999,17.0,39.599998,-8.1000004,14.5,17.5
nan,,,36.967224,1638300.0,388.0,0.0,177.333333333333,157.666666666667,156.666666666667,0.0,0.0,0.0,5481.0,27.0,0.0,nan,0.0,210000.0,0.0,491.333333333333,45.400002,-3.5,410.0,0.0,0.0,0.0,0.0,0.0,16299.0,0.0,100.0,nan,0.0,100.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3472097,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,25.0,40.0,0.0,15.1500005,15.1,18.799999,0.0,0.0,0.0,30.0,50.0,20.0,15.85,nan,,,0.0,0.0,0.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,42.299999,-8.1999998,14.1,13.9,nan,16.799999,17.0,39.799999,-8.1000004,14.5,17.5
nan,,,36.661083,1638300.0,387.0,0.0,177.666666666667,157.333333333333,156.333333333333,0.0,0.0,0.0,5511.0,24.0,0.0,nan,0.0,210000.0,0.0,491.666666666667,45.299999,-3.2,410.0,0.0,0.0,0.0,0.0,0.0,16298.0,0.0,100.0,nan,0.0,100.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3683486,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,25.0,40.0,0.0,15.2000005,15.15,18.9,0.0,0.0,0.0,30.0,50.0,20.0,15.9,nan,,,0.0,0.0,0.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,42.200001,-8.1000004,14.2,13.9,nan,16.799999,17.0,39.799999,-8.0,14.5,17.5
nan,,,36.753063,1638300.0,386.0,0.0,177.666666666667,158.0,156.666666666667,0.0,0.0,0.0,5541.0,24.0,0.0,nan,0.0,210000.0,0.0,491.666666666667,45.200001,-2.9000001,410.0,0.0,0.0,0.0,0.0,0.0,16298.0,0.0,100.0,nan,0.0,100.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3683486,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,25.0,40.0,0.0,15.2000005,15.15,18.9,0.0,0.0,0.0,30.0,50.0,20.0,15.9,nan,,,0.0,0.0,0.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,42.099998,-8.0,14.2,13.9,nan,16.799999,17.0,40.0,-8.0,14.5,17.5
nan,,,37.135067,1638300.0,387.0,0.0,177.666666666667,157.0,156.666666666667,0.0,0.0,0.0,5571.0,20.0,0.0,nan,0.0,210000.0,0.0,491.333333333333,45.099998,-2.8,410.0,0.0,0.0,0.0,0.0,0.0,16298.0,0.0,100.0,nan,0.0,100.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.2329137,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,25.0,40.0,0.0,15.2499995,15.2,19.0,0.0,0.0,0.0,30.0,50.0,20.0,15.95,nan,,,0.0,0.0,0.0,22.0,18.9,0.0,0.0,0.0,0.0,0.0,0.0,42.0,-7.9000001,14.2,13.9,nan,16.9,17.0,40.0,-8.0,14.5,17.6
nan,,,36.921383,1638300.0,387.0,0.0,177.333333333333,157.333333333333,156.333333333333,0.0,0.0,0.0,5600.0,20.0,0.0,nan,0.0,210000.0,0.0,491.666666666667,45.099998,-2.5,410.0,0.0,0.0,0.0,0.0,0.0,16298.0,0.0,100.0,nan,0.0,100.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.2329137,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.2499995,15.2,19.0,0.0,0.0,0.0,30.0,50.0,20.0,15.95,nan,,,0.0,0.0,0.0,22.0,18.799999,0.0,0.0,0.0,0.0,0.0,0.0,41.900002,-7.9000001,14.2,14.0,nan,16.9,17.0,40.200001,-8.0,14.5,17.6
nan,,,37.013039,1638300.0,387.0,0.0,177.666666666667,157.333333333333,156.666666666667,0.0,0.0,0.0,5631.0,15.0,0.0,nan,0.0,210000.0,0.0,491.333333333333,45.099998,-2.8,410.0,0.0,0.0,0.0,0.0,0.0,16297.0,0.0,100.0,nan,0.0,100.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.2533112,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.2499995,15.2,19.0,0.0,0.0,0.0,30.0,50.0,20.0,15.95,nan,,,0.0,0.0,0.0,23.0,18.700001,0.0,0.0,0.0,0.0,0.0,0.0,41.799999,-7.8000002,14.2,14.0,nan,16.9,17.1,40.200001,-8.0,14.5,17.6
nan,,,36.538277,1638300.0,387.0,0.0,178.0,157.666666666667,156.666666666667,0.0,0.0,0.0,5660.0,24.0,0.0,nan,0.0,210000.0,0.0,492.0,45.200001,-2.8,410.0,0.0,0.0,0.0,0.0,0.0,16297.0,0.0,100.0,nan,0.0,100.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.2533112,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.2499995,15.25,19.1,0.0,0.0,0.0,30.0,50.0,20.0,16.0,nan,,,0.0,0.0,0.0,23.0,18.700001,0.0,0.0,0.0,0.0,0.0,0.0,41.700001,-7.6999998,14.3,14.0,nan,16.9,17.1,40.400002,-8.0,14.5,17.6
nan,,,36.522911,1638300.0,387.0,0.0,177.666666666667,157.333333333333,156.333333333333,0.0,0.0,0.0,5691.0,21.0,0.0,nan,0.0,210000.0,0.0,491.666666666667,45.200001,-2.5,410.0,0.0,0.0,0.0,0.0,0.0,16298.0,0.0,100.0,nan,0.0,100.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.2738233,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.2499995,15.25,19.1,0.0,0.0,0.0,30.0,50.0,20.0,16.0,nan,,,0.0,0.0,0.0,24.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,41.599998,-7.5,14.3,14.0,nan,16.9,17.1,40.400002,-7.9000001,14.6,17.6
nan,,,36.492168,1638300.0,387.0,0.0,177.666666666667,157.333333333333,156.333333333333,0.0,0.0,0.0,5721.0,22.0,0.0,nan,0.0,210000.0,0.0,491.333333333333,45.299999,-2.3,410.0,0.0,0.0,0.0,0.0,0.0,16298.0,0.0,100.0,nan,0.0,100.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,28.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.2738233,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.2999995,15.25,19.1,0.0,0.0,0.0,30.0,50.0,20.0,16.0,nan,,,0.0,0.0,0.0,24.0,18.6,0.0,0.0,0.0,0.0,0.0,0.0,41.5,-7.4000001,14.3,14.0,nan,16.9,17.1,40.400002,-7.9000001,14.6,17.6
nan,,,36.661083,1638300.0,386.0,0.0,178.0,157.333333333333,156.666666666667,0.0,0.0,0.0,5751.0,14.0,0.0,nan,0.0,210000.0,0.0,492.333333333333,45.299999,-2.3,410.0,0.0,0.0,0.0,0.0,0.0,16300.0,0.0,100.0,nan,0.0,100.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,38.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.2738233,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.2999995,15.25,19.1,0.0,0.0,0.0,30.0,50.0,20.0,16.0,nan,,,0.0,0.0,0.0,24.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,41.400002,-7.4000001,14.3,14.0,nan,16.9,17.1,40.400002,-7.9000001,14.6,17.6
nan,,,37.104576,1638300.0,387.0,0.0,177.666666666667,157.333333333333,156.333333333333,0.0,0.0,0.0,5781.0,15.0,0.0,nan,0.0,210000.0,0.0,491.333333333333,45.299999,-2.3,410.0,0.0,0.0,0.0,0.0,0.0,16298.0,0.0,100.0,nan,0.0,100.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,48.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.2944469,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.35,15.25,19.200001,0.0,0.0,0.0,30.0,50.0,20.0,16.05,nan,,,0.0,0.0,0.0,24.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,41.299999,-7.3000002,14.4,14.1,nan,16.9,17.1,40.200001,-7.9000001,14.6,17.6
nan,,,37.104576,1638300.0,387.0,0.0,177.333333333333,157.0,156.333333333333,0.0,0.0,0.0,5811.0,20.0,0.0,nan,0.0,210000.0,0.0,491.0,45.299999,-2.4000001,410.0,0.0,0.0,0.0,0.0,0.0,16299.0,0.0,100.0,nan,0.0,100.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.2944469,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.35,15.25,19.200001,0.0,0.0,0.0,30.0,50.0,20.0,16.05,nan,,,0.0,0.0,0.0,24.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,41.200001,-7.3000002,14.4,14.1,nan,16.9,17.1,40.200001,-8.1000004,14.6,17.6
nan,,,36.753063,1638300.0,387.0,0.0,177.666666666667,157.666666666667,156.333333333333,0.0,0.0,0.0,5841.0,20.0,0.0,nan,0.0,210000.0,0.0,491.666666666667,45.099998,-2.5,410.0,0.0,0.0,0.0,0.0,0.0,16300.0,0.0,100.0,nan,0.0,100.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3151863,0.0,0.0,19.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.35,15.3,19.200001,0.0,0.0,0.0,30.0,50.0,20.0,16.05,nan,,,0.0,0.0,0.0,24.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,41.099998,-7.1999998,14.4,14.1,nan,16.9,17.1,40.099998,-8.1000004,14.6,17.6
nan,,,36.982498,1638300.0,388.0,0.0,177.666666666667,157.333333333333,156.666666666667,0.0,0.0,0.0,5872.0,25.0,0.0,nan,0.0,210000.0,0.0,492.333333333333,44.799999,-2.5,410.0,0.0,0.0,0.0,0.0,0.0,16301.0,0.0,100.0,nan,0.0,100.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3151863,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.35,15.3,19.200001,0.0,0.0,0.0,30.0,50.0,20.0,16.05,nan,,,0.0,0.0,0.0,24.0,18.4,0.0,0.0,0.0,0.0,0.0,0.0,41.0,-7.0999999,14.4,14.1,nan,17.0,17.200001,40.099998,-8.1000004,14.6,17.6
nan,,,36.982498,1638300.0,389.0,0.0,177.666666666667,157.333333333333,156.333333333333,0.0,0.0,0.0,5901.0,20.0,0.0,nan,0.0,210000.0,0.0,491.333333333333,44.700001,-2.7,410.0,0.0,0.0,0.0,0.0,0.0,16301.0,0.0,100.0,nan,0.0,100.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3151863,0.0,0.0,18.9,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.35,15.3,19.200001,0.0,0.0,0.0,30.0,50.0,20.0,16.1,nan,,,0.0,0.0,0.0,24.0,18.299999,0.0,0.0,0.0,0.0,0.0,0.0,41.0,-7.0,14.5,14.1,nan,17.0,17.200001,40.0,-8.1000004,14.6,17.6
nan,,,35.236542,1638300.0,387.0,0.0,177.0,158.0,156.333333333333,0.0,0.0,0.0,5931.0,21.0,0.0,nan,0.0,210000.0,0.0,491.333333333333,44.700001,-2.7,410.0,0.0,0.0,0.0,0.0,0.0,16301.0,0.0,100.0,nan,0.0,100.0,0.0,384.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3360426,0.0,0.0,19.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.35,15.3,19.200001,0.0,0.0,0.0,30.0,50.0,20.0,16.1,nan,,,0.0,0.0,0.0,24.0,18.299999,0.0,0.0,0.0,0.0,0.0,0.0,40.900002,-7.0,14.5,14.2,nan,17.0,17.200001,40.0,-8.1999998,14.6,17.700001
nan,,,40.993263,1638300.0,389.0,0.0,178.0,157.666666666667,156.333333333333,0.0,0.0,0.0,5961.0,18.0,0.0,nan,0.0,210000.0,0.0,492.0,44.599998,-2.5999999,410.0,0.0,0.0,0.0,0.0,0.0,16297.0,0.0,100.0,nan,0.0,100.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3360426,0.0,0.0,19.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.35,15.35,19.299999,0.0,0.0,0.0,30.0,50.0,20.0,16.1,nan,,,0.0,0.0,0.0,24.0,18.299999,0.0,0.0,0.0,0.0,0.0,0.0,40.799999,-7.0,14.5,14.2,nan,17.0,17.200001,39.799999,-8.3000002,14.6,17.700001
nan,,,41.295906,1638300.0,389.0,0.0,178.0,158.0,156.333333333333,0.0,0.0,0.0,5991.0,11.0,0.0,nan,0.0,210000.0,0.0,491.333333333333,44.700001,-2.5,410.0,0.0,0.0,0.0,0.0,0.0,16297.0,0.0,100.0,nan,0.0,100.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3570125,0.0,0.0,19.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.35,15.35,19.299999,0.0,0.0,0.0,30.0,50.0,20.0,16.1,nan,,,0.0,0.0,0.0,24.0,18.299999,0.0,0.0,0.0,0.0,0.0,0.0,40.700001,-6.9000001,14.5,14.2,nan,17.0,17.200001,39.799999,-8.3999996,14.7,17.700001
nan,,,43.586521,1638300.0,389.0,0.0,178.0,157.666666666667,157.0,0.0,0.0,0.0,6021.0,29.0,0.0,nan,0.0,210000.0,0.0,490.666666666667,44.700001,-2.5999999,410.0,0.0,0.0,0.0,0.0,0.0,16297.0,0.0,100.0,nan,0.0,100.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3570125,0.0,0.0,19.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.4,15.35,19.299999,0.0,0.0,0.0,30.0,50.0,20.0,16.1,nan,,,0.0,0.0,0.0,24.0,18.299999,0.0,0.0,0.0,0.0,0.0,0.0,40.599998,-6.9000001,14.5,14.2,nan,17.1,17.200001,39.799999,-8.3999996,14.7,17.700001
nan,,,42.039627,1638300.0,389.0,0.0,178.333333333333,157.333333333333,157.333333333333,0.0,0.0,0.0,6051.0,29.0,0.0,nan,0.0,210000.0,0.0,491.666666666667,44.700001,-2.8,410.0,0.0,0.0,0.0,0.0,0.0,16297.0,0.0,100.0,nan,0.0,100.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,55.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3570125,0.0,0.0,19.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.4,15.35,19.299999,0.0,0.0,0.0,30.0,50.0,20.0,16.1,nan,,,0.0,0.0,0.0,24.0,18.299999,0.0,0.0,0.0,0.0,0.0,0.0,40.5,-6.8000002,14.6,14.2,nan,17.1,17.200001,39.900002,-8.3999996,14.7,17.700001
nan,,,42.039627,1638300.0,389.0,0.0,178.333333333333,157.333333333333,157.333333333333,0.0,0.0,0.0,6051.0,20.0,0.0,nan,0.0,210000.0,0.0,491.666666666667,44.700001,-2.9000001,410.0,0.0,0.0,0.0,0.0,0.0,16297.0,0.0,100.0,nan,0.0,100.0,0.0,387.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3780992,0.0,0.0,19.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.45,15.4000005,19.4,0.0,0.0,0.0,30.0,50.0,20.0,16.1,nan,,,0.0,0.0,0.0,24.0,18.299999,0.0,0.0,0.0,0.0,0.0,0.0,40.5,-6.6999998,14.6,14.3,nan,17.1,17.299999,39.599998,-8.3999996,14.7,17.799999
nan,,,43.933147,1638300.0,390.0,0.0,178.666666666667,157.333333333333,157.0,0.0,0.0,0.0,6081.0,20.0,0.0,nan,0.0,210000.0,0.0,491.333333333333,44.700001,-3.0999999,410.0,0.0,0.0,0.0,0.0,0.0,16296.0,0.0,100.0,nan,0.0,100.0,0.0,385.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,51.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,3.3780992,0.0,0.0,19.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.2142172,1027.0,32767.0,0.0,0.0,nan,0.0,0.0,24.0,40.0,0.0,15.45,15.4000005,19.4,0.0,0.0,0.0,30.0,50.0,20.0,16.1,nan,,,0.0,0.0,0.0,24.0,18.299999,0.0,0.0,0.0,0.0,0.0,0.0,40.400002,-6.6999998,14.6,14.3,nan,17.1,17.299999,39.299999,-8.3999996,14.7,17.799999
