Datetime,Date,Time,TEMPERATURE_CONSIGNE [R],TEMPERATURE_REPRISE [R],HYGROMETRIE_CONSIGNE [I],HYGROMETRIE_CELLULE [R],CONSIGNE_CO2 [I],CO2 [R],IRRADIANCE [I],HUMIDIFICATEUR [I],V2V_DESHUMIDIF [B],DESHUMIDIFICATEUR [B],V2V_AIR_VICIE [B],V2V_EAU_PLUIE [I],V2V_CAPTAGE_CO2 [B],V2V_INJECTION_CO2 [B],V2V_ABSORBTION_CO2 [B],V2V_INJ_AIR_NEUF [B]
1676993950.0,0.0,0.0,27.724137931034484,27.558621,48.689655172413794,49.793103448275865,415.0,414.3448275862069,10942.0,0.0,0.6551724137931034,0.6551724137931034,1.0,100.0,0.8275862068965517,0.5172413793103449,0.8275862068965517,1.0
1676994250.0,0.0,0.0,27.6,27.41199988,49.0,50.48,415.0,412.52,10942.0,0.0,0.48,0.6,1.0,100.0,1.0,0.0,1.0,1.0
1676994550.0,0.0,0.0,27.44736842105263,27.231579026315792,49.76315789473684,50.81578947368421,415.0,414.4473684210527,10942.0,0.0,0.6842105263157895,0.631578947368421,1.0,100.0,0.868421052631579,0.3947368421052631,0.868421052631579,1.0
1676994850.0,0.0,0.0,27.4,27.0875,50.0,51.0,415.0,413.0625,10942.0,0.0,0.78125,0.78125,1.0,100.0,0.9375,0.09375,0.9375,1.0
1676995150.0,0.0,0.0,27.19,26.989999875,50.0,51.3,415.0,415.475,10942.0,1.6,0.4,0.45,1.0,100.0,0.65,0.825,0.65,1.0
1676995450.0,0.0,0.0,27.1,26.866666238095235,50.0,51.333333333333336,415.0,413.3333333333333,10942.0,0.0,0.7142857142857143,0.7142857142857143,1.0,100.0,0.9523809523809524,0.1428571428571428,0.9523809523809524,1.0
1676995751.0,0.0,0.0,26.828000000000003,26.6840002,50.68,51.88,415.0,414.44,10942.0,0.0,0.68,0.68,1.0,100.0,0.6,0.68,0.6,1.0
1676996051.0,0.0,0.0,26.7,26.45714285714286,51.0,52.285714285714285,415.0,412.57142857142856,10942.0,0.0,0.5714285714285714,0.5714285714285714,1.0,100.0,1.0,0.0476190476190476,1.0,1.0
1676996351.0,0.0,0.0,26.47058823529412,26.21470597058824,52.52941176470589,53.97058823529412,415.0,414.6764705882353,10942.0,0.0,0.7941176470588235,0.7941176470588235,1.0,100.0,0.7941176470588235,0.7647058823529411,0.7941176470588235,1.0
1676996651.0,0.0,0.0,26.4,26.073077038461538,53.0,55.11538461538461,415.0,412.5384615384616,10942.0,0.0,0.6538461538461539,0.6538461538461539,1.0,100.0,1.0,0.0,1.0,1.0
