-9.8999996,-10.0,-10.0,42.900002,-11.9,-9.573013
-9.8999996,-10.0,-10.0,42.900002,-11.9,-9.573013
-9.8999996,-10.0,-10.0,42.900002,-11.8,-9.570495
-10.0,-10.0,-10.1,42.799999,-11.8,-9.62577
-10.0,-10.0,-10.1,42.799999,-11.8,-9.62577
-10.0,-10.0,-10.1,42.799999,-11.7,-9.62325
-10.0,-10.0,-10.1,42.700001,-11.9,-9.631688
-10.0,-10.0,-10.1,42.700001,-12.0,-9.634207
-10.0,-10.0,-10.1,42.599998,-12.2,-9.642645
-10.0,-10.0,-10.2,42.5,-12.4,-9.654926
-10.1,-10.0,-10.2,42.599998,-12.5,-9.663371
-10.1,-10.0,-10.2,42.700001,-12.6,-9.6709795
-10.1,-10.0,-10.3,42.700001,-12.5,-9.680476
-10.1,-10.0,-10.3,42.799999,-12.3,-9.681282
-10.2,-10.0,-10.4,42.900002,-12.0,-9.692419
-10.2,-10.0,-10.3,43.099998,-11.9,-9.68907
-10.1,-10.0,-10.1,43.299999,-11.7,-9.620073
-10.0,-10.0,-9.8999996,43.400002,-11.6,-9.489462
-9.8999996,-10.0,-9.8000002,43.5,-11.6,-9.362827
-9.8000002,-10.0,-9.8000002,43.5,-11.6,-9.33009
-9.6999998,-9.4,-9.6999998,43.400002,-11.5,-9.2955885
-9.6999998,-9.4,-9.6999998,43.400002,-11.4,-9.291947
-9.6000004,-9.4,-9.6000004,43.299999,-11.4,-9.193616
-9.6000004,-9.4,-9.5,43.299999,-11.4,-9.113871
-9.5,-9.4,-9.5,43.200001,-11.6,-9.102567
-9.5,-9.4,-9.5,43.200001,-11.7,-9.10621
-9.5,-9.4,-9.5,43.099998,-11.9,-9.127645
-9.5,-9.4,-9.5,43.099998,-12.0,-9.131287
-9.5,-9.4,-9.6000004,43.099998,-12.2,-9.218314
-9.6000004,-9.4,-9.6000004,43.0,-12.3,-9.2688465
-9.6000004,-8.9,-9.6999998,43.0,-12.5,-9.412103
-9.6999998,-8.9,-9.6999998,43.0,-12.5,-9.444841
-9.6000004,-8.9,-9.5,43.0,-12.6,-9.256256
-9.3999996,-8.9,-9.1000004,43.0,-12.5,-8.953458
-9.1999998,-8.9,-8.6000004,43.0,-12.4,-8.634961
-8.8999996,-8.9,-8.3999996,43.0,-12.3,-8.346403
-8.8000002,-8.9,-8.3000002,43.0,-12.2,-8.236135
-8.8000002,-8.9,-8.3999996,42.900002,-12.2,-8.285793
-8.8000002,-8.9,-8.3999996,42.900002,-12.2,-8.285793
-8.8000002,-8.9,-8.6000004,42.900002,-12.1,-8.34973
-8.8000002,-8.9,-8.6000004,42.900002,-12.1,-8.34973
-8.8999996,-8.9,-8.6999998,42.799999,-12.1,-8.471519
-8.8999996,-8.9,-8.6999998,42.799999,-12.1,-8.471519
-9.0,-8.4,-8.8999996,42.799999,-12.0,-8.6605015
-9.0,-8.4,-8.8999996,42.799999,-12.0,-8.6605015
-9.0,-8.4,-8.8999996,42.700001,-11.9,-8.672023
-9.0,-8.4,-8.8999996,42.700001,-11.9,-8.672023
-9.0,-8.4,-8.8000002,42.700001,-11.9,-8.637999
-9.0,-8.4,-8.8000002,42.700001,-11.9,-8.637999
-8.8000002,-8.4,-8.3999996,42.700001,-11.8,-8.353524
-8.8000002,-8.4,-8.3999996,42.700001,-11.8,-8.353524
-8.6000004,-8.4,-8.0,42.700001,-11.7,-8.069051
-8.6000004,-8.4,-8.0,42.700001,-11.7,-8.069051
-8.5,-8.4,-7.8000002,42.700001,-11.7,-7.9288697
-8.5,-8.4,-7.8000002,42.700001,-11.7,-7.9288697
-8.3000002,-8.4,-7.9000001,42.599998,-11.7,-7.8342643
-8.3000002,-8.4,-7.9000001,42.599998,-11.7,-7.8342643
