16.9,95.0,16.713932,55.931038
18.7,87.0,18.17642,54.254
18.7,87.0,18.17642,54.254
18.399999999999995,90.0,18.297874,55.29601
18.399999999999995,90.0,18.297874,55.29601
17.357894736842113,93.0,17.539295,58.18101
17.300000000000004,93.0,17.518892,58.865948
16.92105263157895,95.0,16.74715,55.908386
16.900000000000002,95.0,16.713932,55.931038
16.5,95.0,16.278067,58.63956
16.5,95.0,16.278067,58.63956
16.8,95.0,16.556156,56.038567
16.8,95.0,16.556156,56.038567
17.5,95.0,17.469133,53.605347
17.5,95.0,17.469133,53.605347
17.5,95.0,17.469133,53.605347
17.5,95.0,17.469133,53.605347
16.699999999999996,95.0,16.43102,56.526985
16.699999999999996,95.0,16.43102,56.526985
16.900000000000002,95.0,16.713932,55.931038
16.900000000000002,95.0,16.713932,55.931038
17.2,95.0,17.18726,55.608418
17.2,95.0,17.18726,55.608418
17.5,95.0,17.469133,53.605347
17.5,95.0,17.469133,53.605347
18.7,95.0,18.313643,57.080128
18.7,95.0,18.313643,57.080128
20.2,87.0,19.947893,52.376827
20.2,87.0,19.947893,52.376827
20.67368421052631,72.0,20.216599,61.303127
20.7,72.0,20.24398,61.062824
19.942105263157888,68.21052631578948,19.301138,67.62083
19.9,68.0,19.216225,67.741486
19.6,66.0,18.74861,60.409405
19.6,66.0,18.74861,60.409405
19.9,65.0,18.990978,61.07793
19.9,65.0,18.990978,61.07793
20.7,63.0,19.832285,65.86172
20.7,63.0,19.832285,65.86172
21.39999999999999,61.0,20.61304,65.47045
21.39999999999999,61.0,20.61304,65.47045
21.89999999999999,59.0,21.119864,64.426636
21.89999999999999,59.0,21.119864,64.426636
22.35833333333333,57.16666666666666,21.584454,63.4698
22.4,57.0,21.626686,63.38282
23.800000000000004,56.0,23.625196,56.937862
23.800000000000004,56.0,23.625196,56.937862
24.5,56.0,24.172009,57.99998
24.5,56.0,24.172009,57.99998
26.300000000000004,56.0,25.695286,54.400257
26.300000000000004,56.0,25.695286,54.400257
27.300000000000008,54.0,26.585415,46.126324
27.300000000000008,54.0,26.585415,46.126324
27.300000000000008,56.0,26.599895,47.086727
27.300000000000008,56.0,26.599895,47.086727
29.5,53.0,28.658539,40.421196
29.5,53.0,28.658539,40.421196
30.2,50.0,28.891598,49.621758
30.2,50.0,28.891598,49.621758
28.2,48.0,27.168251,48.758358
28.2,48.0,27.168251,48.758358
28.800000000000004,47.0,27.898552,49.698257
28.800000000000004,47.0,27.898552,49.698254
28.899999999999995,45.0,28.093117,48.898678
28.899999999999988,45.0,28.093117,48.89868
