Breaks,Date,Time,BP_R134_EN_BARS [R],HP_R134_EN_BARS [R],BP_R134_EN_DEGRES [R],HP_R134_EN_DEGRES [R],CONSIGNE_BALLON_CHAUD [R],CONSIGNE_BALLON_FROID [R],TEMPERATURE_MEG_CHAUD [R],TEMPERATURE_MEG_FROID [R]
nan,,,0.79791999,7.3150001,-12.590042,31.798616,45.0,-6.0,45.099998,-6.8000002
nan,,,0.82480001,7.1749997,-12.223881,31.296923,45.0,-6.0,45.099998,-6.8000002
nan,,,0.82480001,7.1749997,-12.223881,31.296923,45.0,-6.0,45.099998,-6.6999998
nan,,,0.84399998,7.0549998,-11.965353,30.857565,45.0,-6.0,45.099998,-6.6999998
nan,,,0.84399998,7.0549998,-11.965353,30.857565,45.0,-6.0,45.099998,-6.6999998
nan,,,0.86127996,6.9400001,-11.734774,30.428373,45.0,-6.0,45.099998,-6.6999998
nan,,,0.86127996,6.9400001,-11.734774,30.428373,45.0,-6.0,45.200001,-6.5999999
nan,,,0.87471998,6.8499999,-11.55678,30.086847,45.0,-6.0,45.200001,-6.5999999
nan,,,0.87471998,6.8499999,-11.55678,30.086847,45.0,-6.0,45.200001,-6.5
nan,,,0.88432002,6.7649999,-11.430353,29.759718,45.0,-6.0,45.200001,-6.5
nan,,,0.88432002,6.7649999,-11.430353,29.759718,45.0,-6.0,45.200001,-6.5999999
nan,,,0.89391994,6.6900001,-11.304513,29.467325,45.0,-6.0,45.200001,-6.5999999
nan,,,0.89391994,6.6900001,-11.304513,29.467325,45.0,-6.0,45.299999,-6.5999999
nan,,,0.89968002,6.6099997,-11.229285,29.151545,45.0,-6.0,45.299999,-6.5999999
nan,,,0.89968002,6.6099997,-11.229285,29.151545,45.0,-6.0,45.200001,-6.5999999
nan,,,0.90735996,6.5299997,-11.129303,28.831682,45.0,-6.0,45.200001,-6.5999999
nan,,,0.90735996,6.5299997,-11.129303,28.831682,45.0,-6.0,45.099998,-6.5999999
nan,,,0.91311991,6.4449997,-11.054558,28.487314,45.0,-6.0,45.099998,-6.5999999
nan,,,0.91311991,6.4449997,-11.054558,28.487314,45.0,-6.0,44.799999,-6.5999999
nan,,,0.92079997,6.3649998,-10.955214,28.158869,45.0,-6.0,44.799999,-6.5999999
nan,,,0.92079997,6.3649998,-10.955214,28.158869,45.0,-6.0,44.700001,-6.5
nan,,,0.92655993,6.29,-10.88094,27.847109,45.0,-6.0,44.700001,-6.5
nan,,,0.92655993,6.29,-10.88094,27.847109,45.0,-6.0,44.700001,-6.3000002
nan,,,0.93232,6.2199998,-10.806866,27.552713,45.0,-6.0,44.700001,-6.3000002
nan,,,0.93232,6.2199998,-10.806866,27.552713,45.0,-6.0,44.700001,-6.1999998
nan,,,0.93615997,6.1599998,-10.757596,27.297712,45.0,-6.0,44.700001,-6.1999998
nan,,,0.93615997,6.1599998,-10.757596,27.297712,45.0,-6.0,44.700001,-6.0999999
nan,,,0.93999994,6.0999999,-10.708414,27.040232,45.0,-6.0,44.700001,-6.0999999
nan,,,0.93999994,6.0999999,-10.708414,27.040232,45.0,-6.0,44.700001,-6.0999999
nan,,,0.94191992,6.04,-10.683855,26.780241,45.0,-6.0,44.700001,-6.0999999
nan,,,0.94191992,6.04,-10.683855,26.780241,45.0,-6.0,44.700001,-6.0
nan,,,0.94191992,5.9849997,-10.683855,26.539667,45.0,-6.0,44.700001,-6.0
nan,,,0.94191992,5.9849997,-10.683855,26.539667,45.0,-6.0,44.700001,-6.0
nan,,,0.94383991,5.9400001,-10.659321,26.341227,45.0,-6.0,44.700001,-6.0
nan,,,0.94383991,5.9400001,-10.659321,26.341227,45.0,-6.0,44.799999,-6.0999999
nan,,,0.94576001,5.8849998,-10.634804,26.096693,45.0,-6.0,44.799999,-6.0999999
nan,,,0.94576001,5.8849998,-10.634804,26.096693,45.0,-6.0,44.700001,-6.0999999
nan,,,1.23952,5.6749997,-7.1143818,25.142374,45.0,-6.0,44.700001,-6.0999999
nan,,,1.23952,5.6749997,-7.1143818,25.142374,45.0,-6.0,44.400002,-6.0999999
nan,,,1.36816,5.605,-5.6953011,24.816805,45.0,-6.0,44.400002,-6.0999999
nan,,,1.36816,5.605,-5.6953011,24.816805,45.0,-6.0,44.200001,-6.0
nan,,,0.88624001,11.155,-11.405138,37.757324,45.0,-6.0,44.200001,-6.0
nan,,,0.88624001,11.155,-11.405138,37.757324,45.0,-6.0,44.099998,-5.5999999
nan,,,0.75184,11.849999,-13.229599,39.828167,45.0,-6.0,44.099998,-5.5999999
nan,,,0.75184,11.849999,-13.229599,39.828167,45.0,-6.0,44.099998,-5.3000002
nan,,,0.68271995,11.995,-14.218569,40.252754,45.0,-6.0,44.099998,-5.3000002
nan,,,0.68271995,11.995,-14.218569,40.252754,45.0,-6.0,44.200001,-5.3000002
nan,,,0.64432001,12.035,-14.784262,40.369431,45.0,-6.0,44.200001,-5.3000002
nan,,,0.64432001,12.035,-14.784262,40.369431,45.0,-6.0,44.200001,-5.4000001
nan,,,0.63471997,12.11,-14.927581,40.587681,45.0,-6.0,44.200001,-5.4000001
nan,,,0.63471997,12.11,-14.927581,40.587681,45.0,-6.0,44.400002,-5.5
nan,,,0.60016,12.145,-15.450003,40.689297,45.0,-6.0,44.400002,-5.5
nan,,,0.60016,12.145,-15.450003,40.689297,45.0,-6.0,44.5,-5.5999999
nan,,,0.73648,12.259999,-13.446228,41.022144,45.0,-6.0,44.5,-5.5999999
nan,,,0.73648,12.259999,-13.446228,41.022144,45.0,-6.0,44.5,-5.8000002
nan,,,0.63088,12.259999,-13.446228,41.022144,45.0,-6.0,44.5,-5.8000002
nan,,,0.63088,12.245,-14.985125,40.978821,45.0,-6.0,44.599998,-5.9000001
nan,,,1.07248,12.245,-14.985125,40.978821,45.0,-6.0,44.599998,-5.9000001
nan,,,1.07248,12.36,-9.0628262,41.310284,45.0,-6.0,44.5,-5.6999998
nan,,,0.80751991,12.42,-12.642758,41.48259,45.0,-6.0,44.299999,-5.5999999
nan,,,0.6904,13.054999,-14.106855,43.279984,45.0,-6.0,44.299999,-5.6999998
nan,,,0.49647999,13.045,-17.081459,43.252048,45.0,-6.0,44.5,-5.8000002
nan,,,0.60975993,13.07,-15.303858,43.321869,45.0,-6.0,44.799999,-5.9000001
nan,,,1.3163199,10.09,-6.259428,34.466801,45.0,-6.0,45.0,-5.5999999
nan,,,1.33936,10.01,-6.0074635,34.213787,45.0,-6.0,45.299999,-5.8000002
nan,,,0.96112001,10.175,-10.439468,34.73473,45.0,-6.0,45.400002,-5.9000001
nan,,,0.84783995,10.075,-11.913944,34.419426,45.0,-6.0,45.5,-5.3000002
nan,,,0.71920002,10.075,-13.692051,34.419426,45.0,-6.0,45.599998,-5.0999999
nan,,,0.78831995,10.094999,-12.722031,34.482586,45.0,-6.0,45.599998,-4.9000001
nan,,,0.63663995,10.099999,-14.898856,34.498371,45.0,-6.0,45.400002,-4.9000001
nan,,,0.72687995,10.11,-13.582517,34.529926,45.0,-6.0,45.200001,-5.0
nan,,,0.66927993,10.105,-14.415199,34.514149,45.0,-6.0,45.099998,-5.0
nan,,,0.67695999,10.11,-14.30266,34.529926,45.0,-6.0,45.0,-4.9000001
nan,,,0.75759995,10.08,-13.148816,34.435219,45.0,-6.0,45.0,-4.9000001
nan,,,0.70191991,10.09,-13.940161,34.466801,45.0,-6.0,45.0,-4.8000002
nan,,,0.41583997,10.175,-18.422447,34.73473,45.0,-6.0,45.0,-4.9000001
nan,,,0.49647999,10.139999,-17.081459,34.624516,45.0,-6.0,45.0,-5.0999999
nan,,,0.36399996,10.11,-19.320738,34.529926,45.0,-6.0,45.0,-5.4000001
nan,,,0.39471996,10.094999,-18.784872,34.482586,45.0,-6.0,45.0,-5.5999999
nan,,,0.26032001,10.115,-21.209759,34.5457,45.0,-6.0,44.900002,-5.8000002
nan,,,0.75567997,8.6700001,-13.175716,37.933327,45.0,-6.0,44.700001,-6.0
nan,,,1.23376,7.3150001,-7.1794796,31.798616,45.0,-6.0,44.5,-6.5
nan,,,1.46608,6.8299999,-4.6558857,30.010271,45.0,-6.0,44.299999,-6.6999998
nan,,,1.15696,11.37,-8.0612278,38.404308,45.0,-6.0,44.299999,-6.5999999
nan,,,1.09744,12.255,-8.7632599,41.00771,45.0,-6.0,44.299999,-6.0
nan,,,1.08784,12.535,-8.8781052,41.811649,45.0,-6.0,44.299999,-5.6999998
nan,,,0.98223996,12.745,-10.173117,42.408474,45.0,-6.0,44.400002,-5.5999999
nan,,,0.75375998,12.575,-13.202644,41.925732,45.0,-6.0,44.5,-5.9000001
nan,,,1.1377599,12.735,-8.285841,42.380173,45.0,-6.0,44.599998,-5.8000002
nan,,,1.1358399,12.75,-8.3083973,42.422619,45.0,-6.0,44.700001,-5.5999999
nan,,,0.77487993,12.695,-12.907913,42.26685,45.0,-6.0,44.700001,-5.8000002
nan,,,0.99184,12.389999,-10.052885,41.396492,45.0,-6.0,44.5,-6.0
nan,,,1.1204799,12.639999,-8.4894848,42.110714,45.0,-6.0,44.5,-5.6999998
nan,,,0.72687995,13.455,-13.582517,44.38792,45.0,-6.0,44.599998,-5.5
nan,,,0.63471997,13.469999,-14.927581,44.429104,45.0,-6.0,44.900002,-5.5999999
nan,,,0.50031996,11.969999,-17.019232,40.179729,45.0,-6.0,44.900002,-5.5999999
nan,,,0.50031996,11.969999,-17.019232,40.179729,45.0,-6.0,45.099998,-5.5
nan,,,0.58671999,10.15,-15.655961,34.656021,45.0,-6.0,45.099998,-5.5
nan,,,0.58671999,10.15,-15.655961,34.656021,45.0,-6.0,45.299999,-5.3000002
nan,,,0.47151995,10.145,-17.489473,34.64027,45.0,-6.0,45.299999,-5.3000002
nan,,,0.47151995,10.145,-17.489473,34.64027,45.0,-6.0,45.5,-5.4000001
nan,,,0.38896,10.17,-18.884552,34.718998,45.0,-6.0,45.5,-5.4000001
nan,,,0.38896,10.17,-18.884552,34.718998,45.0,-6.0,45.599998,-5.5
nan,,,0.36592001,10.179999,-19.286938,34.750458,45.0,-6.0,45.599998,-5.5
nan,,,0.36592001,10.179999,-19.286938,34.750458,45.0,-6.0,45.599998,-5.6999998
nan,,,0.32751995,10.195,-19.970905,34.797634,45.0,-6.0,45.599998,-5.6999998
nan,,,0.32751995,10.195,-19.970905,34.797634,45.0,-6.0,45.700001,-5.8000002
nan,,,0.68848002,9.1499996,-14.134739,31.441219,45.0,-6.0,45.700001,-5.8000002
nan,,,0.68848002,9.1499996,-14.134739,31.441219,45.0,-6.0,45.599998,-6.0
nan,,,0.74800003,7.9499998,-13.283592,35.216843,45.0,-6.0,45.599998,-6.0
nan,,,0.74800003,7.9499998,-13.283592,35.216843,45.0,-6.0,45.400002,-6.5
nan,,,0.78831995,7.5249996,-12.722031,32.529427,45.0,-6.0,45.400002,-6.5
nan,,,0.78831995,7.5249996,-12.722031,32.529427,45.0,-6.0,45.200001,-6.8000002
nan,,,0.82287991,7.3449998,-12.249871,31.904619,45.0,-6.0,45.200001,-6.8000002
nan,,,0.82287991,7.3449998,-12.249871,31.904619,45.0,-6.0,45.200001,-6.8000002
nan,,,0.85167992,7.1900001,-11.86263,31.351229,45.0,-6.0,45.200001,-6.8000002
nan,,,0.85167992,7.1900001,-11.86263,31.351229,45.0,-6.0,45.099998,-6.6999998
nan,,,0.87663996,7.0699997,-11.531448,30.912966,45.0,-6.0,45.099998,-6.6999998
nan,,,0.87663996,7.0699997,-11.531448,30.912966,45.0,-6.0,45.099998,-6.5999999
nan,,,0.89775991,6.9699998,-11.254339,30.541113,45.0,-6.0,45.099998,-6.5999999
nan,,,0.89775991,6.9699998,-11.254339,30.541113,45.0,-6.0,45.200001,-6.5
nan,,,0.91696,6.8799996,-11.00484,30.201235,45.0,-6.0,45.200001,-6.5
nan,,,0.91696,6.8799996,-11.00484,30.201235,45.0,-6.0,45.200001,-6.5
nan,,,0.93232,6.7950001,-10.806866,29.875685,45.0,-6.0,45.200001,-6.5
nan,,,0.93232,6.7950001,-10.806866,29.875685,45.0,-6.0,45.200001,-6.5
nan,,,0.94768,6.7149997,-10.610312,29.56518,45.0,-6.0,45.200001,-6.5
nan,,,0.94768,6.7149997,-10.610312,29.56518,45.0,-6.0,45.200001,-6.4000001
nan,,,0.96112001,6.6349998,-10.439468,29.250658,45.0,-6.0,45.200001,-6.4000001
nan,,,0.96112001,6.6349998,-10.439468,29.250658,45.0,-6.0,45.299999,-6.5
nan,,,0.97263992,6.5549998,-10.293869,28.932093,45.0,-6.0,45.299999,-6.5
nan,,,0.97263992,6.5549998,-10.293869,28.932093,45.0,-6.0,45.099998,-6.5
nan,,,0.98415995,6.4699998,-10.149031,28.589083,45.0,-6.0,45.099998,-6.5
nan,,,0.98415995,6.4699998,-10.149031,28.589083,45.0,-6.0,45.0,-6.5
nan,,,0.99759996,6.395,-9.9809971,28.282526,45.0,-6.0,45.0,-6.5
nan,,,0.99759996,6.395,-9.9809971,28.282526,45.0,-6.0,44.799999,-6.5
nan,,,1.00912,6.3199997,-9.8377724,27.972261,45.0,-6.0,44.799999,-6.5
nan,,,1.00912,6.3199997,-9.8377724,27.972261,45.0,-6.0,44.700001,-6.4000001
nan,,,1.02064,6.25,-9.6952763,27.679285,45.0,-6.0,44.700001,-6.4000001
nan,,,1.02064,6.25,-9.6952763,27.679285,45.0,-6.0,44.700001,-6.1999998
nan,,,1.0321599,6.1799998,-9.553503,27.382982,45.0,-6.0,44.700001,-6.1999998
nan,,,1.0321599,6.1799998,-9.553503,27.382982,45.0,-6.0,44.700001,-6.0999999
nan,,,1.04176,6.125,-9.4359016,27.147821,45.0,-6.0,44.700001,-6.0999999
nan,,,1.04176,6.125,-9.4359016,27.147821,45.0,-6.0,44.700001,-6.0
nan,,,1.05136,6.0599999,-9.3187847,26.867182,45.0,-6.0,44.700001,-6.0
nan,,,1.05136,6.0599999,-9.3187847,26.867182,45.0,-6.0,44.700001,-5.9000001
nan,,,1.05904,6.0049996,-9.2254429,26.62739,45.0,-6.0,44.700001,-5.9000001
nan,,,1.05904,6.0049996,-9.2254429,26.62739,45.0,-6.0,44.700001,-6.0
nan,,,1.06864,5.9400001,-9.1091919,26.341227,45.0,-6.0,44.700001,-6.0
nan,,,1.06864,5.9400001,-9.1091919,26.341227,45.0,-6.0,44.700001,-5.9000001
nan,,,1.0763199,5.8699999,-9.016531,26.029619,45.0,-6.0,44.700001,-5.9000001
nan,,,1.0763199,5.8699999,-9.016531,26.029619,45.0,-6.0,44.700001,-5.9000001
nan,,,1.084,5.8150001,-8.9241734,25.782263,45.0,-6.0,44.700001,-5.9000001
nan,,,1.084,5.8150001,-8.9241734,25.782263,45.0,-6.0,44.599998,-6.0
nan,,,1.29712,5.585,-6.4709568,24.723082,45.0,-6.0,44.599998,-6.0
nan,,,1.29712,5.585,-6.4709568,24.723082,45.0,-6.0,44.400002,-6.0
nan,,,1.36816,5.48,-5.6953011,24.225813,45.0,-6.0,44.400002,-6.0
nan,,,1.36816,5.48,-5.6953011,24.225813,45.0,-6.0,44.200001,-5.8000002
nan,,,1.02256,5.48,-5.6953011,24.225813,45.0,-6.0,44.200001,-5.8000002
nan,,,1.02256,11.21,-9.6715984,37.923382,45.0,-6.0,44.099998,-5.5
nan,,,0.78831995,11.21,-9.6715984,37.923382,45.0,-6.0,44.099998,-5.5
nan,,,0.78831995,11.514999,-12.722031,38.837414,45.0,-6.0,44.099998,-5.3000002
nan,,,0.76143992,11.514999,-12.722031,38.837414,45.0,-6.0,44.099998,-5.3000002
nan,,,0.76143992,11.639999,-13.095095,39.20871,45.0,-6.0,44.099998,-5.1999998
nan,,,0.81327999,11.719999,-12.380197,39.445328,45.0,-6.0,44.200001,-5.1999998
nan,,,0.82672,11.764999,-12.197917,39.578083,45.0,-6.0,44.299999,-5.3000002
nan,,,0.66735995,11.724999,-14.443407,39.460087,45.0,-6.0,44.400002,-5.5
nan,,,0.79983997,11.8,-12.563721,39.681168,45.0,-6.0,44.5,-5.4000001
nan,,,0.73264003,11.8,-13.500659,39.681168,45.0,-6.0,44.5,-5.5
nan,,,0.72687995,11.785,-13.582517,39.637005,45.0,-6.0,44.5,-5.5999999
nan,,,0.83055997,11.715,-12.146064,39.430565,45.0,-6.0,44.299999,-5.6999998
nan,,,0.65968001,12.88,-14.556541,42.789394,45.0,-6.0,44.200001,-5.9000001
nan,,,0.53872001,12.88,-16.404758,42.789394,45.0,-6.0,44.299999,-5.9000001
nan,,,0.69807994,13.09,-13.995609,43.377674,45.0,-6.0,44.5,-5.6999998
nan,,,0.52528,13.099999,-16.618229,43.405556,45.0,-6.0,44.700001,-5.5999999
nan,,,0.56752002,13.195,-15.952969,43.669876,45.0,-6.0,44.900002,-5.6999998
nan,,,0.45999998,10.36,-17.679886,35.314655,45.0,-6.0,45.200001,-5.5
nan,,,0.54447997,10.094999,-16.313789,34.482586,45.0,-6.0,45.400002,-5.3000002
nan,,,0.49071997,10.105,-17.175068,34.514149,45.0,-6.0,45.400002,-5.4000001
nan,,,0.32176,10.12,-20.074968,34.56147,45.0,-6.0,45.5,-5.5
nan,,,0.32367998,10.155,-20.040237,34.671772,45.0,-6.0,45.400002,-5.5999999
nan,,,0.30447996,10.15,-20.389515,34.656021,45.0,-6.0,45.299999,-5.6999998
nan,,,0.412,10.135,-18.487986,34.608761,45.0,-6.0,45.0,-5.9000001
nan,,,0.26800001,10.165,-21.065382,34.703255,45.0,-6.0,44.900002,-5.8000002
nan,,,0.84208,9.0450001,-11.991093,39.285538,45.0,-6.0,44.900002,-6.0
nan,,,0.93807995,7.7399998,-10.732995,33.250793,45.0,-6.0,44.900002,-6.4000001
nan,,,0.96687996,7.415,-10.366573,32.149872,45.0,-6.0,44.900002,-6.5999999
nan,,,0.98415995,7.2449999,-10.149031,31.549231,45.0,-6.0,44.900002,-6.5999999
nan,,,1.0033599,7.105,-9.9092941,31.041689,45.0,-6.0,44.900002,-6.5999999
nan,,,1.02064,6.98,-9.6952763,30.578566,45.0,-6.0,44.900002,-6.6999998
nan,,,1.0340799,6.8699999,-9.5299435,30.163172,45.0,-6.0,44.900002,-6.6999998
nan,,,1.0455999,6.7749996,-9.388998,29.798433,45.0,-6.0,44.799999,-6.6999998
nan,,,1.0552,6.6849999,-9.2720737,29.447714,45.0,-6.0,44.599998,-6.6999998
nan,,,1.29712,6.29,-6.4709568,27.847109,45.0,-6.0,44.5,-6.6999998
nan,,,1.3528,6.2549996,-5.8614063,27.700323,45.0,-6.0,44.400002,-6.5999999
nan,,,0.92079997,11.929999,-10.955214,40.062737,45.0,-6.0,44.400002,-6.0
nan,,,0.93807995,12.255,-10.732995,41.00771,45.0,-6.0,44.400002,-5.5999999
nan,,,0.67695999,12.264999,-14.30266,41.036579,45.0,-6.0,44.5,-5.5999999
nan,,,0.70191991,12.295,-13.940161,41.123131,45.0,-6.0,44.599998,-5.8000002
nan,,,0.59824002,12.3,-15.479328,41.137543,45.0,-6.0,44.599998,-5.8000002
nan,,,0.59824002,12.3,-15.479328,41.137543,45.0,-6.0,44.700001,-5.9000001
nan,,,0.99951994,12.509999,-9.957077,41.740246,45.0,-6.0,44.700001,-5.9000001
nan,,,0.99951994,12.509999,-9.957077,41.740246,45.0,-6.0,44.799999,-5.9000001
nan,,,1.036,12.63,-9.506403,42.082287,45.0,-6.0,44.799999,-5.9000001
nan,,,1.036,12.63,-9.506403,42.082287,45.0,-6.0,44.799999,-5.8000002
nan,,,1.0743999,12.63,-9.0396709,42.082287,45.0,-6.0,44.799999,-5.8000002
nan,,,1.0743999,12.63,-9.0396709,42.082287,45.0,-6.0,44.599998,-5.5999999
nan,,,0.83631992,12.655,-12.068469,42.153332,45.0,-6.0,44.599998,-5.5999999
nan,,,0.83631992,12.655,-12.068469,42.153332,45.0,-6.0,44.5,-5.5999999
nan,,,0.61168003,13.049999,-15.274723,43.266018,45.0,-6.0,44.5,-5.5999999
nan,,,0.61168003,13.049999,-15.274723,43.266018,45.0,-6.0,44.5,-5.8000002
nan,,,0.56752002,13.23,-15.952969,43.766994,45.0,-6.0,44.5,-5.8000002
nan,,,0.56752002,13.23,-15.952969,43.766994,45.0,-6.0,44.700001,-5.8000002
nan,,,0.50415993,10.285,-16.95715,35.080082,45.0,-6.0,44.700001,-5.8000002
nan,,,0.50415993,10.285,-16.95715,35.080082,45.0,-6.0,45.0,-5.8000002
nan,,,0.35823995,9.96,-19.422386,34.055233,45.0,-6.0,45.0,-5.8000002
nan,,,0.35823995,9.96,-19.422386,34.055233,45.0,-6.0,45.299999,-5.5
nan,,,0.48303998,10.115,-17.300392,34.5457,45.0,-6.0,45.299999,-5.5
nan,,,0.48303998,10.115,-17.300392,34.5457,45.0,-6.0,45.400002,-5.4000001
nan,,,0.33519995,10.115,-19.832754,34.5457,45.0,-6.0,45.400002,-5.4000001
nan,,,0.33519995,10.115,-19.832754,34.5457,45.0,-6.0,45.599998,-5.5
nan,,,0.26607996,10.145,-21.101408,34.64027,45.0,-6.0,45.599998,-5.5
nan,,,0.26607996,10.145,-21.101408,34.64027,45.0,-6.0,45.599998,-5.6999998
nan,,,0.55791998,9.6499996,-16.10272,33.064953,45.0,-6.0,45.599998,-5.6999998
nan,,,0.55791998,9.6499996,-16.10272,33.064953,45.0,-6.0,45.599998,-5.9000001
nan,,,0.70191991,8.125,-13.940161,35.892059,45.0,-6.0,45.599998,-5.9000001
nan,,,0.70191991,8.125,-13.940161,35.892059,45.0,-6.0,45.599998,-6.3000002
nan,,,0.75184,7.6599998,-13.229599,32.98555,45.0,-6.0,45.599998,-6.3000002
nan,,,0.75184,7.6599998,-13.229599,32.98555,45.0,-6.0,45.400002,-6.5999999
nan,,,0.78831995,7.4449997,-12.722031,32.254097,45.0,-6.0,45.400002,-6.5999999
nan,,,0.78831995,7.4449997,-12.722031,32.254097,45.0,-6.0,45.200001,-6.8000002
nan,,,0.81903994,7.2849998,-12.301928,31.692091,45.0,-6.0,45.200001,-6.8000002
nan,,,0.81903994,7.2849998,-12.301928,31.692091,45.0,-6.0,45.099998,-6.8000002
nan,,,0.84208,7.1499996,-11.991093,31.206102,45.0,-6.0,45.099998,-6.8000002
nan,,,0.84208,7.1499996,-11.991093,31.206102,45.0,-6.0,45.099998,-6.5999999
nan,,,0.86127996,7.04,-11.734774,30.802042,45.0,-6.0,45.099998,-6.5999999
nan,,,0.86127996,7.04,-11.734774,30.802042,45.0,-6.0,45.099998,-6.4000001
nan,,,0.87663996,6.9449997,-11.531448,30.447199,45.0,-6.0,45.099998,-6.4000001
nan,,,0.87663996,6.9449997,-11.531448,30.447199,45.0,-6.0,45.099998,-6.3000002
nan,,,0.89007998,6.855,-11.354778,30.105959,45.0,-6.0,45.099998,-6.3000002
nan,,,0.89007998,6.855,-11.354778,30.105959,45.0,-6.0,45.099998,-6.3000002
nan,,,0.9016,6.77,-11.204254,29.779085,45.0,-6.0,45.099998,-6.3000002
nan,,,0.9016,6.77,-11.204254,29.779085,45.0,-6.0,45.200001,-6.1999998
nan,,,0.91119993,6.6900001,-11.079451,29.467325,45.0,-6.0,45.200001,-6.1999998
nan,,,0.91119993,6.6900001,-11.079451,29.467325,45.0,-6.0,45.200001,-6.3000002
nan,,,0.91887999,6.6149998,-10.980015,29.171404,45.0,-6.0,45.200001,-6.3000002
nan,,,0.91887999,6.6149998,-10.980015,29.171404,45.0,-6.0,45.200001,-6.3000002
nan,,,0.92463994,6.54,-10.905674,28.871897,45.0,-6.0,45.200001,-6.3000002
nan,,,0.92463994,6.54,-10.905674,28.871897,45.0,-6.0,45.099998,-6.3000002
nan,,,0.93040001,6.4699998,-10.831535,28.589083,45.0,-6.0,45.099998,-6.3000002
nan,,,0.93040001,6.4699998,-10.831535,28.589083,45.0,-6.0,44.900002,-6.3000002
nan,,,0.93615997,6.3999996,-10.757596,28.30308,45.0,-6.0,44.900002,-6.3000002
nan,,,0.93615997,6.3999996,-10.757596,28.30308,45.0,-6.0,44.700001,-6.4000001
nan,,,0.94191992,6.3249998,-10.683855,27.993067,45.0,-6.0,44.700001,-6.4000001
nan,,,0.94191992,6.3249998,-10.683855,27.993067,45.0,-6.0,44.599998,-6.3000002
nan,,,0.94768,6.2549996,-10.610312,27.700323,45.0,-6.0,44.599998,-6.3000002
nan,,,0.94768,6.2549996,-10.610312,27.700323,45.0,-6.0,44.599998,-6.0999999
nan,,,0.95343995,6.1900001,-10.536963,27.425524,45.0,-6.0,44.599998,-6.0999999
nan,,,0.95343995,6.1900001,-10.536963,27.425524,45.0,-6.0,44.599998,-5.9000001
nan,,,0.95535994,6.1299996,-10.51256,27.169283,45.0,-6.0,44.599998,-5.9000001
nan,,,0.95535994,6.1299996,-10.51256,27.169283,45.0,-6.0,44.599998,-5.8000002
nan,,,0.95727992,6.0650001,-10.488173,26.888868,45.0,-6.0,44.599998,-5.8000002
nan,,,0.95727992,6.0650001,-10.488173,26.888868,45.0,-6.0,44.700001,-5.6999998
nan,,,0.95919991,6.0650001,-10.488173,26.888868,45.0,-6.0,44.700001,-5.6999998
nan,,,0.95919991,6.0,-10.463812,26.605494,45.0,-6.0,44.700001,-5.6999998
nan,,,0.96112001,6.0,-10.463812,26.605494,45.0,-6.0,44.700001,-5.6999998
nan,,,0.96112001,5.9400001,-10.439468,26.341227,45.0,-6.0,44.700001,-5.6999998
nan,,,0.96303999,5.895,-10.415148,26.141321,45.0,-6.0,44.700001,-5.5999999
nan,,,0.96495998,5.8499999,-10.390848,25.939928,45.0,-6.0,44.599998,-5.6999998
nan,,,1.2567999,5.6199999,-6.9199314,24.8869,45.0,-6.0,44.400002,-5.6999998
nan,,,1.372,5.5549998,-5.6539116,24.581896,45.0,-6.0,44.200001,-5.6999998
nan,,,0.98607993,10.995,-10.124962,37.27211,45.0,-6.0,44.099998,-5.4000001
nan,,,0.95343995,11.585,-10.536963,39.045578,45.0,-6.0,44.0,-5.3000002
nan,,,0.65968001,11.535,-14.556541,38.896954,45.0,-6.0,44.099998,-5.1999998
nan,,,0.67312002,11.585,-14.35887,39.045578,45.0,-6.0,44.099998,-5.1999998
nan,,,0.69807994,11.65,-13.995609,39.238327,45.0,-6.0,44.200001,-5.3000002
nan,,,0.74800003,11.71,-13.283592,39.415791,45.0,-6.0,44.299999,-5.3000002
nan,,,0.82287991,11.8,-12.249871,39.681168,45.0,-6.0,44.400002,-5.4000001
nan,,,0.73456001,11.825,-13.473429,39.754704,45.0,-6.0,44.5,-5.5
nan,,,0.78255999,11.809999,-12.801537,39.71059,45.0,-6.0,44.5,-5.5999999
nan,,,0.77872002,11.715,-12.854671,39.430565,45.0,-6.0,44.400002,-5.6999998
nan,,,0.59439993,12.929999,-15.538076,42.929928,45.0,-6.0,44.200001,-5.8000002
nan,,,0.54831994,12.735,-16.253315,42.380173,45.0,-6.0,44.299999,-5.8000002
nan,,,0.39855999,12.985,-18.718616,43.084179,45.0,-6.0,44.400002,-5.5
nan,,,0.56367993,13.04,-16.01277,43.238075,45.0,-6.0,44.700001,-5.5999999
nan,,,0.60975993,13.205,-15.303858,43.697639,45.0,-6.0,44.900002,-5.6999998
nan,,,0.45999998,10.52,-17.679886,35.812687,45.0,-6.0,45.099998,-5.5
nan,,,0.53295994,10.11,-16.496037,34.529926,45.0,-6.0,45.299999,-5.4000001
nan,,,0.45807999,10.099999,-17.711752,34.498371,45.0,-6.0,45.400002,-5.3000002
nan,,,0.33135998,10.13,-19.901743,34.593002,45.0,-6.0,45.5,-5.3000002
nan,,,0.26800001,10.15,-21.065382,34.656021,45.0,-6.0,45.5,-5.5
nan,,,0.22191995,10.12,-21.942852,34.56147,45.0,-6.0,45.299999,-5.6999998
nan,,,0.33712,10.15,-19.798323,34.656021,45.0,-6.0,45.0,-5.8000002
nan,,,0.31791997,10.155,-20.144562,34.671772,45.0,-6.0,44.900002,-5.9000001
