Breaks,Date,Time,BP_R134_EN_BARS [R],HP_R134_EN_BARS [R],BP_R134_EN_DEGRES [R],HP_R134_EN_DEGRES [R],CONSIGNE_BALLON_CHAUD [R],CONSIGNE_BALLON_FROID [R],TEMPERATURE_MEG_CHAUD [R],TEMPERATURE_MEG_FROID [R]
nan,,,1.2376,6.1500001,-7.1360664,27.254972,45.0,-6.0,46.400002,-6.4000001
nan,,,1.2376,6.1349998,-7.1360664,27.190733,45.0,-6.0,46.400002,-6.4000001
nan,,,1.23952,6.1199999,-7.1143818,27.126329,45.0,-6.0,46.400002,-6.4000001
nan,,,1.23952,6.105,-7.1143818,27.061777,45.0,-6.0,46.400002,-6.4000001
nan,,,1.2414399,6.0899997,-7.0927181,26.997072,45.0,-6.0,46.299999,-6.4000001
nan,,,1.2433599,6.04,-7.071064,26.780241,45.0,-6.0,46.400002,-6.0
nan,,,1.2452799,6.0450001,-7.049427,26.801996,45.0,-6.0,46.400002,-5.9000001
nan,,,1.2452799,6.04,-7.049427,26.780241,45.0,-6.0,46.400002,-6.0
nan,,,1.2452799,6.0299997,-7.049427,26.73665,45.0,-6.0,46.400002,-6.0999999
nan,,,1.2472,6.0149999,-7.0278053,26.671156,45.0,-6.0,46.400002,-6.1999998
nan,,,1.24912,6.0049996,-7.0062008,26.62739,45.0,-6.0,46.299999,-6.1999998
nan,,,1.24912,5.9949999,-7.0062008,26.583559,45.0,-6.0,46.400002,-6.1999998
nan,,,1.25104,5.9899998,-6.9846096,26.561621,45.0,-6.0,46.400002,-6.1999998
nan,,,1.25104,5.9749999,-6.9846096,26.495699,45.0,-6.0,46.400002,-6.1999998
nan,,,1.25296,5.96,-6.9630356,26.429605,45.0,-6.0,46.400002,-6.1999998
nan,,,1.25296,5.9249997,-6.9630356,26.274748,45.0,-6.0,46.400002,-5.8000002
nan,,,1.2567999,5.9200001,-6.9199314,26.252558,45.0,-6.0,46.400002,-5.6999998
nan,,,1.2567999,5.9200001,-6.9199314,26.252558,45.0,-6.0,46.400002,-5.9000001
nan,,,1.2587199,5.9099998,-6.8984032,26.208113,45.0,-6.0,46.400002,-6.0
nan,,,1.2587199,5.9000001,-6.8984032,26.163603,45.0,-6.0,46.400002,-6.0
nan,,,1.2606399,5.8899999,-6.8768883,26.119013,45.0,-6.0,46.400002,-6.0
nan,,,1.26256,5.8799996,-6.8553886,26.074358,45.0,-6.0,46.400002,-6.0999999
nan,,,1.26448,5.8699999,-6.8339062,26.029619,45.0,-6.0,46.400002,-6.0999999
nan,,,1.26448,5.8599997,-6.8339062,25.984816,45.0,-6.0,46.400002,-6.0999999
nan,,,1.26448,5.8499999,-6.8339062,25.939928,45.0,-6.0,46.400002,-6.0999999
nan,,,1.2664,5.8399997,-6.8124371,25.894972,45.0,-6.0,46.400002,-6.0999999
nan,,,1.26832,5.8249998,-6.7909813,25.82741,45.0,-6.0,46.400002,-6.0999999
nan,,,1.26832,5.8150001,-6.7909813,25.782263,45.0,-6.0,46.400002,-6.0999999
nan,,,1.2702399,5.8049998,-6.7695446,25.737043,45.0,-6.0,46.400002,-6.0999999
nan,,,1.2721599,5.79,-6.7481194,25.669081,45.0,-6.0,46.400002,-6.0
nan,,,1.2740799,5.7849998,-6.7267113,25.646383,45.0,-6.0,46.400002,-6.0
nan,,,1.2740799,5.7750001,-6.7267113,25.60095,45.0,-6.0,46.400002,-6.0
nan,,,1.2759999,5.7599998,-6.7053185,25.532644,45.0,-6.0,46.400002,-6.0
nan,,,1.2759999,5.7549996,-6.7053185,25.509851,45.0,-6.0,46.400002,-6.0
nan,,,1.27792,5.7449999,-6.6839371,25.464174,45.0,-6.0,46.400002,-6.0
nan,,,1.27792,5.73,-6.6839371,25.395536,45.0,-6.0,46.400002,-6.0
nan,,,1.27984,5.7249999,-6.662571,25.372614,45.0,-6.0,46.400002,-6.0
nan,,,1.28176,5.7149997,-6.6412258,25.326723,45.0,-6.0,46.400002,-6.0
nan,,,1.28176,5.6999998,-6.6412258,25.257742,45.0,-6.0,46.400002,-6.0
nan,,,1.28176,5.5599999,-6.6412258,24.605486,45.0,-6.0,46.400002,-5.5
nan,,,1.28368,5.6599998,-6.6198902,25.072931,45.0,-6.0,46.400002,-5.5999999
nan,,,0.92655993,9.5999994,-10.88094,32.904053,45.0,-6.0,46.400002,-5.6999998
nan,,,0.98031998,10.115,-10.197224,34.5457,45.0,-6.0,46.400002,-5.0
nan,,,0.97648001,10.025,-10.245504,34.261288,45.0,-6.0,46.400002,-4.5
nan,,,0.98031998,10.125,-10.197224,34.577236,45.0,-6.0,46.400002,-4.4000001
nan,,,0.98031998,10.355,-10.197224,35.299038,45.0,-6.0,46.400002,-4.3000002
nan,,,0.96879995,10.615,-10.342318,36.106853,45.0,-6.0,46.400002,-4.4000001
nan,,,0.94191992,10.73,-10.683855,36.461418,45.0,-6.0,46.400002,-4.5
nan,,,0.92079997,10.71,-10.955214,36.399876,45.0,-6.0,46.299999,-4.5999999
nan,,,0.67695999,10.575,-14.30266,35.983135,45.0,-6.0,46.299999,-4.6999998
nan,,,0.68079996,10.429999,-14.24657,35.532944,45.0,-6.0,46.299999,-4.9000001
nan,,,0.55983996,10.775,-16.072704,36.599705,45.0,-6.0,46.299999,-5.0999999
nan,,,0.47343999,11.275,-17.457867,38.119141,45.0,-6.0,46.299999,-5.1999998
nan,,,0.39664,11.304999,-18.751724,38.209309,45.0,-6.0,46.299999,-5.4000001
nan,,,0.36207998,11.259999,-19.354578,38.074009,45.0,-6.0,46.200001,-5.5999999
nan,,,0.46575999,11.46,-17.584511,38.673439,45.0,-6.0,46.200001,-5.6999998
nan,,,0.42543995,11.53,-18.259289,38.882076,45.0,-6.0,46.200001,-5.9000001
nan,,,0.75951993,10.625,-13.121943,36.137753,45.0,-6.0,46.200001,-6.3000002
nan,,,0.80559993,10.15,-12.484915,34.656021,45.0,-6.0,46.200001,-7.0
nan,,,0.84016001,9.9349995,-12.016861,33.97583,45.0,-6.0,46.200001,-7.5
nan,,,0.87088001,9.8800001,-11.607517,33.800873,45.0,-6.0,46.200001,-7.6999998
nan,,,0.89583993,9.8149996,-11.279413,33.59359,45.0,-6.0,46.200001,-7.9000001
nan,,,0.92079997,9.7349997,-10.955214,33.337723,45.0,-6.0,46.200001,-7.9000001
nan,,,0.94191992,9.6700001,-10.683855,33.129219,45.0,-6.0,46.200001,-8.0
nan,,,0.96112001,9.5999994,-10.439468,32.904053,45.0,-6.0,46.299999,-8.0
nan,,,0.97839999,9.5349998,-10.221354,32.694405,45.0,-6.0,46.200001,-8.0
nan,,,0.99184,9.4699993,-10.052885,32.484196,45.0,-6.0,46.200001,-7.9000001
nan,,,1.0033599,9.3949995,-9.9092941,32.240959,45.0,-6.0,46.200001,-7.9000001
nan,,,1.0033599,9.3949995,-9.9092941,32.240959,45.0,-6.0,46.299999,-7.9000001
nan,,,1.0167999,9.3249998,-9.7426968,32.013275,45.0,-6.0,46.299999,-7.9000001
nan,,,1.0167999,9.3249998,-9.7426968,32.013275,45.0,-6.0,46.299999,-7.9000001
nan,,,1.0264,9.2600002,-9.6243,31.80127,45.0,-6.0,46.299999,-7.9000001
nan,,,1.0264,9.2600002,-9.6243,31.80127,45.0,-6.0,46.299999,-7.9000001
nan,,,1.03792,9.1899996,-9.4828815,31.572334,45.0,-6.0,46.299999,-7.9000001
nan,,,1.03792,9.1899996,-9.4828815,31.572334,45.0,-6.0,46.299999,-7.9000001
nan,,,1.0455999,9.1300001,-9.388998,31.375587,45.0,-6.0,46.299999,-7.9000001
nan,,,1.0455999,9.1300001,-9.388998,31.375587,45.0,-6.0,46.299999,-7.9000001
nan,,,1.05328,9.0649996,-9.2954197,39.356491,45.0,-6.0,46.299999,-7.9000001
nan,,,1.05328,9.0649996,-9.2954197,39.356491,45.0,-6.0,46.299999,-7.9000001
nan,,,1.0609599,9.0,-9.2021542,39.125473,45.0,-6.0,46.299999,-7.9000001
nan,,,1.0609599,9.0,-9.2021542,39.125473,45.0,-6.0,46.299999,-7.8000002
nan,,,1.06672,8.9399996,-9.1324024,38.91111,45.0,-6.0,46.299999,-7.8000002
nan,,,1.06672,8.9399996,-9.1324024,38.91111,45.0,-6.0,46.299999,-7.8000002
nan,,,1.07248,8.8800001,-9.0628262,38.695709,45.0,-6.0,46.299999,-7.8000002
nan,,,1.07248,8.8800001,-9.0628262,38.695709,45.0,-6.0,46.299999,-7.8000002
nan,,,1.0782399,8.8249998,-8.9934177,38.497299,45.0,-6.0,46.299999,-7.8000002
nan,,,1.0782399,8.8249998,-8.9934177,38.497299,45.0,-6.0,46.299999,-7.8000002
nan,,,1.08208,8.7649994,-8.9472351,38.279846,45.0,-6.0,46.299999,-7.8000002
nan,,,1.08208,8.7649994,-8.9472351,38.279846,45.0,-6.0,46.299999,-7.6999998
nan,,,1.08592,8.7150002,-8.9011307,38.097809,45.0,-6.0,46.299999,-7.6999998
nan,,,1.08592,8.7150002,-8.9011307,38.097809,45.0,-6.0,46.299999,-7.6999998
nan,,,1.0897599,8.6599998,-8.8551006,37.896698,45.0,-6.0,46.299999,-7.6999998
nan,,,1.0897599,8.6599998,-8.8551006,37.896698,45.0,-6.0,46.400002,-7.6999998
nan,,,1.0935999,8.5950003,-8.8091412,37.657837,45.0,-6.0,46.400002,-7.6999998
nan,,,1.0935999,8.5950003,-8.8091412,37.657837,45.0,-6.0,46.400002,-7.6999998
nan,,,1.0955199,8.5450001,-8.7861938,37.473221,45.0,-6.0,46.400002,-7.6999998
nan,,,1.0955199,8.5450001,-8.7861938,37.473221,45.0,-6.0,46.400002,-7.5999999
nan,,,1.09744,8.4899998,-8.7632599,37.269279,45.0,-6.0,46.400002,-7.5999999
nan,,,1.09744,8.4899998,-8.7632599,37.269279,45.0,-6.0,46.400002,-7.6999998
nan,,,1.10128,8.4399996,-8.7174492,37.083061,45.0,-6.0,46.400002,-7.6999998
nan,,,1.10128,8.4399996,-8.7174492,37.083061,45.0,-6.0,46.400002,-7.5999999
nan,,,1.1051199,8.3899994,-8.6717129,36.89608,45.0,-6.0,46.400002,-7.5999999
nan,,,1.1051199,8.3899994,-8.6717129,36.89608,45.0,-6.0,46.400002,-7.5999999
nan,,,1.1070399,8.3400002,-8.6488705,36.708321,45.0,-6.0,46.400002,-7.5999999
nan,,,1.1070399,8.3400002,-8.6488705,36.708321,45.0,-6.0,46.400002,-7.5999999
nan,,,1.1089599,8.2849998,-8.6260471,36.500893,45.0,-6.0,46.400002,-7.5999999
nan,,,1.1089599,8.2849998,-8.6260471,36.500893,45.0,-6.0,46.400002,-7.5999999
nan,,,1.1128,8.2299995,-8.5804539,36.292511,45.0,-6.0,46.400002,-7.5999999
nan,,,1.1128,8.2299995,-8.5804539,36.292511,45.0,-6.0,46.400002,-7.5999999
nan,,,1.11472,8.1799994,-8.5576859,36.102257,45.0,-6.0,46.400002,-7.5999999
nan,,,1.11472,8.1799994,-8.5576859,36.102257,45.0,-6.0,46.400002,-7.5
nan,,,1.11664,8.1350002,-8.5349331,35.930351,45.0,-6.0,46.400002,-7.5
nan,,,1.11856,8.085,-8.5122013,35.738594,45.0,-6.0,46.400002,-7.5
nan,,,1.1204799,8.0349998,-8.4894848,35.546028,45.0,-6.0,46.400002,-7.5
nan,,,1.1223999,7.9849997,-8.4667873,35.352676,45.0,-6.0,46.400002,-7.5
nan,,,1.1243199,7.9400001,-8.444109,35.177971,45.0,-6.0,46.400002,-7.5
nan,,,1.12624,7.8899999,-8.4214439,34.983086,45.0,-6.0,46.400002,-7.5
nan,,,1.12816,7.8449998,-8.398798,34.806992,45.0,-6.0,46.400002,-7.5
nan,,,1.13008,7.7999997,-8.376173,34.630234,45.0,-6.0,46.400002,-7.5
nan,,,1.132,7.7599998,-8.3535633,34.472565,45.0,-6.0,46.400002,-7.4000001
nan,,,1.132,7.7149997,-8.3535633,33.168297,45.0,-6.0,46.400002,-7.4000001
nan,,,1.13392,7.6699996,-8.3309708,33.01889,45.0,-6.0,46.400002,-7.4000001
nan,,,1.1358399,7.6299996,-8.3083973,32.885109,45.0,-6.0,46.400002,-7.4000001
nan,,,1.1396799,7.585,-8.2633038,32.733459,45.0,-6.0,46.400002,-7.4000001
nan,,,1.1396799,7.5449996,-8.2633038,32.597679,45.0,-6.0,46.400002,-7.5
nan,,,1.14352,7.5,-8.2182751,32.443794,45.0,-6.0,46.400002,-7.4000001
nan,,,1.14352,7.4649997,-8.2182751,32.32328,45.0,-6.0,46.400002,-7.4000001
nan,,,1.14544,7.4299998,-8.1957874,32.202042,45.0,-6.0,46.400002,-7.4000001
nan,,,1.14736,7.4099998,-8.1733189,32.132454,45.0,-6.0,46.400002,-7.4000001
nan,,,1.14928,7.375,-8.1508656,32.010071,45.0,-6.0,46.400002,-7.4000001
nan,,,1.1511999,7.355,-8.1284313,31.939829,45.0,-6.0,46.400002,-7.4000001
nan,,,1.1531199,7.3399997,-8.1060123,31.886988,45.0,-6.0,46.400002,-7.3000002
nan,,,1.1550399,7.3249998,-8.0836124,31.834017,45.0,-6.0,46.400002,-7.3000002
nan,,,1.15696,7.3099999,-8.0612278,31.780909,45.0,-6.0,46.400002,-7.3000002
nan,,,1.15696,7.2949996,-8.0612278,31.727663,45.0,-6.0,46.400002,-7.3000002
nan,,,1.15888,7.2799997,-8.0388622,31.67428,45.0,-6.0,46.400002,-7.3000002
nan,,,1.1608,7.25,-8.0165119,31.567137,45.0,-6.0,46.400002,-7.3000002
nan,,,1.16272,7.23,-7.9941807,31.495417,45.0,-6.0,46.400002,-7.3000002
nan,,,1.1646399,7.2049999,-7.9718628,31.405401,45.0,-6.0,46.400002,-7.3000002
nan,,,1.1665599,7.1749997,-7.949564,31.296923,45.0,-6.0,46.400002,-7.1999998
nan,,,1.1665599,7.145,-7.949564,31.187891,45.0,-6.0,46.400002,-7.1999998
nan,,,1.1684799,7.125,-7.9272823,31.114908,45.0,-6.0,46.400002,-7.1999998
nan,,,1.1703999,7.0899997,-7.9050179,30.986605,45.0,-6.0,46.400002,-7.1999998
nan,,,1.17232,7.0650001,-7.8827686,30.89451,45.0,-6.0,46.400002,-7.1999998
nan,,,1.17424,7.0349998,-7.8605366,30.78351,45.0,-6.0,46.400002,-7.1999998
nan,,,1.17616,7.0,-7.8383236,30.653307,45.0,-6.0,46.400002,-7.1999998
nan,,,1.17616,6.9699998,-7.8383236,30.541113,45.0,-6.0,46.400002,-7.0999999
nan,,,1.17808,6.9400001,-7.816124,30.428373,45.0,-6.0,46.400002,-7.0999999
nan,,,1.1799999,6.9099998,-7.7939434,30.315092,45.0,-6.0,46.400002,-7.0999999
nan,,,1.1799999,6.8899999,-7.7939434,30.239256,45.0,-6.0,46.400002,-7.0999999
nan,,,1.1838399,6.855,-7.74963,30.105959,45.0,-6.0,46.400002,-7.0999999
nan,,,1.1838399,6.835,-7.74963,30.029444,45.0,-6.0,46.400002,-7.0999999
nan,,,1.1857599,6.8049998,-7.727499,29.914225,45.0,-6.0,46.400002,-7.0999999
nan,,,1.1857599,6.7799997,-7.727499,29.81777,45.0,-6.0,46.400002,-7.0999999
nan,,,1.18768,6.75,-7.7053833,29.701521,45.0,-6.0,46.400002,-7.0999999
nan,,,1.1896,6.7249999,-7.6832829,29.604212,45.0,-6.0,46.400002,-7.0999999
nan,,,1.19152,6.6949997,-7.6612034,29.486929,45.0,-6.0,46.400002,-7.0
nan,,,1.19152,6.665,-7.6612034,29.369074,45.0,-6.0,46.5,-7.0
nan,,,1.19344,6.6399999,-7.6391354,29.270433,45.0,-6.0,46.400002,-7.0
nan,,,1.1953599,6.605,-7.6170864,29.131678,45.0,-6.0,46.400002,-7.0
nan,,,1.1953599,6.585,-7.6170864,29.052023,45.0,-6.0,46.400002,-7.0
nan,,,1.1972799,6.5549998,-7.5950546,28.932093,45.0,-6.0,46.400002,-7.0
nan,,,1.1991999,6.5349998,-7.5730381,28.851801,45.0,-6.0,46.400002,-6.9000001
nan,,,1.2011199,6.5099998,-7.5510387,28.751078,45.0,-6.0,46.5,-6.9000001
nan,,,1.2011199,6.4899998,-7.5510387,28.670206,45.0,-6.0,46.400002,-6.9000001
nan,,,1.20304,6.4649997,-7.5290508,28.568766,45.0,-6.0,46.400002,-6.9000001
nan,,,1.20304,6.4400001,-7.5290508,28.466898,45.0,-6.0,46.400002,-6.9000001
nan,,,1.20496,6.4200001,-7.5070839,28.385118,45.0,-6.0,46.5,-6.9000001
nan,,,1.20688,6.395,-7.4851303,28.282526,45.0,-6.0,46.5,-6.9000001
nan,,,1.20688,6.3649998,-7.4851303,28.158869,45.0,-6.0,46.400002,-6.9000001
nan,,,1.2088,6.3399997,-7.4631977,28.055368,45.0,-6.0,46.400002,-6.9000001
nan,,,1.2088,6.3249998,-7.4631977,27.993067,45.0,-6.0,46.5,-6.8000002
nan,,,1.2126399,6.2999997,-7.4193726,27.888887,45.0,-6.0,46.5,-6.8000002
nan,,,1.2126399,6.2750001,-7.4193726,27.784296,45.0,-6.0,46.5,-6.8000002
nan,,,1.2126399,6.2599998,-7.4193726,27.721342,45.0,-6.0,46.5,-6.8000002
nan,,,1.2145599,6.2349997,-7.3974857,27.616072,45.0,-6.0,46.5,-6.8000002
nan,,,1.2164799,6.2149997,-7.3756123,27.531557,45.0,-6.0,46.5,-6.8000002
nan,,,1.2184,6.1949997,-7.353756,27.44676,45.0,-6.0,46.5,-6.8000002
nan,,,1.2184,6.1749997,-7.353756,27.361689,45.0,-6.0,46.5,-6.6999998
nan,,,1.22032,6.1549997,-7.3319168,27.27635,45.0,-6.0,46.5,-6.6999998
nan,,,1.22224,6.1349998,-7.310091,27.190733,45.0,-6.0,46.5,-6.6999998
nan,,,1.22224,6.1099997,-7.310091,27.083315,45.0,-6.0,46.5,-6.6999998
nan,,,1.22416,6.085,-7.2882824,26.97547,45.0,-6.0,46.5,-6.6999998
nan,,,1.22416,6.0650001,-7.2882824,26.888868,45.0,-6.0,46.5,-6.6999998
nan,,,1.2260799,6.0450001,-7.2664928,26.801996,45.0,-6.0,46.5,-6.6999998
nan,,,1.2279999,6.0299997,-7.2447147,26.73665,45.0,-6.0,46.5,-6.6999998
nan,,,1.2279999,6.0149999,-7.2447147,26.671156,45.0,-6.0,46.5,-6.5999999
nan,,,1.23184,5.9949999,-7.2012081,26.583559,45.0,-6.0,46.5,-6.5999999
nan,,,1.23184,5.9699998,-7.2012081,26.473688,45.0,-6.0,46.5,-6.5999999
nan,,,1.23376,5.9549999,-7.1794796,26.407534,45.0,-6.0,46.5,-6.5999999
nan,,,1.23376,5.9349999,-7.1794796,26.319086,45.0,-6.0,46.5,-6.5999999
nan,,,1.23568,5.915,-7.1577644,26.230349,45.0,-6.0,46.5,-6.5999999
nan,,,1.23568,5.895,-7.1577644,26.141321,45.0,-6.0,46.5,-6.5999999
nan,,,1.23568,5.895,-7.1577644,26.141321,45.0,-6.0,46.5,-6.5999999
nan,,,1.2376,5.875,-7.1360664,26.051992,45.0,-6.0,46.5,-6.5999999
nan,,,1.2376,5.875,-7.1360664,26.051992,45.0,-6.0,46.5,-6.5999999
nan,,,1.2376,5.8599997,-7.1360664,25.984816,45.0,-6.0,46.5,-6.5999999
nan,,,1.2376,5.8599997,-7.1360664,25.984816,45.0,-6.0,46.5,-6.5999999
nan,,,1.23952,5.8449998,-7.1143818,25.917459,45.0,-6.0,46.5,-6.5999999
nan,,,1.23952,5.8449998,-7.1143818,25.917459,45.0,-6.0,46.5,-6.5
nan,,,1.2414399,5.8249998,-7.0927181,25.82741,45.0,-6.0,46.5,-6.5
nan,,,1.2414399,5.8249998,-7.0927181,25.82741,45.0,-6.0,46.5,-6.5
nan,,,1.2414399,5.8099999,-7.0927181,25.759668,45.0,-6.0,46.5,-6.5
nan,,,1.2414399,5.8099999,-7.0927181,25.759668,45.0,-6.0,46.5,-6.5
nan,,,1.2433599,5.7950001,-7.071064,25.691755,45.0,-6.0,46.5,-6.5
nan,,,1.2433599,5.7950001,-7.071064,25.691755,45.0,-6.0,46.5,-6.5
nan,,,1.2433599,5.7799997,-7.071064,25.623674,45.0,-6.0,46.5,-6.5
nan,,,1.2433599,5.7799997,-7.071064,25.623674,45.0,-6.0,46.5,-6.5
nan,,,1.2452799,5.77,-7.049427,25.578203,45.0,-6.0,46.5,-6.5
nan,,,1.2452799,5.77,-7.049427,25.578203,45.0,-6.0,46.5,-6.5
nan,,,1.2472,5.75,-7.0278053,25.487017,45.0,-6.0,46.5,-6.5
nan,,,1.2472,5.75,-7.0278053,25.487017,45.0,-6.0,46.5,-6.5
nan,,,1.24912,5.7349997,-7.0062008,25.418436,45.0,-6.0,46.5,-6.5
nan,,,1.24912,5.7349997,-7.0062008,25.418436,45.0,-6.0,46.5,-6.5
nan,,,1.24912,5.7149997,-7.0062008,25.326723,45.0,-6.0,46.5,-6.5
nan,,,1.24912,5.7149997,-7.0062008,25.326723,45.0,-6.0,46.5,-6.4000001
nan,,,1.25104,5.6999998,-6.9846096,25.257742,45.0,-6.0,46.5,-6.4000001
nan,,,1.25104,5.6999998,-6.9846096,25.257742,45.0,-6.0,46.5,-6.4000001
nan,,,1.25296,5.6849999,-6.9630356,25.188585,45.0,-6.0,46.5,-6.4000001
nan,,,1.25296,5.6849999,-6.9630356,25.188585,45.0,-6.0,46.5,-6.4000001
nan,,,1.25488,5.6700001,-6.9414768,25.119257,45.0,-6.0,46.5,-6.4000001
nan,,,1.25488,5.6700001,-6.9414768,25.119257,45.0,-6.0,46.5,-6.4000001
nan,,,1.2606399,5.6549997,-6.8768883,25.049746,45.0,-6.0,46.5,-6.4000001
nan,,,1.2606399,5.6549997,-6.8768883,25.049746,45.0,-6.0,46.5,-6.4000001
nan,,,1.2567999,5.6399999,-6.9199314,24.980074,45.0,-6.0,46.5,-6.4000001
nan,,,1.2567999,5.6399999,-6.9199314,24.980074,45.0,-6.0,46.5,-6.4000001
nan,,,1.25488,5.6299996,-6.9414768,24.933519,45.0,-6.0,46.5,-6.4000001
nan,,,1.25488,5.6299996,-6.9414768,24.933519,45.0,-6.0,46.5,-6.4000001
nan,,,1.2567999,5.6149998,-6.9199314,24.86355,45.0,-6.0,46.5,-6.4000001
nan,,,1.2567999,5.6149998,-6.9199314,24.86355,45.0,-6.0,46.5,-6.4000001
nan,,,1.2587199,5.5999999,-6.8984032,24.793406,45.0,-6.0,46.5,-6.4000001
nan,,,1.2587199,5.5999999,-6.8984032,24.793406,45.0,-6.0,46.5,-6.3000002
nan,,,1.2606399,5.585,-6.8768883,24.723082,45.0,-6.0,46.5,-6.3000002
nan,,,1.2606399,5.585,-6.8768883,24.723082,45.0,-6.0,46.5,-6.3000002
nan,,,1.2587199,5.5599999,-6.8984032,24.605486,45.0,-6.0,46.5,-6.3000002
nan,,,1.2587199,5.5599999,-6.8984032,24.605486,45.0,-6.0,46.5,-6.3000002
nan,,,1.2606399,5.5499997,-6.8768883,24.558298,45.0,-6.0,46.5,-6.3000002
nan,,,1.2606399,5.5499997,-6.8768883,24.558298,45.0,-6.0,46.5,-6.3000002
nan,,,1.26256,5.5349998,-6.8553886,24.487383,45.0,-6.0,46.5,-6.3000002
nan,,,1.26256,5.5250001,-6.8553886,24.440016,45.0,-6.0,46.5,-6.3000002
nan,,,1.26448,5.5099998,-6.8339062,24.368792,45.0,-6.0,46.5,-6.3000002
nan,,,1.26448,5.4949999,-6.8339062,24.297396,45.0,-6.0,46.5,-6.3000002
nan,,,1.26448,5.4849997,-6.8339062,24.249701,45.0,-6.0,46.5,-6.3000002
nan,,,1.2664,5.4699998,-6.8124371,24.177992,45.0,-6.0,46.5,-6.1999998
nan,,,1.26832,5.4549999,-6.7909813,24.106112,45.0,-6.0,46.5,-6.1999998
nan,,,1.26832,5.4400001,-6.7909813,24.034037,45.0,-6.0,46.5,-6.1999998
nan,,,1.2702399,5.4249997,-6.7695446,23.961786,45.0,-6.0,46.5,-6.1999998
nan,,,1.2702399,5.4099998,-6.7695446,23.889349,45.0,-6.0,46.5,-6.1999998
nan,,,1.2721599,5.4049997,-6.7481194,23.865164,45.0,-6.0,46.5,-6.1999998
nan,,,1.2721599,5.3899999,-6.7481194,23.792475,45.0,-6.0,46.5,-6.1999998
nan,,,1.2759999,5.375,-6.7053185,23.719606,45.0,-6.0,46.5,-6.1999998
nan,,,1.2759999,5.3649998,-6.7053185,23.670923,45.0,-6.0,46.5,-6.0999999
nan,,,1.2759999,5.355,-6.7053185,23.622152,45.0,-6.0,46.5,-6.0999999
nan,,,1.27792,5.3449998,-6.6839371,23.573298,45.0,-6.0,46.5,-6.0999999
nan,,,1.27984,5.3299999,-6.662571,23.499861,45.0,-6.0,46.5,-6.0999999
nan,,,1.27984,5.3199997,-6.662571,23.450796,45.0,-6.0,46.5,-6.0999999
nan,,,1.28176,5.3099999,-6.6412258,23.401651,45.0,-6.0,46.5,-6.0999999
nan,,,1.28176,5.2999997,-6.6412258,23.352419,45.0,-6.0,46.5,-6.0999999
nan,,,1.28368,5.2849998,-6.6198902,23.278406,45.0,-6.0,46.5,-6.0999999
nan,,,1.2855999,5.2750001,-6.598568,23.228964,45.0,-6.0,46.5,-6.0999999
nan,,,1.2855999,5.2649999,-6.598568,23.179426,45.0,-6.0,46.5,-6.0999999
nan,,,1.2875199,5.2550001,-6.5772648,23.129816,45.0,-6.0,46.5,-6.0
nan,,,1.2894399,5.2399998,-6.5559731,23.055223,45.0,-6.0,46.5,-6.0
nan,,,1.2894399,5.2349997,-6.5559731,23.03031,45.0,-6.0,46.5,-6.0
nan,,,1.2913599,5.2149997,-6.5346985,22.930475,45.0,-6.0,46.5,-6.0
nan,,,1.2913599,5.21,-6.5346985,22.905462,45.0,-6.0,46.5,-6.0
nan,,,1.29328,5.1999998,-6.5134373,22.855364,45.0,-6.0,46.5,-6.0
nan,,,1.29328,5.1900001,-6.5134373,22.805189,45.0,-6.0,46.5,-6.0
nan,,,1.2952,5.1799998,-6.4921894,22.754911,45.0,-6.0,46.5,-6.0
nan,,,1.2952,5.1700001,-6.4921894,22.704554,45.0,-6.0,46.5,-6.0
nan,,,1.29712,5.165,-6.4709568,22.679346,45.0,-6.0,46.5,-5.9000001
nan,,,1.29904,5.1500001,-6.4497395,22.603579,45.0,-6.0,46.5,-5.9000001
nan,,,1.3009599,5.1399999,-6.4285355,22.55295,45.0,-6.0,46.5,-5.9000001
nan,,,1.3009599,5.1349998,-6.4285355,22.527605,45.0,-6.0,46.5,-5.9000001
nan,,,1.3028799,5.1300001,-6.4073486,22.502241,45.0,-6.0,46.5,-5.9000001
nan,,,1.3028799,5.1199999,-6.4073486,22.451433,45.0,-6.0,46.5,-5.9000001
nan,,,1.3047999,5.105,-6.3861752,22.375059,45.0,-6.0,46.5,-5.9000001
nan,,,1.3067199,5.0899997,-6.365015,22.298487,45.0,-6.0,46.5,-5.9000001
nan,,,1.3067199,5.085,-6.365015,22.272921,45.0,-6.0,46.5,-5.9000001
nan,,,1.30864,5.0749998,-6.3438663,22.221708,45.0,-6.0,46.5,-5.9000001
nan,,,1.30864,5.0699997,-6.3438663,22.196074,45.0,-6.0,46.5,-5.9000001
nan,,,1.30864,5.0599999,-6.3438663,22.144735,45.0,-6.0,46.5,-5.8000002
nan,,,1.31056,5.0499997,-6.3227367,22.093294,45.0,-6.0,46.5,-5.8000002
nan,,,1.31248,5.04,-6.3016186,22.041769,45.0,-6.0,46.5,-5.8000002
nan,,,1.3144,5.0349998,-6.2805176,22.015974,45.0,-6.0,46.5,-5.8000002
nan,,,1.3163199,5.0250001,-6.259428,21.964315,45.0,-6.0,46.5,-5.8000002
nan,,,1.3163199,5.0149999,-6.259428,21.912554,45.0,-6.0,46.5,-5.8000002
nan,,,1.3182399,5.0099998,-6.2383537,21.886644,45.0,-6.0,46.5,-5.8000002
